"Symbol","COMPANY","收盤日","收盤價","預期報酬率","貴價","淑價","預期ROE","NAV","預期常利","財報幣別","盈再率","預期配息率","股息","股子","ROE1","ROE2","ROE3","ROE4","ROE5","SECTOR","Industry","交易所","Shares","財報","最近營收年度","營收","近12月最高價","近12月最低價"
"7508","G-7 HOLDINGS INC","20260130",1460.0,14.0,3869.01,1404.61,16.94,745.08,5517.4,"JPY",33.9,49.1,"",0,18.4,20.5,21.2,27.1,"","Retail Trade","Grocery Stores","",43.72,"",2025,214129.0,1515.0,1154.0
"7509","I.A.GROUP","20260130",4200.0,26.0,27101.38,8859.49,8.43,10717.93,1309.9,"JPY",-17.1,58.4,"",0,9.4,11.4,8.1,8.9,"","Retail Trade","Conglomerates","",1.45,"",2025,37289.0,4395.0,2990.0
"7510","TAKEBISHI CORPORATION","20260130",2283.0,10.0,4714.14,1541.06,6.17,2548.06,2517.4,"JPY",6.4,65.2,"",0,5.5,7.1,8.2,7.0,"","Distribution Services","Semiconductor Equipment & Materials","",16.02,"",2025,100965.0,2417.0,1517.0
"7514","Himaraya Co., Ltd.","20260130",879.0,-2.0,753.05,246.17,1.89,1328.72,308.5,"JPY",46.2,50.2,"",0,1.8,2.1,4.2,11.6,10.6,"Retail Trade","Specialty Retail","",12.29,"",2025,60447.0,900.0,800.0
"7515","MARUYOSHI CENTER INC","20260130",4690.0,-5.0,3079.03,1006.54,3.18,3222.58,95.5,"JPY",-29.3,55.3,"",0,0.9,9.2,6.6,17.6,"","Retail Trade","Grocery Stores","",0.93,"",2025,41738.0,4740.0,3800.0
"7516","KOHNAN SHOJI","20260130",3890.0,20.0,16347.08,5343.89,9.28,5872.9,15382.6,"JPY",67.7,33.6,"",0,10.2,10.4,10.1,12.5,"","Retail Trade","Home Improvement Retail","",28.23,"",2025,501403.0,4250.0,3275.0
"7518","Net One Systems Co. Ltd.","20250401",4480.0,15.0,12860.79,4916.88,18.8,2698.0,14443.8,"JPY",4.7,69.6,"",0,18.2,21.5,15.9,18.9,"","Technology","Information Technology Services","",28.47,"",2024,205127.0,71383146496.0,0.0
"7520","Ecos Co. Ltd.","20260130",3045.0,19.0,11327.03,4025.08,15.33,2392.25,4117.8,"JPY",39.8,38.3,"",0,18.2,20.3,18.0,24.5,"","Retail Trade","Food Distribution","",11.23,"",2025,137175.0,3190.0,1950.0
"7521","MUSASHI CO LTD","20260130",2440.0,23.0,12907.05,4219.34,8.63,4987.52,2929.9,"JPY",48.2,34.2,"",0,11.4,2.6,6.6,3.7,"","Distribution Services","Conglomerates","",6.81,"",2025,37391.0,2899.0,1461.0
"7522","WATAMI CO LTD","20260130",953.0,18.0,3403.84,1230.8,16.46,668.37,4411.3,"JPY",15.0,47.0,"",0,19.6,33.2,23.2,73.3,"","Consumer Services","Restaurants","",40.09,"",2025,88713.0,1228.0,892.0
"7523","ART VIVANT CO LTD","20260130",1639.0,15.0,4910.65,1605.3,9.74,1681.23,1491.2,"JPY",-9.7,61.1,"",0,8.5,8.8,12.6,11.4,"","Retail Trade","Personal Services","",9.11,"",2025,10731.0,2170.0,920.0
"7525","RIX CORP","20260130",3700.0,12.0,8565.26,3151.51,11.17,3147.78,2848.7,"JPY",46.3,47.4,"",0,12.2,13.0,14.5,11.7,"","Producer Manufacturing","Specialty Industrial Machinery","",8.1,"",2025,54727.0,3970.0,2451.0
"7527","SystemSoft Corporation","20260130",62.0,"","","",-11.94,51.25,-519.0,"JPY","",0.0,"",0,-11.9,-11.6,1.3,4.4,6.6,"Technology Services","Software - Application","",84.8,"",2025,1373.0,99.0,45.0
"7531","SEIWA CHUO HOLDINGS CORPORATION","20260130",1500.0,"","","",-0.2,3986.04,-30.9,"JPY",173.4,13.2,15.0,0,-0.6,0.3,4.1,7.7,"","Non-Energy Minerals","Steel","",3.94,"",2024,51471.0,1956.0,1300.0
"7532","PAN PACIFIC INTL HLDGS CORP","20260130",915.9,4.0,1229.73,452.78,18.72,203.52,113792.8,"JPY",-9.5,57.3,"",0,20.8,23.5,19.5,16.8,"","Retail Trade","Discount Stores","",2986.66,"",2025,2246758.0,1139.4,765.2
"7533","Green Cross Co. Ltd.","","","",42.36,14.72,9.63,18.44,1060.1,"JPY",150.8,22.9,"",0,10.7,10.9,11.4,11.8,"","Industrials","Rental & Leasing Services","",597.07,"",2024,24348.0,1257.0,1257.0
"7537","MARUBUN CORP","20260130",1370.0,14.0,4010.06,1310.9,6.42,2082.58,3499.5,"JPY",26.0,57.0,"",0,8.0,7.1,12.2,6.7,"","Distribution Services","Electronics & Computer Distribution","",26.18,"",2025,210837.0,1422.0,761.0
"7538","DAISUI CO LTD","20260130",398.0,24.0,2018.48,695.93,9.76,843.05,1117.7,"JPY",66.8,20.1,"",0,11.8,11.7,9.4,-2.3,"","Distribution Services","Food Distribution","",13.59,"",2025,99302.0,406.0,288.0
"7539","Ainavo Holdings Co., Ltd.","20260130",760.0,13.0,2058.29,672.86,6.06,1132.07,1593.8,"JPY",58.0,39.6,"",0,6.8,5.7,5.6,6.2,6.1,"Producer Manufacturing","Building Products & Equipment","",23.23,"",2025,92272.0,836.0,568.0
"7544","THREE F CO LTD","20260130",579.0,9.0,1117.88,365.44,7.34,507.78,282.5,"JPY",-9.2,50.0,"",0,6.9,6.2,-2.0,-1.5,"","Retail Trade","Grocery Stores","",7.58,"",2025,13916.0,612.0,387.0
"7545","NISHIMATSUYA CHAIN CO","20260130",2140.0,9.0,4204.76,1374.54,9.2,1522.91,8399.7,"JPY",36.9,42.1,"",0,9.9,10.9,10.7,12.7,"","Retail Trade","Specialty Retail","",59.93,"",2025,185974.0,2354.0,1995.0
"7550","ZENSHO HOLDINGS CO LTD","20260130",8377.0,0.0,8444.2,2760.42,18.37,1532.37,44095.6,"JPY",95.1,18.4,"",0,22.2,29.5,17.3,12.6,"","Consumer Services","Restaurants","",156.66,"",2025,1136684.0,10600.0,7169.0
"7551","WEDS CO LTD","20260130",664.0,18.0,2552.43,834.39,7.98,1066.65,1364.7,"JPY",7.4,60.9,"",0,8.6,9.8,13.2,6.7,"","Distribution Services","Auto Parts","",16.04,"",2025,35138.0,700.0,560.0
"7552","HAPPINET CORP","20260130",2764.0,8.0,5146.81,1906.89,14.63,1267.84,8142.8,"JPY",30.7,54.8,"",0,15.8,12.4,8.2,9.2,"","Distribution Services","Specialty Retail","",43.91,"",2025,364418.0,3630.0,2112.5
"7555","OTA FLORICULTURE AUCTION CO","20260130",746.0,4.0,1039.69,339.88,3.39,1021.81,176.4,"JPY",21.8,55.9,"",0,4.4,3.7,6.6,3.8,"","Distribution Services","Farm Products","",5.09,"",2025,3857.0,787.0,725.0
"7559","Global Food Creators Co. Ltd.","20250611",2012.0,1.0,2197.11,718.24,2.35,3113.38,405.0,"JPY",13.3,53.8,"",0,2.4,3.7,3.4,-0.1,"","Consumer Defensive","Packaged Foods","",5.53,"",2025,22382.0,3002088960.0,0.0
"7561","HURXLEY CORP","20260130",693.0,13.0,1880.31,614.68,4.7,1333.42,1158.9,"JPY",179.0,17.0,"",0,5.1,7.2,5.2,5.1,"","Consumer Services","Restaurants","",18.49,"",2025,45175.0,740.0,568.0
"7562","ANRAKUTEI CO LTD","20260130",3720.0,2.0,4393.91,1626.61,10.97,1607.36,814.4,"JPY",-22.5,50.0,"",0,14.2,30.4,2.3,13.1,"","Consumer Services","Restaurants","",4.62,"",2025,30353.0,3820.0,3400.0
"7564","WORKMAN CO LTD","20260130",6360.0,-3.0,5465.38,2044.9,12.94,1657.92,17502.4,"JPY",20.3,56.5,"",0,13.5,14.0,16.1,20.3,"","Distribution Services","Apparel Retail","",81.61,"",2025,136933.0,7240.0,3825.0
"7565","MANSEI CORP","20260130",6000.0,14.0,16627.78,5435.65,7.65,7240.74,897.9,"JPY",21.6,55.4,"",0,6.4,8.6,6.7,3.4,"","Distribution Services","Electronics & Computer Distribution","",1.62,"",2025,24422.0,6660.0,3900.0
"7567","SAKAE ELECTRONICS CORP","20260130",499.0,4.0,676.18,221.04,2.56,880.51,114.5,"JPY",33.0,38.2,"",0,1.6,5.6,18.4,17.7,"","Distribution Services","Electrical Equipment & Parts","",5.08,"",2025,6428.0,535.0,391.0
"7570","HASHIMOTO SOGYO HOLDINGS CO LTD","20260130",1304.0,13.0,3399.64,1111.35,6.82,1661.49,2204.1,"JPY",163.7,27.2,"",0,7.3,5.4,9.6,8.9,"","Distribution Services","Building Products & Equipment","",19.45,"",2025,165339.0,1388.0,1019.0
"7571","YAMANO HOLDING CORPORATION","20260130",108.0,5.0,157.02,58.46,14.93,38.06,198.1,"JPY",-11.7,57.1,"",0,12.2,3.0,26.7,24.3,"","Retail Trade","Conglomerates","",34.87,"",2025,13964.0,230.0,52.0
"7575","JAPAN LIFELINE CO","20260130",1545.0,13.0,3244.75,1259.61,15.6,853.96,9347.5,"JPY",11.9,73.0,"",0,16.8,14.2,14.6,14.4,"","Health Technology","Medical Devices","",70.16,"",2025,56610.0,1645.0,1344.0
"7581","Saizeriya Co., Ltd.","20260130",6270.0,0.0,6494.6,2123.1,9.07,2387.53,10623.0,"JPY",43.1,34.8,"",0,10.2,9.8,6.5,9.6,3.6,"Consumer Services","Restaurants","",49.07,"",2025,256714.0,6730.0,3780.0
"7585","KAN-NANMARU CORPORATION","20260130",415.0,"","","",-6.3,307.09,-73.7,"JPY","",0.0,"",0,-5.9,-39.0,-12.4,-4.3,"","Consumer Services","Restaurants","",3.81,"",2022,665.0,495.0,346.0
"7590","TAKASHO CO LTD","20260130",402.0,"","","",-1.37,748.28,-173.3,"JPY","",17.6,"",0,-2.6,-1.1,4.1,10.7,"","Non-Energy Minerals","Home Improvement Retail","",16.86,"",2025,19890.0,495.0,350.0
"7593","VT Holdings Co. Ltd.","20260130",544.0,15.0,1664.46,544.12,9.05,612.8,6450.4,"JPY",134.5,19.7,"",0,8.5,11.1,11.3,29.2,"","Retail Trade","Specialty Stores","",116.26,"",2025,351630.0,553.0,436.0
"7595","ARGO GRAPHICS","20260130",1439.0,9.0,2793.12,997.84,12.5,833.27,7148.3,"JPY",55.1,37.2,"",0,14.8,15.6,14.5,13.1,"","Technology Services","Information Technology Services","",68.63,"",2025,69541.0,1709.0,1080.0
"7596","UORIKI CO LTD","20260130",2318.0,-1.0,2077.87,679.26,5.52,1254.51,966.9,"JPY",-45.2,77.9,"",0,5.9,8.0,5.3,9.6,"","Retail Trade","Grocery Stores","",13.96,"",2025,36629.0,2670.0,2238.0
"7599","IDOM INC","20260130",1522.0,14.0,4149.91,1482.8,16.63,791.12,13208.6,"JPY",45.5,42.0,"",0,20.3,18.6,25.2,28.6,"","Retail Trade","Auto & Truck Dealerships","",100.41,"",2025,496678.0,1424.0,947.0
"7600","JAPAN MEDICAL DYNAMIC MARKETING","20260130",486.0,14.0,1425.17,465.89,5.07,936.55,1251.8,"JPY",0.9,59.6,"",0,5.4,6.4,7.9,10.6,"","Health Technology","Medical Devices","",26.35,"",2025,25114.0,647.0,460.0
"7601","POPLAR CO LTD","20260130",184.0,18.0,673.16,220.06,33.87,66.24,264.6,"JPY",6.8,46.6,"",0,68.3,"","",-360.2,"","Retail Trade","Department Stores","",11.79,"",2025,12028.0,215.0,156.0
"7602","LEDAX CO LTD","20260130",337.0,"","","",-5.44,222.24,-250.6,"JPY","",12.8,"",0,-4.3,1.5,-9.7,2.9,"","Retail Trade","Auto & Truck Dealerships","",20.73,"",2025,20034.0,226.0,117.0
"7603","MAC HOUSE CO LTD","20260130",200.0,"","","",-122.83,44.29,-1515.7,"JPY","",0.0,"",0,-46.8,-25.2,-15.2,-16.6,"","Retail Trade","Apparel Retail","",27.86,"",2025,13119.0,635.0,110.0
"7604","UMENOHANA GROUP CO LTD","20260130",847.0,-9.0,394.36,128.92,6.37,206.43,116.6,"JPY",-268.4,55.3,"",0,2.8,30.1,2.2,-190.6,"","Consumer Services","Restaurants","",8.87,"",2025,29440.0,1020.0,801.0
"7605","FUJI CORPORATION(RETAIL)","20251013",2817.0,10.0,5915.88,2240.01,15.64,1445.82,4107.4,"JPY",4.5,64.0,22.5,0,15.7,17.7,18.1,16.1,"","Distribution Services","Auto Parts","",18.16,"",2024,46142.0,6237623808.0,3724972544.0
"7606","UNITED ARROWS LTD","20260130",2405.0,10.0,5151.33,1923.71,14.14,1369.37,5347.4,"JPY",15.6,57.3,"",0,16.4,15.4,15.6,6.0,"","Retail Trade","Apparel Retail","",27.62,"",2025,150910.0,2510.0,1900.0
"7607","Shinwa Co., Ltd.","20260130",3125.0,11.0,7421.23,2426.01,7.63,3243.66,3314.8,"JPY",15.9,58.8,"",0,8.0,7.1,10.0,12.0,9.5,"Producer Manufacturing","Specialty Industrial Machinery","",13.4,"",2025,86146.0,3465.0,2534.0
"7608","SK JAPAN CO LTD","20260130",1485.0,12.0,3559.21,1314.01,17.38,665.39,968.9,"JPY",8.6,56.8,"",0,19.7,17.6,11.0,9.4,"","Distribution Services","Leisure","",8.38,"",2025,13274.0,1607.0,580.0
"7609","DAITRON CO LTD","20260130",2535.0,12.0,5780.28,2182.29,14.13,1566.05,4659.7,"JPY",7.2,61.6,85.0,0,14.9,15.4,18.9,14.7,"","Distribution Services","Semiconductor Equipment & Materials","",21.06,"",2024,93542.0,2619.0,1282.5
"7610","TAY TWO CO LTD","20260130",145.0,11.0,338.3,116.95,12.67,96.7,778.9,"JPY",71.9,23.6,"",0,11.4,15.7,20.9,45.4,"","Consumer Durables","Specialty Retail","",63.56,"",2025,36477.0,164.0,101.0
"7611","HIDAY HIDAKA CORP","20260130",3110.0,-1.0,3137.59,1216.8,16.55,718.33,4279.9,"JPY",-29.2,74.6,"",0,16.8,15.2,7.7,8.5,"","Consumer Services","Restaurants","",36.0,"",2025,55629.0,3900.0,2546.0
"7613","SIIX CORP","20260130",1257.0,15.0,3814.75,1247.05,5.96,2132.7,5991.7,"JPY",23.6,54.2,48.0,0,6.3,10.1,7.0,7.2,"","Distribution Services","Electronic Components","",47.12,"",2024,302314.0,1410.0,881.0
"7614","OM2 NETWORK CO LTD","20260130",1541.0,15.0,4731.08,1546.6,6.09,2588.14,1050.3,"JPY",74.1,21.3,"",0,6.8,8.1,6.6,5.0,"","Retail Trade","Food Distribution","",6.66,"",2025,32778.0,2049.0,1271.0
"7615","KYOTO KIMONO YUZEN HOLDINGS CO LTD","20260130",151.0,"","","",-23.13,140.85,-457.7,"JPY","",0.0,"",0,-28.1,-27.2,-5.6,0.5,"","Retail Trade","Apparel Retail","",14.05,"",2025,5161.0,441.0,65.0
"7616","COLOWIDE CO LTD","20260130",1767.5,-4.0,1292.0,422.36,5.9,729.49,4577.6,"JPY",119.3,4.1,"",0,9.5,12.4,-0.6,13.6,"","Consumer Services","Restaurants","",106.29,"",2025,269156.0,2042.0,1630.0
"7619","TANAKA CO LTD","20260130",928.0,17.0,3240.74,1059.4,5.88,1838.15,875.0,"JPY",19.2,57.8,"",0,6.2,7.1,5.6,5.6,"","Distribution Services","Electronics & Computer Distribution","",8.1,"",2025,41452.0,920.0,575.0
"7623","SUNAUTAS CO LTD","20250815",832.0,14.0,2405.57,786.39,7.33,1094.12,259.0,"JPY",61.2,29.4,"",0,7.7,8.7,10.3,8.7,"","Retail Trade","Auto & Truck Dealerships","",3.23,"",2025,18076.0,294240864.0,190144704.0
"7624","NAITO & CO LTD","20260130",139.0,3.0,181.69,59.4,2.57,235.76,331.7,"JPY",22.4,57.9,"",0,2.5,2.8,4.7,3.8,"","Distribution Services","Industrial Distribution","",54.76,"",2025,43555.0,148.0,112.0
"7625","GLOBAL-DINING INC","20260130",403.0,13.0,1040.36,340.09,6.78,511.8,361.4,"JPY",176.2,0.0,5.0,0,11.5,23.8,12.4,53.2,"","Consumer Services","Restaurants","",10.42,"",2024,11788.0,447.0,301.0
"7628","OHASHI TECHNICA","20260130",1145.0,5.0,1730.9,565.84,3.77,1530.3,1475.9,"JPY",30.8,62.4,"",0,4.1,3.6,4.8,5.3,"","Producer Manufacturing","Industrial Distribution","",25.58,"",2025,40017.0,1289.0,770.0
"7630","ICHIBANYA CO LTD","20260130",910.0,-4.0,672.88,219.97,11.17,200.81,3580.0,"JPY",-10.5,90.0,"",0,11.7,11.0,8.8,8.7,"","Consumer Services","Restaurants","",159.61,"",2025,61006.0,1010.0,865.0
"7634","HOSHIIRYO-SANKI CO LTD","20260130",5090.0,13.0,13806.25,4513.29,7.79,5906.41,1435.9,"JPY",58.0,28.3,"",0,8.5,9.1,9.0,8.4,"","Health Services","Medical Distribution","",3.12,"",2025,15102.0,5200.0,4250.0
"7635","SUGITA ACE CO LTD","20260130",1697.0,9.0,3320.71,1085.55,5.1,2171.27,593.3,"JPY",-10.5,67.2,"",0,4.7,6.5,6.0,1.5,"","Producer Manufacturing","Building Products & Equipment","",5.36,"",2025,75661.0,1793.0,1112.0
"7636","HANDSMAN CO LTD","20260130",817.0,13.0,2201.16,719.56,5.58,1315.48,1009.6,"JPY",127.6,25.0,"",0,5.8,4.6,7.3,9.7,"","Retail Trade","Specialty Retail","",13.76,"",2025,34896.0,926.0,720.0
"7637","HAKUDO CO LTD","20260130",2342.0,11.0,5428.57,1774.61,8.64,2094.71,2052.0,"JPY",7.7,68.7,"",0,10.0,9.1,13.8,16.6,"","Non-Energy Minerals","Metal Fabrication","",11.34,"",2025,66410.0,2626.0,1800.0
"7638","NEW ART HOLDINGS CO LTD","20260130",1455.0,14.0,3866.77,1476.41,22.7,628.8,2255.5,"JPY",8.9,72.6,"",0,23.5,16.6,23.0,25.1,"","Consumer Durables","Luxury Goods","",15.8,"",2025,27644.0,1660.0,1210.0
"7640","Top Culture Co., Ltd.","20260130",204.0,"","","",-73.1,47.15,-538.0,"JPY","",0.0,"",0,-33.8,-24.7,-27.3,-5.8,6.7,"Retail Trade","Specialty Retail","",15.61,"",2025,17333.0,278.0,117.0
"7646","Plant Co.,Ltd.","20260130",2023.0,15.0,5965.22,1950.04,8.96,2220.29,1372.0,"JPY",-33.8,62.0,"",0,9.5,11.4,9.0,6.9,7.6,"Retail Trade","Discount Stores","",6.9,"",2025,97764.0,2169.0,1259.0
"7647","ONTSU Co. Ltd.","20241017",33.0,3.0,40.26,13.16,8.71,15.4,272.7,"JPY",-322.7,56.0,"",0,9.5,5.4,-1.4,7.6,"","Industrials","Rental & Leasing Services","",203.19,"",2024,4418.0,"",""
"7649","SUGI HOLDINGS CO.LTD.","20260130",3559.0,7.0,6087.75,2083.73,14.07,1385.33,35267.5,"JPY",79.4,20.7,"",0,12.8,13.0,11.0,12.6,"","Retail Trade","Pharmaceutical Retailers","",180.97,"",2025,878021.0,4074.0,2666.0
"7670","O-WELL CORPORATION","20260130",1137.0,9.0,2234.48,730.45,3.5,2126.07,748.6,"JPY",69.5,43.0,"",0,3.9,2.7,3.6,1.6,"","Producer Manufacturing","Conglomerates","",10.05,"",2025,69416.0,1100.0,751.0
"7673","DAIKO TSUSAN CO LTD","20260130",1685.0,13.0,4494.65,1469.31,9.49,1578.05,798.6,"JPY",46.2,48.1,"",0,10.4,8.0,8.6,10.5,"","Electronic Technology","Communication Equipment","",5.33,"",2025,21728.0,1810.0,1140.0
"7674","NATTY SWANKY HOLDINGS CO LTD","20260130",2891.0,"","","",-4.42,927.76,-100.5,"JPY","",1.9,"",0,-2.5,19.4,"","","","Consumer Services","Restaurants","",2.45,"",2025,7196.0,3330.0,3000.0
"7675","CENTRAL FOREST GROUP INC","20260130",2719.0,33.0,25853.88,8451.68,6.46,13346.53,2111.4,"JPY",34.2,47.4,"",0,7.0,6.6,4.5,3.2,"","Distribution Services","Food Distribution","",2.45,"",2024,348074.0,"",""
"7677","YASHIMA & CO LTD","20260130",2910.0,"","","",-1.61,3262.37,-150.6,"JPY","",16.4,"",0,-4.8,4.3,1.9,3.4,"","Distribution Services","Railroads","",2.87,"",2025,29046.0,3050.0,2200.0
"7678","ASAKUMA CO LTD","20260130",4675.0,-15.0,1355.89,501.25,11.36,471.19,284.3,"JPY",-18.3,50.0,"",0,10.2,1.2,14.4,-11.3,"","Consumer Services","Restaurants","",5.31,"",2024,7212.33,4945.0,3510.0
"7679","YAKUODO HLDGS CO LTD","20260130",2007.0,15.0,6170.85,2072.58,11.63,1905.71,4312.1,"JPY",92.8,11.0,"",0,13.1,13.9,12.8,13.2,"","Retail Trade","Pharmaceutical Retailers","",19.45,"",2025,151957.0,2346.0,1570.0
"7681","LEOCLAN Co. Ltd.","20260130",1015.0,-3.0,770.27,251.8,2.7,951.69,152.0,"JPY",52.6,41.9,"",0,2.7,0.8,5.0,9.1,8.3,"Distribution Services","Medical Distribution","",5.92,"",2025,21489.0,1319.0,798.0
"7682","HAMAYUU CO LTD","20260130",4055.0,-10.0,1812.5,592.51,8.13,743.52,130.5,"JPY",27.2,41.2,"",0,8.1,12.6,7.5,10.2,-2.6,"Consumer Services","Restaurants","",2.16,"",2025,6092.0,4480.0,3815.0
"7683","WA INC","20260130",1333.0,2.0,1513.68,494.83,8.96,563.31,962.7,"JPY",-14.5,58.5,"",0,10.4,13.4,8.2,9.6,"","Retail Trade","Apparel Retail","",19.08,"",2025,22800.0,1436.0,1060.0
"7685","BUYSELL TECHNOLOGIES CO LTD","20260130",4890.0,-5.0,3157.49,1032.19,25.99,404.99,3247.0,"JPY",30.4,41.7,25.0,0,27.7,17.6,49.4,44.4,"","Technology Services","Internet Retail","",30.85,"",2024,59973.0,5220.0,2233.0
"7686","KAKUYASU GROUP CO LTD","20260130",446.0,14.0,1225.1,400.49,27.82,146.79,1176.5,"JPY",39.5,42.9,"",0,28.0,61.2,48.2,-81.1,"","Retail Trade","Food Distribution","",28.81,"",2025,134514.0,525.0,404.0
"7687","MICREED CO LTD","20260130",490.0,15.0,1393.06,499.37,19.01,210.74,264.8,"JPY",14.2,46.3,"",0,22.3,22.8,15.5,-4.1,"","Retail Trade","Food Distribution","",6.61,"",2025,6776.0,595.0,382.0
"7689","COPA CORP INC","20260130",458.0,"","","",-26.28,351.01,-273.1,"JPY","",0.0,"",0,-18.8,-13.4,-4.6,3.3,"","Distribution Services","Advertising Agencies","",2.96,"",2025,2052.0,550.0,401.0
"7692","EARTH INFINITY CO LTD","20260130",102.0,3.0,133.18,43.54,40.57,10.94,488.9,"JPY",2.9,64.2,"",0,52.0,17.5,81.8,-45.0,18.1,"Electronic Technology","Utilities - Diversified","",110.13,"",2025,6725.0,157.0,78.0
"7694","ITSUMO INC","20260130",649.0,"","","",-1.18,397.64,-27.9,"JPY","",0.0,"",0,-2.3,13.9,1.7,"","","Technology Services","Specialty Business Services","",5.94,"",2025,13940.0,1444.0,302.0
"7695","KOUKANDEKIRUKUN INC","20260130",808.0,-11.0,324.92,106.22,4.58,236.36,77.4,"JPY",115.5,0.0,"",0,7.0,22.0,21.8,7.8,"","Retail Trade","Internet Retail","",7.15,"",2025,10292.0,1016.6667,739.6667
"7698","ICECO INC","20260130",2532.0,4.0,3396.72,1136.9,12.08,981.84,463.7,"JPY",114.0,9.8,"",0,13.8,10.7,3.4,13.0,"","Distribution Services","Food Distribution","",3.91,"",2025,54717.0,2661.0,1600.0
"7699","Omni-Plus System Ltd.","20260130",790.0,20.0,3116.31,1153.21,16.63,4.1,14.4,"USD",18.9,56.5,"",0,21.3,12.9,26.6,41.7,"","Industrials","Industrial Distribution","",21.06,"",2025,371.59,897.0,585.0
"7701","SHIMADZU CORP","20260130",4164.0,4.0,4547.73,1706.45,11.02,1723.74,54887.5,"JPY",20.1,55.2,"",0,11.0,13.4,13.7,14.0,"","Health Technology","Scientific & Technical Instruments","",288.94,"",2025,539047.0,4540.0,3229.0
"7702","JMS CO LTD","20260130",438.0,-17.0,102.28,33.44,0.2,1665.33,83.6,"JPY",2570.6,23.7,"",0,0.1,-0.1,0.7,2.5,"","Health Technology","Medical Instruments & Supplies","",24.52,"",2025,69749.0,492.0,405.0
"7705","GL Sciences Inc.","20241011",2759.0,14.0,6272.87,2262.91,10.08,2579.91,3392.1,"JPY",40.1,38.2,"",0,11.0,13.0,11.7,10.3,"","Technology","Scientific & Technical Instruments","",13.04,"",2024,37148.0,"",""
"7707","PRECISION SYSTEM SCIENCE CO","20260130",239.0,"","","",-2.47,138.25,-92.7,"JPY","",0.0,"",0,-3.5,-19.7,-18.3,0.8,"","Health Technology","Medical Devices","",27.19,"",2025,4692.0,283.0,164.0
"7709","KUBOTEK CORP","20260130",184.0,"","","",-87.35,14.67,-176.5,"JPY","",0.0,"",0,-30.3,-31.4,-19.0,-15.7,"","Electronic Technology","Computer Hardware","",13.77,"",2025,1662.0,346.0,155.0
"7713","SIGMA KOKI CO LTD","20260130",1568.0,12.0,3844.49,1256.77,5.14,2495.34,907.3,"JPY",48.4,39.9,"",0,5.1,6.5,6.8,8.6,"","Electronic Technology","Electronic Components","",7.08,"",2025,11580.0,1638.0,1118.0
"7715","NAGANO KEIKI CO LTD","20260130",2656.0,12.0,6394.55,2090.39,9.3,2292.25,4071.2,"JPY",49.7,33.4,"",0,11.8,17.3,12.1,10.7,"","Electronic Technology","Scientific & Technical Instruments","",19.1,"",2025,69544.0,2770.0,1531.0
"7716","NAKANISHI INC","20260130",2162.0,8.0,4006.97,1309.89,9.18,1455.36,11122.0,"JPY",-0.8,65.8,54.0,0,10.8,12.4,15.5,13.3,"","Health Technology","Medical Instruments & Supplies","",83.27,"",2024,77041.0,2253.0,1756.0
"7717","V TECHNOLOGY","20260130",3115.0,4.0,4231.5,1383.29,3.95,3571.32,1323.1,"JPY",33.8,74.0,"",0,3.8,2.1,1.1,11.6,"","Electronic Technology","Scientific & Technical Instruments","",9.38,"",2025,46182.0,3950.0,1682.0
"7718","STAR MICRONICS CO","20260130",2196.0,0.0,2150.98,703.16,4.62,1552.9,3431.5,"JPY",43.4,48.0,35.0,0,2.5,11.0,16.8,11.4,"","Producer Manufacturing","Specialty Industrial Machinery","",47.86,"",2024,64994.0,2271.0,1426.0
"7719","TOKYO KOKI CO LTD","20260130",305.0,6.0,476.72,155.84,6.98,227.63,113.3,"JPY",5.4,47.3,"",0,6.5,12.0,6.4,13.2,"","Producer Manufacturing","Specialty Industrial Machinery","",7.13,"",2025,3483.0,422.0,165.0
"7721","TOKYO KEIKI INC","20260130",6630.0,0.0,6553.44,2142.33,8.88,2460.01,3589.1,"JPY",79.6,24.4,"",0,10.6,6.4,4.0,4.6,"","Electronic Technology","Scientific & Technical Instruments","",16.43,"",2025,57650.0,7680.0,2511.0
"7722","KOKUSAI CO LTD","20260130",945.0,14.0,2101.31,779.45,10.54,833.18,1182.4,"JPY",-8.1,50.0,"",0,8.8,-2.3,-0.6,4.3,"","Electronic Technology","Specialty Industrial Machinery","",13.47,"",2025,13204.0,1052.0,461.0
"7723","AICHI TOKEI DENKI CO","20260130",2782.0,11.0,6289.09,2055.91,6.9,3038.18,3228.4,"JPY",65.3,30.1,"",0,7.0,8.0,8.9,8.0,"","Electronic Technology","Scientific & Technical Instruments","",15.4,"",2025,54286.0,2999.0,1674.0
"7725","INTER ACTION CORP","20260130",1449.0,6.0,2313.14,756.17,6.78,1137.72,797.3,"JPY",2.3,63.1,"",0,8.9,11.2,10.5,8.5,"","Electronic Technology","Electronic Components","",10.34,"",2025,6668.0,1555.0,998.0
"7726","KURODA PRECISION INDUSTRIES CO","20260130",1007.0,4.0,1365.18,446.28,2.29,1986.91,260.8,"JPY",223.7,13.7,"",0,1.3,11.4,8.7,10.2,"","Producer Manufacturing","Tools & Accessories","",5.73,"",2025,17284.0,1350.0,733.0
"7727","OVAL CORP","20260130",745.0,9.0,1509.48,493.45,7.03,715.88,1115.0,"JPY",21.5,53.2,"",0,7.1,8.1,6.5,1.9,"","Producer Manufacturing","Scientific & Technical Instruments","",22.16,"",2025,15048.0,788.0,331.0
