"Symbol","COMPANY","收盤日","收盤價","預期報酬率","貴價","淑價","預期ROE","NAV","預期常利","財報幣別","盈再率","預期配息率","股息","股子","ROE1","ROE2","ROE3","ROE4","ROE5","SECTOR","交易所","Shares","財報","最近營收年度","營收","近12月最高價","近12月最低價"
"6276","安鈦克科技股份有限公司","20260123.0",36.65,"","","",-0.22,9.45,-0.5,"NTD",33.9,80.7623,"",0,-14.5,15.4,5.7,7.6,33.6,"電腦及週邊設備業","OTC",22.0,"2025/09",2024,1197,69.4,28.25
"6277","宏正自動科技股份有限公司","20260123.0",60.7,9.0,119.7,39.1,9.91,40.25,477.0,"NTD",14.8,91.2386,3.8,0,10.1,11.2,15.0,11.6,9.6,"電腦及週邊設備業","TWSE",119.5,"2025/09",2024,4993,77.5,57.8
"6278","台灣表面黏著科技股份有限公司","20260123.0",96.6,14.0,273.7,89.5,11.81,77.24,2668.1,"NTD",-7.2,78.0922,5.5,0,13.6,11.2,23.0,25.7,15.6,"光電業","TWSE",292.4,"2025/09",2024,45288,122.0,81.9
"6279","胡連精密股份有限公司","20260123.0",125.0,9.0,236.6,88.8,14.6,62.0,1077.0,"NTD",45.9,59.3731,6.0,0,20.4,15.9,16.7,16.8,12.3,"電子零組件業","OTC",119.0,"2025/09",2024,8800,184.7619,117.619
"6281","全國電子股份有限公司","20260123.0",62.2,9.0,126.7,41.4,14.46,29.2,418.9,"NTD",-8.2,93.8163,4.0,0,15.2,17.1,20.8,22.3,23.5,"電子通路業","TWSE",99.2,"2025/09",2024,19789,81.6,61.5
"6282","康舒科技股份有限公司","20260123.0",59.5,"","","",-0.02,26.96,-5.5,"NTD",47.4,78.785,0.5,0,0.2,2.1,8.4,4.9,-3.8,"電子零組件業","TWSE",856.0,"2025/09",2024,31695,59.2,22.1
"6283","淳安電子股份有限公司","20260123.0",24.25,"","","",-4.4,11.68,-76.6,"NTD","",0.0,"",0,-5.5,-10.8,-6.5,-14.4,-7.2,"其他電子業","TWSE",149.0,"2025/09",2024,1615,31.95,19.9
"6284","佳邦科技股份有限公司","20260123.0",91.2,5.0,130.9,46.0,10.46,50.84,792.6,"NTD",114.1,28.4617,2.7,0,14.2,12.3,10.6,10.4,7.2,"電子零組件業","OTC",149.0,"2025/09",2024,7366,97.7,57.5
"6285","啟碁科技股份有限公司","20260123.0",155.0,1.0,171.3,56.0,8.64,66.08,2763.2,"NTD",43.2,70.91,4.8,0,9.6,16.7,16.8,4.3,6.7,"通信網路業","TWSE",484.0,"2025/09",2024,110213,163.5,96.0
"6287","元隆電子股份有限公司","20250620.0",8.89,"","","",-557.43,0.62,-423.7,"NTD","",0.0,"",0,-205.0,-52.6,114.9,110.6,-68.0,"半導體業","OTC",121.5,"2025/03",2024,977,14.2,0.0
"6288","聯嘉光電股份有限公司","20250804.0",20.95,-32.0,1.0,0.3,0.21,15.86,6.9,"NTD","",0.0,"",0,0.5,-0.7,-0.3,-0.4,3.9,"汽車工業","TWSE",207.8,"2025/03",2024,5542,28.15,16.65
"6289","華上光電股份有限公司","","","","","",-11990.0,0.0,-119.9,"NTD","",0.0,"",0,-3833.3,-856.2,-121.0,-183.2,-107.0,"光電業","TWSE",104.8,"2022/06",2021,62,"",""
"6290","良維科技股份有限公司","20260123.0",169.0,-2.0,151.7,59.5,14.88,41.1,973.5,"NTD",28.2,77.1619,5.0,0,16.5,11.2,16.0,7.3,13.8,"電子零組件業","OTC",159.1,"2025/09",2024,8040,207.0,61.3
"6291","沛亨半導體股份有限公司","20260123.0",188.5,-6.0,119.9,46.1,15.87,32.45,216.3,"NTD",-2.5,68.2081,5.8,0,16.8,39.5,84.8,44.2,18.0,"半導體業","OTC",42.0,"2025/09",2024,1824,214.5,72.2
"6292","迅德興業股份有限公司","20260123.0",41.5,9.0,82.3,26.9,10.24,26.8,127.9,"NTD",18.8,79.3656,4.0,0,13.9,22.7,15.8,23.3,13.1,"電子零組件業","OTC",46.6,"2025/09",2024,1036,65.2,39.6
"6294","智基科技開發股份有限公司","20260123.0",44.05,14.0,129.2,42.2,19.11,22.53,112.0,"NTD",13.3,87.9032,3.2,0,5.7,32.0,34.2,40.6,45.8,"文化創意業","OTC",26.0,"2025/09",2024,1055,69.6226,43.3
"6298","崴強","20180917.0",17.2,16.0,51.1,18.0,10.88,19.31,355.1,"NTD",40.5,29.765,"",0,12.7,10.4,4.0,12.2,8.6,"","",169.0,"2018/06",2017,0,"",""
"6404","中國通訊多媒體集團有限公司","20231121.0",4.64,"","","",-1098.33,0.49,-131.8,"NTD","",0.0,"",0,-92.2,-54.6,-115.2,-86.7,-58.4,"資訊服務業","OTC",24.4,"2024/03",2023,8,"",""
"6405","悅城科技股份有限公司","20260123.0",31.05,"","","",-2.49,36.96,-60.6,"NTD","",69.2632,0.1,0,-2.1,-3.6,0.1,5.0,-4.6,"光電業","TWSE",65.8,"2025/09",2024,132,33.55,19.3
"6409","旭隼科技股份有限公司","20260123.0",937.0,5.0,1352.0,529.7,40.72,113.21,4043.2,"NTD",9.4,89.4567,43.0,0,50.2,42.7,77.0,43.7,43.9,"其他電子業","TWSE",87.7,"2025/09",2024,22813,1855.0,910.0
"6411","晶焱科技股份有限公司","20260123.0",82.4,4.0,115.9,37.9,7.67,50.38,383.4,"NTD",22.7,72.0914,3.18,0,9.1,9.9,11.1,27.1,20.8,"半導體業","OTC",99.2,"2025/09",2024,2745,105.5,58.1
"6412","群光電能科技股份有限公司","20260123.0",84.1,11.0,167.3,66.5,18.4,38.73,2856.3,"NTD",8.6,83.0929,6.0,0,23.0,25.2,28.1,30.0,25.0,"電子零組件業","TWSE",400.8,"2025/09",2024,37176,134.5,79.0
"6414","樺漢科技股份有限公司","20260123.0",291.0,"","","",-3.17,176.5,-770.5,"NTD",85.4,174.1556,12.2,0,0.6,2.9,-57.0,0.0,4.3,"電腦及週邊設備業","TWSE",137.5,"2025/09",2024,146384,332.0,216.5
"6415","矽力杰股份有限公司","20260123.0",265.0,-5.0,170.5,55.7,6.28,90.57,2209.3,"NTD",65.8,32.2086,2.4,0,6.8,1.9,24.6,31.2,18.8,"半導體業","TWSE",388.7,"2025/09",2024,18455,478.0,174.5
"6416","瑞祺電通股份有限公司","20260123.0",86.3,3.0,107.1,35.0,7.44,47.96,261.7,"NTD",60.6,58.1294,2.9,0,7.9,8.1,13.4,6.5,14.2,"通信網路業","TWSE",73.3,"2025/09",2024,4254,146.0,74.5
"6417","韋僑科技股份有限公司","20260123.0",113.5,-2.0,100.6,37.1,11.05,38.06,177.9,"NTD",94.7,47.5875,2.2,0,11.6,11.2,13.3,11.7,11.5,"通信網路業","OTC",42.3,"2025/09",2024,1491,117.0,73.6
"6418","詠昇電子股份有限公司","20260123.0",37.0,-3.0,27.9,9.1,6.18,15.04,32.1,"NTD",17.6,88.6375,1.1,0,6.1,8.3,4.4,-5.4,0.2,"電子零組件業","OTC",34.5,"2025/09",2024,795,80.0,14.35
"6419","京晨科技股份有限公司","20260123.0",74.2,14.0,217.3,71.0,25.91,27.95,95.6,"NTD",-4.4,106.4194,2.7,0,49.8,4.9,24.1,28.8,-29.8,"光電業","OTC",13.2,"2025/09",2024,777,119.0,47.25
"6422","君耀-KY","","","",123.9,44.8,12.47,37.65,196.2,"NTD",15.8,42.1,"",0,14.2,19.3,18.3,26.3,20.9,"","",41.8,"2018/06",2017,0,"",""
"6423","億而得微電子股份有限公司","20260123.0",103.5,-16.0,26.8,8.7,4.84,18.43,26.8,"NTD",18.8,82.46,0.99,0,9.0,9.2,24.2,14.9,4.9,"半導體業","TWSE",30.0,"2025/09",2024,225,104.8745,63.9048
"6425","易發精機股份有限公司","20260123.0",80.1,"","","",-3.61,26.07,-45.8,"NTD","",0.0,1.0,0,3.1,-7.4,4.3,-12.4,-7.3,"電機機械","OTC",48.6,"2025/09",2024,1697,95.8,37.5
"6426","統新光訊股份有限公司","20260123.0",88.6,"","","",-11.09,24.88,-106.3,"NTD","",44.7674,0.5,0,-12.7,-8.2,6.7,0.6,10.2,"通信網路業","TWSE",38.5,"2025/09",2024,330,110.5,50.4
"6431","光麗生技控股股份有限公司","20260123.0",28.5,"","","",-38.71,4.72,-178.1,"NTD","",0.0,"",0,-39.8,-19.8,-14.9,-6.0,-17.9,"生技醫療業","TWSE",97.4,"2025/09",2024,381,32.0,14.8
"6432","今展科技股份有限公司","20260123.0",36.55,-2.0,30.8,10.1,3.75,27.39,33.1,"NTD",76.5,62.74,1.4,0,5.8,3.9,5.7,12.0,14.1,"電子零組件業","OTC",32.2,"2025/09",2024,1020,39.3,22.5
"6435","大中積體電路股份有限公司","20260123.0",150.0,2.0,167.2,65.1,14.28,47.7,255.6,"NTD",8.5,73.353,4.3,0,13.3,9.8,31.5,44.0,26.3,"半導體業","OTC",37.5,"2025/09",2024,2716,129.5,78.8
"6438","迅得機械股份有限公司","20260123.0",149.5,0.0,153.2,50.1,8.89,57.45,419.7,"NTD",122.9,59.0444,4.78,0,7.5,16.1,19.6,29.6,20.8,"其他電子業","TWSE",82.2,"2025/09",2024,5121,249.8945,116.5
"6441","廣錠科技股份有限公司","20260123.0",21.95,"","","",-16.1,24.22,-207.9,"NTD","",0.0,"",0,-11.0,-7.1,0.8,-16.6,-9.4,"電腦及週邊設備業","OTC",53.3,"2025/09",2024,540,39.65,21.15
"6442","光紅建聖股份有限公司","20260123.0",1355.0,-13.0,450.2,147.2,31.71,47.32,1172.1,"NTD",36.4,72.9733,8.62,0,51.7,7.9,18.3,5.9,-1.7,"通信網路業","TWSE",78.1,"2025/09",2024,6410,1455.0,293.0
"6443","元晶太陽能科技股份有限公司","20260123.0",39.1,"","","",-11.73,13.32,-801.0,"NTD","",15.4643,"",0,-8.2,7.8,3.0,0.2,-10.2,"光電業","TWSE",512.8,"2025/09",2024,4514,40.95,11.95
"6446","藥華醫藥股份有限公司","20260123.0",600.0,-10.0,265.9,90.6,12.58,72.36,3455.0,"NTD",64.9,17.535,1.1,0,12.5,-5.2,-33.3,-72.2,-75.7,"生技醫療業","TWSE",379.6,"2025/09",2024,9735,717.291,396.4925
"6449","鈺邦科技股份有限公司","20260123.0",185.0,-5.0,122.7,46.0,11.87,42.66,465.5,"NTD",103.2,56.014,3.48,0,16.7,10.9,12.1,13.1,11.5,"電子零組件業","TWSE",91.9,"2025/09",2024,3496,232.0,88.2
"6451","訊芯科技控股股份有限公司","20260123.0",148.0,"","","",-0.52,62.0,-34.5,"NTD",1881.6,68.6094,0.36,0,-0.5,3.4,2.1,5.8,12.0,"半導體業","TWSE",107.5,"2025/09",2024,5188,245.5,116.5
"6456","GIS Holding Limited","20260123.0",42.3,"","","",-1.03,88.08,-307.0,"NTD","",21.9587,"",0,-1.2,-13.3,7.8,13.3,9.8,"光電業","TWSE",337.9,"2025/09",2024,69986,70.5,35.7
"6457","紘康科技股份有限公司","20241225.0",62.1,"","","",-4.47,22.79,-32.5,"NTD",58.8,20.61,"",0,-11.9,5.5,57.6,42.0,11.5,"半導體業","OTC",31.9,"2024/09",2023,739,0.0,0.0
"6461","益得生物科技股份有限公司","20260123.0",21.3,"","","",-46.86,4.96,-381.4,"NTD","",0.0,"",0,-32.9,-33.8,-25.3,-23.5,-16.3,"生技醫療業","OTC",163.9,"2025/09",2024,40,28.0,14.1
"6462","神盾股份有限公司","20260123.0",115.5,"","","",-19.56,71.68,-1280.3,"NTD","",0.0,"",0,-26.7,-19.4,-12.8,-5.0,22.1,"半導體業","OTC",91.3,"2025/09",2024,4795,166.5,81.2
"6464","台灣數位光訊科技股份有限公司","20260123.0",76.8,11.0,181.0,59.2,9.66,62.42,776.9,"NTD",-1.8,89.6864,3.32,0,10.5,8.5,10.4,14.4,15.7,"其他業","TWSE",128.8,"2025/09",2024,4367,79.7,69.3107
"6465","威潤科技股份有限公司","20260123.0",35.3,"","","",-13.0,9.57,-58.7,"NTD","",0.0,"",0,-36.4,-24.1,-26.5,-17.8,-27.9,"通信網路業","OTC",47.1,"2025/09",2024,161,44.6,13.8918
"6469","大樹醫藥股份有限公司","20260123.0",94.1,0.0,92.4,35.9,15.84,24.02,569.8,"NTD",17.2,73.4838,3.3,0,18.1,22.7,33.8,23.7,11.9,"生技醫療業","OTC",149.7,"2025/09",2024,17274,170.8167,89.6
"6470","宇智網通股份有限公司","20260123.0",53.7,10.0,113.1,37.0,12.58,29.97,142.2,"NTD",-4.1,84.4967,2.5,0,12.3,17.9,27.5,14.6,22.4,"通信網路業","OTC",37.7,"2025/09",2024,1966,58.0,39.3
"6472","保瑞藥業股份有限公司","20260123.0",537.0,1.0,577.1,188.6,19.04,101.0,2450.6,"NTD",123.3,30.6051,14.0,0,43.0,66.1,43.7,28.6,34.1,"生技醫療業","TWSE",127.4,"2025/09",2024,19246,795.0,468.4147
"6474","華豫寧股份有限公司","20260123.0",35.8,10.0,77.2,25.2,9.23,27.88,135.1,"NTD",-7.1,66.4815,2.5,0,8.5,2.2,15.4,26.4,15.2,"電子通路業","OTC",52.5,"2025/09",2024,4094,48.9,28.6
"6477","安集科技股份有限公司","20260123.0",35.4,"","","",-0.12,25.71,-3.9,"NTD",1630.5,37.7316,0.3,0,-2.4,4.5,8.4,5.3,12.8,"光電業","TWSE",123.8,"2025/09",2024,896,46.75,23.95
"6482","弘煜科技事業股份有限公司","20260123.0",37.6,12.0,81.5,30.6,19.28,13.63,75.2,"NTD",-2.3,65.0694,1.0,0,26.3,11.9,23.5,10.2,-21.9,"文化創意業","OTC",28.6,"2025/09",2024,552,78.0,36.95
"6485","點序科技股份有限公司","20260123.0",104.5,"","","",-0.29,40.68,-5.3,"NTD",207.4,37.617,0.5,0,-3.3,4.6,24.4,50.6,1.7,"半導體業","OTC",45.2,"2025/09",2024,1262,126.5,45.75
"6486","互動國際數位股份有限公司","20260123.0",83.3,8.0,153.7,50.2,12.91,39.66,260.7,"NTD",34.7,87.2898,5.87,0,15.8,19.2,16.8,20.3,19.1,"通信網路業","OTC",50.9,"2025/09",2024,2531,89.4,68.2
"6488","環球晶圓股份有限公司","20260123.0",528.0,0.0,547.9,179.1,9.59,190.4,8731.1,"NTD",160.6,37.9044,11.0,0,14.5,36.2,33.0,26.2,28.7,"半導體業","OTC",478.1,"2025/09",2024,62626,558.0,255.5
"6491","晶碩光學股份有限公司","20260123.0",286.5,10.0,588.0,212.9,14.84,140.6,1627.7,"NTD",56.7,45.3638,11.0,0,18.0,25.6,27.8,26.8,17.4,"生技醫療業","TWSE",78.0,"2025/09",2024,6817,399.5,277.0
"6492","生華生物科技股份有限公司","20260123.0",55.6,"","","",-27.38,11.42,-281.2,"NTD","",0.0,"",0,-22.4,-18.3,-17.8,-14.6,-42.8,"生技醫療業","OTC",89.9,"2025/09",2024,1,53.0,28.45
"6494","九齊科技股份有限公司","20260123.0",37.3,-1.0,33.7,11.0,3.23,34.74,35.5,"NTD",18.3,75.4391,2.36,0,7.7,4.5,25.5,74.8,18.7,"半導體業","OTC",31.6,"2025/09",2024,1345,53.0,32.75
"6496","科懋生物科技股份有限公司","20260123.0",28.2,"","","",-13.38,20.86,-132.6,"NTD","",0.0,"",0,-9.2,-7.7,-3.2,-1.3,2.5,"生技醫療業","OTC",47.5,"2025/09",2024,862,35.35,21.55
"6497","亞獅康股份有限公司","20200824.0",5.66,"","","","","",-1356.0,"NTD","",0.0,"",0,-154.5,-121.5,-89.7,"","","其他業","",190.0,"2020/06",2019,92,"",""
"6498","久禾光電股份有限公司","20260123.0",90.5,10.0,182.6,68.3,25.99,20.31,249.3,"NTD",1.8,69.62,2.64,0,28.3,37.5,26.0,33.3,34.5,"光電業","OTC",47.2,"2025/09",2024,1032,150.5,81.3
"6499","益安生醫股份有限公司","20260123.0",92.5,"","","",-50.64,15.68,-769.7,"NTD","",0.0,"",0,-34.8,-21.9,-10.0,-25.1,-9.9,"生技醫療業","OTC",96.9,"2025/09",2024,293,154.5,34.75
"6504","南六企業股份有限公司","20260123.0",40.6,-21.0,5.9,1.9,0.39,50.16,14.3,"NTD",-788.0,105.8462,1.0,0,2.4,2.8,0.8,1.8,45.5,"其他業","TWSE",72.6,"2025/09",2024,6716,68.9,40.5
"6505","台塑石化股份有限公司","20260123.0",47.5,-10.0,20.2,6.6,2.16,31.17,6411.1,"NTD",-31.4,95.48,0.8,0,1.3,6.2,3.2,15.4,1.6,"油電燃氣業","TWSE",9526.0,"2025/09",2024,663823,57.2,30.6
"6506","雙邦實業股份有限公司","20260123.0",15.75,3.0,19.8,6.5,4.34,15.2,54.4,"NTD",372.3,76.0615,0.8,0,3.3,-2.2,5.4,5.1,1.9,"紡織纖維","OTC",82.4,"2025/09",2024,1908,17.65,12.7
"6508","惠光股份有限公司","20260123.0",23.5,1.0,25.9,8.5,3.04,28.34,74.7,"NTD",-30.7,94.1327,1.0,0,4.0,3.8,13.1,3.3,9.2,"農業科技業","OTC",86.5,"2025/09",2024,1484,30.6,23.25
"6509","聚和國際股份有限公司","20260123.0",35.15,10.0,75.5,24.7,9.8,25.67,494.2,"NTD",12.8,69.6867,1.32,0,13.0,11.7,18.8,14.1,9.6,"化學工業","OTC",196.5,"2025/09",2024,4746,41.65,25.25
"6510","中華精測科技股份有限公司","20260123.0",2930.0,-16.0,700.9,229.1,9.54,245.03,766.4,"NTD",-0.9,75.1567,7.8,0,6.7,0.4,10.2,12.6,14.4,"半導體業","OTC",32.8,"2025/09",2024,3605,2495.0,489.0
"6512","啟發電子股份有限公司","20260123.0",20.6,"","","",-7.49,14.78,-28.0,"NTD","",0.0,"",0,-7.1,-6.9,4.6,-9.5,-6.2,"其他電子業","OTC",25.3,"2025/09",2024,196,25.5,18.25
"6514","芮特科技股份有限公司","20241008.0",50.8,5.0,71.5,26.4,12.54,21.8,82.0,"NTD",-58.0,50.0,"",0,11.4,18.7,12.4,7.6,20.0,"通信網路業","OTC",30.0,"2024/06",2023,487,"",""
"6515","穎崴科技股份有限公司","20260123.0",3905.0,-15.0,1128.3,427.1,23.03,153.88,1276.1,"NTD",33.7,71.7542,25.0,0,33.7,12.5,37.3,27.2,34.0,"半導體業","TWSE",36.0,"2025/09",2024,5798,3580.0,697.0
"6516","勤崴國際科技股份有限公司","20260123.0",65.4,-11.0,25.9,8.5,4.45,19.37,48.6,"NTD",55.7,66.569,2.21,0,4.9,5.2,7.9,4.4,-1.9,"資訊服務業","OTC",56.3,"2025/09",2024,444,96.0,58.9
"6517","保勝光學股份有限公司","20260123.0",74.0,1.0,82.5,30.8,14.32,21.76,95.4,"NTD",20.0,56.819,1.5,0,19.6,22.5,35.3,20.6,12.0,"光電業","OTC",30.6,"2025/09",2024,499,112.5,54.8
"6523","達爾膚生醫科技股份有限公司","20260123.0",119.0,12.0,286.1,93.5,29.5,32.33,429.2,"NTD",15.5,95.1962,11.0,0,32.3,27.8,22.2,15.0,4.3,"生技醫療業","OTC",45.0,"2025/09",2024,1242,153.0,114.0
"6525","捷敏股份有限公司","20260123.0",80.1,10.0,165.9,54.2,15.77,35.05,713.2,"NTD",-5.6,91.4982,4.2,0,15.5,12.5,22.1,22.1,18.7,"半導體業","TWSE",129.0,"2025/09",2024,4671,87.5,55.5
"6526","達發科技股份有限公司","20260123.0",470.5,-2.0,412.6,161.5,14.92,110.78,2769.1,"NTD",24.2,76.547,12.5,0,16.0,10.5,64.8,145.6,53.6,"半導體業","TWSE",167.5,"2025/09",2024,19122,715.0,423.0
"6527","明達醫學科技股份有限公司","20260123.0",77.2,7.0,123.6,45.8,13.14,36.82,123.4,"NTD",48.8,52.585,2.25,0,14.0,13.3,15.0,8.0,6.8,"生技醫療業","OTC",25.5,"2025/09",2024,868,93.0,68.6
"6530","創威光電股份有限公司","20260123.0",59.0,-2.0,50.5,16.5,12.02,13.99,56.9,"NTD",1.9,98.5134,1.55,0,11.8,8.8,11.8,8.3,5.7,"通信網路業","OTC",33.8,"2025/09",2024,281,74.3,37.85
"6531","愛普科技股份有限公司","20260123.0",466.5,-10.0,207.6,77.1,11.63,73.18,1384.3,"NTD",26.1,51.667,6.99,0,14.1,13.2,40.0,64.5,17.6,"半導體業","TWSE",162.7,"2025/09",2024,4192,499.0,191.5
"6532","瑞耘科技股份有限公司","20260123.0",57.5,6.0,87.7,33.4,12.67,29.11,138.0,"NTD",43.9,62.03,2.6,0,14.7,13.9,21.9,11.9,18.4,"半導體業","OTC",37.4,"2025/09",2024,720,78.0,49.05
"6533","晶心科技股份有限公司","20260123.0",243.5,"","","",-2.18,95.08,-105.1,"NTD","",10.7415,"",0,-0.4,-2.2,7.4,12.3,2.0,"半導體業","TWSE",50.7,"2025/09",2024,1382,478.0,234.0
"6534","正瀚生技股份有限公司","20260123.0",86.4,2.0,102.1,40.3,17.15,25.73,453.8,"NTD",23.0,79.4759,4.1,0,18.7,21.9,26.7,17.9,4.9,"生技醫療業","TWSE",102.8,"2025/09",2024,1636,123.5,71.1
"6535","順天醫藥生技股份有限公司","20260123.0",179.5,"","","",-22.36,11.32,-427.5,"NTD","",0.0,"",0,-30.5,-14.8,-23.4,6.0,-30.9,"生技醫療業","OTC",168.8,"2025/09",2024,39,329.5,122.5
"6538","倉和股份有限公司","20260123.0",68.0,11.0,155.2,50.7,9.51,54.4,197.1,"NTD",87.5,58.2812,7.0,0,17.0,19.9,9.6,8.1,29.7,"電子零組件業","OTC",38.1,"2025/09",2024,2208,121.0,60.9
"6541","泰福生技股份有限公司","20260123.0",51.5,"","","",-158.65,3.37,-1416.8,"NTD","",0.0,"",0,-165.9,-153.6,-58.6,-62.4,-69.4,"生技醫療業","TWSE",264.9,"2025/09",2024,35,82.0,48.1
"6542","隆中網絡股份有限公司","20260123.0",47.15,-6.0,28.8,9.4,4.88,19.66,40.4,"NTD",0.0,50.0,1.83,0,10.6,15.2,16.9,-27.5,5.0,"文化創意業","OTC",42.0,"2025/09",2024,802,65.6,42.55
"6546","正基科技股份有限公司","20260123.0",66.9,5.0,99.7,32.6,10.73,30.98,222.1,"NTD",60.8,76.3974,3.5,0,12.0,12.1,35.2,31.0,25.0,"通信網路業","OTC",66.8,"2025/09",2024,2381,165.0,58.6
"6547","高端疫苗生物製劑股份有限公司","20260123.0",37.2,"","","",-3.22,11.71,-123.9,"NTD","",0.0,"",0,-2.1,-23.4,-33.0,30.8,-56.7,"生技醫療業","OTC",328.7,"2025/09",2024,606,56.6,33.5
"6548","長華科技股份有限公司","20260123.0",59.1,-1.0,56.8,20.0,14.85,12.26,1670.4,"NTD",34.7,34.7092,1.73,0,18.6,15.2,33.2,31.4,14.1,"半導體業","OTC",917.0,"2025/09",2024,11987,51.0,28.4
"6550","北極星藥業集團股份有限公司","20260123.0",31.5,"","","",-39.55,7.78,-2648.0,"NTD","",0.0,"",0,-33.4,-18.4,-16.0,-28.6,-18.5,"生技醫療業","TWSE",859.9,"2025/09",2024,107,52.0,26.35
"6552","易華電子股份有限公司","20260123.0",26.65,"","","",-4.12,32.38,-110.7,"NTD","",27.1242,0.2,0,0.0,-0.4,2.2,13.5,6.0,"半導體業","TWSE",83.0,"2025/09",2024,1960,39.0,23.0
"6554","中美冠科-KY","20180523.0",74.5,"","","",-0.86,15.25,-19.2,"NTD",196.0,0.0,"",0,4.8,9.2,"","","","","",145.3,"2018/03",2017,0,"",""
"6556","勝品電通股份有限公司","20260123.0",69.0,13.0,157.5,62.0,12.81,52.77,194.7,"NTD",-4.4,76.087,4.2,0,18.0,13.2,24.6,11.3,5.6,"光電業","OTC",28.8,"2025/09",2024,1692,89.5,61.8
"6558","興能高科技股份有限公司","20260123.0",37.95,"","","",-1.42,16.1,-21.4,"NTD","",0.0,0.3,0,0.3,-2.9,-3.8,-0.2,4.2,"其他電子業","TWSE",93.8,"2025/09",2024,1159,67.2,34.0
"6560","欣普羅光電股份有限公司","20260123.0",41.7,"","","",-2.27,13.75,-10.2,"NTD","",26.9531,"",0,-1.6,-4.0,5.7,47.9,33.2,"光電業","OTC",32.5,"2025/09",2024,77,52.2,21.95
"6561","是方電訊股份有限公司","20260123.0",344.0,4.0,458.2,170.6,27.63,49.97,1077.1,"NTD",75.5,68.5012,12.5,0,29.6,27.8,27.2,23.1,21.2,"通信網路業","OTC",78.0,"2025/09",2024,3793,468.5,339.5
"6568","宏觀微電子股份有限公司","20260123.0",131.5,-2.0,108.1,35.3,7.57,47.59,111.0,"NTD",11.8,94.4913,2.04,0,8.4,2.9,8.2,10.8,12.7,"半導體業","OTC",30.8,"2025/09",2024,1065,177.5,85.5
"6569","醫揚科技股份有限公司","20260123.0",108.0,1.0,114.9,37.5,9.69,39.51,149.7,"NTD",45.0,74.2317,3.96,0,10.8,16.9,17.3,10.5,15.1,"生技醫療業","OTC",39.1,"2025/09",2024,1241,195.0,103.5
"6570","維田科技股份有限公司","20260123.0",41.5,2.0,50.2,16.4,7.51,22.26,62.1,"NTD",66.4,74.1792,1.5,0,6.5,11.9,30.0,19.9,6.6,"電腦及週邊設備業","OTC",37.1,"2025/09",2024,889,66.0,35.35
"6573","虹揚發展科技股份有限公司","20260123.0",16.5,"","","",-44.85,6.81,-246.2,"NTD","",0.0,"",0,-45.7,-26.8,-19.6,-5.9,-22.8,"半導體業","TWSE",80.5,"2025/09",2024,962,18.6,8.25
"6574","霈方國際股份有限公司","20260123.0",69.0,7.0,122.5,40.0,13.4,30.45,89.8,"NTD",64.1,76.2833,2.2,0,12.8,6.6,10.6,-1.4,6.7,"生技醫療業","OTC",22.0,"2025/09",2024,584,101.5,44.7
"6576","逸達生物科技股份有限公司","20260123.0",80.3,"","","",-71.8,10.15,-1148.2,"NTD","",0.0,"",0,-87.1,-113.8,-35.9,-31.7,-57.0,"生技醫療業","OTC",157.5,"2025/09",2024,419,93.7,57.7
"6577","勁豐電子股份有限公司","20260123.0",72.4,10.0,136.4,54.4,20.74,25.87,322.5,"NTD",15.8,86.9313,6.0,0,32.6,23.9,17.8,14.7,18.9,"電腦及週邊設備業","OTC",60.1,"2025/09",2024,2253,138.0,66.1
"6578","達邦蛋白生技股份有限公司","20260123.0",19.65,"","","",-1.13,15.14,-12.4,"NTD","",0.0,"",0,0.8,-7.8,-7.0,-9.0,0.7,"農業科技業","OTC",71.9,"2025/09",2024,338,25.95,15.2
"6579","研揚科技股份有限公司","20260123.0",112.0,3.0,142.9,46.7,7.99,59.58,807.2,"NTD",41.3,85.0379,5.15,0,8.8,10.5,13.0,5.3,3.9,"電腦及週邊設備業","TWSE",169.5,"2025/09",2024,7186,152.5,103.5
"6581","台灣鋼聯股份有限公司","20260123.0",106.0,8.0,175.7,68.4,17.39,40.12,776.6,"NTD",27.7,75.6281,6.0,0,20.0,11.9,26.0,15.9,11.7,"綠能環保","TWSE",111.3,"2025/09",2024,2378,125.5,93.0
"6582","申豐特用應材股份有限公司","20260123.0",31.5,-9.0,15.1,4.9,0.87,58.03,53.5,"NTD",2094.0,22.8814,1.0,0,1.7,-1.8,2.4,71.9,50.0,"橡膠工業","TWSE",106.2,"2025/09",2024,1706,60.7,28.95
"6584","南俊國際股份有限公司","20260123.0",301.0,-16.0,77.2,25.2,7.71,33.39,172.0,"NTD",-14.0,76.731,1.5,0,8.9,-0.5,8.9,6.6,-1.6,"電子零組件業","OTC",66.8,"2025/09",2024,1924,400.0,109.5
"6585","鼎基先進材料股份有限公司","20260123.0",93.5,9.0,163.4,66.0,12.99,55.25,517.5,"NTD",7.6,86.309,7.92,0,22.0,13.6,9.9,10.3,2.3,"其他業","TWSE",72.1,"2025/09",2024,3283,193.0,83.2
"6588","東典光電科技股份有限公司","20260123.0",47.3,"","","",-13.73,23.91,-114.0,"NTD","",0.0,"",0,-16.6,-11.1,-2.2,1.5,10.8,"通信網路業","OTC",34.7,"2025/09",2024,136,57.2,25.15
