代號,名稱,年度,季別,除息交易日,收益分配基準日,收益分配發放日,配息,公告年度
00923,群益台ESG低碳50,113,M2,114年02月18日,114年02月24日,114年03月17日,0.77,114
00923,群益台ESG低碳50,113,M8,114年08月18日,114年08月24日,114年09月11日,0.923,114
00923,群益台ESG低碳50,113,M2,113年02月27日,113年03月05日,113年03月25日,0.23,113
00923,群益台ESG低碳50,113,M8,113年08月21日,113年08月27日,113年09月11日,0.923,113
00926,凱基全球菁英55,113,M12,113年12月17日,113年12月23日,114年01月13日,1.5,113
00927,群益半導體收益,113,M1,114年01月22日,114年01月28日,114年02月21日,0.37,114
00927,群益半導體收益,113,M10,113年10月22日,113年10月28日,113年11月12日,0.48,113
00927,群益半導體收益,113,M7,113年07月19日,113年07月27日,113年08月09日,0.64,113
00927,群益半導體收益,113,M1,114年01月22日,114年02月08日,114年02月21日,,113
00927,群益半導體收益,113,M4,114年04月18日,114年04月26日,114年05月15日,0.37,114
00927,群益半導體收益,113,M1,113年01月17日,113年01月23日,113年02月21日,0.36,113
00927,群益半導體收益,113,M7,114年07月16日,114年07月22日,114年08月11日,0.22,114
00927,群益半導體收益,113,M10,114年10月20日,114年10月26日,114年11月14日,0.22,114
00927,群益半導體收益,113,M4,113年04月18日,113年04月24日,113年05月15日,0.4,113
00929,復華台灣科技優息,113,M11,113年11月19日,113年11月25日,113年12月13日,0.11,113
00929,復華台灣科技優息,113,M1,114年01月16日,114年01月22日,114年02月17日,0.05,114
00929,復華台灣科技優息,113,M11,114年11月19日,114年11月25日,114年12月15日,,114
00929,復華台灣科技優息,113,M12,113年12月18日,113年12月24日,114年01月14日,0.05,113
00929,復華台灣科技優息,113,M10,113年10月22日,113年10月28日,113年11月15日,0.14,113
00929,復華台灣科技優息,113,M7,114年07月17日,114年07月23日,114年08月12日,0.07,114
00929,復華台灣科技優息,113,M3,113年03月19日,113年03月25日,113年04月16日,0.13,113
00929,復華台灣科技優息,113,M1,113年01月18日,113年01月24日,113年02月22日,0.13,113
00929,復華台灣科技優息,113,M3,114年03月19日,114年03月25日,114年04月16日,0.05,114
00929,復華台灣科技優息,113,M4,113年04月23日,113年04月29日,113年05月20日,0.2,113
00929,復華台灣科技優息,113,M5,113年05月21日,113年05月27日,113年06月17日,0.2,113
00929,復華台灣科技優息,113,M6,113年06月20日,113年06月26日,113年07月16日,0.2,113
00929,復華台灣科技優息,113,M2,113年02月29日,113年03月06日,113年03月26日,0.13,113
00929,復華台灣科技優息,113,M6,114年06月18日,114年06月24日,114年07月14日,0.07,114
00929,復華台灣科技優息,113,M7,113年07月17日,113年07月23日,113年08月12日,0.18,113
00929,復華台灣科技優息,113,M9,114年09月17日,114年09月23日,114年10月15日,0.08,114
00929,復華台灣科技優息,113,M5,114年05月20日,114年05月26日,114年06月16日,0.07,114
00929,復華台灣科技優息,113,M4,114年04月22日,114年04月28日,114年05月19日,0.05,114
00929,復華台灣科技優息,113,M8,113年08月20日,113年08月26日,113年09月13日,0.18,113
00929,復華台灣科技優息,113,M9,113年09月19日,113年09月25日,113年10月16日,0.16,113
00929,復華台灣科技優息,113,M8,114年08月19日,114年08月25日,114年09月12日,0.08,114
00929,復華台灣科技優息,113,M10,114年10月21日,114年10月27日,114年11月14日,0.08,114
00929,復華台灣科技優息,113,M2,114年02月19日,114年02月25日,114年03月18日,0.05,114
00930,永豐ESG低碳高息,113,M7,114年07月24日,114年07月30日,114年08月19日,0.18,114
00930,永豐ESG低碳高息,113,M9,113年09月20日,113年09月28日,113年10月18日,0.43,113
00930,永豐ESG低碳高息,113,M9,114年09月22日,114年09月28日,114年10月20日,0.118,114
00930,永豐ESG低碳高息,113,M11,113年11月26日,113年12月02日,113年12月20日,0.43,113
00930,永豐ESG低碳高息,113,M11,114年11月25日,114年12月01日,114年12月19日,,114
00930,永豐ESG低碳高息,113,M7,113年07月25日,113年07月31日,113年08月20日,0.36,113
00930,永豐ESG低碳高息,113,M5,113年05月23日,113年05月29日,113年06月20日,0.36,113
00930,永豐ESG低碳高息,113,M3,113年03月21日,113年03月27日,113年04月19日,0.246,113
00930,永豐ESG低碳高息,113,M1,113年01月17日,113年01月23日,113年02月20日,0.208,113
00930,永豐ESG低碳高息,113,M1,114年01月22日,114年01月28日,114年02月20日,0.16,114
00930,永豐ESG低碳高息,113,M5,114年05月27日,114年06月02日,114年06月20日,0.07,114
00930,永豐ESG低碳高息,113,M3,114年03月20日,114年03月26日,114年04月17日,0.25,114
00932,兆豐永續高息等權,113,M5,113年05月16日,113年05月24日,113年06月17日,0.52,113
00932,兆豐永續高息等權,113,M8,113年08月16日,113年08月24日,113年09月04日,0.65,113
00932,兆豐永續高息等權,113,M11,113年11月19日,113年11月25日,113年12月06日,0.52,113
00932,兆豐永續高息等權,113,M2,114年02月18日,114年02月24日,114年03月10日,0.1,114
00932,兆豐永續高息等權,113,M11,114年11月18日,114年11月24日,114年12月05日,0.2,114
00932,兆豐永續高息等權,113,M8,114年08月18日,114年08月24日,114年09月04日,0.18,114
00932,兆豐永續高息等權,113,M5,114年05月19日,114年05月25日,114年06月06日,0.1,114
00934,中信成長高股息,113,M8,114年08月18日,114年08月24日,114年09月11日,0.077,114
00934,中信成長高股息,113,M6,114年06月17日,114年06月23日,114年07月11日,0.028,114
00934,中信成長高股息,113,M4,114年04月18日,114年04月26日,114年05月15日,0.026,114
00934,中信成長高股息,113,M3,114年03月18日,114年03月24日,114年04月15日,0.026,114
00934,中信成長高股息,113,M2,114年02月18日,114年02月24日,114年03月17日,0.026,114
00934,中信成長高股息,113,M10,113年10月17日,113年10月23日,113年11月12日,0.139,113
00934,中信成長高股息,113,M1,114年01月17日,114年01月25日,114年02月20日,0.026,114
00934,中信成長高股息,113,M11,113年11月18日,113年11月24日,113年12月12日,0.115,113
00934,中信成長高股息,113,M9,114年09月16日,114年09月22日,114年10月15日,0.088,114
00934,中信成長高股息,113,M10,114年10月20日,114年10月26日,114年11月14日,0.098,114
00934,中信成長高股息,113,M7,113年07月16日,113年07月22日,113年08月09日,0.33,113
00934,中信成長高股息,113,M5,114年05月19日,114年05月25日,114年06月13日,0.026,114
00934,中信成長高股息,113,M9,113年09月18日,113年09月24日,113年10月15日,0.142,113
00934,中信成長高股息,113,M12,113年12月17日,113年12月23日,114年01月13日,0.023,113
00934,中信成長高股息,113,M7,114年07月16日,114年07月22日,114年08月11日,0.077,114
00934,中信成長高股息,113,M11,114年11月18日,114年11月24日,114年12月12日,,114
00934,中信成長高股息,113,M8,113年08月16日,113年08月24日,113年09月11日,0.14,113
00935,野村臺灣新科技50,113,M9,113年09月18日,113年09月24日,113年10月15日,0.6,113
00935,野村臺灣新科技50,113,M3,114年03月18日,114年03月24日,114年04月15日,0.6,114
00935,野村臺灣新科技50,113,M9,114年09月16日,114年09月22日,114年10月15日,0.75,114
00936,台新永續高息中小,113,M6,113年06月18日,113年06月24日,113年07月08日,0.25,113
00936,台新永續高息中小,113,M10,113年10月16日,113年10月22日,113年11月05日,0.08,113
00936,台新永續高息中小,113,M12,113年12月16日,113年12月22日,114年01月06日,0.05,113
00936,台新永續高息中小,113,M3,114年03月17日,114年03月23日,114年04月08日,0.03,114
00936,台新永續高息中小,113,M6,114年06月16日,114年06月22日,114年07月04日,0.03,114
00936,台新永續高息中小,113,M1,114年01月16日,114年01月22日,114年02月14日,0.05,114
00936,台新永續高息中小,113,M10,114年10月17日,114年10月25日,114年11月07日,0.055,114
00936,台新永續高息中小,113,M11,114年11月17日,114年11月23日,114年12月05日,0.055,114
00936,台新永續高息中小,113,M7,114年07月15日,114年07月21日,114年08月04日,0.03,114
00936,台新永續高息中小,113,M5,114年05月16日,114年05月24日,114年06月06日,0.03,114
00936,台新永續高息中小,113,M8,114年08月15日,114年08月23日,114年09月04日,0.04,114
00936,台新永續高息中小,113,M7,113年07月15日,113年07月21日,113年08月02日,0.16,113
00936,台新永續高息中小,113,M8,113年08月15日,113年08月21日,113年09月04日,0.16,113
00936,台新永續高息中小,113,M5,113年05月16日,113年05月22日,113年06月05日,0.16,113
00936,台新永續高息中小,113,M2,114年02月17日,114年02月23日,114年03月10日,0.03,114
00936,台新永續高息中小,113,M11,113年11月15日,113年11月23日,113年12月05日,0.05,113
00936,台新永續高息中小,113,M4,114年04月17日,114年04月23日,114年05月08日,0.03,114
00936,台新永續高息中小,113,M9,114年09月15日,114年09月21日,114年10月07日,0.055,114
00936,台新永續高息中小,113,M4,113年04月17日,113年04月23日,113年05月08日,0.11,113
00936,台新永續高息中小,113,M9,113年09月16日,113年09月23日,113年10月07日,0.08,113
00938,凱基優選30,113,M11,114年11月18日,114年11月24日,114年12月12日,,114
00938,凱基優選30,113,M8,114年08月18日,114年08月24日,114年09月11日,0.1,114
00939,統一台灣高息動能,113,M9,113年09月03日,113年09月09日,113年09月27日,0.063,113
00939,統一台灣高息動能,113,M10,113年10月02日,113年10月08日,113年10月28日,0.063,113
00939,統一台灣高息動能,113,M9,114年09月02日,114年09月08日,114年09月24日,0.068,114
00939,統一台灣高息動能,113,M3,114年03月05日,114年03月11日,114年03月27日,0.05,114
00939,統一台灣高息動能,113,M7,114年07月01日,114年07月07日,114年07月23日,0.068,114
00939,統一台灣高息動能,113,M10,113年10月31日,113年11月08日,113年11月25日,0.063,113
00939,統一台灣高息動能,113,M4,114年04月01日,114年04月07日,114年04月25日,0.05,114
00939,統一台灣高息動能,113,M10,114年10月02日,114年10月08日,114年10月29日,0.072,114
00939,統一台灣高息動能,113,M11,114年11月03日,114年11月09日,114年11月25日,0.072,114
00939,統一台灣高息動能,113,M2,114年02月11日,114年02月17日,114年03月07日,0.05,114
00939,統一台灣高息動能,113,M7,114年07月31日,114年08月06日,114年08月22日,0.068,114
00939,統一台灣高息動能,113,M8,113年08月01日,113年08月09日,113年08月26日,0.063,113
00939,統一台灣高息動能,113,M12,113年12月03日,113年12月09日,113年12月26日,0.063,113
00939,統一台灣高息動能,113,M5,114年05月02日,114年05月10日,114年05月26日,0.05,114
00939,統一台灣高息動能,113,M12,113年12月31日,114年01月07日,114年02月04日,0.05,113
00939,統一台灣高息動能,113,M6,114年06月03日,114年06月09日,114年06月25日,0.04,114
00940,元大台灣價值高息,113,M9,114年09月09日,114年09月15日,114年10月01日,0.04,114
00940,元大台灣價值高息,113,M7,114年07月10日,114年07月16日,114年08月01日,0.04,114
00940,元大台灣價值高息,113,M8,113年08月08日,113年08月14日,113年09月02日,0.05,113
00940,元大台灣價值高息,113,M9,113年09月05日,113年09月11日,113年10月01日,0.05,113
00940,元大台灣價值高息,113,M2,114年02月06日,114年02月12日,114年03月03日,0.03,114
00940,元大台灣價值高息,113,M5,114年05月08日,114年05月14日,114年06月02日,0.03,114
00940,元大台灣價值高息,113,M11,113年11月07日,113年11月13日,113年12月02日,0.04,113
00940,元大台灣價值高息,113,M10,114年10月08日,114年10月14日,114年11月03日,0.04,114
00940,元大台灣價值高息,113,M3,114年03月11日,114年03月17日,114年04月01日,0.03,114
00940,元大台灣價值高息,113,M12,113年12月11日,113年12月17日,114年01月02日,0.04,113
00940,元大台灣價值高息,113,M10,113年10月09日,113年10月16日,113年11月01日,0.05,113
00940,元大台灣價值高息,113,M6,114年06月10日,114年06月16日,114年07月01日,0.03,114
00940,元大台灣價值高息,113,M1,114年01月02日,114年01月08日,114年02月03日,0.03,113
00940,元大台灣價值高息,113,M4,114年04月10日,114年04月16日,114年05月02日,0.03,114
00940,元大台灣價值高息,113,M8,114年08月07日,114年08月13日,114年09月01日,0.04,114
00940,元大台灣價值高息,113,M7,113年07月11日,113年07月17日,113年08月01日,0.05,113
00940,元大台灣價值高息,113,M11,114年11月06日,114年11月12日,114年12月01日,0.04,114
00943,兆豐電子高息等權,113,M12,113年12月17日,113年12月23日,114年01月06日,0.025,113
00943,兆豐電子高息等權,113,M7,114年07月16日,114年07月22日,114年08月04日,0.052,114
00943,兆豐電子高息等權,113,M11,113年11月19日,113年11月25日,113年12月06日,0.15,113
00943,兆豐電子高息等權,113,M9,114年09月16日,114年09月22日,114年10月03日,0.068,114
00943,兆豐電子高息等權,113,M11,114年11月18日,114年11月24日,114年12月05日,0.07,114
00943,兆豐電子高息等權,113,M9,113年09月18日,113年09月24日,113年10月07日,0.15,113
00943,兆豐電子高息等權,113,M8,114年08月18日,114年08月24日,114年09月04日,0.06,114
00943,兆豐電子高息等權,113,M10,114年10月20日,114年10月26日,114年11月06日,0.069,114
00943,兆豐電子高息等權,113,M1,114年01月17日,114年01月25日,114年02月14日,0.018,114
00943,兆豐電子高息等權,113,M10,113年10月17日,113年10月25日,113年11月05日,0.15,113
00944,野村趨勢動能高息,113,M2,114年02月18日,114年02月24日,114年03月17日,0.058,114
00944,野村趨勢動能高息,113,M5,114年05月19日,114年05月25日,114年06月13日,0.058,114
00944,野村趨勢動能高息,113,M11,114年11月18日,114年11月24日,114年12月12日,,114
00944,野村趨勢動能高息,113,M3,114年03月18日,114年03月24日,114年04月15日,0.058,114
00944,野村趨勢動能高息,113,M12,113年12月17日,113年12月23日,114年01月13日,0.058,113
00944,野村趨勢動能高息,113,M7,113年07月16日,113年07月22日,113年08月09日,0.058,113
00944,野村趨勢動能高息,113,M10,114年10月20日,114年10月26日,114年11月13日,0.054,114
00944,野村趨勢動能高息,113,M4,114年04月18日,114年04月26日,114年05月16日,0.058,114
00944,野村趨勢動能高息,113,M9,114年09月16日,114年09月22日,114年10月15日,0.054,114
00944,野村趨勢動能高息,113,M9,113年09月18日,113年09月24日,113年10月15日,0.058,113
00944,野村趨勢動能高息,113,M7,114年07月16日,114年07月22日,114年08月11日,0.054,114
00944,野村趨勢動能高息,113,M8,113年08月16日,113年08月24日,113年09月12日,0.058,113
00944,野村趨勢動能高息,113,M1,114年01月17日,114年01月25日,114年02月20日,0.058,114
00944,野村趨勢動能高息,113,M11,113年11月18日,113年11月24日,113年12月12日,0.058,113
00944,野村趨勢動能高息,113,M10,113年10月17日,113年10月25日,113年11月14日,0.058,113
00944,野村趨勢動能高息,113,M8,114年08月18日,114年08月24日,114年09月11日,0.054,114
00945B,凱基美國非投等債,113,M9,113年09月19日,113年09月25日,113年10月16日,0.102,113
00945B,凱基美國非投等債,113,M10,114年10月20日,114年10月26日,114年11月13日,0.082,114
00945B,凱基美國非投等債,113,M3,114年03月18日,114年03月24日,114年04月15日,0.102,114
00945B,凱基美國非投等債,113,M1,114年01月17日,114年01月25日,114年02月20日,0.1,114
00945B,凱基美國非投等債,113,M9,114年09月16日,114年09月22日,114年10月15日,0.08,114
00945B,凱基美國非投等債,113,M6,114年06月17日,114年06月23日,114年07月11日,0.1,114
00945B,凱基美國非投等債,113,M11,113年11月18日,113年11月24日,113年12月12日,0.102,113
00945B,凱基美國非投等債,113,M4,114年04月21日,114年04月27日,114年05月15日,0.102,114
00945B,凱基美國非投等債,113,M11,114年11月18日,114年11月24日,114年12月12日,,114
00945B,凱基美國非投等債,113,M7,114年07月16日,114年07月22日,114年08月11日,0.079,114
00945B,凱基美國非投等債,113,M5,114年05月19日,114年05月25日,114年06月13日,0.102,114
00945B,凱基美國非投等債,113,M10,113年10月21日,113年10月27日,113年11月14日,0.102,113
00945B,凱基美國非投等債,113,M8,114年08月18日,114年08月24日,114年09月11日,0.081,114
00945B,凱基美國非投等債,113,M12,113年12月17日,113年12月23日,114年01月13日,0.102,113
00945B,凱基美國非投等債,113,M7,113年07月16日,113年07月22日,113年08月09日,0.102,113
00945B,凱基美國非投等債,113,M2,114年02月18日,114年02月24日,114年03月17日,0.1,114
00945B,凱基美國非投等債,113,M8,113年08月16日,113年08月24日,113年09月11日,0.102,113
00946,群益科技高息成長,113,M1,114年01月08日,114年01月14日,114年02月07日,0.041,114
00946,群益科技高息成長,113,M9,113年09月06日,113年09月14日,113年09月30日,0.054,113
00946,群益科技高息成長,113,M10,113年10月08日,113年10月14日,113年10月30日,0.054,113
00946,群益科技高息成長,113,M4,114年04月02日,114年04月12日,114年04月30日,0.025,114
00946,群益科技高息成長,113,M11,113年11月07日,113年11月13日,113年11月28日,0.054,113
00946,群益科技高息成長,113,M2,114年02月13日,114年02月19日,114年03月12日,0.025,114
00946,群益科技高息成長,113,M11,114年11月05日,114年11月11日,114年11月28日,0.058,114
00946,群益科技高息成長,113,M3,114年03月06日,114年03月12日,114年03月31日,0.025,114
00946,群益科技高息成長,113,M8,114年08月04日,114年08月10日,114年08月28日,0.025,114
00946,群益科技高息成長,113,M6,114年06月04日,114年06月10日,114年06月30日,0.025,114
00946,群益科技高息成長,113,M5,114年05月06日,114年05月12日,114年05月29日,0.025,114
00946,群益科技高息成長,113,M10,114年10月07日,114年10月13日,114年10月31日,0.058,114
00946,群益科技高息成長,113,M12,113年12月06日,113年12月14日,113年12月27日,0.041,113
00946,群益科技高息成長,113,M7,114年07月03日,114年07月09日,114年07月29日,0.025,114
00946,群益科技高息成長,113,M9,114年09月02日,114年09月08日,114年09月26日,0.058,114
00946,群益科技高息成長,113,M8,113年08月07日,113年08月13日,113年08月28日,0.067,113
00947,台新臺灣IC設計,113,M4,114年04月17日,114年04月23日,114年05月08日,0.08,114
00947,台新臺灣IC設計,113,M7,114年07月15日,114年07月21日,114年08月04日,0.08,114
00947,台新臺灣IC設計,113,M10,114年10月17日,114年10月25日,114年11月07日,0.08,114
00951,台新日本半導體,113,M11,114年11月17日,114年11月23日,114年12月05日,0.16,114
00952,凱基台灣AI50,113,M8,114年08月18日,114年08月24日,114年09月11日,0.02,114
00952,凱基台灣AI50,113,M10,114年10月20日,114年10月26日,114年11月13日,0.03,114
00952,凱基台灣AI50,113,M11,114年11月18日,114年11月24日,114年12月12日,,114
00952,凱基台灣AI50,113,M9,114年09月16日,114年09月22日,114年10月15日,0.03,114
00952,凱基台灣AI50,113,M7,114年07月16日,114年07月22日,114年08月11日,0.02,114
00952,凱基台灣AI50,113,M6,114年06月17日,114年06月23日,114年07月11日,0.02,114
00953B,群益優選非投等債,113,M11,114年11月05日,114年11月11日,114年11月28日,0.061,114
00953B,群益優選非投等債,113,M6,114年06月04日,114年06月10日,114年06月30日,0.07,114
00953B,群益優選非投等債,113,M8,114年08月04日,114年08月10日,114年08月28日,0.061,114
00953B,群益優選非投等債,113,M4,114年04月02日,114年04月12日,114年04月30日,0.07,114
00953B,群益優選非投等債,113,M5,114年05月06日,114年05月12日,114年05月29日,0.07,114
00953B,群益優選非投等債,113,M12,113年12月06日,113年12月14日,113年12月27日,0.07,113
00953B,群益優選非投等債,113,M1,114年01月08日,114年01月14日,114年02月07日,0.07,114
00953B,群益優選非投等債,113,M2,114年02月13日,114年02月19日,114年03月12日,0.07,114
00953B,群益優選非投等債,113,M11,113年11月07日,113年11月13日,113年11月28日,0.07,113
00953B,群益優選非投等債,113,M10,114年10月07日,114年10月13日,114年10月31日,0.061,114
00953B,群益優選非投等債,113,M9,114年09月02日,114年09月08日,114年09月26日,0.061,114
00953B,群益優選非投等債,113,M7,114年07月03日,114年07月09日,114年07月29日,0.065,114
00953B,群益優選非投等債,113,M3,114年03月06日,114年03月12日,114年03月31日,0.07,114
00956,中信日經高股息,113,M1,114年01月17日,114年01月25日,114年02月20日,0.11,114
00956,中信日經高股息,113,M10,114年10月20日,114年10月26日,114年11月14日,0.16,114
00956,中信日經高股息,113,M4,114年04月18日,114年04月26日,114年05月15日,0.11,114
00956,中信日經高股息,113,M7,114年07月16日,114年07月22日,114年08月11日,0.065,114
00960,野村全球航運龍頭,113,M10,114年10月20日,114年10月26日,114年11月13日,0.205,114
00960,野村全球航運龍頭,113,M4,114年04月18日,114年04月26日,114年05月16日,0.18,114
00960,野村全球航運龍頭,113,M7,114年07月16日,114年07月22日,114年08月11日,0.2,114
00960,野村全球航運龍頭,113,M1,114年01月17日,114年01月25日,114年02月20日,0.18,114
00961,FT臺灣永續高息,113,M10,114年10月20日,114年10月26日,114年11月12日,0.031,114
00961,FT臺灣永續高息,113,M7,114年07月16日,114年07月22日,114年08月08日,0.115,114
00961,FT臺灣永續高息,113,M8,114年08月18日,114年08月24日,114年09月10日,0.077,114
00961,FT臺灣永續高息,113,M11,114年11月18日,114年11月24日,114年12月11日,,114
00961,FT臺灣永續高息,113,M9,114年09月16日,114年09月22日,114年10月13日,0.048,114
00962,台新AI優息動能,113,M10,114年10月17日,114年10月25日,114年11月07日,0.025,114
00962,台新AI優息動能,113,M7,114年07月15日,114年07月21日,114年08月04日,0.025,114
00962,台新AI優息動能,113,M8,114年08月15日,114年08月23日,114年09月04日,0.025,114
00962,台新AI優息動能,113,M9,114年09月16日,114年09月22日,114年10月08日,0.025,114
00962,台新AI優息動能,113,M11,114年11月17日,114年11月23日,114年12月05日,0.025,114
00963,中信全球高股息,113,M11,114年11月18日,114年11月24日,114年12月12日,,114
00963,中信全球高股息,113,M7,114年07月16日,114年07月22日,114年08月11日,0.059,114
00963,中信全球高股息,113,M3,114年03月18日,114年03月24日,114年04月15日,0.055,114
00963,中信全球高股息,113,M10,114年10月20日,114年10月26日,114年11月14日,0.059,114
00963,中信全球高股息,113,M8,114年08月18日,114年08月24日,114年09月11日,0.059,114
00963,中信全球高股息,113,M6,114年06月17日,114年06月23日,114年07月11日,0.055,114
00963,中信全球高股息,113,M5,114年05月19日,114年05月25日,114年06月13日,0.055,114
00963,中信全球高股息,113,M4,114年04月18日,114年04月26日,114年05月15日,0.055,114
00963,中信全球高股息,113,M9,114年09月16日,114年09月22日,114年10月15日,0.059,114
00964,中信亞太高股息,113,M6,114年06月17日,114年06月23日,114年07月11日,0.043,114
00964,中信亞太高股息,113,M9,114年09月16日,114年09月22日,114年10月15日,0.063,114
00964,中信亞太高股息,113,M7,114年07月16日,114年07月22日,114年08月11日,0.05,114
00964,中信亞太高股息,113,M5,114年05月19日,114年05月25日,114年06月13日,0.04,114
00964,中信亞太高股息,113,M10,114年10月20日,114年10月26日,114年11月14日,0.065,114
00964,中信亞太高股息,113,M4,114年04月18日,114年04月26日,114年05月15日,0.04,114
00964,中信亞太高股息,113,M11,114年11月18日,114年11月24日,114年12月12日,,114
00964,中信亞太高股息,113,M8,114年08月18日,114年08月24日,114年09月11日,0.05,114
00964,中信亞太高股息,113,M3,114年03月18日,114年03月24日,114年04月15日,0.04,114
00972,野村日本動能高息,113,M9,114年09月16日,114年09月22日,114年10月15日,0.07,114
00972,野村日本動能高息,113,M6,114年06月17日,114年06月23日,114年07月11日,0.05,114
009802,富邦旗艦50,113,M9,114年09月16日,114年09月22日,114年10月14日,0.106,114
009803,保德信市值動能50,113,M9,114年09月16日,114年09月22日,114年10月09日,0.19,114
009804,聯邦台精彩50,113,M7,114年07月16日,114年07月22日,114年08月08日,0.38,114
009808,華南永昌優選50,113,M11,114年11月20日,114年11月28日,114年12月05日,,114
00980A,主動野村臺灣優選,113,M11,114年11月18日,114年11月24日,114年12月12日,,114
00982A,主動群益台灣強棒,113,M8,114年08月18日,114年08月24日,114年09月11日,0.236,114
00982A,主動群益台灣強棒,113,M11,114年11月18日,114年11月24日,114年12月12日,,114
00984A,主動安聯台灣高息,113,M10,114年10月20日,114年10月26日,114年11月13日,0.21,114
00985B,群益ESG投等債0-5,113,M11,114年11月05日,114年11月11日,114年11月28日,0.048,114
