代號,名稱,年度,季別,除息交易日,收益分配基準日,收益分配發放日,配息,公告年度
00918,大華優利高填息30,112,M12,112年12月18日,112年12月24日,113年01月12日,0.67,112
00918,大華優利高填息30,112,M06,112年06月16日,112年06月24日,112年07月14日,0.2,112
00919,群益台灣精選高息,112,M09,113年09月23日,113年09月29日,113年10月15日,0.72,113
00919,群益台灣精選高息,112,M09,112年09月18日,112年09月24日,112年10月17日,0.54,112
00919,群益台灣精選高息,112,M03,113年03月18日,113年03月24日,113年04月15日,0.66,113
00919,群益台灣精選高息,112,M12,112年12月18日,112年12月24日,113年01月12日,0.55,112
00919,群益台灣精選高息,112,M06,113年06月24日,113年06月30日,113年07月15日,0.7,113
00919,群益台灣精選高息,112,M12,113年12月20日,113年12月28日,114年01月13日,0.72,113
00919,群益台灣精選高息,112,M06,112年06月16日,112年06月24日,112年07月14日,0.54,112
00920,富邦ESG綠色電力,112,M01,113年01月17日,113年01月23日,113年02月17日,0.04,113
00921,兆豐龍頭等權重,112,M09,112年09月21日,112年09月29日,112年10月19日,0.4,112
00921,兆豐龍頭等權重,112,M09,113年09月18日,113年09月24日,113年10月07日,0.6,113
00921,兆豐龍頭等權重,112,M03,113年03月21日,113年03月29日,113年04月17日,0.3,113
00921,兆豐龍頭等權重,112,M12,112年12月21日,112年12月29日,113年01月16日,0.2,112
00921,兆豐龍頭等權重,112,M06,112年06月21日,112年07月01日,112年07月18日,0.37,112
00921,兆豐龍頭等權重,112,M12,113年12月17日,113年12月23日,114年01月06日,0.32,113
00921,兆豐龍頭等權重,112,M06,113年06月19日,113年06月25日,113年07月17日,0.58,113
00922,國泰台灣領袖50,112,M10,112年10月19日,112年10月27日,112年11月14日,0.57,112
00922,國泰台灣領袖50,112,M03,113年03月18日,113年03月24日,113年04月15日,0.38,113
00922,國泰台灣領袖50,112,M10,113年10月17日,113年10月25日,113年11月12日,1.0,113
00923,群益台ESG低碳50,112,M08,113年08月21日,113年08月27日,113年09月11日,0.923,113
00923,群益台灣ESG低碳,112,M08,112年08月16日,112年08月22日,112年09月11日,0.561,112
00923,群益台ESG低碳50,112,M02,113年02月27日,113年03月05日,113年03月25日,0.23,113
00926,凱基全球菁英55,112,M12,112年12月18日,112年12月24日,113年01月12日,0.23,112
00926,凱基全球菁英55,112,M12,113年12月17日,113年12月23日,114年01月13日,1.5,113
00927,群益半導體收益,112,M07,112年07月18日,112年07月24日,112年08月11日,0.22,112
00927,群益半導體收益,112,M01,114年01月22日,114年02月08日,114年02月21日,,113
00927,群益半導體收益,112,M04,113年04月18日,113年04月24日,113年05月15日,0.4,113
00927,群益半導體收益,112,M10,112年10月19日,112年10月25日,112年11月14日,0.22,112
00927,群益半導體收益,112,M10,113年10月22日,113年10月28日,113年11月12日,0.48,113
00927,群益半導體收益,112,M01,113年01月17日,113年01月23日,113年02月21日,0.36,113
00927,群益半導體收益,112,M07,113年07月19日,113年07月27日,113年08月09日,0.64,113
00929,復華台灣科技優息,112,M12,113年12月18日,113年12月24日,114年01月14日,0.05,113
00929,復華台灣科技優息,112,M11,113年11月19日,113年11月25日,113年12月13日,0.11,113
00929,復華台灣科技優息,112,M10,113年10月22日,113年10月28日,113年11月15日,0.14,113
00929,復華台灣科技優息,112,M09,113年09月19日,113年09月25日,113年10月16日,0.16,113
00929,復華台灣科技優息,112,M09,112年09月19日,112年09月25日,112年10月18日,0.11,112
00929,復華台灣科技優息,112,M08,113年08月20日,113年08月26日,113年09月13日,0.18,113
00929,復華台灣科技優息,112,M07,113年07月17日,113年07月23日,113年08月12日,0.18,113
00929,復華台灣科技優息,112,M06,113年06月20日,113年06月26日,113年07月16日,0.2,113
00929,復華台灣科技優息,112,M05,113年05月21日,113年05月27日,113年06月17日,0.2,113
00929,復華台灣科技優息,112,M08,112年08月17日,112年08月23日,112年09月12日,0.11,112
