代號,名稱,年度,季別,除息交易日,收益分配基準日,收益分配發放日,配息,公告年度
00702,國泰標普低波高息,111,M1,112年01月30日,112年02月05日,112年03月02日,0.29,112
00710B,復華彭博非投等債,111,M12,112年12月20日,112年12月26日,113年01月17日,0.26,112
00710B,FH彭博高收益債,111,M3,111年03月17日,111年03月23日,111年04月18日,0.24,111
00710B,FH彭博非投等債,111,M9,111年09月20日,111年09月26日,111年10月18日,0.26,111
00710B,FH彭博非投等債,111,M3,112年03月21日,112年03月27日,112年04月20日,0.26,112
00710B,復華彭博非投等債,111,M6,112年06月20日,112年06月26日,112年07月14日,0.26,112
00710B,復華彭博非投等債,111,M9,112年09月19日,112年09月25日,112年10月18日,0.26,112
00710B,FH彭博非投等債,111,M6,111年06月21日,111年06月27日,111年07月19日,0.24,111
00710B,FH彭博非投等債,111,M12,111年12月21日,111年12月27日,112年01月31日,0.26,111
00711B,FH彭博新興債,111,M6,111年06月21日,111年06月27日,111年07月19日,0.2,111
00711B,復華彭博新興債,111,M6,112年06月20日,112年06月26日,112年07月14日,0.19,112
00711B,FH彭博新興債,111,M9,111年09月20日,111年09月26日,111年10月18日,0.18,111
00711B,FH彭博新興債,111,M3,112年03月21日,112年03月27日,112年04月20日,0.19,112
00711B,FH彭博新興債,111,M12,111年12月21日,111年12月27日,112年01月31日,0.19,111
00711B,復華彭博新興債,111,M12,112年12月20日,112年12月26日,113年01月17日,0.19,112
00711B,復華彭博新興債,111,M9,112年09月19日,112年09月25日,112年10月18日,0.19,112
00711B,FH彭博新興債,111,M3,111年03月17日,111年03月23日,111年04月18日,0.16,111
00712,FH富時不動產,111,M3,111年03月17日,111年03月23日,111年04月18日,0.184,111
00712,復華富時不動產,111,M6,112年06月20日,112年06月26日,112年07月14日,0.27,112
00712,FH富時不動產,111,M3,112年03月21日,112年03月27日,112年04月20日,0.24,112
00712,FH富時不動產,111,M12,111年12月21日,111年12月27日,112年01月31日,0.23,111
00712,FH富時不動產,111,M6,111年06月21日,111年06月27日,111年07月19日,0.205,111
00712,FH富時不動產,111,M9,111年09月20日,111年09月26日,111年10月18日,0.225,111
00712,復華富時不動產,111,M12,112年12月20日,112年12月26日,113年01月17日,0.2,112
00712,復華富時不動產,111,M9,112年09月19日,112年09月25日,112年10月18日,0.19,112
00713,元大台灣高息低波,111,M12,111年12月16日,111年12月24日,112年01月16日,1.45,111
00713,元大台灣高息低波,111,M12,112年12月18日,112年12月24日,113年01月12日,0.84,112
00713,元大台灣高息低波,111,M6,112年06月16日,112年06月24日,112年07月14日,0.68,112
00713,元大台灣高息低波,111,M9,111年09月19日,111年09月25日,111年10月24日,1.45,111
00713,元大台灣高息低波,111,M9,112年09月18日,112年09月24日,112年10月17日,0.84,112
00713,元大台灣高息低波,111,M3,112年03月17日,112年03月25日,112年04月25日,0.68,112
00714,群益道瓊美國地產,111,M1,112年01月30日,112年02月05日,112年02月23日,0.117,112
00714,群益道瓊美國地產,111,M4,111年04月20日,111年04月26日,111年05月17日,0.364,111
00714,群益道瓊美國地產,111,M7,111年07月18日,111年07月24日,111年08月11日,0.125,111
00714,群益道瓊美國地產,111,M4,112年04月21日,112年04月29日,112年05月18日,0.133,112
00714,群益道瓊美國地產,111,M1,111年01月18日,111年01月24日,111年02月22日,0.419,111
00714,群益道瓊美國地產,111,M7,112年07月18日,112年07月24日,112年08月11日,0.12,112
00714,群益道瓊美國地產,111,M10,111年10月19日,111年10月25日,111年11月14日,0.187,111
00714,群益道瓊美國地產,111,M10,112年10月19日,112年10月25日,112年11月14日,0.112,112
00717,富邦美國特別股,111,M4,112年04月21日,112年04月29日,112年05月18日,0.144,112
00717,富邦美國特別股,111,M4,111年04月20日,111年04月26日,111年05月24日,0.153,111
00717,富邦美國特別股,111,M1,112年01月31日,112年02月06日,112年02月24日,0.154,112
00717,富邦美國特別股,111,M10,111年10月19日,111年10月25日,111年11月21日,0.167,111
00717,富邦美國特別股,111,M10,112年10月19日,112年10月25日,112年11月14日,0.176,112
00717,富邦美國特別股,111,M7,112年07月18日,112年07月24日,112年08月11日,0.156,112
00717,富邦美國特別股,111,M7,111年07月18日,111年07月24日,111年08月18日,0.147,111
00717,富邦美國特別股,111,M1,111年01月18日,111年01月24日,111年02月25日,0.139,111
00728,第一金工業30,111,M2,112年02月01日,112年02月07日,112年03月06日,0.93,112
00728,第一金工業30,111,M1,111年01月20日,111年01月28日,111年03月02日,1.99,111
00730,富邦臺灣優質高息,111,M10,111年10月19日,111年10月25日,111年11月21日,1.077,111
00730,富邦臺灣優質高息,111,M10,112年10月19日,112年10月25日,112年11月14日,1.136,112
00731,FH富時高息低波,111,M11,111年11月17日,111年11月23日,111年12月14日,2.8,111
00731,復華富時高息低波,111,M11,112年11月21日,112年11月27日,112年12月15日,1.1,112
00731,復華富時高息低波,111,M8,112年08月17日,112年08月23日,112年09月12日,1.22,112
00733,富邦臺灣中小,111,M10,112年10月19日,112年10月25日,112年11月14日,1.2,112
00733,富邦臺灣中小,111,M4,112年04月21日,112年04月29日,112年05月18日,0.114,112
00733,富邦臺灣中小,111,M10,111年10月19日,111年10月25日,111年11月21日,0.984,111
00733,富邦臺灣中小,111,M4,111年04月20日,111年04月26日,111年05月24日,0.238,111
00735,國泰臺韓科技,111,M1,111年01月18日,111年01月24日,111年02月25日,1.05,111
00735,國泰臺韓科技,111,M7,111年07月18日,111年07月24日,111年08月18日,0.25,111
00735,國泰臺韓科技,111,M7,112年07月18日,112年07月24日,112年08月11日,1.2,112
00735,國泰臺韓科技,111,M1,112年01月30日,112年02月05日,112年03月02日,0.32,112
00736,國泰富時新興市場,111,M1,111年01月18日,111年01月24日,111年02月25日,0.28,111
00736,國泰新興市場,111,M7,111年07月18日,111年07月24日,111年08月18日,0.18,111
00736,國泰富時新興市場,111,M7,112年07月18日,112年07月24日,112年08月11日,0.13,112
00736,國泰富時新興市場,111,M1,112年01月30日,112年02月05日,112年03月02日,0.19,112
00739,元大MSCI A股,111,M10,111年10月19日,111年10月25日,111年11月17日,0.19,111
00770,國泰北美科技,111,M1,112年01月30日,112年02月05日,112年03月02日,2.8,112
00770,國泰北美科技,111,M1,111年01月18日,111年01月24日,111年02月25日,1.95,111
00771,元大US高息特別股,111,M5,112年05月17日,112年05月23日,112年06月15日,0.18,112
00771,元大US高息特別股,111,M8,111年08月16日,111年08月22日,111年09月15日,0.16,111
00771,元大US高息特別股,111,M11,112年11月16日,112年11月22日,112年12月12日,0.18,112
00771,元大US高息特別股,111,M2,111年02月25日,111年03月06日,111年03月24日,0.18,111
00771,元大US高息特別股,111,M8,112年08月16日,112年08月22日,112年09月11日,0.19,112
00771,元大US高息特別股,111,M5,111年05月18日,111年05月24日,111年06月17日,0.18,111
00771,元大US高息特別股,111,M11,111年11月16日,111年11月22日,111年12月15日,0.19,111
00771,元大US高息特別股,111,M2,112年02月16日,112年02月22日,112年03月21日,0.18,112
00774B,新光中國政金綠債,111,M10,111年10月21日,111年10月29日,111年11月21日,0.8,111
00774B,新光中國政金綠債,111,M4,111年04月22日,111年04月30日,111年05月24日,0.53,111
00774C,新光中政金綠債+R,111,M10,111年10月21日,111年10月29日,111年11月21日,0.8,111
00774C,新光中政金綠債+R,111,M4,111年04月22日,111年04月30日,111年05月24日,0.53,111
00775B,新光投等債15+,111,M2,111年02月24日,111年03月05日,111年03月28日,0.31,111
00775B,新光投等債15+,111,M5,112年05月19日,112年05月27日,112年06月16日,0.32,112
00775B,新光投等債15+,111,M2,112年02月20日,112年02月26日,112年03月23日,0.39,112
00775B,新光投等債15+,111,M8,112年08月18日,112年08月26日,112年09月15日,0.3,112
00775B,新光投等債15+,111,M8,111年08月18日,111年08月26日,111年09月19日,0.32,111
00775B,新光投等債15+,111,M11,111年11月18日,111年11月26日,111年12月19日,0.3,111
00775B,新光投等債15+,111,M5,111年05月20日,111年05月28日,111年06月21日,0.21,111
00775B,新光投等債15+,111,M11,112年11月20日,112年11月26日,112年12月15日,0.35,112
00830,國泰費城半導體,111,M1,111年01月18日,111年01月24日,111年02月25日,2.8,111
00830,國泰費城半導體,111,M1,112年01月30日,112年02月05日,112年03月02日,0.12,112
00850,元大臺灣ESG永續,111,M11,112年11月16日,112年11月22日,112年12月12日,0.7,112
00850,元大臺灣ESG永續,111,M11,111年11月16日,111年11月22日,111年12月20日,1.48,111
00850,元大臺灣ESG永續,111,M8,112年08月16日,112年08月22日,112年09月11日,0.68,112
00878,國泰永續高股息,111,M8,112年08月16日,112年08月22日,112年09月11日,0.35,112
00878,國泰永續高股息,111,M11,112年11月16日,112年11月24日,112年12月12日,0.35,112
00878,國泰永續高股息,111,M8,111年08月16日,111年08月22日,111年09月19日,0.28,111
00878,國泰永續高股息,111,M2,111年02月22日,111年02月28日,111年03月28日,0.3,111
00878,國泰永續高股息,111,M2,112年02月16日,112年02月22日,112年03月22日,0.27,112
00878,國泰永續高股息,111,M11,111年11月16日,111年11月22日,111年12月19日,0.28,111
00878,國泰永續高股息,111,M5,112年05月17日,112年05月23日,112年06月12日,0.27,112
00878,國泰永續高股息,111,M5,111年05月18日,111年05月24日,111年06月21日,0.32,111
00881,國泰台灣5G+,111,M1,111年01月18日,111年01月24日,111年02月25日,0.59,111
00881,國泰台灣5G+,111,M8,112年08月16日,112年08月22日,112年09月11日,0.46,112
00881,國泰台灣5G+,111,M8,111年08月16日,111年08月22日,111年09月19日,0.26,111
00881,國泰台灣5G+,111,M1,112年01月30日,112年02月05日,112年03月02日,0.35,112
00882,中信中國高股息,111,M7,112年07月18日,112年07月24日,112年08月11日,0.4,112
00882,中信中國高股息,111,M7,111年07月18日,111年07月24日,111年08月22日,0.85,111
00882,中信中國高股息,111,M1,111年01月18日,111年01月24日,111年02月21日,0.36,111
00882,中信中國高股息,111,M1,112年01月17日,112年01月23日,112年02月20日,0.3,112
00891,中信關鍵半導體,111,M8,111年08月16日,111年08月22日,111年09月20日,0.26,111
00891,中信關鍵半導體,111,M5,112年05月17日,112年05月23日,112年06月12日,0.13,112
00891,中信關鍵半導體,111,M8,112年08月16日,112年08月22日,112年09月11日,0.22,112
00891,中信關鍵半導體,111,M11,111年11月16日,111年11月22日,111年12月20日,0.1,111
00891,中信關鍵半導體,111,M11,112年11月16日,112年11月22日,112年12月12日,0.27,112
00891,中信關鍵半導體,111,M2,111年02月22日,111年02月28日,111年03月21日,0.29,111
00891,中信關鍵半導體,111,M2,112年02月16日,112年02月22日,112年03月20日,0.11,112
00892,富邦台灣半導體,111,M7,111年07月18日,111年07月24日,111年08月18日,0.219,111
00892,富邦台灣半導體,111,M7,112年07月18日,112年07月24日,112年08月11日,0.281,112
00892,富邦台灣半導體,111,M11,111年11月16日,111年11月22日,111年12月19日,0.35,111
00892,富邦台灣半導體,111,M11,112年11月16日,112年11月22日,112年12月12日,0.198,112
00894,中信小資高價30,111,M2,111年02月22日,111年02月28日,111年03月21日,0.35,111
00894,中信小資高價30,111,M11,111年11月16日,111年11月22日,111年12月20日,0.1,111
00894,中信小資高價30,111,M8,111年08月16日,111年08月22日,111年09月20日,0.19,111
00894,中信小資高價30,111,M11,112年11月16日,112年11月22日,112年12月12日,0.09,112
00894,中信小資高價30,111,M5,112年05月17日,112年05月23日,112年06月12日,0.1,112
00894,中信小資高價30,111,M8,112年08月16日,112年08月22日,112年09月11日,0.26,112
00894,中信小資高價30,111,M2,112年02月16日,112年02月22日,112年03月20日,0.1,112
00896,中信綠能及電動車,111,M12,112年12月18日,112年12月24日,113年01月12日,0.3,112
00896,中信綠能及電動車,111,M12,111年12月16日,111年12月24日,112年01月19日,0.15,111
00896,中信綠能及電動車,111,M9,111年09月19日,111年09月25日,111年10月20日,0.24,111
00896,中信綠能及電動車,111,M9,112年09月18日,112年09月24日,112年10月17日,0.33,112
00896,中信綠能及電動車,111,M6,112年06月16日,112年06月24日,112年07月14日,0.15,112
00896,中信綠能及電動車,111,M3,112年03月16日,112年03月22日,112年04月14日,0.15,112
00896,中信綠能及電動車,111,M3,111年03月16日,111年03月22日,111年04月20日,0.015,111
00896,中信綠能及電動車,111,M3,111年03月16日,111年03月22日,111年04月20日,0.015,111
00900,富邦特選高股息30,111,M8,112年08月16日,112年08月22日,112年09月11日,0.61,112
00900,富邦特選高股息30,111,M5,112年05月17日,112年05月23日,112年06月12日,0.017,112
00900,富邦特選高股息30,111,M11,112年11月16日,112年11月22日,112年12月12日,0.224,112
00900,富邦特選高股息30,111,M8,111年08月16日,111年08月22日,111年09月19日,1.2,111
00900,富邦特選高股息30,111,M11,111年11月16日,111年11月22日,111年12月19日,0.15,111
00900,富邦特選高股息30,111,M2,112年02月16日,112年02月22日,112年03月21日,0.12,112
00901,永豐智能車供應鏈,111,M11,112年11月16日,112年11月22日,112年12月13日,0.628,112
00901,永豐智能車供應鏈,111,M11,111年11月16日,111年11月22日,111年12月19日,0.543,111
00904,新光臺灣半導體30,111,M10,111年10月21日,111年10月29日,111年11月21日,0.21,111
00904,新光臺灣半導體30,111,M7,112年07月20日,112年07月28日,112年08月18日,0.11,112
00904,新光臺灣半導體30,111,M2,112年02月01日,112年02月07日,112年03月06日,0.095,112
00904,新光臺灣半導體30,111,M10,112年10月23日,112年10月29日,112年11月17日,0.13,112
00904,新光臺灣半導體30,111,M4,112年04月25日,112年05月01日,112年05月22日,0.105,112
00905,FT臺灣Smart,111,M7,112年07月18日,112年07月24日,112年08月14日,0.18,112
00905,FT臺灣Smart,111,M10,112年10月19日,112年10月27日,112年11月17日,0.17,112
00905,FT臺灣Smart,111,M2,112年02月01日,112年02月07日,112年03月06日,0.27,112
00907,永豐優息存股,111,M12,112年12月18日,112年12月24日,113年01月15日,0.141,112
00907,永豐優息存股,111,M2,112年02月16日,112年02月22日,112年03月23日,0.141,112
00907,永豐優息存股,111,M8,112年08月16日,112年08月22日,112年09月12日,0.308,112
00907,永豐優息存股,111,M6,112年06月16日,112年06月24日,112年07月14日,0.074,112
00907,永豐優息存股,111,M12,111年12月16日,111年12月24日,112年01月18日,0.141,111
00907,永豐優息存股,111,M10,111年10月19日,111年10月25日,111年11月21日,0.141,111
00907,永豐優息存股,111,M10,112年10月19日,112年10月27日,112年11月17日,0.141,112
00907,永豐優息存股,111,M4,112年04月21日,112年04月29日,112年05月22日,0.141,112
00908,富邦入息REITs+,111,M4,112年04月21日,112年04月29日,112年05月18日,0.113,112
00908,富邦入息REITs+,111,M10,111年10月19日,111年10月25日,111年11月21日,0.225,111
00908,富邦入息REITs+,111,M1,112年01月31日,112年02月06日,112年02月24日,0.138,112
00908,富邦入息REITs+,111,M10,112年10月19日,112年10月25日,112年11月14日,0.147,112
00908,富邦入息REITs+,111,M7,112年07月18日,112年07月24日,112年08月11日,0.175,112
00909,國泰數位支付服務,111,M4,112年04月21日,112年04月29日,112年05月18日,0.225,112
00912,中信臺灣智慧50,111,M10,112年10月19日,112年10月25日,112年11月14日,0.2,112
00912,中信臺灣智慧50,111,M1,112年01月17日,112年01月23日,112年02月20日,0.2,112
00912,中信臺灣智慧50,111,M10,111年10月19日,111年10月25日,111年11月21日,0.2,111
00912,中信臺灣智慧50,111,M4,112年04月21日,112年04月29日,112年05月18日,0.29,112
00912,中信臺灣智慧50,111,M7,112年07月18日,112年07月24日,112年08月11日,0.18,112
00913,兆豐台灣晶圓製造,111,M2,112年02月21日,112年02月27日,112年03月20日,0.1,112
00913,兆豐台灣晶圓製造,111,M8,112年08月21日,112年08月27日,112年09月12日,0.7,112
00915,凱基優選高股息30,111,M9,112年09月18日,112年09月24日,112年10月17日,0.7,112
00915,凱基優選高股息30,111,M6,112年06月16日,112年06月24日,112年07月13日,0.32,112
00915,凱基優選高股息30,111,M12,112年12月18日,112年12月24日,113年01月12日,0.45,112
00915,凱基優選高股息30,111,M3,112年03月16日,112年03月22日,112年04月21日,0.22,112
00916,國泰全球品牌50,111,M6,112年06月16日,112年06月24日,112年07月14日,0.17,112
00918,大華優利高填息30,111,M6,112年06月16日,112年06月24日,112年07月14日,0.2,112
00918,大華優利高填息30,111,M12,112年12月18日,112年12月24日,113年01月12日,0.67,112
00918,大華優利高填息30,111,M9,112年09月18日,112年09月24日,112年10月17日,0.75,112
00919,群益台灣精選高息,111,M12,112年12月18日,112年12月24日,113年01月12日,0.55,112
00919,群益台灣精選高息,111,M6,112年06月16日,112年06月24日,112年07月14日,0.54,112
00919,群益台灣精選高息,111,M9,112年09月18日,112年09月24日,112年10月17日,0.54,112
00921,兆豐龍頭等權重,111,M9,112年09月21日,112年09月29日,112年10月19日,0.4,112
00921,兆豐龍頭等權重,111,M6,112年06月21日,112年07月01日,112年07月18日,0.37,112
00921,兆豐龍頭等權重,111,M12,112年12月21日,112年12月29日,113年01月16日,0.2,112
00922,國泰台灣領袖50,111,M10,112年10月19日,112年10月27日,112年11月14日,0.57,112
00923,群益台灣ESG低碳,111,M8,112年08月16日,112年08月22日,112年09月11日,0.561,112
00926,凱基全球菁英55,111,M12,112年12月18日,112年12月24日,113年01月12日,0.23,112
00927,群益半導體收益,111,M10,112年10月19日,112年10月25日,112年11月14日,0.22,112
00927,群益半導體收益,111,M7,112年07月18日,112年07月24日,112年08月11日,0.22,112
00929,復華台灣科技優息,111,M8,112年08月17日,112年08月23日,112年09月12日,0.11,112
00929,復華台灣科技優息,111,M9,112年09月19日,112年09月25日,112年10月18日,0.11,112
00929,復華台灣科技優息,111,M10,112年10月24日,112年10月30日,112年11月17日,0.11,112
00929,復華台灣科技優息,111,M11,112年11月21日,112年11月27日,112年12月15日,0.11,112
00929,復華台灣科技優息,111,M7,112年07月19日,112年07月25日,112年08月14日,0.11,112
00929,復華台灣科技優息,111,M12,112年12月19日,112年12月25日,113年01月15日,0.11,112
