代號,名稱,年度,季別,除息交易日,收益分配基準日,收益分配發放日,配息,公告年度
00711B,FH彭博新興債,110,M09,111年09月20日,111年09月26日,111年10月18日,0.18,111
00711B,FH彭博新興債,110,M03,111年03月17日,111年03月23日,111年04月18日,0.16,111
00711B,FH彭博新興債,110,M12,111年12月21日,111年12月27日,112年01月31日,0.19,111
00711B,FH彭博新興債,110,M06,110年06月22日,110年06月28日,110年07月20日,0.18,110
00711B,FH彭博新興債,110,M03,110年03月18日,110年03月24日,110年04月16日,0.18,110
00711B,FH彭博新興債,110,M12,110年12月21日,110年12月27日,111年01月19日,0.18,110
00711B,FH彭博新興債,110,M09,110年09月17日,110年09月27日,110年10月19日,0.18,110
00712,FH富時不動產,110,M03,111年03月17日,111年03月23日,111年04月18日,0.184,111
00712,FH富時不動產,110,M12,111年12月21日,111年12月27日,112年01月31日,0.23,111
00712,FH富時不動產,110,M03,110年03月18日,110年03月24日,110年04月16日,0.173,110
00712,FH富時不動產,110,M06,111年06月21日,111年06月27日,111年07月19日,0.205,111
00712,FH富時不動產,110,M09,111年09月20日,111年09月26日,111年10月18日,0.225,111
00712,FH富時不動產,110,M06,110年06月22日,110年06月28日,110年07月20日,0.218,110
00712,FH富時不動產,110,M09,110年09月17日,110年09月27日,110年10月19日,0.188,110
00712,FH富時不動產,110,M12,110年12月21日,110年12月27日,111年01月19日,0.187,110
00713,元大台灣高息低波,110,M12,111年12月16日,111年12月24日,112年01月16日,1.45,111
00713,元大台灣高息低波,110,M11,110年11月19日,110年11月27日,110年12月20日,3.15,110
00713,元大台灣高息低波,110,M09,111年09月19日,111年09月25日,111年10月24日,1.45,111
00714,群益道瓊美國地產,110,M10,110年10月19日,110年10月25日,110年11月12日,0.376,110
00714,群益道瓊美國地產,110,M04,110年04月20日,110年04月26日,110年05月17日,0.12,110
00714,群益道瓊美國地產,110,M01,110年01月19日,110年01月25日,110年02月23日,0.121,110
00714,群益道瓊美國地產,110,M07,110年07月16日,110年07月24日,110年08月11日,0.382,110
00714,群益道瓊美國地產,110,M01,111年01月18日,111年01月24日,111年02月22日,0.419,111
00714,群益道瓊美國地產,110,M10,111年10月19日,111年10月25日,111年11月14日,0.187,111
00714,群益道瓊美國地產,110,M04,111年04月20日,111年04月26日,111年05月17日,0.364,111
00714,群益道瓊美國地產,110,M07,111年07月18日,111年07月24日,111年08月11日,0.125,111
00717,富邦美國特別股,110,M04,111年04月20日,111年04月26日,111年05月24日,0.153,111
00717,富邦美國特別股,110,M01,110年01月19日,110年01月25日,110年02月25日,0.148,110
00717,富邦美國特別股,110,M04,110年04月20日,110年04月26日,110年05月24日,0.162,110
00717,富邦美國特別股,110,M07,110年07月16日,110年07月24日,110年08月18日,0.163,110
00717,富邦美國特別股,110,M10,111年10月19日,111年10月25日,111年11月21日,0.167,111
00717,富邦美國特別股,110,M10,110年10月19日,110年10月25日,110年11月19日,0.135,110
00717,富邦美國特別股,110,M07,111年07月18日,111年07月24日,111年08月18日,0.147,111
00717,富邦美國特別股,110,M01,111年01月18日,111年01月24日,111年02月25日,0.139,111
00728,第一金工業30,110,M01,110年01月21日,110年01月29日,110年03月03日,1.9,110
00728,第一金工業30,110,M01,111年01月20日,111年01月28日,111年03月02日,1.99,111
00730,富邦臺灣優質高息,110,M10,111年10月19日,111年10月25日,111年11月21日,1.077,111
00730,富邦臺灣優質高息,110,M10,110年10月19日,110年10月25日,110年11月19日,1.127,110
00731,FH富時高息低波,110,M11,110年11月17日,110年11月23日,110年12月14日,4.3,110
00731,FH富時高息低波,110,M11,111年11月17日,111年11月23日,111年12月14日,2.8,111
00733,富邦臺灣中小,110,M10,111年10月19日,111年10月25日,111年11月21日,0.984,111
00733,富邦臺灣中小,110,M04,111年04月20日,111年04月26日,111年05月24日,0.238,111
00733,富邦臺灣中小,110,M10,110年10月19日,110年10月25日,110年11月19日,2.09,110
00735,國泰臺韓科技,110,M07,110年07月16日,110年07月24日,110年08月18日,0.21,110
00735,國泰臺韓科技,110,M07,111年07月18日,111年07月24日,111年08月18日,0.25,111
00735,國泰臺韓科技,110,M01,111年01月18日,111年01月24日,111年02月25日,1.05,111
00735,國泰臺韓科技,110,M01,110年01月19日,110年01月25日,110年02月26日,1.03,110
00736,國泰富時新興市場,110,M01,110年01月19日,110年01月25日,110年02月26日,0.25,110
00736,國泰富時新興市場,110,M01,111年01月18日,111年01月24日,111年02月25日,0.28,111
00736,國泰富時新興市場,110,M07,110年07月16日,110年07月24日,110年08月18日,0.15,110
00736,國泰新興市場,110,M07,111年07月18日,111年07月24日,111年08月18日,0.18,111
00739,元大MSCI A股,110,M10,111年10月19日,111年10月25日,111年11月17日,0.19,111
00742,新光內需收益,110,M12,110年12月30日,111年01月08日,111年02月09日,1.1,110
00770,國泰北美科技,110,M01,111年01月18日,111年01月24日,111年02月25日,1.95,111
00770,國泰北美科技,110,M01,110年01月19日,110年01月25日,110年02月26日,0.38,110
00771,元大US高息特別股,110,M03,110年03月03日,110年03月09日,110年04月01日,0.17,110
00771,元大US高息特別股,110,M11,110年11月19日,110年11月27日,110年12月20日,0.19,110
00771,元大US高息特別股,110,M02,111年02月25日,111年03月06日,111年03月24日,0.18,111
00771,元大US高息特別股,110,M05,111年05月18日,111年05月24日,111年06月17日,0.18,111
00771,元大US高息特別股,110,M08,110年08月20日,110年08月28日,110年09月22日,0.18,110
00771,元大US高息特別股,110,M05,110年05月21日,110年05月29日,110年06月22日,0.18,110
00771,元大US高息特別股,110,M08,111年08月16日,111年08月22日,111年09月15日,0.16,111
00771,元大US高息特別股,110,M11,111年11月16日,111年11月22日,111年12月15日,0.19,111
00774B,新光中國政金綠債,110,M10,110年10月21日,110年10月29日,110年11月19日,0.52,110
00774B,新光中國政金綠債,110,M04,110年04月22日,110年04月30日,110年05月24日,0.54,110
00774B,新光中國政金綠債,110,M10,111年10月21日,111年10月29日,111年11月21日,0.8,111
00774B,新光中國政金綠債,110,M04,111年04月22日,111年04月30日,111年05月24日,0.53,111
00774C,新光中政金綠債+R,110,M04,111年04月22日,111年04月30日,111年05月24日,0.53,111
00774C,新光中政金綠債+R,110,M04,110年04月22日,110年04月30日,110年05月24日,0.54,110
00774C,新光中政金綠債+R,110,M10,110年10月21日,110年10月29日,110年11月19日,0.52,110
00774C,新光中政金綠債+R,110,M10,111年10月21日,111年10月29日,111年11月21日,0.8,111
00775B,新光投等債15+,110,M05,110年05月20日,110年05月28日,110年06月21日,0.27,110
00775B,新光投等債15+,110,M11,110年11月18日,110年11月26日,110年12月17日,0.3,110
00775B,新光投等債15+,110,M03,110年03月02日,110年03月08日,110年03月31日,0.295,110
00775B,新光投等債15+,110,M08,111年08月18日,111年08月26日,111年09月19日,0.32,111
00775B,新光投等債15+,110,M05,111年05月20日,111年05月28日,111年06月21日,0.21,111
00775B,新光投等債15+,110,M11,111年11月18日,111年11月26日,111年12月19日,0.3,111
00775B,新光投等債15+,110,M02,111年02月24日,111年03月05日,111年03月28日,0.31,111
00775B,新光投等債15+,110,M08,110年08月19日,110年08月27日,110年09月17日,0.32,110
00830,國泰費城半導體,110,M01,110年01月19日,110年01月25日,110年02月26日,0.32,110
00830,國泰費城半導體,110,M01,111年01月18日,111年01月24日,111年02月25日,2.8,111
00850,元大臺灣ESG永續,110,M11,111年11月16日,111年11月22日,111年12月20日,1.48,111
00850,元大臺灣ESG永續,110,M11,110年11月19日,110年11月27日,110年12月23日,1.05,110
00851,台新全球AI,110,M10,110年10月21日,110年10月29日,110年11月12日,0.33,110
0087,國泰永續高股息,110,M11,110年11月16日,110年11月22日,110年12月17日,,110
00878,國泰永續高股息,110,M08,-1910年08月01日,110年08月23日,110年09月17日,0.3,110
00878,國泰永續高股息,110,M11,111年11月16日,111年11月22日,111年12月19日,0.28,111
00878,國泰永續高股息,110,M02,110年02月25日,110年03月06日,110年03月31日,0.15,110
00878,國泰永續高股息,110,M05,111年05月18日,111年05月24日,111年06月21日,0.32,111
00878,國泰永續高股息,110,M11,110年11月16日,110年11月22日,110年12月17日,0.28,110
00878,國泰永續高股息,110,M05,110年05月18日,110年05月24日,110年06月21日,0.25,110
00878,國泰永續高股息,110,M08,111年08月16日,111年08月22日,111年09月19日,0.28,111
00878,國泰永續高股息,110,M02,111年02月22日,111年02月28日,111年03月28日,0.3,111
00881,國泰台灣5G+,110,M01,111年01月18日,111年01月24日,111年02月25日,0.59,111
00881,國泰台灣5G+,110,M08,111年08月16日,111年08月22日,111年09月19日,0.26,111
00881,國泰台灣5G+,110,M08,110年08月17日,110年08月23日,110年09月17日,0.54,110
00882,中信中國高股息,110,M07,110年07月16日,110年07月24日,110年08月20日,0.68,110
00882,中信中國高股息,110,M01,111年01月18日,111年01月24日,111年02月21日,0.36,111
00882,中信中國高股息,110,M07,111年07月18日,111年07月24日,111年08月22日,0.85,111
00891,中信關鍵半導體,110,M08,110年08月17日,110年08月23日,110年09月22日,0.25,110
00891,中信關鍵半導體,110,M08,111年08月16日,111年08月22日,111年09月20日,0.26,111
00891,中信關鍵半導體,110,M11,111年11月16日,111年11月22日,111年12月20日,0.1,111
00891,中信關鍵半導體,110,M02,111年02月22日,111年02月28日,111年03月21日,0.29,111
00891,中信關鍵半導體,110,M11,110年11月16日,110年11月22日,110年12月20日,0.3,110
00892,富邦台灣半導體,110,M11,110年11月16日,110年11月22日,110年12月17日,0.58,110
00892,富邦台灣半導體,110,M11,111年11月16日,111年11月22日,111年12月19日,0.35,111
00892,富邦台灣半導體,110,M07,111年07月18日,111年07月24日,111年08月18日,0.219,111
00894,中信小資高價30,110,M11,110年11月16日,110年11月22日,110年12月20日,0.06,110
00894,中信小資高價30,110,M02,111年02月22日,111年02月28日,111年03月21日,0.35,111
00894,中信小資高價30,110,M11,111年11月16日,111年11月22日,111年12月20日,0.1,111
00894,中信小資高價30,110,M08,111年08月16日,111年08月22日,111年09月20日,0.19,111
00896,中信綠能及電動車,110,M09,111年09月19日,111年09月25日,111年10月20日,0.24,111
00896,中信綠能及電動車,110,M03,111年03月16日,111年03月22日,111年04月20日,0.015,111
00896,中信綠能及電動車,110,M03,111年03月16日,111年03月22日,111年04月20日,0.015,111
00896,中信綠能及電動車,110,M12,111年12月16日,111年12月24日,112年01月19日,0.15,111
00900,富邦特選高股息30,110,M11,111年11月16日,111年11月22日,111年12月19日,0.15,111
00900,富邦特選高股息30,110,M08,111年08月16日,111年08月22日,111年09月19日,1.2,111
00901,永豐智能車供應鏈,110,M11,111年11月16日,111年11月22日,111年12月19日,0.543,111
00904,新光臺灣半導體30,110,M10,111年10月21日,111年10月29日,111年11月21日,0.21,111
00907,永豐優息存股,110,M10,111年10月19日,111年10月25日,111年11月21日,0.141,111
00907,永豐優息存股,110,M12,111年12月16日,111年12月24日,112年01月18日,0.141,111
00908,富邦入息REITs+,110,M10,111年10月19日,111年10月25日,111年11月21日,0.225,111
00912,中信臺灣智慧50,110,M10,111年10月19日,111年10月25日,111年11月21日,0.2,111
