代號,名稱,年度,季別,除息交易日,收益分配基準日,收益分配發放日,配息,公告年度
00771,元大US高息特別股,109,M05,109年05月22日,109年05月30日,109年06月22日,0.21,109
00771,元大US高息特別股,109,M05,110年05月21日,110年05月29日,110年06月22日,0.18,110
00771,元大US高息特別股,109,M11,110年11月19日,110年11月27日,110年12月20日,0.19,110
00771,元大US高息特別股,109,M02,109年02月21日,109年02月29日,109年03月24日,0.18,109
00771,元大US高息特別股,109,M03,110年03月03日,110年03月09日,110年04月01日,0.17,110
00771,元大US高息特別股,109,M08,109年08月21日,109年08月29日,109年09月21日,0.17,109
00771,元大US高息特別股,109,M11,109年11月20日,109年11月28日,109年12月21日,0.18,109
00771,元大US高息特別股,109,M08,110年08月20日,110年08月28日,110年09月22日,0.18,110
00774B,新光中國政金綠債,109,M10,110年10月21日,110年10月29日,110年11月19日,0.52,110
00774B,新光中國政金綠債,109,M04,110年04月22日,110年04月30日,110年05月24日,0.54,110
00774B,新光中國政金綠債,109,M04,109年04月24日,109年05月02日,109年06月08日,0.6,109
00774B,新光中國政金綠債,109,M10,109年10月23日,109年10月31日,109年11月23日,0.8,109
00774C,新光中政金綠債+R,109,M10,110年10月21日,110年10月29日,110年11月19日,0.52,110
00774C,新光中政金綠債+R,109,M04,109年04月24日,109年05月02日,109年06月08日,0.6,109
00774C,新光中政金綠債+R,109,M10,109年10月23日,109年10月31日,109年11月23日,0.8,109
00774C,新光中政金綠債+R,109,M04,110年04月22日,110年04月30日,110年05月24日,0.54,110
00775B,新光投等債15+,109,M05,110年05月20日,110年05月28日,110年06月21日,0.27,110
00775B,新光投等債15+,109,M08,110年08月19日,110年08月27日,110年09月17日,0.32,110
00775B,新光投等債15+,109,M05,109年05月21日,109年05月29日,109年06月19日,0.34,109
00775B,新光投等債15+,109,M08,109年08月20日,109年08月28日,109年09月18日,0.34,109
00775B,新光投等債15+,109,M11,109年11月19日,109年11月27日,109年12月18日,0.33,109
00775B,新光投等債15+,109,M11,110年11月18日,110年11月26日,110年12月17日,0.3,110
00775B,新光投等債15+,109,M03,110年03月02日,110年03月08日,110年03月31日,0.295,110
00775B,新光投等債15+,109,M02,109年02月24日,109年03月01日,109年03月31日,0.45,109
00830,國泰費城半導體,109,M01,110年01月19日,110年01月25日,110年02月26日,0.32,110
00850,元大臺灣ESG永續,109,M11,109年11月20日,109年11月28日,109年12月24日,0.9,109
00850,元大臺灣ESG永續,109,M11,110年11月19日,110年11月27日,110年12月23日,1.05,110
00851,台新全球AI,109,M10,110年10月21日,110年10月29日,110年11月12日,0.33,110
00851,台新全球AI,109,M10,109年10月23日,109年10月31日,109年11月16日,0.28,109
0087,國泰永續高股息,109,M11,110年11月16日,110年11月22日,110年12月17日,,110
00878,國泰永續高股息,109,M11,110年11月16日,110年11月22日,110年12月17日,0.28,110
00878,國泰永續高股息,109,M02,110年02月25日,110年03月06日,110年03月31日,0.15,110
00878,國泰永續高股息,109,M08,110年08月17日,110年08月23日,110年09月17日,0.3,110
00878,國泰永續高股息,109,M11,109年11月17日,109年11月23日,109年12月18日,0.05,109
00878,國泰永續高股息,109,M05,110年05月18日,110年05月24日,110年06月21日,0.25,110
00881,國泰台灣5G+,109,M08,110年08月17日,110年08月23日,110年09月17日,0.54,110
00882,中信中國高股息,109,M07,110年07月16日,110年07月24日,110年08月20日,0.68,110
00891,中信關鍵半導體,109,M11,110年11月16日,110年11月22日,110年12月20日,0.3,110
00891,中信關鍵半導體,109,M08,110年08月17日,110年08月23日,110年09月22日,0.25,110
00892,富邦台灣半導體,109,M11,110年11月16日,110年11月22日,110年12月17日,0.58,110
00894,中信小資高價30,109,M11,110年11月16日,110年11月22日,110年12月20日,0.06,110
