股票代號,股票名稱,收盤價,收盤日,配股方式,近一年股利,近一年股利值利率,115現金股利,114現金股利,113現金股利,112現金股利,111現金股利,110現金股利,109現金股利,108現金股利,107現金股利,115殖利率,114殖利率,113殖利率,112殖利率,111殖利率,110殖利率,109殖利率,108殖利率,107殖利率,115ROE,114ROE,113ROE,112ROE,111ROE,110ROE,109ROE,108ROE,107ROE,115EPS_年度,114EPS_年度,113EPS_年度,112EPS_年度,111EPS_年度,110EPS_年度,109EPS_年度,108EPS_年度,107EPS_年度,近3年平均股息,近5年平均股息,近8年平均股息,近3年平均殖利率,近5年平均殖利率,近8年平均殖利率,近3年平均ROE,近5年平均ROE,近8年平均ROE,近3年平均配息率,近5年平均配息率,近8年平均配息率,114Q4_EPS,114Q3_EPS,114Q2_EPS,114Q1_EPS,113Q4_EPS,113Q3_EPS,113Q2_EPS,113Q1_EPS,114Q4_vs_113Q4_EPS差率,114Q3_vs_113Q3_EPS差率,114Q2_vs_113Q2_EPS差率,114Q1_vs_113Q1_EPS差率,近四季EPS總合,近四季_vs_前年度_EPS差率
5321,美而快,23.5,2026-04-27,年配,0.0,0.0,,,,0.25,0.7,0.5,,,,,,,1.06,2.98,2.13,,,,,,3.89,13.23,30.01,28.21,-17.71,9.18,16.06,,,0.03,1.66,4.6,3.11,-3.73,1.47,2.16,0.25,0.48,0.48,1.06,2.06,2.06,8.56,18.84,11.84,15.06,15.45,15.45,,0.09,0.08,0.06,0.03,-0.52,-0.77,-0.77,,117.31,110.39,107.79,0.09,200.0
5324,士開,10.7,2026-04-27,年配,0.0,0.0,,,,,,,,,,,,,,,,,,,,,10.87,-7.66,-13.74,-10.52,-6.19,-9.47,1.5,,,0.7,-0.53,-0.92,-0.64,0.11,-0.97,0.03,,,,,,,1.6,-5.26,-5.03,,,,,-0.31,-0.11,-0.06,0.7,0.12,-0.39,-0.17,,-358.33,71.79,64.71,-0.31,-144.29
5328,華容,23.6,2026-04-27,年配,0.35,1.48,,0.35,0.6,0.35,,0.15,,,,,1.48,2.54,1.48,,0.64,,,,,,3.68,4.57,4.3,2.01,1.28,-1.55,0.6,,,0.39,0.46,0.43,0.2,0.12,-0.15,0.06,0.43,0.36,0.36,1.83,1.54,1.54,4.12,3.64,2.13,114.97,101.65,101.65,,0.21,0.08,0.05,0.39,0.13,0.08,0.04,,61.54,0.0,25.0,0.21,-46.15
5340,建榮,106.0,2026-04-27,年配,0.6,0.57,,0.6,0.2,,,,,,,,0.57,0.19,,,,,,,,,7.49,1.29,4.49,2.94,5.56,7.06,11.4,,,0.78,0.13,0.43,0.27,0.49,0.58,0.86,0.4,0.4,0.4,0.38,0.38,0.38,4.39,4.05,5.75,25.64,25.64,25.64,,0.78,0.37,0.27,0.78,0.49,0.36,0.16,,59.18,2.78,68.75,0.78,0.0
5344,立衛,17.6,2026-04-27,年配,0.0,0.0,,,,,,,,,,,,,,,,,,,,,8.41,1.65,-3.41,11.65,8.99,-8.16,-10.59,,,0.55,0.11,-0.23,0.76,0.53,-0.48,-0.69,,,,,,,5.03,4.58,1.22,,,,,-0.39,-0.31,-0.12,0.55,0.45,0.32,0.15,,-186.67,-196.88,-180.0,-0.39,-170.91
5345,馥鴻,0.0,2026-04-27,年配,0.0,,,,,,,,,,,,,,,,,,,,,,-46.54,-41.03,-82.9,-17.36,-89.43,-63.58,-23.92,,,-2.51,-1.51,-1.22,-0.35,-3.34,-5.5,-1.56,,,,,,,-43.78,-46.96,-52.11,,,,,-0.3,-0.27,-0.1,-2.51,-0.25,-1.69,-0.63,,-20.0,84.02,84.13,-0.3,88.05
5347,世界,138.5,2026-04-27,年配,4.5,3.25,,4.5,4.5,4.5,4.5,4.5,3.5,3.2,3.2,,3.25,3.25,3.25,3.25,3.25,2.53,2.31,2.31,,,12.32,16.19,37.96,36.52,21.34,19.88,21.52,,,4.21,4.5,9.32,7.21,3.85,3.58,3.76,4.5,4.5,4.05,3.25,3.25,2.92,14.26,25.75,23.68,103.44,79.4,83.28,,3.35,2.42,1.31,4.21,3.17,1.87,0.78,,5.68,29.41,67.95,3.35,-20.43
5348,正能量智能,0.0,2026-04-27,年配,0.0,,,,,,,,,,,,,,,,,,,,,,-3.97,5.92,3.36,-11.19,-13.35,-15.74,130.8,,,-0.71,0.22,0.16,-0.53,-0.71,-0.96,5.19,,,,,,,0.97,-1.47,13.69,,,,,-1.02,-0.82,-0.4,-0.71,-0.88,-0.21,-0.13,,-15.91,-290.48,-207.69,-1.02,-43.66
5351,鈺創,64.2,2026-04-27,年配,0.0,0.0,,,,,0.02,0.8,,,,,,,,0.03,1.25,,,,,,-15.83,-25.57,1.74,28.35,-10.23,-20.67,-21.53,,,-1.77,-3.09,0.5,3.91,-1.14,-1.15,-1.49,,0.41,0.41,,0.64,0.64,-20.7,-2.83,-9.11,,12.23,12.23,,-1.74,-1.31,-0.61,-1.77,-1.37,-1.04,-0.65,,-27.01,-25.96,6.15,-1.74,1.69
5353,台林,26.4,2026-04-27,年配,1.0,3.79,,1.0,1.3,1.42,1.2,0.9,0.85,1.35,1.12,,3.79,4.92,5.38,4.55,3.41,3.22,5.11,4.24,,,11.96,12.67,11.5,6.69,5.79,9.06,7.07,,,2.15,2.14,1.81,1.01,0.88,1.38,1.03,1.24,1.16,1.14,4.7,4.41,4.33,12.32,10.7,9.25,63.42,70.56,83.63,,1.0,0.5,0.53,2.15,1.75,1.09,0.52,,-42.86,-54.13,1.92,1.0,-53.49
5355,佳總,6.52,2026-04-27,年配,0.0,0.0,,,,,,,,,,,,,,,,,,,,,-15.14,-11.71,-5.36,-7.85,0.72,-9.41,-6.22,,,-0.92,-0.82,-0.46,-0.67,0.08,-0.84,-0.6,,,,,,,-13.42,-10.02,-7.85,,,,,-0.82,-0.46,-0.04,-0.92,-0.64,-0.36,-0.18,,-28.12,-27.78,77.78,-0.82,10.87
5356,協益,26.7,2026-04-27,年配,2.0,7.49,,2.0,2.3,2.3,1.5,1.3,2.2,2.2,2.0,,7.49,8.61,8.61,5.62,4.87,8.24,8.24,7.49,,,4.77,12.46,-1.48,-0.66,5.26,5.05,3.33,,,2.16,5.48,-0.6,-0.28,2.4,2.22,1.43,2.2,1.88,1.98,8.24,7.04,7.4,8.62,3.77,4.1,74.22,-141.46,-33.6,,0.16,-0.75,0.27,2.16,1.8,1.7,1.14,,-91.11,-144.12,-76.32,0.16,-92.59
5364,力麗店,10.65,2026-04-27,年配,0.0,0.0,,,,,,,,,,,,,,,,,,,,,-21.73,-22.27,-11.6,-23.85,-7.73,-10.65,-13.65,,,-1.41,-1.77,-1.17,-2.49,-2.11,-1.98,-2.45,,,,,,,-22.0,-19.86,-15.93,,,,,-0.73,-0.61,-0.32,-1.41,-1.66,-1.04,-0.45,,56.02,41.35,28.89,-0.73,48.23
5371,中光電,74.5,2026-04-27,年配,0.5,0.67,,0.5,1.5,3.0,4.5,4.0,4.0,1.5,2.0,,0.67,2.01,4.03,6.04,5.37,5.37,2.01,2.68,,,2.53,4.74,9.79,8.3,5.75,4.84,8.9,,,2.1,3.56,6.03,5.12,3.59,2.65,4.65,1.67,2.7,2.62,2.24,3.62,3.52,3.64,6.34,6.41,77.85,77.11,74.21,,0.44,0.2,0.05,2.1,1.61,1.09,0.37,,-72.67,-81.65,-86.49,0.44,-79.05
5381,光譜,22.7,2026-04-27,年配,0.0,0.0,,,,,,,,,,,,,,,,,,,,,12.45,1.28,2.26,1.84,0.39,-1.56,-5.8,,,0.93,0.05,0.1,0.07,0.01,-0.05,-0.18,,,,,,,6.86,4.46,1.55,,,,,0.65,0.46,0.34,0.93,0.58,0.39,0.27,,12.07,17.95,25.93,0.65,-30.11
5386,青雲,363.5,2026-04-27,年配,1.5,0.41,,1.5,0.6,0.4,0.3,0.4,0.3,0.5,0.5,,0.41,0.17,0.11,0.08,0.11,0.08,0.14,0.14,,,18.36,13.42,11.66,14.7,6.52,4.82,19.64,,,3.31,2.28,1.9,2.36,1.02,0.66,2.81,0.83,0.64,0.56,0.23,0.18,0.16,15.89,14.54,12.73,17.84,17.1,27.34,,3.03,2.39,1.27,3.31,1.48,1.1,1.04,,104.73,117.27,22.12,3.03,-8.46
5388,中磊,78.8,2026-04-24,年配,2.5,3.17,,2.5,4.6,5.0,4.5,2.4,2.6,3.0,2.5,,3.17,5.84,6.35,5.71,3.05,3.3,3.81,3.17,,7.43,15.4,20.76,21.15,10.8,11.7,14.09,11.92,,4.04,7.74,9.17,7.57,3.44,3.66,4.21,3.32,4.03,3.8,3.39,5.12,4.82,4.3,14.53,15.11,14.16,58.61,61.01,65.33,4.04,3.15,2.15,1.02,7.74,6.02,4.19,2.35,-47.8,-47.67,-48.69,-56.6,4.04,-47.8
5392,能率,35.8,2026-04-27,年配,0.2,0.56,,,0.2,0.3,0.3,0.3,0.3,0.5,,,,0.56,0.84,0.84,0.84,0.84,1.4,,,,1.39,1.58,0.36,3.18,-1.19,6.14,2.9,,,0.18,0.33,-0.58,0.35,-0.73,1.3,0.29,0.25,0.28,0.32,0.7,0.77,0.89,1.48,1.63,2.05,101.01,59.0,38.9,,-0.39,-0.57,-0.22,0.18,0.15,0.29,-0.04,,-360.0,-296.55,-450.0,-0.39,-316.67
5398,慕康生醫,19.8,2026-04-27,年配,0.0,0.0,,,,,,0.13561358,0.25,,,,,,,,0.68,1.26,,,,,1.98,-6.09,-1.23,2.87,2.96,4.64,-10.74,,,0.21,-0.64,-0.14,0.33,0.34,0.51,-1.24,,0.14,0.19,,0.68,0.97,-2.05,-0.62,-0.8,,41.1,57.32,,0.29,0.17,-0.2,0.21,0.24,0.19,0.03,,20.83,-10.53,-766.67,0.29,38.1
5403,中菲,92.4,2026-04-27,年配,6.5,7.03,,6.5,6.5,6.0,5.0,4.0,3.0,3.1,3.0,,7.03,7.03,6.49,5.41,4.33,3.25,3.35,3.25,,,24.44,26.05,23.96,22.5,21.9,19.02,14.9,,,8.44,8.37,6.86,5.88,5.2,3.96,3.08,6.33,5.6,4.64,6.85,6.06,5.02,25.24,24.24,21.82,74.34,72.4,74.71,,5.8,3.92,1.93,8.44,5.47,3.58,1.71,,6.03,9.5,12.87,5.8,-31.28
5410,國眾,31.8,2026-04-27,年配,2.1,6.6,,2.1,1.5,2.1,2.5,1.85,1.7,1.5,1.3,,6.6,4.72,6.6,7.86,5.82,5.35,4.72,4.09,,,10.06,13.11,20.76,14.84,14.66,14.67,11.96,,,1.61,2.12,3.24,2.14,2.01,1.94,1.58,1.9,2.01,1.82,5.97,6.32,5.72,11.58,14.69,14.29,96.12,88.96,85.72,,1.79,1.35,0.65,1.61,1.11,0.77,0.41,,61.26,75.32,58.54,1.79,11.18
5425,台半,59.6,2026-04-27,年配,2.0,3.36,,2.0,2.0,2.0,4.0,2.5,1.5,1.5,3.0,,3.36,3.36,3.36,6.71,4.19,2.52,2.52,5.03,,,8.27,12.23,21.82,16.19,12.95,13.69,17.57,,,1.87,2.89,6.28,3.55,2.29,2.29,3.53,2.0,2.5,2.31,3.36,4.2,3.88,10.25,14.63,14.67,88.08,77.56,75.18,,1.23,0.64,0.47,1.87,1.25,0.92,0.42,,-1.6,-30.43,11.9,1.23,-34.22
5426,振發,17.75,2026-04-27,年配,0.5,2.82,,,0.5,,0.2,,,,1.0,,,2.82,,1.13,,,,5.63,,,6.56,0.39,8.24,-5.16,-2.12,-1.02,5.9,,,0.99,0.05,1.13,-0.62,-0.26,-0.16,0.96,0.5,0.35,0.57,2.82,1.98,3.19,3.47,2.51,1.83,50.51,34.1,57.46,,0.39,0.28,0.4,0.99,0.66,0.1,0.06,,-40.91,180.0,566.67,0.39,-60.61
5432,新門,146.5,2026-04-27,半年配,1.5,1.02,,1.5,1.0,1.0,1.0,,,,0.5,,1.02,0.68,0.68,0.68,,,,0.34,,,7.29,7.65,11.1,2.01,-1.74,22.75,7.19,,,1.36,1.41,1.92,0.32,-0.28,3.36,0.93,1.17,1.12,1.0,0.79,0.77,0.68,7.47,7.01,8.04,72.22,65.51,62.57,,1.08,0.47,0.16,1.36,1.01,0.72,0.28,,6.93,-34.72,-42.86,1.08,-20.59
5434,崇越,416.0,2026-04-24,年配,13.5,3.25,,13.5,12.0,10.0,10.0,8.8,8.0,6.5,5.3,,3.25,2.88,2.4,2.4,2.12,1.92,1.56,1.27,,21.94,21.98,19.94,24.46,20.48,20.53,18.95,17.09,,21.81,19.29,15.36,16.61,12.63,11.38,9.48,7.73,11.83,10.86,9.26,2.84,2.61,2.22,21.29,21.76,20.67,63.07,63.82,65.82,21.81,15.45,9.69,4.91,19.29,14.45,9.52,4.11,13.06,6.92,1.79,19.46,21.81,13.06
5438,東友,18.75,2026-04-27,半年配,0.75,4.0,,0.75,0.65,0.5,0.51,0.41,0.1,0.44,1.05,,4.0,3.47,2.67,2.72,2.19,0.53,2.35,5.6,,,3.03,0.31,2.99,2.64,0.05,2.79,8.68,,,1.1,0.09,0.81,0.51,0.01,0.44,1.43,0.63,0.56,0.55,3.38,3.01,2.94,1.67,2.24,2.93,307.32,189.5,275.92,,0.72,0.08,0.13,1.1,0.64,-0.17,-0.05,,12.5,147.06,360.0,0.72,-34.55
5439,高技,374.5,2026-04-27,年配,7.2,1.92,,7.2,2.2,4.1,3.3,3.6,2.5,2.3,2.8,,1.92,0.59,1.09,0.88,0.96,0.67,0.61,0.75,,,13.21,19.36,15.77,19.91,17.31,13.3,18.13,,,3.51,5.07,3.98,4.61,3.43,2.58,3.41,4.5,4.08,3.5,1.2,1.09,0.93,16.28,17.06,16.71,71.78,76.14,78.39,,9.52,3.81,1.94,3.51,2.5,2.05,1.08,,280.8,85.85,79.63,9.52,171.23
5443,均豪,106.5,2026-04-27,年配,2.2,2.07,,2.2,2.0,1.2,1.8,1.5,1.0,1.5,1.3,,2.07,1.88,1.13,1.69,1.41,0.94,1.41,1.22,,,8.4,6.94,16.01,11.51,5.85,10.21,15.04,,,1.82,1.25,2.41,1.54,0.93,1.51,2.24,1.8,1.74,1.56,1.69,1.64,1.47,7.67,10.72,10.57,102.94,94.5,91.84,,1.97,1.53,0.45,1.82,1.61,0.95,0.29,,22.36,61.05,55.17,1.97,8.24
5450,南良,13.45,2026-04-27,年配,0.25,1.86,,0.25,0.5,0.25,0.65,0.6,,,,,1.86,3.72,1.86,4.83,4.46,,,,,,7.9,0.76,11.5,11.22,5.59,8.78,-4.12,,,1.13,0.1,1.45,1.23,0.54,0.58,-0.39,0.33,0.45,0.45,2.48,3.35,3.35,4.33,7.85,5.95,147.12,96.96,96.96,,0.04,-0.06,0.09,1.13,0.77,0.53,0.31,,-94.81,-111.32,-70.97,0.04,-96.46
5452,佶優,32.25,2026-04-27,年配,0.25,0.78,,0.25,0.25,0.15,0.5,0.8,0.6,0.22,,,0.78,0.78,0.47,1.55,2.48,1.86,0.68,,,,3.15,2.81,4.71,12.44,7.5,2.22,0.56,,,0.4,0.33,0.63,1.6,0.84,0.24,0.08,0.22,0.39,0.4,0.68,1.21,1.23,2.98,5.78,4.77,53.98,59.33,66.74,,0.3,0.17,0.09,0.4,0.2,0.26,0.1,,50.0,-34.62,-10.0,0.3,-25.0
5455,昇益,25.5,2026-04-27,年配,0.0,0.0,,,,,,,,,,,,,,,,,,,,,39.83,24.43,10.51,-1.13,-2.53,45.29,32.03,,,5.83,2.54,0.91,-0.09,-0.21,3.1,1.46,,,,,,,32.13,18.41,21.2,,,,,3.53,3.62,0.03,5.83,2.44,2.68,2.78,,44.67,35.07,-98.92,3.53,-39.45
5457,宣德,37.7,2026-04-27,年配,1.5,3.98,,1.5,1.3,0.32,1.84,2.5,2.1,0.5,,,3.98,3.45,0.85,4.88,6.63,5.57,1.33,,,,11.49,8.15,17.96,24.39,31.29,20.23,12.31,,,2.3,1.04,4.6,5.11,4.19,2.19,1.0,1.04,1.49,1.44,2.76,3.96,3.81,9.82,15.5,17.97,43.64,44.05,41.53,,1.54,0.48,1.09,2.3,1.74,0.25,0.25,,-11.49,92.0,336.0,1.54,-33.04
5460,同協,15.05,2026-04-27,年配,0.0,0.0,,,,,,,0.1,0.55,0.3,,,,,,,0.66,3.65,1.99,,,1.83,-1.67,-2.71,0.06,0.13,5.71,2.35,,,0.22,-0.2,-0.34,0.01,0.02,0.72,0.3,,,0.32,,,2.1,0.08,-0.62,0.81,,,225.46,,-0.2,-0.25,-0.02,0.22,0.12,0.14,-0.02,,-266.67,-278.57,0.0,-0.2,-190.91
5464,霖宏,31.0,2026-04-27,年配,0.0,0.0,,,1.0,0.8,2.0,2.0,,0.5,1.0,,,3.23,2.58,6.45,6.45,,1.61,3.23,,,8.96,4.11,21.19,30.76,-15.83,-1.1,18.22,,,1.74,0.8,4.05,4.81,-2.32,-0.18,2.88,0.9,1.45,1.22,2.9,4.68,3.92,6.54,16.26,9.47,78.74,62.11,0.9,,-3.07,-3.27,0.3,1.74,0.98,1.94,1.51,,-413.27,-268.56,-80.13,-3.07,-276.44
5465,富驊,25.3,2026-04-27,年配,1.2,4.74,,1.2,1.8,1.5,1.5,1.15,1.15,1.0,0.27,,4.74,7.11,5.93,5.93,4.55,4.55,3.95,1.07,,,11.44,12.79,13.11,9.06,8.25,6.94,2.98,,,1.82,1.96,2.02,1.27,1.15,0.92,0.41,1.5,1.43,1.2,5.93,5.65,4.73,12.11,11.6,9.22,87.72,85.06,87.83,,1.37,0.67,0.63,1.82,1.32,0.96,0.39,,3.79,-30.21,61.54,1.37,-24.73
5468,凱鈺,18.1,2026-04-27,年配,0.0,0.0,,,,,,,,,,,,,,,,,,,,,-1.68,-14.9,-1.21,3.37,-11.55,-65.19,-28.39,,,-0.13,-1.29,-0.11,0.19,-0.48,-3.47,-0.77,,,,,,,-8.29,-3.61,-17.08,,,,,-0.23,-0.15,0.03,-0.13,-0.16,-0.08,-0.15,,-43.75,-87.5,120.0,-0.23,-76.92
5469,瀚宇博,91.4,2026-04-24,年配,2.5,2.74,,,2.5,1.6,2.4,2.2,2.2,1.8,1.0,,,2.74,1.75,2.63,2.41,2.41,1.97,1.09,,9.36,9.94,10.74,11.6,14.77,10.92,10.23,6.82,,6.05,5.91,5.07,6.07,7.05,6.15,6.05,3.55,2.05,2.17,1.96,2.24,2.38,2.14,10.01,11.28,10.55,36.93,36.15,34.04,6.05,4.93,2.67,1.52,5.91,4.31,2.75,0.99,2.37,14.39,-2.91,53.54,6.05,2.37
5471,松翰,45.25,2026-04-24,年配,1.0,2.21,,,1.0,1.2,2.5,7.0,5.7,2.1,1.48,,,2.21,2.65,5.52,15.47,12.6,4.64,3.27,,3.43,5.06,5.19,14.59,35.54,29.69,11.44,11.49,,0.72,1.07,1.11,3.45,8.71,6.11,2.03,2.02,1.1,2.92,3.0,2.43,6.46,6.62,4.56,12.76,14.55,100.78,88.6,89.2,0.72,0.5,0.26,0.23,1.07,0.86,0.72,0.28,-32.71,-41.86,-63.89,-17.86,0.72,-32.71
5474,聰泰,138.0,2026-04-27,年配,4.0,2.9,,4.0,4.0,3.5,3.8,5.0,8.0,4.5,3.8,,2.9,2.9,2.54,2.75,3.62,5.8,3.26,2.75,,,15.13,11.3,18.48,24.29,47.06,25.31,28.73,,,7.15,5.07,7.91,9.66,18.49,7.72,7.58,3.83,4.06,4.58,2.78,2.94,3.32,13.22,17.3,24.33,62.48,56.19,53.78,,4.13,2.16,1.04,7.15,4.99,3.08,1.37,,-17.23,-29.87,-24.09,4.13,-42.24
5475,德宏,308.5,2026-04-27,年配,0.0,0.0,,,,,,,,,,,,,,,,,,,,,-19.46,-21.54,-33.87,58.03,-15.57,-48.11,-2.67,,,-1.36,-1.67,-2.71,3.73,-0.49,-2.32,-0.03,,,,,,,-20.5,-4.21,-11.88,,,,,-0.26,-0.26,-0.15,-1.36,-0.85,-0.65,-0.4,,69.41,60.0,62.5,-0.26,80.88
5478,智冠,97.0,2026-04-27,季配,7.5,7.73,,7.5,7.5,9.0,7.0,5.2,6.0,4.0,2.2,,7.73,7.73,9.28,7.22,5.36,6.19,4.12,2.27,,,12.91,11.07,11.25,11.54,13.7,9.61,7.17,,,7.75,7.09,6.9,6.84,7.76,5.0,3.7,8.0,7.24,6.05,8.25,7.46,6.24,11.99,11.69,11.04,111.85,100.29,88.28,,5.84,4.15,1.47,7.75,6.33,4.5,1.83,,-7.74,-7.78,-19.67,5.84,-24.65
5481,新華,21.0,2026-04-27,年配,0.0,0.0,,,,,,0.6,0.4,,0.4,,,,,,2.86,1.9,,1.9,,,-1.33,-2.2,-0.76,9.64,41.21,-18.96,24.6,,,-0.24,-0.4,-0.14,1.81,6.19,-2.53,2.97,,0.6,0.47,,2.86,2.22,-1.76,1.34,7.46,,33.15,17.69,,-0.65,-0.52,-0.12,-0.24,-0.13,-0.24,-0.14,,-400.0,-116.67,14.29,-0.65,-170.83
5483,中美晶,143.0,2026-04-27,半年配,3.5,2.45,,3.5,6.5,8.8,9.0,8.0,9.0,2.5843,2.3145,,2.45,4.55,6.15,6.29,5.59,6.29,1.81,1.62,,,11.75,23.69,26.87,24.78,25.87,18.43,18.84,,,9.24,16.99,14.87,11.62,10.82,3.86,3.36,6.27,7.16,6.21,4.38,5.01,4.34,17.72,21.77,21.46,61.08,62.88,67.22,,4.07,2.37,1.19,9.24,8.7,6.35,3.4,,-53.22,-62.68,-65.0,4.07,-55.95
5484,慧友,37.15,2026-04-24,年配,0.0,0.0,,,,,,,,,,,,,,,,,,,,-7.88,-10.65,-7.97,-13.71,-6.19,-8.33,-15.62,-23.29,,-0.6,-0.9,-0.73,-1.26,-0.63,-0.71,-1.49,-1.59,,,,,,,-8.83,-9.28,-11.7,,,,-0.6,-0.69,-1.09,-0.64,-0.9,-0.71,-0.26,-0.21,33.33,2.82,-319.23,-204.76,-0.6,33.33
5487,通泰,28.7,2026-04-27,年配,0.0,0.0,,,,,,1.36,1.1,1.0,0.9,,,,,,4.74,3.83,3.48,3.14,,,-0.5,-5.3,-0.32,8.39,7.19,12.14,4.82,,,-0.11,-1.2,-0.08,2.02,1.67,2.69,1.02,,1.36,1.09,,4.74,3.8,-2.9,0.57,3.77,,67.33,64.65,,-0.57,-0.57,-0.01,-0.11,-0.06,-0.08,-0.08,,-850.0,-612.5,87.5,-0.57,-418.18
5488,松普,9.6,2026-04-27,年配,0.06,0.62,,0.06,,,,,,,1.35,,0.62,,,,,,,14.06,,,0.07,4.23,2.07,0.84,-3.46,-4.05,16.53,,,0.01,0.41,0.2,0.08,-0.32,-0.43,1.84,0.06,0.06,0.7,0.62,0.62,7.34,2.15,1.8,2.32,,,73.37,,0.06,0.18,0.02,0.01,0.11,0.06,-0.02,,-45.45,200.0,200.0,0.06,500.0
5489,彩富,40.9,2026-04-27,年配,1.5,3.67,,1.5,1.8,1.0,1.5,1.0,1.0,1.5,2.0,,3.67,4.4,2.44,3.67,2.44,2.44,3.67,4.89,,,10.37,2.72,12.97,5.9,-1.31,8.54,13.59,,,2.39,0.62,2.89,1.25,-0.29,1.95,3.0,1.43,1.36,1.41,3.5,3.32,3.45,6.54,7.99,7.54,118.3,92.12,23.89,,1.36,0.58,0.47,2.39,1.5,0.96,0.35,,-9.33,-39.58,34.29,1.36,-43.1
5490,同亨,26.45,2026-04-27,年配,1.5,5.67,,1.5,0.35,,,1.25,2.00031607,1.5,0.5,,5.67,1.32,,,4.73,7.56,5.67,1.89,,,2.73,-13.66,-11.17,7.96,12.24,17.07,1.95,,,0.35,-1.85,-1.79,1.41,2.19,2.79,0.3,0.92,1.03,1.18,3.5,3.91,4.47,-5.46,-3.54,2.45,100.0,94.32,100.08,,1.26,0.86,0.75,0.35,0.13,0.13,0.08,,869.23,561.54,837.5,1.26,260.0
5493,三聯,86.5,2026-04-27,半年配,2.7,3.12,,2.7,2.6,2.6,2.8,3.1,2.0,2.5,1.75,,3.12,3.01,3.01,3.24,3.58,2.31,2.89,2.02,,,11.87,16.34,15.39,15.32,11.67,14.31,11.48,,,4.2,6.52,4.22,4.65,2.85,4.32,2.5,2.63,2.76,2.51,3.05,3.19,2.9,14.1,14.73,13.77,50.89,58.7,61.84,,3.44,1.33,1.32,4.2,3.33,3.15,0.73,,3.3,-57.78,80.82,3.44,-18.1
5498,凱崴,66.1,2026-04-27,年配,0.25,0.38,,0.25,0.15,,0.1,,0.2,0.03,,,0.38,0.23,,0.15,,0.3,0.05,,,,0.05,0.24,0.15,1.87,4.71,4.4,2.37,,,-0.01,0.06,0.01,0.18,0.52,0.42,0.22,0.2,0.17,0.15,0.3,0.25,0.22,0.14,0.58,1.97,-1500.0,-250.0,-113.6,,-0.17,-0.18,-0.12,-0.01,-0.14,0.04,0.08,,-21.43,-550.0,-250.0,-0.17,-1600.0
5508,永信建,49.85,2026-04-27,年配,2.78,5.58,,2.77637,14.5,11.2912,6.3454,8.0061,3.3406,1.801,2.86031,,5.57,29.09,22.65,12.73,16.06,6.7,3.61,5.74,,,45.55,42.22,26.01,35.88,17.63,9.75,15.32,,,16.03,12.55,7.05,8.9,3.71,2.0,3.18,9.52,8.58,6.37,19.1,17.22,12.77,43.88,37.42,27.48,90.22,90.1,90.06,,2.26,1.76,1.35,16.03,14.61,9.68,4.9,,-84.53,-81.82,-72.45,2.26,-85.9
5511,德昌,70.1,2026-04-27,年配,3.6,5.14,,3.6,3.8,5.0,2.4,2.0,2.0,2.2,2.1,,5.14,5.42,7.13,3.42,2.85,2.85,3.14,3.0,,,13.61,20.66,11.21,10.03,10.75,12.87,13.99,,,7.52,10.14,4.78,4.15,4.2,4.74,4.55,4.13,3.36,2.89,5.9,4.79,4.12,17.13,13.88,13.3,49.92,49.56,48.35,,6.56,3.01,1.15,7.52,5.86,2.78,1.32,,11.95,8.27,-12.88,6.56,-12.77
5512,力麒,7.51,2026-04-27,年配,0.1,1.33,,0.1,0.18,0.24,,0.3,0.33,0.6,0.4,,1.33,2.4,3.2,,3.99,4.39,7.99,5.33,,,0.38,0.93,-0.75,1.03,0.69,5.47,1.33,,,0.17,0.33,0.06,0.42,0.14,1.12,0.1,0.17,0.2,0.31,2.31,2.73,4.09,0.66,0.4,1.3,89.3,83.35,156.55,,0.03,0.07,0.07,0.17,0.08,0.08,0.12,,-62.5,-12.5,-41.67,0.03,-82.35
5514,三豐,15.5,2026-04-27,年配,0.0,0.0,,,,,,,0.5,0.5,0.2,,,,,,,3.23,3.23,1.29,,,2.83,1.03,-0.5,-0.26,7.62,14.1,0.96,,,0.39,0.14,-0.07,-0.04,1.1,2.0,0.13,,,0.4,,,2.58,1.93,0.78,3.68,,,74.77,,-0.04,-0.11,-0.06,0.39,-0.06,-0.09,-0.05,,33.33,-22.22,-20.0,-0.04,-110.26
5515,建國,40.25,2026-04-24,年配,3.3,8.2,,3.3,2.15,1.0,1.0,1.0,0.8,0.5,0.5,,8.2,5.34,2.48,2.48,2.48,1.99,1.24,1.24,,17.74,13.93,7.06,3.9,8.87,8.53,3.85,4.21,,4.48,2.91,1.34,0.72,1.57,1.43,0.57,0.62,2.15,1.69,1.28,5.34,4.2,3.18,12.91,10.3,8.51,74.06,84.95,81.13,4.48,2.91,0.7,0.46,2.91,1.98,1.3,0.86,53.95,46.97,-46.15,-46.51,4.48,53.95
5516,雙喜,11.6,2026-04-27,年配,0.0,0.0,,,,0.2,0.5,0.5,0.2,0.3,,,,,1.72,4.31,4.31,1.72,2.59,,,,-35.1,-25.78,16.62,18.1,20.42,6.68,15.34,,,-3.61,-3.75,2.83,2.91,2.99,0.86,1.78,0.2,0.4,0.34,1.72,3.45,2.93,-30.44,-6.54,2.33,-5.33,9.84,14.22,,0.34,-0.39,-0.6,-3.61,-2.07,-2.11,-1.09,,116.43,81.52,44.95,0.34,109.42
