出表日期,年度,季別,公司代號,公司名稱,流動資產,非流動資產,資產總計,流動負債,非流動負債,負債總計,股本,權益－具證券性質之虛擬通貨,資本公積,保留盈餘（或累積虧損）,其他權益,庫藏股票,歸屬於母公司業主權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總計,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司持有之母公司庫藏股股數（單位：股）,每股參考淨值,現金及約當現金,應收款項,本期所得稅資產,待出售資產,待分配予業主之資產（或處分群組）,投資,再保險合約資產,不動產及設備,使用權資產,無形資產,遞延所得稅資產,其他資產,分離帳戶保險商品資產,短期債務,應付款項,本期所得稅負債,與待出售資產直接相關之負債,透過損益按公允價值衡量之金融負債,避險之衍生金融負債,應付債券,特別股負債,其他金融負債,租賃負債,保險負債,具金融商品性質之保險契約準備,外匯價格變動準備,負債準備,遞延所得稅負債,其他負債,分離帳戶保險商品負債,權益─具證券性質之虛擬通貨,保留盈餘,歸屬於母公司業主之權益合計,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,權益總額,存放央行及拆借銀行同業,透過損益按公允價值衡量之金融資產,透過其他綜合損益按公允價值衡量之金融資產,按攤銷後成本衡量之債務工具投資,避險之衍生金融資產淨額,附賣回票券及債券投資淨額,應收款項－淨額,當期所得稅資產,待出售資產－淨額,待分配予業主之資產－淨額,貼現及放款－淨額,採用權益法之投資－淨額,受限制資產－淨額,其他金融資產－淨額,不動產及設備－淨額,使用權資產－淨額,投資性不動產投資－淨額,無形資產－淨額,其他資產－淨額,資產總額,央行及銀行同業存款,央行及同業融資,避險之衍生金融負債－淨額,附買回票券及債券負債,當期所得稅負債,存款及匯款,應付金融債券,應付公司債,負債總額,存放央行及拆借金融同業,避險之衍生金融資產,附賣回票券及債券投資,Unnamed: 15,再保險合約資產－淨額,投資性不動產－淨額,央行及金融同業存款,應付商業本票－淨額,其他借款,歸屬於母公司業主之權益
114/10/28,113,2,1614,三洋電,3007830.00,4299284.00,7307114.00,1392532.00,457051.00,1849583.00,2691134.00,,293857.00,,233458.00,-132298.00,,--,--,44624.00,5457531.00,0.00,0.00,,20.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,2326756.00,5412907.00,10182744.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,2,1615,大山,2793280.00,2199441.00,4992721.00,1571541.00,204854.00,1776395.00,1872988.00,,--,,112052.00,--,,--,--,--,3216326.00,--,0.00,,19.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,1231286.00,3216326.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,2,1616,億泰,2852601.00,925896.00,3778497.00,1929841.00,18987.00,1948828.00,1941485.00,,2480.00,,-54508.00,-85077.00,,--,--,--,1829669.00,--,0.00,,9.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,25289.00,1829669.00,4654499.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,2,1617,榮星,2381680.00,1208764.00,3590444.00,1248675.00,75057.00,1323732.00,1679507.00,,247516.00,,-99507.00,0.00,,--,--,2575.00,2266712.00,0.00,0.00,,14.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,436621.00,2264137.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,2,1618,合機,3037466.00,4451442.00,7488908.00,1466105.00,47479.00,1513584.00,1926917.00,,100026.00,,1455899.00,--,,--,--,--,5975324.00,0.00,0.00,,31.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,2492482.00,5975324.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,2,1626,艾美特-KY,6595851.00,3211358.00,9807209.00,6316212.00,284646.00,6600858.00,1528217.00,,1217656.00,,-174454.00,--,,--,--,--,3206351.00,0.00,0.00,,20.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,634932.00,3206351.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,2,1702,南僑,16804021.00,15038684.00,31842705.00,9148564.00,9854498.00,19003062.00,2941330.00,,3939006.00,,-634281.00,-530114.00,,--,--,2714760.00,12839643.00,--,0.00,,40.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,4408942.00,10124883.00,46041259.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,2,1707,葡萄王,5359443.00,9689359.00,15048802.00,3948847.00,225963.00,4174810.00,1481374.00,,2878597.00,,-47544.00,0.00,,--,--,1297937.00,10873992.00,--,0.00,,64.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,5263628.00,9576055.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,2,1708,東鹼,4191241.00,9729751.00,13920992.00,3845784.00,3341347.00,7187131.00,2490017.00,,105481.00,,151122.00,--,,--,--,--,6733861.00,--,0.00,,27.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,3987241.00,6733861.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,2,1709,和益,5800962.00,7779968.00,13580930.00,2912427.00,1295933.00,4208360.00,4770163.00,,77090.00,,1707032.00,--,,--,--,271066.00,9372570.00,--,0.00,,19.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,2547219.00,9101504.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,2,1710,東聯,5908267.00,26790394.00,32698661.00,9290632.00,8799676.00,18090308.00,8857031.00,,1090207.00,,-1895062.00,-118460.00,,--,--,2616375.00,14608353.00,--,0.00,,13.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,4058262.00,11991978.00,8675554.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,2,1711,永光,6947676.00,6152184.00,13099860.00,3136310.00,1233580.00,4369890.00,5477522.00,,474558.00,,27092.00,--,,--,--,327618.00,8729970.00,0.00,0.00,,15.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,2423180.00,8402352.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,2,1712,興農,8201426.00,6921748.00,15123174.00,5479120.00,1669562.00,7148682.00,4204926.00,,464606.00,,-158311.00,--,,--,--,54788.00,7974492.00,--,0.00,,18.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,3408483.00,7919704.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,2,1713,國化,1039699.00,2527702.00,3567401.00,278131.00,113234.00,391365.00,1509517.00,,3939.00,,254725.00,0.00,,--,--,--,3176036.00,0.00,0.00,,21.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,1407855.00,--,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,2,1714,和桐,14517096.00,9280468.00,23797564.00,4011150.00,3024370.00,7035520.00,10168248.00,,75524.00,,-739076.00,-78973.00,,--,--,4233908.00,16762044.00,0.00,0.00,,12.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,3102413.00,12528136.00,10141558.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,2,1717,長興,34263791.00,27433747.00,61697538.00,18013912.00,16757260.00,34771172.00,11782655.00,,665543.00,,379503.00,--,,--,--,503917.00,26926366.00,--,0.00,,22.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,13594748.00,26422449.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,2,1720,生達,5343677.00,6425963.00,11769640.00,2470700.00,624653.00,3095353.00,1786961.00,,298910.00,,466614.00,--,,--,--,2854400.00,8674287.00,0.00,0.00,,32.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,3267402.00,5819887.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,2,1721,三晃,1925406.00,1768473.00,3693879.00,864787.00,839255.00,1704042.00,1848841.00,,42255.00,,3967.00,--,,--,--,--,1989837.00,--,0.00,,10.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,94774.00,1989837.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,2,1722,台肥,10667441.00,72170870.00,82838311.00,5204043.00,23982432.00,29186475.00,9800000.00,,2245108.00,,3612908.00,0.00,,0.00,--,0.00,53651836.00,0.00,0.00,,54.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,37993820.00,53651836.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,2,1723,中碳,3325662.00,7641569.00,10967231.00,1900813.00,1301354.00,3202167.00,2369044.00,,952419.00,,-160890.00,-117638.00,,--,--,0.00,7765064.00,--,0.00,,33.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,4722129.00,7765064.00,4753537.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,2,1725,元禎,6913765.00,1027380.00,7941145.00,2683433.00,75516.00,2758949.00,1818300.00,,2287.00,,2341672.00,0.00,,--,--,0.00,5182196.00,--,0.00,,28.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,1019937.00,5182196.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,2,1726,永記,8172007.00,3998347.00,12170354.00,2192270.00,132929.00,2325199.00,1620000.00,,109430.00,,-50522.00,--,,--,--,--,9845155.00,--,0.00,,60.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,8166247.00,9845155.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,2,1727,中華化,1090585.00,1838569.00,2929154.00,751585.00,185137.00,936722.00,1239394.00,,341664.00,,0.00,--,,--,--,0.00,1992432.00,--,0.00,,16.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,411374.00,1992432.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,2,1730,花仙子,1947432.00,691108.00,2638540.00,714470.00,20168.00,734638.00,632339.00,,234657.00,,-42628.00,--,,--,--,115523.00,1903902.00,--,0.00,,28.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,964011.00,1788379.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,2,1731,美吾華,1222910.00,1906006.00,3128916.00,571121.00,543131.00,1114252.00,1329152.00,,189395.00,,-64367.00,--,,--,--,--,2014664.00,--,0.00,,15.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,560484.00,2014664.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,2,1732,毛寶,433395.00,236066.00,669461.00,150609.00,29448.00,180057.00,424439.00,,2704.00,,-3198.00,--,,--,--,--,489404.00,0.00,0.00,,11.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,65459.00,489404.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,2,1733,五鼎,1515769.00,778761.00,2294530.00,430543.00,118872.00,549415.00,999502.00,,68368.00,,11311.00,--,,--,--,575.00,1745115.00,--,0.00,,17.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,665359.00,1744540.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,2,1734,杏輝,2724601.00,3680002.00,6404603.00,1321256.00,1668369.00,2989625.00,1811399.00,,924140.00,,-121682.00,--,,--,--,293559.00,3414978.00,--,0.00,,18.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,507562.00,3121419.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,2,1735,日勝化,1632022.00,1683036.00,3315058.00,1479189.00,315134.00,1794323.00,993880.00,,98017.00,,6370.00,--,,--,--,--,1520735.00,--,0.00,,15.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,422468.00,1520735.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,2,1736,喬山,25074442.00,12996448.00,38070890.00,20019165.00,8342560.00,28361725.00,3036166.00,,436107.00,,-1774383.00,-53612.00,,--,--,5966.00,9709165.00,--,0.00,,32.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,8058921.00,9703199.00,695000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,2,1737,臺鹽,2980690.00,5383666.00,8364356.00,1220530.00,664203.00,1884733.00,2000000.00,,2501830.00,,-2799.00,--,,--,--,24480.00,6479623.00,--,0.00,,32.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,1956112.00,6455143.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,2,1752,南光,1420505.00,2214177.00,3634682.00,1170322.00,190409.00,1360731.00,1009885.00,,325803.00,,-34.00,--,,--,--,--,2273951.00,0.00,0.00,,22.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,938297.00,2273951.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,2,1760,寶齡富錦,1511803.00,1739091.00,3250894.00,1125531.00,272049.00,1397580.00,857391.00,,806869.00,,-17208.00,--,,--,--,--,1853314.00,0.00,0.00,,21.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,206262.00,1853314.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,2,1762,中化生,1633254.00,3361214.00,4994468.00,663916.00,983170.00,1647086.00,775600.00,,334526.00,,-59558.00,--,,--,--,0.00,3347382.00,0.00,0.00,,43.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,2296814.00,3347382.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,2,1773,勝一,3518677.00,11642442.00,15161119.00,4391376.00,1951444.00,6342820.00,2500000.00,,103724.00,,-21021.00,0.00,,--,--,0.00,8818299.00,--,0.00,,35.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,6235596.00,8818299.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,2,1776,展宇,1231289.00,457820.00,1689109.00,387701.00,301683.00,689384.00,601070.00,,13104.00,,-51876.00,--,,--,--,108558.00,999725.00,--,0.00,,14.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,328869.00,891167.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,2,1783,和康生,728589.00,838589.00,1567178.00,235598.00,942.00,236540.00,890701.00,,305002.00,,-107702.00,--,,--,--,--,1330638.00,0.00,0.00,,14.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,242637.00,1330638.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,2,1786,科妍,1198131.00,1132131.00,2330262.00,362301.00,270642.00,632943.00,702893.00,,786534.00,,-837.00,--,,--,--,--,1697319.00,--,0.00,,24.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,208729.00,1697319.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,2,1789,神隆,6672785.00,5322823.00,11995608.00,972478.00,651166.00,1623644.00,7907392.00,,1294689.00,,-156005.00,--,,--,--,--,10371964.00,0.00,0.00,,13.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,1325888.00,10371964.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,2,1795,美時,14199588.00,20438217.00,34637805.00,6582116.00,9575689.00,16157805.00,2655183.00,,7292581.00,,-1455345.00,-48686.00,,--,--,--,18480000.00,0.00,0.00,,69.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,10036267.00,18480000.00,494000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,2,1802,台玻,38317938.00,54436057.00,92753995.00,29221133.00,10989161.00,40210294.00,29080608.00,,1925218.00,,-1496375.00,--,,--,--,3047262.00,52543701.00,--,0.00,,17.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,19986988.00,49496439.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,2,1805,寶徠,1368240.00,285853.00,1654093.00,775291.00,41506.00,816797.00,1001858.00,,52097.00,,-9702.00,0.00,,--,--,0.00,837296.00,--,0.00,,8.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,-206957.00,837296.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,2,1806,冠軍,4676480.00,3682212.00,8358692.00,2522052.00,328082.00,2850134.00,3904039.00,,157999.00,,415649.00,--,,--,--,0.00,5508558.00,0.00,0.00,,14.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,1030871.00,5508558.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,2,1808,潤隆,41587869.00,4574688.00,46162557.00,23490870.00,8258836.00,31749706.00,9922575.00,,24737.00,,378321.00,--,,--,--,--,14412851.00,--,0.00,,31.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,4087218.00,14412851.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,2,1809,中釉,2176761.00,2482090.00,4658851.00,998747.00,247355.00,1246102.00,1670419.00,,128275.00,,-106652.00,--,,--,--,503766.00,3412749.00,--,0.00,,17.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,1216941.00,2908983.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,2,1810,和成,4413793.00,6023322.00,10437115.00,3111320.00,504043.00,3615363.00,3023037.00,,16758.00,,755047.00,-4781.00,,--,--,58820.00,6821752.00,--,0.00,,22.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,2972871.00,6762932.00,445484.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,2,1817,凱撒衛,1742012.00,1114700.00,2856712.00,510661.00,258544.00,769205.00,726000.00,,277703.00,,-202596.00,-15674.00,,--,--,39008.00,2087507.00,--,0.00,,28.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,1263066.00,2048499.00,524000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,2,1903,士紙,3724263.00,6413933.00,10138196.00,2586937.00,2003376.00,4590313.00,2600391.00,,0.00,,2839789.00,--,,--,--,0.00,5547883.00,0.00,0.00,,21.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,107703.00,5547883.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,2,1904,正隆,25857266.00,46944277.00,72801543.00,21347727.00,21496752.00,42844479.00,11082745.00,,1237676.00,,-297622.00,--,,--,--,830003.00,29957064.00,--,0.00,,26.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,17104262.00,29127061.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,2,1905,華紙,18037024.00,19324155.00,37361179.00,15717130.00,3120247.00,18837377.00,11028353.00,,40768.00,,2254951.00,-136726.00,,--,--,2484662.00,18523802.00,--,0.00,,14.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,2851794.00,16039140.00,15944000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,2,1906,寶隆,384048.00,6162577.00,6546625.00,2148361.00,337274.00,2485635.00,1510000.00,,9580.00,,-83745.00,--,,--,--,1942.00,4060990.00,--,0.00,,26.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,2623213.00,4059048.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,2,1907,永豐餘,61869079.00,97280248.00,159149327.00,52698069.00,23623956.00,76322025.00,16603715.00,,3777083.00,,23933523.00,--,,--,--,16314448.00,82827302.00,--,0.00,,40.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,22198533.00,66512854.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,2,1909,榮成,13438101.00,57137636.00,70575737.00,22341245.00,25881203.00,48222448.00,13276857.00,,4343854.00,,-1063966.00,-31894.00,,--,--,41885.00,22353289.00,--,0.00,,16.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,5786553.00,22311404.00,2038000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,2,2002,中鋼,202734444.00,490329253.00,693063697.00,164236722.00,185708819.00,349945541.00,157731290.00,,40786794.00,,1996406.00,-12923473.00,,--,--,37450082.00,343118156.00,--,0.00,,20.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,118077057.00,305668074.00,674286000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,2,2006,東和鋼鐵,31426096.00,23875066.00,55301162.00,21215146.00,3683831.00,24898977.00,7302138.00,,7739750.00,,-237329.00,--,,--,--,96851.00,30402185.00,--,0.00,,41.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,15500775.00,30305334.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,2,2007,燁興,2450146.00,10567676.00,13017822.00,3015255.00,4162858.00,7178113.00,5306516.00,,511234.00,,11943.00,0.00,,--,--,--,5839709.00,--,0.00,,11.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,10016.00,--,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,2,2008,高興昌,2129298.00,5491165.00,7620463.00,2033639.00,2168557.00,4202196.00,1908523.00,,0.00,,381008.00,0.00,,--,--,--,3418267.00,--,0.00,,17.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,1128736.00,--,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,2,2009,第一銅,2460734.00,9299381.00,11760115.00,1935085.00,266851.00,2201936.00,3596222.00,,0.00,,5542359.00,--,,--,--,--,9558179.00,0.00,0.00,,26.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,419598.00,--,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,2,2010,春源,14549881.00,7656731.00,22206612.00,8827911.00,1344688.00,10172599.00,6476554.00,,177636.00,,-109060.00,--,,--,--,372166.00,12034013.00,--,0.00,,18.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,5116717.00,11661847.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,2,2012,春雨,8271064.00,4074131.00,12345195.00,3611170.00,3679228.00,7290398.00,3021627.00,,522676.00,,-367254.00,-267195.00,,--,--,786794.00,5054797.00,0.00,0.00,,15.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,1358149.00,4268003.00,23430173.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,2,2013,中鋼構,10683361.00,4349780.00,15033141.00,8701796.00,1145124.00,9846920.00,2000000.00,,1375850.00,,-53918.00,--,,--,--,--,5186221.00,--,0.00,,25.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,1864289.00,5186221.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,2,2014,中鴻,13277333.00,19144267.00,32421600.00,8968258.00,8109286.00,17077544.00,14355444.00,,903.00,,-642695.00,--,,--,--,--,15344056.00,--,0.00,,10.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,1630404.00,15344056.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,2,2015,豐興,12851952.00,14025493.00,26877445.00,5211697.00,382881.00,5594578.00,5815994.00,,454700.00,,-153796.00,--,,--,--,--,21282867.00,--,0.00,,36.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,15165969.00,21282867.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,2,2017,官田鋼,4105302.00,7811385.00,11916687.00,2806822.00,1830551.00,4637373.00,4468747.00,,503405.00,,919579.00,-272341.00,,--,--,1406335.00,7279314.00,--,0.00,,13.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,253589.00,5872979.00,20027137.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,2,2020,美亞,5131542.00,3151632.00,8283174.00,3071455.00,834161.00,3905616.00,2670313.00,,281622.00,,185755.00,0.00,,--,--,6474.00,4377558.00,--,0.00,,19.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,1233394.00,4371084.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,2,2022,聚亨,5415243.00,4245576.00,9660819.00,2618503.00,332633.00,2951136.00,3371682.00,,104987.00,,-60621.00,--,,--,--,3256999.00,6709683.00,--,0.00,,10.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,36636.00,3452684.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,2,2023,燁輝,29315216.00,73661407.00,102976623.00,27342601.00,34350446.00,61693047.00,19842172.00,,4727770.00,,-156485.00,0.00,,--,--,1078310.00,41283576.00,0.00,0.00,,20.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,15791809.00,40205266.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,2,2024,志聯,811615.00,983964.00,1795579.00,393070.00,296155.00,689225.00,975000.00,,10649.00,,0.00,--,,0.00,0.00,--,1106354.00,0.00,0.00,,11.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,120705.00,--,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,2,2025,千興,1227949.00,516205.00,1744154.00,88919.00,2697.00,91616.00,2811673.00,,0.00,,-19625.00,--,,--,--,--,1652538.00,--,0.00,,5.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,-1139510.00,--,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
