出表日期,年度,季別,公司代號,公司名稱,流動資產,非流動資產,資產總計,流動負債,非流動負債,負債總計,股本,權益－具證券性質之虛擬通貨,資本公積,保留盈餘（或累積虧損）,其他權益,庫藏股票,歸屬於母公司業主權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總計,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司持有之母公司庫藏股股數（單位：股）,每股參考淨值,現金及約當現金,應收款項,本期所得稅資產,待出售資產,待分配予業主之資產（或處分群組）,投資,再保險合約資產,不動產及設備,使用權資產,無形資產,遞延所得稅資產,其他資產,分離帳戶保險商品資產,短期債務,應付款項,本期所得稅負債,與待出售資產直接相關之負債,透過損益按公允價值衡量之金融負債,避險之衍生金融負債,應付債券,特別股負債,其他金融負債,租賃負債,保險負債,具金融商品性質之保險契約準備,外匯價格變動準備,負債準備,遞延所得稅負債,其他負債,分離帳戶保險商品負債,權益─具證券性質之虛擬通貨,保留盈餘,歸屬於母公司業主之權益合計,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,權益總額,存放央行及拆借銀行同業,透過損益按公允價值衡量之金融資產,透過其他綜合損益按公允價值衡量之金融資產,按攤銷後成本衡量之債務工具投資,避險之衍生金融資產淨額,附賣回票券及債券投資淨額,應收款項－淨額,當期所得稅資產,待出售資產－淨額,待分配予業主之資產－淨額,貼現及放款－淨額,採用權益法之投資－淨額,受限制資產－淨額,其他金融資產－淨額,不動產及設備－淨額,使用權資產－淨額,投資性不動產投資－淨額,無形資產－淨額,其他資產－淨額,資產總額,央行及銀行同業存款,央行及同業融資,避險之衍生金融負債－淨額,附買回票券及債券負債,當期所得稅負債,存款及匯款,應付金融債券,應付公司債,負債總額,存放央行及拆借金融同業,避險之衍生金融資產,附賣回票券及債券投資,Unnamed: 15,再保險合約資產－淨額,投資性不動產－淨額,央行及金融同業存款,應付商業本票－淨額,其他借款,歸屬於母公司業主之權益
114/10/28,113,4,5210,寶碩,484126.00,338074.00,822200.00,67415.00,15210.00,82625.00,821778.00,,179580.00,,-27875.00,0.00,,--,--,0.00,739575.00,--,0.00,,9.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,-233908.00,739575.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,4,5211,蒙恬,259342.00,163771.00,423113.00,28378.00,15577.00,43955.00,320247.00,,112766.00,,2051.00,0.00,,--,--,5660.00,379158.00,0.00,0.00,,11.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,-61566.00,373498.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,4,5212,凌網,1163006.00,236670.00,1399676.00,376334.00,390516.00,766850.00,346330.00,,42564.00,,19754.00,--,,--,--,12210.00,632826.00,--,0.00,,17.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,211968.00,620616.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,4,5213,亞昕,65444975.00,4704432.00,70149407.00,46711576.00,8363809.00,55075385.00,6623075.00,,4358965.00,,-119773.00,-31810.00,,--,--,1336409.00,15074022.00,0.00,0.00,,20.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,2907156.00,13737613.00,1420000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,4,5220,萬達光電,572176.00,657318.00,1229494.00,226571.00,220884.00,447455.00,396670.00,,45834.00,,69.00,--,,--,--,--,782039.00,0.00,0.00,,19.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,339466.00,782039.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,4,5223,安力-KY,1540328.00,1984011.00,3524339.00,1036409.00,467445.00,1503854.00,445498.00,,561556.00,,-8740.00,--,,--,--,--,2020485.00,0.00,0.00,,45.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,1022171.00,2020485.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,4,5227,立凱-KY,413407.00,632738.00,1046145.00,511958.00,13333.00,525291.00,680000.00,,429000.00,,26908.00,--,,--,--,--,520854.00,0.00,0.00,,7.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,-615054.00,520854.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,4,5228,鈺鎧,230731.00,921192.00,1151923.00,129920.00,504397.00,634317.00,380563.00,,71655.00,,2813.00,--,,--,--,--,517606.00,0.00,0.00,,13.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,62575.00,--,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,4,5230,雷笛克光學,1292918.00,1147122.00,2440040.00,723501.00,275054.00,998555.00,573748.00,,667822.00,,-124478.00,0.00,,--,--,9790.00,1441485.00,--,0.00,,24.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,314603.00,1431695.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,4,5236,凌陽創新,3018302.00,65969.00,3084271.00,450635.00,35611.00,486246.00,584436.00,,1285881.00,,-61143.00,--,,--,--,--,2598025.00,--,0.00,,44.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,788851.00,--,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,4,5245,智晶,584183.00,1213869.00,1798052.00,483091.00,401262.00,884353.00,449900.00,,526932.00,,0.00,-84691.00,,--,--,37109.00,913699.00,--,0.00,,20.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,-15551.00,876590.00,1830000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,4,5251,天鉞電,424988.00,80783.00,505771.00,94438.00,10168.00,104606.00,356294.00,,70518.00,,-7882.00,-26353.00,,--,--,0.00,401165.00,--,0.00,,11.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,8588.00,401165.00,1896000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,4,5263,智崴,3008631.00,2440261.00,5448892.00,457033.00,993685.00,1450718.00,705581.00,,3179313.00,,39878.00,--,,--,--,0.00,3998174.00,--,426345.00,,56.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,73402.00,3998174.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,4,5272,笙科,362312.00,779313.00,1141625.00,48766.00,90828.00,139594.00,552761.00,,319876.00,,134493.00,--,,--,--,--,1002031.00,--,0.00,,18.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,-5099.00,--,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,4,5274,信驊,5987499.00,1738847.00,7726346.00,1882976.00,204145.00,2087121.00,378207.00,,1539778.00,,-33000.00,0.00,,--,--,--,5639225.00,--,0.00,,149.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,3754240.00,5639225.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,4,5276,達輝-KY,634251.00,205858.00,840109.00,348834.00,11412.00,360246.00,395000.00,,104156.00,,-148367.00,--,,--,--,--,479863.00,0.00,0.00,,12.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,129074.00,479863.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,4,5278,尚凡*,1981995.00,236820.00,2218815.00,683065.00,869115.00,1552180.00,300000.00,,131302.00,,14340.00,--,,--,--,32696.00,666635.00,0.00,0.00,,2.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,188297.00,633939.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,4,5287,數字,1947257.00,2147972.00,4095229.00,1275564.00,497123.00,1772687.00,599991.00,,384976.00,,-297042.00,--,,--,--,16660.00,2322542.00,0.00,0.00,,38.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,1617957.00,2305882.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,4,5289,宜鼎,6096489.00,3659504.00,9755993.00,1494681.00,588157.00,2082838.00,914561.00,,1654047.00,,8029.00,--,,--,--,182012.00,7673155.00,0.00,0.00,,81.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,4914506.00,7491143.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,4,5291,邑昇,894121.00,726996.00,1621117.00,389578.00,254911.00,644489.00,409256.00,,185703.00,,-25354.00,--,,--,--,18694.00,976628.00,--,0.00,,23.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,388329.00,957934.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,4,5299,杰力,2070107.00,1811967.00,3882074.00,646846.00,2381.00,649227.00,508890.00,,1659525.00,,-420.00,--,,--,--,--,3232847.00,--,0.00,,63.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,1064852.00,3232847.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,4,5301,寶得利,711452.00,226302.00,937754.00,145177.00,116965.00,262142.00,1427526.00,,197.00,,-16201.00,0.00,,--,--,32809.00,675612.00,--,0.00,,4.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,-768719.00,642803.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,4,5302,太欣,72590.00,1724202.00,1796792.00,107279.00,413458.00,520737.00,1598883.00,,1062.00,,-10989.00,--,,--,--,3849.00,1276055.00,--,0.00,,7.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,-316750.00,1272206.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,4,5309,系統電,3215314.00,1863283.00,5078597.00,1548312.00,244838.00,1793150.00,1914744.00,,953517.00,,-68452.00,--,,--,--,208566.00,3285447.00,0.00,538000.00,,16.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,277072.00,3076881.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,4,5310,天剛,292268.00,20269.00,312537.00,41785.00,12945.00,54730.00,289435.00,,0.00,,0.00,--,,--,--,--,257807.00,--,0.00,,8.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,-31628.00,257807.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,4,5312,寶島科,4833649.00,3165966.00,7999615.00,2872077.00,1648932.00,4521009.00,600599.00,,474994.00,,65473.00,--,,--,--,5696.00,3478606.00,--,0.00,,57.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,2331844.00,3472910.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,4,5314,世紀*,412282.00,200537.00,612819.00,153972.00,7905.00,161877.00,147000.00,,208.00,,0.00,--,,--,--,4543.00,450942.00,0.00,0.00,,30.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,299191.00,446399.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,4,5315,光聯,1840025.00,307079.00,2147104.00,394423.00,38896.00,433319.00,1063518.00,,42251.00,,48041.00,0.00,,0.00,--,0.00,1713785.00,0.00,0.00,,16.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,559975.00,1713785.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,4,5321,美而快,1713096.00,2827716.00,4540812.00,1949661.00,1709973.00,3659634.00,531798.00,,106044.00,,-289.00,--,,--,--,108518.00,881178.00,--,0.00,,14.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,135107.00,772660.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,4,5324,士開,7962703.00,1764035.00,9726738.00,4437935.00,3665699.00,8103634.00,2263791.00,,17484.00,,-201579.00,--,,--,--,96706.00,1623104.00,--,0.00,,6.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,-553298.00,1526398.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,4,5328,華容,1654311.00,813552.00,2467863.00,462270.00,59305.00,521575.00,1727107.00,,9688.00,,-36642.00,--,,--,--,4714.00,1946288.00,--,0.00,,11.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,241421.00,1941574.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,4,5340,建榮,1295596.00,1304130.00,2599726.00,497888.00,2061.00,499949.00,1948940.00,,--,,--,--,,--,--,--,2099777.00,0.00,0.00,,10.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,150837.00,--,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,4,5344,立衛,320692.00,336741.00,657433.00,86260.00,38098.00,124358.00,794474.00,,--,,-55000.00,--,,--,--,--,533075.00,--,0.00,,6.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,-206399.00,--,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,4,5345,馥鴻,230141.00,7687.00,237828.00,10055.00,1182.00,11237.00,377950.00,,21561.00,,0.00,--,,--,--,--,226591.00,--,0.00,,6.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,-172920.00,226591.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,4,5347,世界,86211179.00,62494523.00,148705702.00,21375242.00,58663435.00,80038677.00,18666467.00,,18865089.00,,-1036807.00,--,,--,--,4562599.00,68667025.00,--,0.00,,34.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,27609677.00,64104426.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,4,5348,正能量智能,196366.00,38742.00,235108.00,69065.00,10915.00,79980.00,147759.00,,551.00,,-591.00,0.00,,0.00,--,17595.00,155128.00,--,0.00,,9.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,-10186.00,137533.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,4,5351,鈺創,4202397.00,2528607.00,6731004.00,2240816.00,210235.00,2451051.00,3255958.00,,1419142.00,,87081.00,--,,--,--,114374.00,4279953.00,0.00,0.00,,12.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,-596602.00,4165579.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,4,5353,台林,1388799.00,709072.00,2097871.00,620331.00,96447.00,716778.00,751980.00,,191277.00,,65331.00,--,,--,--,--,1381093.00,--,0.00,,18.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,372505.00,1381093.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,4,5355,佳總,725133.00,451366.00,1176499.00,221067.00,16933.00,238000.00,1661228.00,,474.00,,-22580.00,--,,--,--,0.00,938499.00,--,0.00,,5.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,-700623.00,938499.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,4,5356,協益,2772405.00,3372459.00,6144864.00,1005342.00,483491.00,1488833.00,1030400.00,,362266.00,,-192679.00,--,,--,--,0.00,4656031.00,--,0.00,,45.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,3456044.00,4656031.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,4,5364,力麗店,294442.00,1101458.00,1395900.00,512461.00,89468.00,601929.00,638499.00,,334752.00,,-53670.00,--,,--,--,24815.00,793971.00,--,0.00,,12.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,-150425.00,769156.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,4,5371,中光電,38278742.00,18599243.00,56877985.00,25920919.00,4556712.00,30477631.00,3909811.00,,2234717.00,,822542.00,0.00,,--,--,2003485.00,26400354.00,0.00,0.00,,62.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,17429799.00,24396869.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,4,5381,合正,1440810.00,1867942.00,3308752.00,794457.00,369748.00,1164205.00,2437268.00,,496521.00,,128646.00,--,,--,--,58105.00,2144547.00,--,0.00,,8.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,-975993.00,2086442.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,4,5386,青雲,2072214.00,49131.00,2121345.00,1510636.00,368.00,1511004.00,312113.00,,52471.00,,-2394.00,--,,--,--,--,610341.00,--,0.00,,19.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,248151.00,--,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,4,5392,能率,8939374.00,6838213.00,15777587.00,5986142.00,1729116.00,7715258.00,1689590.00,,2636543.00,,-82909.00,-5714.00,,--,--,2205818.00,8062329.00,0.00,0.00,,34.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,1619001.00,5856511.00,983873.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,4,5398,慕康生醫,290525.00,361199.00,651724.00,95463.00,8408.00,103871.00,494655.00,,65853.00,,-12977.00,0.00,,--,--,--,547853.00,--,0.00,,11.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,322.00,547853.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,4,5403,中菲,3269574.00,1445758.00,4715332.00,1920762.00,158504.00,2079266.00,762435.00,,363914.00,,27279.00,--,,--,--,0.00,2636066.00,0.00,0.00,,34.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,1482438.00,2636066.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,4,5410,國眾,2924665.00,851732.00,3776397.00,2237968.00,88287.00,2326255.00,913176.00,,43472.00,,9343.00,0.00,,--,--,735.00,1450142.00,0.00,23000.00,,15.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,483416.00,1449407.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,4,5425,台半,11733181.00,9806861.00,21540042.00,5748337.00,4847078.00,10595415.00,2634854.00,,2252984.00,,-244678.00,-599878.00,,--,--,3150273.00,10944627.00,0.00,0.00,,31.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,3751072.00,7794354.00,15960000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,4,5426,振發,1712059.00,1316859.00,3028918.00,524747.00,225074.00,749821.00,1438000.00,,77934.00,,-35391.00,--,,--,--,5322.00,2279097.00,--,0.00,,15.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,793232.00,2273775.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,4,5432,新門,291093.00,132501.00,423594.00,35833.00,92.00,35925.00,206878.00,,--,,-7709.00,--,,--,--,--,387669.00,0.00,0.00,,18.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,188500.00,--,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,4,5438,東友,972917.00,2834529.00,3807446.00,486741.00,114148.00,600889.00,1125365.00,,0.00,,905095.00,--,,--,--,--,3206557.00,0.00,0.00,,28.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,1176097.00,3206557.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,4,5439,高技,3209278.00,1834486.00,5043764.00,2248145.00,354160.00,2602305.00,929757.00,,494907.00,,-47.00,--,,--,--,--,2441459.00,--,0.00,,26.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,1016842.00,2441459.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,4,5443,均豪,4379276.00,9100641.00,13479917.00,4100830.00,1864597.00,5965427.00,1651361.00,,298984.00,,4537041.00,-476776.00,,--,--,754613.00,7514490.00,0.00,0.00,,42.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,749267.00,6759877.00,4445000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,4,5450,南良,1788618.00,1753791.00,3542409.00,867410.00,850741.00,1718151.00,1224032.00,,100784.00,,208851.00,--,,--,--,--,1824258.00,--,0.00,,14.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,290591.00,1824258.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,4,5452,佶優,3547524.00,617256.00,4164780.00,1401292.00,383414.00,1784706.00,1487637.00,,161630.00,,38631.00,0.00,,0.00,--,223332.00,2380074.00,0.00,0.00,,14.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,468844.00,2156742.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,4,5455,昇益,4343336.00,80310.00,4423646.00,3271208.00,748.00,3271956.00,655018.00,,3737.00,,9740.00,--,,--,--,--,1151690.00,--,0.00,,17.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,483195.00,--,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,4,5457,宣德,16979978.00,11650419.00,28630397.00,13121926.00,4013423.00,17135349.00,1748365.00,,637471.00,,21989.00,--,,--,--,6648461.00,11495048.00,0.00,0.00,,27.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,2438762.00,4846587.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,4,5460,同協,565525.00,262067.00,827592.00,61483.00,31034.00,92517.00,587781.00,,13742.00,,-28613.00,--,,--,--,--,735075.00,--,0.00,,12.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,162165.00,735075.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,4,5464,霖宏,2095647.00,2101182.00,4196829.00,1878158.00,905430.00,2783588.00,710715.00,,92574.00,,--,--,,--,--,--,1413241.00,--,0.00,,19.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,609952.00,1413241.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,4,5465,富驊,4083609.00,957828.00,5041437.00,2000099.00,32608.00,2032707.00,1476826.00,,315269.00,,-43960.00,--,,--,--,546577.00,3008730.00,--,0.00,,16.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,714018.00,2462153.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,4,5468,凱鈺,557089.00,119399.00,676488.00,363598.00,30469.00,394067.00,358229.00,,86354.00,,-32000.00,--,,--,--,--,282421.00,--,0.00,,7.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,-130162.00,282421.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,4,5474,聰泰,1183313.00,1175332.00,2358645.00,353612.00,50316.00,403928.00,403559.00,,793.00,,--,-38296.00,,--,--,--,1954717.00,0.00,0.00,,49.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,1588661.00,--,599000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,4,5475,德宏,797092.00,1175303.00,1972395.00,989605.00,82983.00,1072588.00,1271270.00,,--,,535619.00,--,,--,--,-7726.00,899807.00,--,0.00,,7.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,-899356.00,907533.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,4,5478,智冠,14550652.00,4923083.00,19473735.00,8186401.00,281272.00,8467673.00,1560743.00,,4370959.00,,129142.00,-567008.00,,--,--,1201802.00,11006062.00,--,0.00,,65.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,4310424.00,9804260.00,6246414.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,4,5481,新華,436834.00,1154964.00,1591798.00,24870.00,336089.00,360959.00,714029.00,,80168.00,,-187.00,-65913.00,,--,--,0.00,1230839.00,--,0.00,,18.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,502742.00,1230839.00,5000000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,4,5483,中美晶,102804167.00,168527132.00,271331299.00,77322585.00,78454189.00,155776774.00,6412217.00,,32671766.00,,-6454604.00,-4382100.00,,--,--,66988591.00,115554525.00,0.00,0.00,,79.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,20318655.00,48565934.00,27050000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,4,5487,通泰,481743.00,109170.00,590913.00,31276.00,25778.00,57054.00,242225.00,,40651.00,,1732.00,--,,--,--,--,533859.00,--,0.00,,22.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,249251.00,533859.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,4,5488,松普,1251909.00,220444.00,1472353.00,472987.00,49940.00,522927.00,915861.00,,0.00,,-13967.00,0.00,,--,--,0.00,949426.00,0.00,0.00,,10.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,47532.00,949426.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,113,4,5489,彩富,1847464.00,849764.00,2697228.00,322153.00,37744.00,359897.00,1027064.00,,108789.00,,291.00,-121771.00,,--,--,5034.00,2337331.00,--,0.00,,23.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,1317924.00,2332297.00,3203500.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
