出表日期,年度,季別,公司代號,公司名稱,流動資產,非流動資產,資產總計,流動負債,非流動負債,負債總計,股本,權益－具證券性質之虛擬通貨,資本公積,保留盈餘（或累積虧損）,其他權益,庫藏股票,歸屬於母公司業主權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總計,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司持有之母公司庫藏股股數（單位：股）,每股參考淨值,保留盈餘,歸屬於母公司業主之權益合計,權益總額,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,現金及約當現金,應收款項,本期所得稅資產,待出售資產,待分配予業主之資產（或處分群組）,投資,再保險合約資產,不動產及設備,使用權資產,無形資產,遞延所得稅資產,其他資產,分離帳戶保險商品資產,短期債務,應付款項,本期所得稅負債,與待出售資產直接相關之負債,透過損益按公允價值衡量之金融負債,避險之衍生金融負債,應付債券,特別股負債,其他金融負債,租賃負債,保險負債,具金融商品性質之保險契約準備,外匯價格變動準備,負債準備,遞延所得稅負債,其他負債,分離帳戶保險商品負債,權益─具證券性質之虛擬通貨,存放央行及拆借銀行同業,透過損益按公允價值衡量之金融資產,透過其他綜合損益按公允價值衡量之金融資產,按攤銷後成本衡量之債務工具投資,避險之衍生金融資產淨額,附賣回票券及債券投資淨額,應收款項－淨額,當期所得稅資產,待出售資產－淨額,待分配予業主之資產－淨額,貼現及放款－淨額,採用權益法之投資－淨額,受限制資產－淨額,其他金融資產－淨額,不動產及設備－淨額,使用權資產－淨額,投資性不動產投資－淨額,無形資產－淨額,其他資產－淨額,資產總額,央行及銀行同業存款,央行及同業融資,避險之衍生金融負債－淨額,附買回票券及債券負債,當期所得稅負債,存款及匯款,應付金融債券,應付公司債,負債總額,存放央行及拆借金融同業,避險之衍生金融資產,附賣回票券及債券投資,Unnamed: 15,再保險合約資產－淨額,投資性不動產－淨額,央行及金融同業存款,應付商業本票－淨額,其他借款,歸屬於母公司業主之權益,<html>
114/10/28,110,2,4609,唐鋒,537850.00,295929.00,833779.00,389953.00,269683.00,659636.00,479468.00,,3333.00,,-55193.00,--,,--,--,--,174143.00,--,0.00,,3.63,-253465.00,174143.00,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,2,4702,中美實,473340.00,811173.00,1284513.00,168778.00,133147.00,301925.00,723332.00,,4922.00,,56083.00,0.00,,--,--,--,982588.00,0.00,0.00,,13.58,198251.00,982588.00,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,2,4706,大恭,1504000.00,229743.00,1733743.00,184801.00,13007.00,197808.00,790301.00,,510.00,,-37925.00,0.00,,--,--,843.00,1535935.00,--,0.00,,19.42,782206.00,1535092.00,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,2,4707,磐亞,950658.00,7732443.00,8683101.00,2076915.00,782649.00,2859564.00,3023284.00,,872725.00,,691598.00,--,,--,--,--,5823537.00,--,0.00,,19.26,1235930.00,--,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,2,4711,永純,1030195.00,392466.00,1422661.00,186039.00,63912.00,249951.00,610560.00,,53309.00,,--,--,,--,--,--,1172710.00,--,0.00,,19.21,508841.00,1172710.00,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,2,4714,永捷,1149875.00,974603.00,2124478.00,687955.00,18650.00,706605.00,1229158.00,,54542.00,,-46799.00,--,,--,--,--,1417873.00,0.00,0.00,,11.54,180972.00,1417873.00,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,2,4716,大立,1088079.00,569179.00,1657258.00,567300.00,78123.00,645423.00,751716.00,,52915.00,,-19247.00,-85116.00,,--,--,311.00,1011835.00,--,0.00,,14.45,311256.00,1011524.00,,5177000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,2,4721,美琪瑪,1688400.00,503456.00,2191856.00,914673.00,3156.00,917829.00,749863.00,,24825.00,,-112917.00,0.00,,0.00,--,0.00,1274027.00,0.00,0.00,,16.99,612256.00,1274027.00,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,2,4726,永昕,1051008.00,1499104.00,2550112.00,411229.00,108552.00,519781.00,1534554.00,,571044.00,,47133.00,--,,--,--,--,2030331.00,--,63700.00,,13.24,-122400.00,--,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,2,4728,雙美,1007629.00,462377.00,1470006.00,338145.00,138535.00,476680.00,544630.00,,25437.00,,-7939.00,0.00,,--,--,0.00,993326.00,--,0.00,,18.24,431198.00,993326.00,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,2,4729,熒茂,1494148.00,1841295.00,3335443.00,1281269.00,826206.00,2107475.00,1022060.00,,124489.00,,-86428.00,0.00,,--,--,272639.00,1227968.00,--,0.00,,9.35,-104792.00,955329.00,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,2,4735,豪展,1505788.00,544112.00,2049900.00,1020980.00,7317.00,1028297.00,377787.00,,187955.00,,-25314.00,-53921.00,,--,--,--,1021603.00,--,0.00,,28.03,535096.00,1021603.00,,1335000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,2,4741,泓瀚,494428.00,591910.00,1086338.00,186003.00,6858.00,192861.00,328416.00,,353350.00,,-1178.00,--,,--,--,27033.00,893477.00,--,0.00,,26.38,185856.00,866444.00,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,2,4743,合一,8007114.00,7059586.00,15066700.00,140962.00,1468802.00,1609764.00,3816053.00,,9379320.00,,1220583.00,-47382.00,,--,--,77469.00,13456936.00,--,0.00,,35.21,-989107.00,13379467.00,,1590006.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,2,4744,皇將,1454814.00,617260.00,2072074.00,684187.00,570189.00,1254376.00,471969.00,,319599.00,,-24645.00,-86439.00,,--,--,--,817698.00,--,0.00,,18.39,137214.00,817698.00,,2727000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,2,4745,合富-KY,4522010.00,660838.00,5182848.00,1580365.00,106900.00,1687265.00,774496.00,,1007738.00,,-241989.00,--,,--,--,910249.00,3495583.00,0.00,0.00,,33.38,1045089.00,2585334.00,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,2,4747,強生製藥,411992.00,584342.00,996334.00,167154.00,0.00,167154.00,300188.00,,400856.00,,-5525.00,--,,--,--,--,829180.00,--,0.00,,27.62,133661.00,829180.00,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,2,4749,新應材,1272917.00,1594435.00,2867352.00,713731.00,688819.00,1402550.00,748278.00,,476530.00,,2653.00,--,,--,--,--,1464802.00,--,0.00,,19.58,237341.00,1464802.00,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,2,4754,國碳科,317301.00,383033.00,700334.00,124368.00,205575.00,329943.00,215754.00,,43287.00,,-11267.00,--,,--,--,--,370391.00,0.00,0.00,,17.17,122617.00,370391.00,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,2,4760,勤凱科技,1047031.00,264511.00,1311542.00,564074.00,35439.00,599513.00,321007.00,,210642.00,,12399.00,-58777.00,,--,--,--,712029.00,--,0.00,,23.69,226758.00,--,,2040000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,2,4767,誠泰科技,972237.00,378051.00,1350288.00,281934.00,283417.00,565351.00,314150.00,,80319.00,,-52978.00,--,,--,--,1013.00,784937.00,--,0.00,,24.95,442433.00,783924.00,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,2,4768,晶呈科技,646737.00,594317.00,1241054.00,433702.00,107608.00,541310.00,312413.00,,192600.00,,-1207.00,--,,--,--,98835.00,699744.00,0.00,0.00,,19.23,97103.00,600909.00,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,2,4804,大略-KY,272725.00,1104485.00,1377210.00,251526.00,597557.00,849083.00,453479.00,,242565.00,,-44952.00,0.00,,0.00,--,27737.00,528127.00,--,0.00,,11.03,-150702.00,500390.00,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,2,4806,桂田文創,297832.00,232699.00,530531.00,185869.00,117990.00,303859.00,451941.00,,21476.00,,-38059.00,--,,--,--,--,226672.00,0.00,0.00,,5.02,-208686.00,226672.00,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,2,4903,聯光通,698576.00,287546.00,986122.00,232147.00,75893.00,308040.00,902793.00,,0.00,,-19664.00,--,,--,--,84558.00,678082.00,--,0.00,,6.57,-289605.00,593524.00,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,2,4905,台聯電,1940069.00,1069125.00,3009194.00,64141.00,9152.00,73293.00,326403.00,,7341.00,,-45483.00,-16.00,,--,--,--,2935901.00,--,0.00,,89.95,2647656.00,2935901.00,,647.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,2,4907,富宇,7690084.00,100656.00,7790740.00,4248089.00,1547699.00,5795788.00,1181458.00,,70000.00,,17223.00,--,,--,--,--,1994952.00,--,0.00,,16.89,726271.00,--,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,2,4908,前鼎,1355907.00,358714.00,1714621.00,149826.00,1151.00,150977.00,782169.00,,93340.00,,3965.00,--,,--,--,--,1563644.00,0.00,0.00,,19.99,684170.00,--,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,2,4909,新復興,2311059.00,466312.00,2777371.00,279543.00,36952.00,316495.00,933568.00,,535177.00,,31174.00,--,,--,--,--,2460876.00,--,0.00,,26.36,960957.00,2460876.00,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,2,4911,德英,141601.00,562378.00,703979.00,8610.00,--,8610.00,556600.00,,273326.00,,--,--,,--,--,--,695369.00,0.00,0.00,,12.49,-134557.00,--,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,2,4923,力士,640157.00,37278.00,677435.00,192149.00,22397.00,214546.00,250000.00,,152874.00,,0.00,-12172.00,,--,--,--,462889.00,0.00,0.00,,18.97,72187.00,--,,600000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,2,4924,欣厚-KY,279025.00,228756.00,507781.00,162397.00,22762.00,185159.00,371644.00,,5238.00,,-82571.00,--,,--,--,--,322622.00,0.00,0.00,,8.68,28311.00,322622.00,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,2,4931,新盛力,1285386.00,103806.00,1389192.00,407650.00,11339.00,418989.00,629542.00,,111380.00,,-9812.00,--,,--,--,--,970203.00,--,54000.00,,15.41,239093.00,970203.00,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,2,4933,友輝,3193136.00,1104565.00,4297701.00,814420.00,367696.00,1182116.00,798017.00,,989868.00,,-8775.00,--,,--,--,--,3115585.00,0.00,0.00,,39.04,1336475.00,3115585.00,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,2,4939,亞電,1790467.00,1048983.00,2839450.00,847554.00,351114.00,1198668.00,982009.00,,192899.00,,-14966.00,--,,--,--,--,1640782.00,0.00,0.00,,16.71,480840.00,1640782.00,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,2,4946,辣椒,127435.00,101442.00,228877.00,121190.00,888.00,122078.00,136604.00,,32750.00,,1383.00,--,,--,--,0.00,106799.00,--,0.00,,7.82,-63938.00,106799.00,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,2,4950,金耘國際,359238.00,60455.00,419693.00,87732.00,26408.00,114140.00,467598.00,,59190.00,,-5600.00,--,,--,--,--,305553.00,--,475000.00,,6.53,-215635.00,305553.00,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,2,4951,精拓科,513441.00,254830.00,768271.00,117648.00,18015.00,135663.00,301731.00,,36416.00,,-8759.00,--,,--,--,19805.00,632608.00,0.00,0.00,,20.31,283415.00,612803.00,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,2,4953,緯軟,2766155.00,921524.00,3687679.00,948777.00,195215.00,1143992.00,669211.00,,770877.00,,-111583.00,-73500.00,,--,--,--,2543687.00,0.00,0.00,,38.56,1288682.00,2543687.00,,958000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,2,4966,譜瑞-KY,11921109.00,6181374.00,18102483.00,3982415.00,169732.00,4152147.00,808705.00,,4281780.00,,-2168732.00,-139173.00,,--,--,--,13950336.00,0.00,0.00,,172.75,11167756.00,13950336.00,,115774.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,2,4971,IET-KY,480222.00,1002945.00,1483167.00,116490.00,5030.00,121520.00,365181.00,,621568.00,,-123009.00,-26834.00,,--,--,700.00,1361647.00,1800.00,0.00,,37.80,524041.00,1360947.00,,513000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,2,4972,湯石照明,962634.00,405823.00,1368457.00,314935.00,17725.00,332660.00,399851.00,,512065.00,,-94679.00,-62736.00,,--,--,--,1035797.00,0.00,23500.00,,27.27,281296.00,1035797.00,,2000000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,2,4973,廣穎電通,2172392.00,1303406.00,3475798.00,1218130.00,18522.00,1236652.00,635058.00,,309486.00,,836750.00,--,,--,--,--,2239146.00,0.00,0.00,,35.26,457852.00,2239146.00,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,2,4974,亞泰,3558173.00,362241.00,3920414.00,1121477.00,91918.00,1213395.00,725001.00,,707351.00,,-208252.00,--,,--,--,--,2707019.00,--,0.00,,37.34,1482919.00,2707019.00,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,2,4979,華星光,967861.00,1330904.00,2298765.00,451543.00,320278.00,771821.00,1329303.00,,216687.00,,184922.00,--,,--,--,--,1526944.00,--,0.00,,11.49,-203968.00,1526944.00,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,2,4987,科誠,789757.00,514657.00,1304414.00,260784.00,88154.00,348938.00,252000.00,,166865.00,,-23949.00,--,,--,--,--,955476.00,--,0.00,,37.92,560560.00,955476.00,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,2,4991,環宇-KY,1772153.00,1871200.00,3643353.00,233033.00,64288.00,297321.00,918233.00,,1725816.00,,-225578.00,-90870.00,,--,--,--,3346032.00,25000.00,--,,37.00,1018431.00,3346032.00,,1377000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,2,4995,晶達,705874.00,1208676.00,1914550.00,565229.00,583399.00,1148628.00,418390.00,,218483.00,,427.00,--,,--,--,--,765922.00,--,0.00,,18.31,128622.00,765922.00,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,2,5009,榮剛,8659324.00,13124201.00,21783525.00,3825945.00,8356721.00,12182666.00,4567360.00,,1991549.00,,-53055.00,-409899.00,,--,--,1246184.00,9600859.00,--,0.00,,19.63,2258720.00,8354675.00,,31056736.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,2,5011,久陽,1774637.00,946173.00,2720810.00,1150782.00,134383.00,1285165.00,760218.00,,686286.00,,-19333.00,0.00,,--,--,17061.00,1435645.00,0.00,444441.00,,18.66,-8587.00,1418584.00,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,2,5013,強新,4621589.00,3399230.00,8020819.00,2123313.00,1960291.00,4083604.00,1334160.00,,10827.00,,-78442.00,0.00,,--,--,922644.00,3937215.00,0.00,0.00,,22.60,1748026.00,3014571.00,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,2,5014,建錩,5475983.00,1890739.00,7366722.00,4942332.00,208266.00,5150598.00,1653330.00,,353367.00,,-385511.00,--,,--,--,22209.00,2216124.00,--,0.00,,13.27,572729.00,2193915.00,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,2,5015,華祺,1773434.00,525534.00,2298968.00,1052714.00,67347.00,1120061.00,606392.00,,93952.00,,-55353.00,--,,--,--,--,1178907.00,--,0.00,,19.44,533916.00,1178907.00,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,2,5016,松和,1806892.00,1067308.00,2874200.00,706658.00,664359.00,1371017.00,496221.00,,8000.00,,-11621.00,--,,--,--,9342.00,1503183.00,0.00,0.00,,30.10,1001241.00,1493841.00,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,2,5201,凱衛,528208.00,50611.00,578819.00,197301.00,25376.00,222677.00,306746.00,,2795.00,,-38674.00,--,,--,--,--,356142.00,--,0.00,,11.61,85275.00,356142.00,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,2,5202,力新,259486.00,582964.00,842450.00,60146.00,24810.00,84956.00,590940.00,,5961.00,,-54546.00,--,,--,--,116370.00,757494.00,0.00,0.00,,10.85,98769.00,641124.00,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,2,5205,中茂,34643.00,4385.00,39028.00,21210.00,2126.00,23336.00,82021.00,,12070.00,,-56474.00,0.00,,--,--,0.00,15692.00,--,0.00,,1.91,-21925.00,15692.00,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,2,5206,坤悅,9585843.00,48513.00,9634356.00,6536784.00,7650.00,6544434.00,1559250.00,,169260.00,,0.00,0.00,,--,--,--,3089922.00,0.00,0.00,,19.82,1361412.00,3089922.00,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,2,5209,新鼎,1986685.00,190009.00,2176694.00,1572446.00,91643.00,1664089.00,274104.00,,127825.00,,14738.00,--,,0.00,--,3777.00,512605.00,0.00,40000.00,,18.64,92161.00,508828.00,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,2,5210,寶碩,309290.00,327984.00,637274.00,109247.00,22156.00,131403.00,621778.00,,32165.00,,-30386.00,0.00,,--,--,0.00,505871.00,--,0.00,,8.14,-117686.00,505871.00,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,2,5211,蒙恬,525911.00,152777.00,678688.00,57434.00,28038.00,85472.00,320247.00,,115228.00,,-12398.00,0.00,,--,--,16903.00,593216.00,0.00,0.00,,18.00,153236.00,576313.00,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,2,5212,凌網,588577.00,146602.00,735179.00,164263.00,40648.00,204911.00,346330.00,,3853.00,,-14658.00,--,,--,--,20787.00,530268.00,--,0.00,,14.71,173956.00,509481.00,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,2,5213,亞昕,30973866.00,4986956.00,35960822.00,19141963.00,8185872.00,27327835.00,3469592.00,,2163401.00,,-273063.00,0.00,,--,--,314953.00,8632987.00,0.00,0.00,,23.97,2958104.00,8318034.00,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,2,5220,萬達光電,718171.00,661169.00,1379340.00,285180.00,225059.00,510239.00,396670.00,,45834.00,,-221.00,--,,--,--,--,869101.00,0.00,0.00,,21.91,426818.00,869101.00,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,2,5223,安力-KY,2078629.00,1177098.00,3255727.00,697161.00,614407.00,1311568.00,445498.00,,561556.00,,-138271.00,0.00,,--,--,--,1944159.00,0.00,0.00,,43.64,1075376.00,1944159.00,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,2,5227,立凱-KY,410032.00,672369.00,1082401.00,293953.00,176421.00,470374.00,920997.00,,123521.00,,1174.00,--,,--,--,0.00,612027.00,0.00,0.00,,6.65,-433665.00,612027.00,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,2,5228,鈺鎧,349499.00,934899.00,1284398.00,279488.00,479675.00,759163.00,335793.00,,19454.00,,1349.00,--,,--,--,--,525235.00,0.00,0.00,,15.64,168639.00,--,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,2,5230,雷笛克光學,1101116.00,974214.00,2075330.00,513621.00,410237.00,923858.00,469559.00,,548802.00,,-207766.00,0.00,,--,--,4656.00,1151472.00,--,0.00,,24.42,336221.00,1146816.00,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,2,5236,凌陽創新,2211399.00,53578.00,2264977.00,960069.00,60202.00,1020271.00,524501.00,,328868.00,,-114244.00,--,,--,--,--,1244706.00,--,0.00,,23.73,505581.00,--,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,2,5245,智晶,541055.00,1136981.00,1678036.00,348589.00,126974.00,475563.00,449900.00,,467702.00,,--,--,,--,--,--,1202473.00,--,0.00,,26.73,284871.00,--,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
