出表日期,年度,季別,公司代號,公司名稱,流動資產,非流動資產,資產總計,流動負債,非流動負債,負債總計,股本,權益－具證券性質之虛擬通貨,資本公積,保留盈餘（或累積虧損）,其他權益,庫藏股票,歸屬於母公司業主權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總計,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司持有之母公司庫藏股股數（單位：股）,每股參考淨值,保留盈餘,歸屬於母公司業主之權益合計,權益總額,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,現金及約當現金,應收款項,本期所得稅資產,待出售資產,待分配予業主之資產（或處分群組）,投資,再保險合約資產,不動產及設備,使用權資產,無形資產,遞延所得稅資產,其他資產,分離帳戶保險商品資產,短期債務,應付款項,本期所得稅負債,與待出售資產直接相關之負債,透過損益按公允價值衡量之金融負債,避險之衍生金融負債,應付債券,特別股負債,其他金融負債,租賃負債,保險負債,具金融商品性質之保險契約準備,外匯價格變動準備,負債準備,遞延所得稅負債,其他負債,分離帳戶保險商品負債,權益─具證券性質之虛擬通貨,存放央行及拆借銀行同業,透過損益按公允價值衡量之金融資產,透過其他綜合損益按公允價值衡量之金融資產,按攤銷後成本衡量之債務工具投資,避險之衍生金融資產淨額,附賣回票券及債券投資淨額,應收款項－淨額,當期所得稅資產,待出售資產－淨額,待分配予業主之資產－淨額,貼現及放款－淨額,採用權益法之投資－淨額,受限制資產－淨額,其他金融資產－淨額,不動產及設備－淨額,使用權資產－淨額,投資性不動產投資－淨額,無形資產－淨額,其他資產－淨額,資產總額,央行及銀行同業存款,央行及同業融資,避險之衍生金融負債－淨額,附買回票券及債券負債,當期所得稅負債,存款及匯款,應付金融債券,應付公司債,負債總額,存放央行及拆借金融同業,避險之衍生金融資產,附賣回票券及債券投資,Unnamed: 15,再保險合約資產－淨額,投資性不動產－淨額,央行及金融同業存款,應付商業本票－淨額,其他借款,歸屬於母公司業主之權益,<html>
114/10/28,110,1,2364,倫飛,517630.00,626208.00,1143838.00,835710.00,50415.00,886125.00,1959324.00,,0.00,,24474.00,0.00,,--,--,-15057.00,257713.00,0.00,0.00,,1.39,-1711028.00,272770.00,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,1,2365,昆盈,1937657.00,1843554.00,3781211.00,302960.00,422030.00,724990.00,2245285.00,,382898.00,,-657354.00,0.00,,--,--,32959.00,3056221.00,--,0.00,,13.46,1052433.00,3023262.00,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,1,2367,燿華,8326222.00,16105571.00,24431793.00,6859539.00,6693279.00,13552818.00,6194072.00,,2831884.00,,134227.00,--,,--,--,0.00,10878975.00,--,0.00,,17.56,1718792.00,10878975.00,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,1,2368,金像電,15547892.00,6853913.00,22401805.00,8983695.00,3575228.00,12558923.00,5464879.00,,1471233.00,,254739.00,-98477.00,,--,--,0.00,9842882.00,0.00,0.00,,18.20,2750508.00,9842882.00,,5723750.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,1,2369,菱生,3958608.00,3954128.00,7912736.00,1875420.00,795829.00,2671249.00,3801023.00,,1384677.00,,-70707.00,-199828.00,,--,--,192747.00,5241487.00,--,0.00,,13.56,133575.00,5048740.00,,7658911.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,1,2371,大同,35072633.00,74306521.00,109379154.00,47585360.00,38724799.00,86310159.00,23395367.00,,3305175.00,,-906415.00,-30854.00,,--,--,-11581710.00,23068995.00,--,0.00,,14.84,8887432.00,34650705.00,,4475586.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,1,2373,震旦行,10472644.00,7276359.00,17749003.00,6155846.00,2390205.00,8546051.00,2362025.00,,1941799.00,,35422.00,-791826.00,,--,--,1308580.00,9202952.00,--,0.00,,35.29,4346952.00,7894372.00,,12496797.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,1,2374,佳能,4479498.00,4442225.00,8921723.00,2992980.00,83964.00,3076944.00,2823628.00,,1563494.00,,-926628.00,--,,--,--,280856.00,5844779.00,0.00,0.00,,19.70,2103429.00,5563923.00,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,1,2375,凱美,12462045.00,6376655.00,18838700.00,9353793.00,1442191.00,10795984.00,1358442.00,,4766806.00,,-433255.00,-4433.00,,0.00,--,3407.00,8042716.00,0.00,0.00,,59.21,2351749.00,8039309.00,,76998.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,1,2376,技嘉,49540534.00,9251518.00,58792052.00,26940239.00,1075896.00,28016135.00,6356889.00,,3884904.00,,1375381.00,--,,--,--,17332.00,30775917.00,0.00,0.00,,48.39,19141411.00,30758585.00,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,1,2377,微星,74645575.00,7388524.00,82034099.00,41754597.00,688685.00,42443282.00,8448562.00,,804214.00,,-793334.00,--,,--,--,--,39590817.00,0.00,0.00,,46.86,31131375.00,39590817.00,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,1,2379,瑞昱,70664730.00,12325732.00,82990462.00,47392060.00,2472819.00,49864879.00,5106849.00,,2122008.00,,-953939.00,--,,--,--,9627.00,33125583.00,0.00,0.00,,64.85,26841038.00,33115956.00,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,1,2380,虹光,1641798.00,1031786.00,2673584.00,1321978.00,336933.00,1658911.00,1794441.00,,71660.00,,-13464.00,-6669.00,,--,--,103.00,1014673.00,0.00,0.00,,5.66,-831398.00,1014570.00,,195879.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,1,2382,廣達,590684545.00,61279362.00,651963907.00,452434489.00,37741973.00,490176462.00,38626274.00,,14098429.00,,-5024216.00,-333094.00,,--,--,5928160.00,161787445.00,0.00,0.00,,40.44,108491892.00,155859285.00,,8108885.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,1,2383,台光電,21690980.00,8917800.00,30608780.00,11197050.00,1778803.00,12975853.00,3329183.00,,1868661.00,,-843901.00,--,,--,--,18027.00,17632927.00,--,0.00,,52.91,13260957.00,17614900.00,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,1,2385,群光,55163559.00,24428443.00,79592002.00,48076841.00,1061668.00,49138509.00,7394603.00,,6623472.00,,-3757785.00,-311277.00,,--,--,4514903.00,30453493.00,--,0.00,,36.94,15989577.00,25938590.00,,37363234.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,1,2387,精元,13926681.00,7635786.00,21562467.00,10995455.00,1951462.00,12946917.00,1962980.00,,79685.00,,-843033.00,-51040.00,,--,--,999002.00,8615550.00,0.00,0.00,,39.48,6467956.00,7616548.00,,3374901.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,1,2388,威盛,12444658.00,6003300.00,18447958.00,3009973.00,3297838.00,6307811.00,4948537.00,,1188130.00,,-444590.00,--,,--,--,1233027.00,12140147.00,--,319000.00,,22.06,5215043.00,10907120.00,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,1,2390,云辰,3117337.00,1155230.00,4272567.00,327879.00,180949.00,508828.00,2140216.00,,471579.00,,-13911.00,--,,--,--,277.00,3763739.00,0.00,0.00,,17.58,1165578.00,3763462.00,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,1,2392,正崴,44563240.00,33476923.00,78040163.00,25502803.00,22150922.00,47653725.00,5123269.00,,9861882.00,,-2255511.00,-272066.00,,--,--,6784487.00,30386438.00,0.00,0.00,,48.68,11144377.00,23601951.00,,27503000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,1,2393,億光,20110598.00,10315886.00,30426484.00,11182839.00,861253.00,12044092.00,4433931.00,,9084276.00,,-842953.00,--,,--,--,378763.00,18382392.00,--,0.00,,40.60,5328375.00,18003629.00,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,1,2395,研華,32996530.00,20879398.00,53875928.00,18699006.00,3281134.00,21980140.00,7726405.00,,8011260.00,,-394914.00,--,,--,--,520639.00,31895788.00,--,386000.00,,40.61,16032398.00,31375149.00,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,1,2397,友通,5719747.00,2681515.00,8401262.00,2929292.00,389624.00,3318916.00,1146889.00,,679735.00,,-97207.00,-12907.00,,--,--,2071346.00,5082346.00,--,0.00,,26.30,1294490.00,3011000.00,,200000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,1,2399,映泰,2407387.00,445063.00,2852450.00,600781.00,34748.00,635529.00,1781000.00,,91712.00,,-4560.00,--,,--,--,0.00,2216921.00,--,0.00,,12.45,348769.00,2216921.00,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,1,2401,凌陽,6887267.00,6158518.00,13045785.00,1723533.00,962032.00,2685565.00,5919949.00,,501727.00,,-249598.00,-63401.00,,--,--,1716495.00,10360220.00,--,0.00,,14.69,2535048.00,8643725.00,,3559996.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,1,2402,毅嘉,5596647.00,3470892.00,9067539.00,3190026.00,307582.00,3497608.00,3075366.00,,2054098.00,,-319855.00,-161328.00,,--,--,--,5569931.00,--,0.00,,18.72,921650.00,5569931.00,,10000000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,1,2404,漢唐,21304637.00,4511272.00,25815909.00,17526397.00,585207.00,18111604.00,1905867.00,,368144.00,,886961.00,--,,--,--,154243.00,7704305.00,0.00,0.00,,39.61,4389090.00,7550062.00,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,1,2405,輔信,2813189.00,1122204.00,3935393.00,482069.00,53849.00,535918.00,3434273.00,,11865.00,,-55277.00,-33403.00,,--,--,25607.00,3399475.00,--,0.00,,9.93,16410.00,3373868.00,,3800000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,1,2406,國碩,7764828.00,6966731.00,14731559.00,5810341.00,2476409.00,8286750.00,2859057.00,,259714.00,,-124983.00,--,,--,--,3583353.00,6444809.00,--,0.00,,10.01,-132332.00,2861456.00,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,1,2408,南亞科,83052615.00,86748475.00,169801090.00,9500805.00,2980675.00,12481480.00,30980794.00,,32736594.00,,-2954906.00,-693779.00,,--,--,--,157319610.00,0.00,577000.00,,51.00,97250907.00,157319610.00,,12098000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,1,2409,友達,191275548.00,238673727.00,429949275.00,108837949.00,118195618.00,227033567.00,96242451.00,,60303118.00,,-3273719.00,-981164.00,,--,--,11800674.00,202915708.00,--,0.00,,20.11,38824348.00,191115034.00,,121022000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,1,2412,中華電,88412793.00,418088403.00,506501196.00,63570505.00,45479951.00,109050456.00,77574465.00,,171276947.00,,-152567.00,--,,--,--,11683751.00,397450740.00,--,0.00,,49.73,137068144.00,385766989.00,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,1,2413,環科,2788454.00,1899149.00,4687603.00,1626308.00,1434599.00,3060907.00,1273592.00,,369413.00,,-254026.00,-6151.00,,--,--,2013.00,1626696.00,--,0.00,,12.81,241855.00,1624683.00,,538000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,1,2414,精技,5456053.00,1907561.00,7363614.00,3672384.00,310741.00,3983125.00,1617358.00,,309619.00,,-18121.00,--,,--,--,469091.00,3380489.00,--,0.00,,18.00,1002542.00,2911398.00,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,1,2415,錩新,4743814.00,1517981.00,6261795.00,3441897.00,660702.00,4102599.00,800000.00,,213854.00,,-141362.00,--,,--,--,698098.00,2159196.00,--,0.00,,18.26,588606.00,1461098.00,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,1,2417,圓剛,5385144.00,2232598.00,7617742.00,1901988.00,136740.00,2038728.00,1928923.00,,631273.00,,-1351.00,-181041.00,,0.00,--,1520281.00,5579014.00,0.00,0.00,,21.90,1680929.00,4058733.00,,7575000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,1,2419,仲琦,9292065.00,2473311.00,11765376.00,5993343.00,70327.00,6063670.00,3289862.00,,1344400.00,,-103297.00,-160442.00,,--,--,712026.00,5701706.00,--,0.00,,15.53,619157.00,4989680.00,,7669000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,1,2420,新巨,2114716.00,3513494.00,5628210.00,1013032.00,1262181.00,2275213.00,1526487.00,,135564.00,,-53597.00,--,,--,--,34944.00,3352997.00,--,0.00,,21.74,1709599.00,3318053.00,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,1,2421,建準,7442817.00,3123794.00,10566611.00,4937823.00,958743.00,5896566.00,2509297.00,,366903.00,,-258898.00,--,,--,--,0.00,4670045.00,--,0.00,,18.61,2052743.00,4670045.00,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,1,2423,固緯,2185438.00,1428838.00,3614276.00,1067083.00,339252.00,1406335.00,1450472.00,,4047.00,,-104177.00,--,,--,--,0.00,2207941.00,0.00,0.00,,15.22,857599.00,2207941.00,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,1,2424,隴華,93621.00,437471.00,531092.00,270360.00,139749.00,410109.00,214930.00,,35102.00,,0.00,--,,--,--,-7.00,120983.00,0.00,0.00,,5.63,-129042.00,120990.00,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,1,2425,承啟,2368518.00,617926.00,2986444.00,932667.00,32794.00,965461.00,1014988.00,,100.00,,-8909.00,-151746.00,,--,--,216708.00,2020983.00,0.00,0.00,,18.70,949842.00,1804275.00,,5000000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,1,2426,鼎元,3494775.00,2789337.00,6284112.00,1587455.00,883256.00,2470711.00,3006223.00,,227999.00,,-49265.00,0.00,,--,--,37818.00,3813401.00,--,0.00,,12.56,590626.00,3775583.00,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,1,2427,三商電,3370075.00,1508616.00,4878691.00,2513100.00,120118.00,2633218.00,1843145.00,,101086.00,,10587.00,--,,--,--,2672.00,2245473.00,--,0.00,,12.17,287983.00,2242801.00,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,1,2428,興勤,8372775.00,3015638.00,11388413.00,1943892.00,1615600.00,3559492.00,1281127.00,,348263.00,,-224648.00,--,,--,--,139694.00,7828921.00,--,0.00,,60.02,6284485.00,7689227.00,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,1,2429,銘旺科,475322.00,509026.00,984348.00,412120.00,214252.00,626372.00,397482.00,,64933.00,,-700.00,--,,--,--,92878.00,357976.00,--,0.00,,6.67,-196617.00,265098.00,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,1,2430,燦坤,4994704.00,9541298.00,14536002.00,5344739.00,4239351.00,9584090.00,1664688.00,,1250840.00,,-70870.00,--,,--,--,--,4951912.00,--,0.00,,29.75,2107254.00,4951912.00,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,1,2431,聯昌,1985322.00,497133.00,2482455.00,814583.00,102656.00,917239.00,1109270.00,,187070.00,,-108207.00,--,,--,--,--,1565216.00,0.00,0.00,,14.11,377083.00,1565216.00,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,1,2433,互盛電,3723177.00,4331930.00,8055107.00,2044518.00,972785.00,3017303.00,1444960.00,,42643.00,,1394274.00,--,,--,--,641760.00,5037804.00,--,0.00,,30.42,1514167.00,4396044.00,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,1,2434,統懋,242584.00,410411.00,652995.00,36357.00,65498.00,101855.00,370000.00,,216000.00,,-11468.00,--,,--,--,--,551140.00,--,0.00,,14.90,-23392.00,551140.00,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,1,2436,偉詮電,4007937.00,399970.00,4407907.00,817065.00,104895.00,921960.00,1780100.00,,39555.00,,-4474.00,-23043.00,,--,--,6245.00,3485947.00,0.00,0.00,,19.64,1687564.00,3479702.00,,852000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,1,2438,翔耀,442498.00,516765.00,959263.00,94208.00,39674.00,133882.00,601956.00,,1611.00,,-18912.00,--,,--,--,238727.00,825381.00,--,0.00,,9.75,1999.00,586654.00,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,1,2439,美律,20217965.00,11969165.00,32187130.00,18604551.00,2478872.00,21083423.00,2092776.00,,3952098.00,,-135665.00,--,,--,--,532907.00,11103707.00,0.00,0.00,,50.51,4661591.00,10570800.00,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,1,2440,太空梭,1979928.00,400994.00,2380922.00,1043862.00,22116.00,1065978.00,1391173.00,,5109.00,,-26195.00,--,,--,--,--,1314944.00,--,0.00,,9.45,-55143.00,1314944.00,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,1,2441,超豐,9918076.00,12749293.00,22667369.00,3400963.00,274117.00,3675080.00,5688459.00,,2154.00,,116463.00,--,,--,--,--,18992289.00,--,0.00,,33.39,13185213.00,--,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,1,2442,新美齊,10716938.00,1432217.00,12149155.00,6864046.00,1288607.00,8152653.00,2399694.00,,-7053.00,,-8358.00,--,,--,--,624507.00,3996502.00,0.00,0.00,,14.05,987712.00,3371995.00,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,1,2444,兆勁,1196145.00,612070.00,1808215.00,944307.00,30364.00,974671.00,1055576.00,,124737.00,,-21305.00,-113188.00,,--,--,--,833544.00,--,0.00,,8.21,-212276.00,833544.00,,3988000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,1,2449,京元電子,15968715.00,49001900.00,64970615.00,9899819.00,24225196.00,34125015.00,12227451.00,,4588172.00,,1669960.00,--,,--,--,6610.00,30845600.00,--,0.00,,25.22,12353407.00,30838990.00,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,1,2450,神腦,6509675.00,3162089.00,9671764.00,3182190.00,408458.00,3590648.00,2582527.00,,717521.00,,-32186.00,--,,--,--,13522.00,6081116.00,--,0.00,,23.49,2799732.00,6067594.00,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,1,2451,創見,15067150.00,6380266.00,21447416.00,3344239.00,220924.00,3565163.00,4290617.00,,3730838.00,,-162108.00,0.00,,--,--,--,17882253.00,0.00,0.00,,41.68,10022906.00,17882253.00,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,1,2453,凌群,2845396.00,714046.00,3559442.00,1470095.00,153306.00,1623401.00,1000000.00,,1548.00,,-18053.00,0.00,,--,--,11097.00,1936041.00,--,0.00,,19.25,941449.00,1924944.00,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,1,2454,聯發科,330155523.00,256891704.00,587047227.00,159389509.00,14702930.00,174092439.00,15903977.00,,77421915.00,,74513719.00,-55970.00,,--,--,1206919.00,412954788.00,--,147053.00,,260.17,243964228.00,411747869.00,,7794085.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,1,2455,全新,2413357.00,2293277.00,4706634.00,1180021.00,400153.00,1580174.00,1849059.00,,16736.00,,--,0.00,,--,--,--,3126460.00,--,0.00,,16.91,1260665.00,--,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,1,2457,飛宏,7920539.00,3572330.00,11492869.00,5519469.00,1421214.00,6940683.00,3376884.00,,1044017.00,,-533033.00,--,,--,--,-8922.00,4552186.00,--,0.00,,13.51,673240.00,4561108.00,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,1,2458,義隆,12252297.00,3495750.00,15748047.00,4736121.00,601874.00,5337995.00,3038804.00,,519638.00,,60460.00,-28975.00,,0.00,--,202479.00,10410052.00,--,0.00,,35.02,6617646.00,10207573.00,,12438199.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,1,2459,敦吉,6493609.00,2270443.00,8764052.00,2656344.00,1489194.00,4145538.00,1055956.00,,287386.00,,-191600.00,0.00,,--,--,362323.00,4618514.00,--,0.00,,40.31,3104449.00,4256191.00,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,110,1,2460,建通,3413350.00,1802937.00,5216287.00,2265244.00,724103.00,2989347.00,1692000.00,,271315.00,,-152265.00,-43059.00,,--,--,--,2226940.00,--,0.00,,13.42,458949.00,2226940.00,,3301000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
