出表日期,年度,季別,公司代號,公司名稱,營業活動之淨現金流入（流出）,投資活動之淨現金流入（流出）,籌資活動之淨現金流入（流出）,匯率變動對現金及約當現金之影響,本期現金及約當現金增加（減少）數,期初現金及約當現金餘額,期末現金及約當現金餘額,<html>
114/10/28,111,1,5312,寶島科,310343.00,69053.00,-217729.00,2027.00,163694.00,128207.00,291901.00,
114/10/28,111,1,5314,世紀*,-7897.00,9131.00,-177.00,119.00,1176.00,30678.00,31854.00,
114/10/28,111,1,5315,光聯,73944.00,-53061.00,-203.00,-378.00,20302.00,675639.00,695941.00,
114/10/28,111,1,5321,美而快,86614.00,-119585.00,59116.00,1896.00,28041.00,618807.00,646848.00,
114/10/28,111,1,5324,士開,-371950.00,-178869.00,19001.00,--,-531818.00,1822523.00,1290705.00,
114/10/28,111,1,5328,華容,-54486.00,-5302.00,40493.00,16228.00,-3067.00,533136.00,530069.00,
114/10/28,111,1,5340,建榮,23191.00,-25464.00,-1801.00,--,-4074.00,61433.00,57359.00,
114/10/28,111,1,5344,立衛,24302.00,-16066.00,-7922.00,487.00,801.00,87988.00,88789.00,
114/10/28,111,1,5345,馥鴻,-11046.00,7647.00,883.00,-513.00,-3029.00,5033.00,2004.00,
114/10/28,111,1,5347,世界,10180656.00,-5906454.00,8556362.00,209199.00,13039763.00,16386567.00,29426330.00,
114/10/28,111,1,5348,正能量智能,-7868.00,-207.00,-948.00,0.00,-9023.00,64226.00,55203.00,
114/10/28,111,1,5351,鈺創,278577.00,-78648.00,-288406.00,5069.00,-83408.00,1277391.00,1193983.00,
114/10/28,111,1,5353,台林,-90269.00,-1800.00,9716.00,9.00,-82344.00,498616.00,416272.00,
114/10/28,111,1,5355,佳總,-19694.00,-191564.00,-6840.00,1814.00,-216284.00,679710.00,463426.00,
114/10/28,111,1,5356,協益,22323.00,-9811.00,-1467.00,58226.00,69271.00,636989.00,706260.00,
114/10/28,111,1,5364,力麗店,4042.00,833.00,36738.00,0.00,41613.00,122427.00,164040.00,
114/10/28,111,1,5371,中光電,-928968.00,-977197.00,545808.00,905567.00,-454790.00,11229839.00,10775049.00,
114/10/28,111,1,5381,合正,14567.00,-74832.00,24109.00,--,-36156.00,384438.00,348282.00,
114/10/28,111,1,5386,青雲,-326238.00,1106.00,339115.00,--,13983.00,131423.00,145406.00,
114/10/28,111,1,5392,能率,204162.00,-163100.00,-1701.00,36211.00,75572.00,3415937.00,3491509.00,
114/10/28,111,1,5398,慕康生醫,1325.00,-609.00,-537.00,604.00,783.00,105936.00,106719.00,
114/10/28,111,1,5403,中菲,26345.00,-7909.00,12495.00,--,30931.00,68990.00,99921.00,
114/10/28,111,1,5410,國眾,64269.00,2499.00,-2324.00,1209.00,65653.00,221522.00,287175.00,
114/10/28,111,1,5425,台半,55549.00,-169071.00,-217360.00,100937.00,-229945.00,2701648.00,2471703.00,
114/10/28,111,1,5426,振發,-96961.00,-72305.00,-50793.00,9687.00,-210372.00,516569.00,306197.00,
114/10/28,111,1,5432,新門,10864.00,-5400.00,-574.00,--,4890.00,126660.00,131550.00,
114/10/28,111,1,5438,東友,-45392.00,-4362.00,-2667.00,2803.00,-49618.00,271141.00,221523.00,
114/10/28,111,1,5439,高技,167981.00,-54029.00,76414.00,--,190366.00,281395.00,471761.00,
114/10/28,111,1,5443,均豪,-149091.00,-41125.00,-83999.00,-734.00,-274949.00,1221566.00,946617.00,
114/10/28,111,1,5450,南良,79100.00,-12400.00,-41820.00,20622.00,45502.00,588613.00,634115.00,
114/10/28,111,1,5452,佶優,-281746.00,-22287.00,261811.00,-696.00,-42918.00,484058.00,441140.00,
114/10/28,111,1,5455,昇益,30168.00,-2710.00,-24193.00,--,3265.00,101997.00,105262.00,
114/10/28,111,1,5457,宣德,-483259.00,-299116.00,298075.00,138683.00,-345617.00,2734364.00,2388747.00,
114/10/28,111,1,5460,同協,12309.00,-5390.00,-610.00,6949.00,13258.00,294928.00,308186.00,
114/10/28,111,1,5464,霖宏,353357.00,-120586.00,-2197.00,--,230574.00,1318950.00,1549524.00,
114/10/28,111,1,5465,富驊,185558.00,-19266.00,-6182.00,8729.00,168839.00,379361.00,548200.00,
114/10/28,111,1,5468,凱鈺,-14537.00,0.00,68710.00,--,54173.00,39042.00,93215.00,
114/10/28,111,1,5474,聰泰,118104.00,-3502.00,-3215.00,--,111387.00,278223.00,389610.00,
114/10/28,111,1,5475,德宏,73331.00,-131366.00,5985.00,20071.00,-31979.00,174110.00,142131.00,
114/10/28,111,1,5478,智冠,164358.00,-249012.00,-9317.00,35374.00,-58597.00,5701412.00,5642815.00,
114/10/28,111,1,5481,新華,9823.00,-45354.00,-10214.00,123.00,-45622.00,303698.00,258076.00,
114/10/28,111,1,5483,中美晶,8538841.00,-1788531.00,-3184530.00,628196.00,4193976.00,67117906.00,71311882.00,
114/10/28,111,1,5487,通泰,-1886.00,-6486.00,1578.00,1736.00,-5058.00,316159.00,311101.00,
114/10/28,111,1,5488,松普,59806.00,-66476.00,44222.00,41870.00,79422.00,274486.00,353908.00,
114/10/28,111,1,5489,彩富,-252689.00,-1050.00,-10353.00,24465.00,-239627.00,1211281.00,971654.00,
114/10/28,111,1,5490,同亨,4325.00,-2040.00,-4905.00,19033.00,16413.00,498507.00,514920.00,
114/10/28,111,1,5493,三聯,48589.00,-22578.00,-14121.00,619.00,12509.00,537096.00,549605.00,
114/10/28,111,1,5498,凱崴,-55997.00,-35164.00,86543.00,-21611.00,-26229.00,279247.00,253018.00,
114/10/28,111,1,5508,永信建,-20472.00,-2230.00,-235437.00,--,-258139.00,523794.00,265655.00,
114/10/28,111,1,5511,德昌,1275298.00,1004.00,-418459.00,1685.00,859528.00,1518758.00,2378286.00,
114/10/28,111,1,5512,力麒,-44505.00,-112636.00,-614553.00,191.00,-771503.00,3113728.00,2342225.00,
114/10/28,111,1,5514,三豐,-177513.00,9592.00,-5716.00,--,-173637.00,608603.00,434966.00,
114/10/28,111,1,5516,雙喜,-236834.00,-111122.00,289690.00,0.00,-58266.00,458557.00,400291.00,
114/10/28,111,1,5520,力泰,63324.00,-2504.00,-2252.00,--,58568.00,274117.00,332685.00,
114/10/28,111,1,5523,豐謙,-265918.00,-219171.00,-7000.00,--,-492089.00,1280673.00,788584.00,
114/10/28,111,1,5529,鉅陞,-1280292.00,16943.00,1087935.00,--,-175414.00,183644.00,8230.00,
114/10/28,111,1,5530,龍巖,847517.00,-495618.00,-3478.00,738.00,349159.00,120716.00,469875.00,
