出表日期,年度,季別,公司代號,公司名稱,流動資產,非流動資產,資產總計,流動負債,非流動負債,負債總計,股本,權益─具證券性質之虛擬通貨,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總計,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值,權益－具證券性質之虛擬通貨,保留盈餘（或累積虧損）,歸屬於母公司業主權益合計,母公司暨子公司持有之母公司庫藏股股數（單位：股）,現金及約當現金,存放央行及拆借銀行同業,透過損益按公允價值衡量之金融資產,透過其他綜合損益按公允價值衡量之金融資產,按攤銷後成本衡量之債務工具投資,避險之衍生金融資產淨額,附賣回票券及債券投資淨額,應收款項－淨額,當期所得稅資產,待出售資產－淨額,待分配予業主之資產－淨額,貼現及放款－淨額,採用權益法之投資－淨額,受限制資產－淨額,其他金融資產－淨額,不動產及設備－淨額,使用權資產－淨額,投資性不動產投資－淨額,無形資產－淨額,遞延所得稅資產,其他資產－淨額,資產總額,央行及銀行同業存款,央行及同業融資,透過損益按公允價值衡量之金融負債,避險之衍生金融負債－淨額,附買回票券及債券負債,應付款項,當期所得稅負債,與待出售資產直接相關之負債,存款及匯款,應付金融債券,應付公司債,特別股負債,其他金融負債,負債準備,租賃負債,遞延所得稅負債,其他負債,負債總額,權益總額,存放央行及拆借金融同業,避險之衍生金融資產,附賣回票券及債券投資,Unnamed: 15,再保險合約資產－淨額,投資性不動產－淨額,央行及金融同業存款,避險之衍生金融負債,應付商業本票－淨額,應付債券,其他借款,歸屬於母公司業主之權益,應收款項,本期所得稅資產,待出售資產,待分配予業主之資產（或處分群組）,投資,再保險合約資產,不動產及設備,使用權資產,無形資產,其他資產,分離帳戶保險商品資產,短期債務,本期所得稅負債,保險負債,具金融商品性質之保險契約準備,外匯價格變動準備,分離帳戶保險商品負債
114/10/28,111,1,2752,豆府,978113.00,634267.00,1612380.00,488370.00,275394.00,763764.00,230200.00,--,369210.00,237592.00,-174.00,--,836828.00,--,--,11788.00,848616.00,--,0.00,0.00,36.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,111,1,2754,亞洲藏壽司,602911.00,3625858.00,4228769.00,847654.00,2041736.00,2889390.00,462581.00,--,582431.00,293187.00,1180.00,--,1339379.00,--,--,--,1339379.00,--,41000.00,0.00,28.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,111,1,2755,揚秦,530538.00,659500.00,1190038.00,331321.00,251162.00,582483.00,200000.00,--,155268.00,252358.00,-71.00,--,607555.00,--,--,--,607555.00,--,0.00,0.00,30.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,111,1,2756,聯發國際,403039.00,414657.00,817696.00,213599.00,172632.00,386231.00,170436.00,--,148797.00,116234.00,-4002.00,--,431465.00,--,--,--,431465.00,--,0.00,0.00,25.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,111,1,2916,滿心,935313.00,368676.00,1303989.00,348046.00,44168.00,392214.00,546269.00,--,127250.00,246242.00,-7986.00,--,--,--,--,--,911775.00,0.00,0.00,0.00,16.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,111,1,2924,宏太-KY,127872.00,117000.00,244872.00,80278.00,6251.00,86529.00,328051.00,--,0.00,-118959.00,-50749.00,--,158343.00,--,--,--,158343.00,0.00,0.00,0.00,4.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,111,1,2926,誠品生活,2876636.00,9853137.00,12729773.00,4314101.00,7629012.00,11943113.00,473897.00,--,417314.00,-87449.00,-23577.00,--,780185.00,--,--,6475.00,786660.00,0.00,0.00,0.00,16.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,111,1,2937,集雅社,1654823.00,470622.00,2125445.00,1391512.00,28439.00,1419951.00,366448.00,--,73738.00,265308.00,--,--,705494.00,--,--,--,705494.00,0.00,0.00,0.00,19.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,111,1,2947,振宇五金,801712.00,1501663.00,2303375.00,566121.00,962606.00,1528727.00,192686.00,--,314443.00,267519.00,--,--,774648.00,--,--,--,774648.00,0.00,0.00,0.00,40.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,111,1,3064,泰偉,224734.00,285466.00,510200.00,241492.00,212141.00,453633.00,267384.00,--,5.00,-247814.00,18763.00,--,38338.00,--,--,18229.00,56567.00,--,0.00,0.00,1.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,111,1,3066,李洲,763303.00,1132348.00,1895651.00,642417.00,168963.00,811380.00,830706.00,--,32689.00,-295916.00,381679.00,--,949158.00,--,--,135113.00,1084271.00,--,0.00,0.00,11.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,111,1,3067,全域,264606.00,52040.00,316646.00,31875.00,33095.00,64970.00,200000.00,--,18200.00,47046.00,-13570.00,0.00,251676.00,--,--,0.00,251676.00,0.00,0.00,0.00,12.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,111,1,3071,協禧,2394129.00,884446.00,3278575.00,1590927.00,224195.00,1815122.00,1100000.00,--,41800.00,314841.00,-75168.00,-12146.00,1369327.00,--,--,94126.00,1463453.00,0.00,0.00,759000.00,12.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,111,1,3073,天方能源,325830.00,788532.00,1114362.00,292434.00,468694.00,761128.00,270996.00,--,101867.00,-74475.00,18462.00,--,316850.00,--,--,36384.00,353234.00,--,0.00,0.00,11.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,111,1,3078,僑威,7881773.00,1905174.00,9786947.00,3545412.00,401452.00,3946864.00,2273911.00,--,214286.00,3428089.00,-76203.00,--,5840083.00,--,--,--,5840083.00,--,0.00,0.00,25.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,111,1,3081,聯亞,2429213.00,2640106.00,5069319.00,447607.00,318669.00,766276.00,913692.00,--,1844873.00,1562878.00,-18400.00,--,--,--,--,--,4303043.00,--,0.00,0.00,47.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,111,1,3083,網龍,894134.00,385699.00,1279833.00,107907.00,9579.00,117486.00,862717.00,--,352853.00,-83223.00,2578.00,--,1134925.00,--,--,27422.00,1162347.00,--,0.00,0.00,13.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,111,1,3085,新零售,141991.00,138961.00,280952.00,88322.00,10249.00,98571.00,580386.00,--,21605.00,-419588.00,0.00,--,182403.00,--,--,-22.00,182381.00,--,0.00,0.00,3.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,111,1,3086,華義,251447.00,124194.00,375641.00,85177.00,5835.00,91012.00,193694.00,--,29199.00,61736.00,0.00,--,284629.00,--,--,--,284629.00,--,0.00,0.00,14.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,111,1,3088,艾訊,3263293.00,2042833.00,5306126.00,1952785.00,382008.00,2334793.00,904653.00,--,597612.00,1520470.00,-51402.00,--,2971333.00,--,--,--,2971333.00,0.00,60000.00,0.00,32.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,111,1,3093,港建*,1596382.00,338964.00,1935346.00,955186.00,38758.00,993944.00,362888.00,--,44670.00,580895.00,-47051.00,--,941402.00,--,--,0.00,941402.00,--,0.00,0.00,25.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,111,1,3095,及成,240153.00,567563.00,807716.00,201582.00,558287.00,759869.00,1092763.00,--,0.00,-1032876.00,-12040.00,--,47847.00,--,--,0.00,47847.00,--,0.00,0.00,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,111,1,3105,穩懋,23207658.00,50865485.00,74073143.00,11035653.00,28141564.00,39177217.00,4239764.00,--,9970823.00,17451067.00,1076972.00,--,32738626.00,--,--,2157300.00,34895926.00,--,0.00,0.00,77.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,111,1,3114,好德,2418371.00,371583.00,2789954.00,1497619.00,25392.00,1523011.00,590800.00,--,52062.00,565978.00,58103.00,--,1266943.00,--,--,--,1266943.00,--,0.00,0.00,21.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,111,1,3115,富榮綱,275785.00,11017.00,286802.00,37253.00,2326.00,39579.00,436976.00,--,--,-189632.00,-121.00,--,247223.00,--,--,--,247223.00,--,0.00,0.00,5.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,111,1,3118,進階,653420.00,150493.00,803913.00,230362.00,17731.00,248093.00,324529.00,0.00,56045.00,175246.00,0.00,--,--,0.00,0.00,--,555820.00,0.00,0.00,0.00,17.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,111,1,3122,笙泉,774158.00,176275.00,950433.00,150684.00,200117.00,350801.00,391795.00,--,46458.00,162306.00,-927.00,0.00,599632.00,--,--,--,599632.00,--,733000.00,0.00,15.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,111,1,3128,昇銳,557850.00,533240.00,1091090.00,409105.00,86122.00,495227.00,420000.00,--,93690.00,88112.00,179.00,-23245.00,578736.00,--,--,17127.00,595863.00,--,0.00,1000000.00,14.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,111,1,3131,弘塑,4693006.00,1903456.00,6596462.00,3357534.00,376294.00,3733828.00,292160.00,--,1123265.00,1440364.00,54085.00,-82648.00,2827226.00,--,--,35408.00,2862634.00,0.00,0.00,694520.00,99.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,111,1,3141,晶宏,3061292.00,1285153.00,4346445.00,1036082.00,831910.00,1867992.00,747861.00,--,356133.00,1365342.00,4256.00,-30382.00,2443210.00,--,--,35243.00,2478453.00,--,0.00,1063000.00,33.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,111,1,3147,大綜,1748198.00,445390.00,2193588.00,1224038.00,11407.00,1235445.00,390061.00,--,237150.00,333244.00,-2312.00,--,958143.00,--,--,--,958143.00,0.00,0.00,0.00,24.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,111,1,3152,璟德,1610785.00,2932894.00,4543679.00,619473.00,18370.00,637843.00,690162.00,--,573532.00,2642142.00,0.00,0.00,--,0.00,0.00,--,3905836.00,0.00,0.00,0.00,56.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,111,1,3162,精確,1502685.00,1807840.00,3310525.00,1390480.00,105716.00,1496196.00,1095313.00,--,985855.00,-253051.00,-19524.00,--,1808593.00,--,--,5736.00,1814329.00,0.00,0.00,0.00,16.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,111,1,3163,波若威,2381429.00,619095.00,3000524.00,803229.00,381490.00,1184719.00,752869.00,--,354950.00,758762.00,-50776.00,0.00,1815805.00,--,--,--,1815805.00,0.00,0.00,0.00,24.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,111,1,3169,亞信,2037459.00,138482.00,2175941.00,342238.00,12312.00,354550.00,624270.00,--,527517.00,697945.00,-28341.00,--,1821391.00,--,--,--,1821391.00,--,0.00,0.00,29.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,111,1,3171,炎洲流通,1086115.00,762131.00,1848246.00,820336.00,206396.00,1026732.00,667035.00,--,140573.00,126489.00,-5396.00,-107187.00,821514.00,--,--,--,821514.00,0.00,0.00,5066000.00,13.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,111,1,3176,基亞,4697986.00,3453184.00,8151170.00,902219.00,790798.00,1693017.00,1394125.00,--,1261421.00,-134522.00,-43700.00,--,2477324.00,--,--,3980829.00,6458153.00,0.00,40000.00,0.00,17.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,111,1,3178,公準,881737.00,1631722.00,2513459.00,666874.00,772206.00,1439080.00,450500.00,--,162627.00,426740.00,-241.00,--,1039626.00,--,--,34753.00,1074379.00,0.00,0.00,0.00,23.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,111,1,3188,鑫龍騰,6401539.00,34555.00,6436094.00,4437682.00,337773.00,4775455.00,1202951.00,--,154597.00,303091.00,0.00,--,1660639.00,--,--,--,1660639.00,--,0.00,0.00,13.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,111,1,3191,雲嘉南,389084.00,77868.00,466952.00,123681.00,38994.00,162675.00,871948.00,--,3385.00,-558579.00,-12477.00,0.00,304277.00,--,--,0.00,304277.00,--,0.00,0.00,3.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,111,1,3205,佰研,394107.00,223515.00,617622.00,89788.00,16171.00,105959.00,327726.00,--,309244.00,-107726.00,-23598.00,-8741.00,496905.00,--,--,14758.00,511663.00,--,0.00,227000.00,15.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,111,1,3206,志豐,2305054.00,537473.00,2842527.00,1449310.00,154317.00,1603627.00,589167.00,--,197968.00,459698.00,-7933.00,0.00,1238900.00,--,--,0.00,1238900.00,--,0.00,0.00,21.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,111,1,3207,耀勝,498909.00,582646.00,1081555.00,336214.00,207513.00,543727.00,437704.00,--,79841.00,-235680.00,256155.00,--,538020.00,--,--,-192.00,537828.00,--,0.00,0.00,12.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,111,1,3211,順達,14936038.00,5157993.00,20094031.00,9311292.00,2956853.00,12268145.00,1496355.00,--,2126936.00,4484046.00,-281451.00,--,7825886.00,--,--,0.00,7825886.00,0.00,0.00,0.00,52.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,111,1,3213,茂訊,1874373.00,1233093.00,3107466.00,597060.00,250157.00,847217.00,586855.00,--,72650.00,1374874.00,209909.00,--,2244288.00,--,--,15961.00,2260249.00,0.00,0.00,0.00,38.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,111,1,3217,優群,2962929.00,2065637.00,5028566.00,953150.00,81711.00,1034861.00,901042.00,--,827430.00,1274840.00,990393.00,--,3993705.00,--,--,0.00,3993705.00,0.00,0.00,0.00,44.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,111,1,3218,大學光,2020181.00,2055757.00,4075938.00,1208765.00,681465.00,1890230.00,761230.00,--,381924.00,888302.00,3303.00,--,2034759.00,--,--,150949.00,2185708.00,--,0.00,0.00,26.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,111,1,3219,倚強科,1696737.00,606815.00,2303552.00,789928.00,5730.00,795658.00,702840.00,--,157852.00,473597.00,9114.00,--,1343403.00,--,--,164491.00,1507894.00,--,0.00,0.00,19.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,111,1,3221,台嘉碩,2131709.00,1616359.00,3748068.00,969180.00,288927.00,1258107.00,1028684.00,--,773940.00,725605.00,-87773.00,0.00,2440456.00,--,--,49505.00,2489961.00,0.00,0.00,0.00,23.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,111,1,3224,三顧,2870717.00,697791.00,3568508.00,466218.00,120275.00,586493.00,681726.00,--,675552.00,-7590.00,-29897.00,--,1319791.00,--,--,1662224.00,2982015.00,0.00,0.00,0.00,19.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,111,1,3226,龍鋒,1457451.00,844937.00,2302388.00,1023945.00,28584.00,1052529.00,644306.00,--,14872.00,595826.00,-5145.00,--,--,--,--,--,1249859.00,--,0.00,0.00,19.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,111,1,3227,原相,7573960.00,5187547.00,12761507.00,2494206.00,511693.00,3005899.00,1438778.00,--,2569233.00,5175635.00,557961.00,--,9741607.00,--,--,14001.00,9755608.00,--,21395.00,0.00,67.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,111,1,3228,金麗科,424204.00,433428.00,857632.00,117363.00,8653.00,126016.00,677927.00,--,--,76794.00,-23105.00,--,--,--,--,--,731616.00,0.00,0.00,0.00,10.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,111,1,3230,錦明,1005637.00,1005161.00,2010798.00,651070.00,457046.00,1108116.00,710109.00,0.00,302004.00,-45302.00,-64129.00,0.00,902682.00,0.00,--,0.00,902682.00,0.00,0.00,0.00,12.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,111,1,3232,昱捷,968784.00,268774.00,1237558.00,577056.00,157395.00,734451.00,365679.00,--,59521.00,82116.00,-4209.00,--,503107.00,--,--,--,503107.00,0.00,0.00,0.00,13.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,111,1,3234,光環,812320.00,936755.00,1749075.00,731771.00,224424.00,956195.00,764747.00,--,173917.00,-138376.00,-8746.00,--,791542.00,--,--,1338.00,792880.00,0.00,0.00,0.00,10.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,111,1,3236,千如,1556399.00,1525085.00,3081484.00,1044888.00,650382.00,1695270.00,929209.00,--,181063.00,377025.00,-101083.00,0.00,1386214.00,0.00,--,0.00,1386214.00,0.00,0.00,0.00,14.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,111,1,3252,海灣,554140.00,3523734.00,4077874.00,352782.00,1702613.00,2055395.00,501958.00,--,403523.00,1070167.00,28500.00,--,2004148.00,--,--,18331.00,2022479.00,--,0.00,0.00,39.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,111,1,3259,鑫創,540359.00,160595.00,700954.00,67387.00,8558.00,75945.00,746877.00,--,176995.00,-298863.00,0.00,--,625009.00,--,--,--,625009.00,--,0.00,0.00,8.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,111,1,3260,威剛,22307941.00,15589681.00,37897622.00,14961076.00,9059563.00,24020639.00,2667567.00,--,5755335.00,5697324.00,-850288.00,-267840.00,13002098.00,--,--,874885.00,13876983.00,4000.00,0.00,5161000.00,49.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,111,1,3264,欣銓,7286529.00,19909957.00,27196486.00,4126693.00,8325345.00,12452038.00,4901701.00,--,1366736.00,8679252.00,-76469.00,-126772.00,14744448.00,--,--,--,14744448.00,0.00,0.00,16250750.00,31.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,111,1,3265,台星科,3107579.00,3536151.00,6643730.00,964088.00,787936.00,1752024.00,1362617.00,--,366243.00,3343509.00,-180663.00,--,4891706.00,--,--,--,4891706.00,0.00,0.00,0.00,35.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,111,1,3268,海德威,806405.00,180265.00,986670.00,273360.00,211687.00,485047.00,334263.00,--,62703.00,94218.00,10439.00,--,501623.00,--,--,--,501623.00,--,0.00,0.00,15.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,111,1,3272,東碩,3679437.00,1767006.00,5446443.00,2853457.00,771237.00,3624694.00,546143.00,--,704023.00,645850.00,-64792.00,-9475.00,1821749.00,--,--,--,1821749.00,0.00,0.00,276000.00,33.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,111,1,3276,宇環,749281.00,1174302.00,1923583.00,837466.00,134375.00,971841.00,697127.00,--,28787.00,101881.00,-28717.00,--,799078.00,--,--,152664.00,951742.00,0.00,0.00,0.00,11.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,111,1,3284,太普高,763520.00,547456.00,1310976.00,231277.00,328330.00,559607.00,689618.00,--,96969.00,-28559.00,-6659.00,0.00,751369.00,--,--,--,751369.00,--,0.00,0.00,10.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,111,1,3285,微端,812920.00,146785.00,959705.00,322565.00,37826.00,360391.00,427353.00,--,39291.00,124801.00,-7280.00,0.00,584165.00,--,--,15149.00,599314.00,--,0.00,0.00,13.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,111,1,3287,廣寰科,619472.00,110634.00,730106.00,124428.00,32697.00,157125.00,439705.00,--,16259.00,56302.00,78.00,--,512344.00,--,--,60637.00,572981.00,--,0.00,0.00,11.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,111,1,3288,點晶,170711.00,61420.00,232131.00,92679.00,50788.00,143467.00,226601.00,--,59.00,-141210.00,4523.00,--,89973.00,--,--,-1309.00,88664.00,--,0.00,0.00,3.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,111,1,3289,宜特,2336466.00,5047036.00,7383502.00,1964978.00,2097998.00,4062976.00,797751.00,--,2270649.00,314261.00,-79042.00,-103112.00,3200507.00,--,--,120019.00,3320526.00,--,0.00,1916000.00,41.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
