出表日期,年度,季別,公司代號,公司名稱,流動資產,非流動資產,資產總計,流動負債,非流動負債,負債總計,股本,權益─具證券性質之虛擬通貨,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總計,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值,權益－具證券性質之虛擬通貨,保留盈餘（或累積虧損）,歸屬於母公司業主權益合計,母公司暨子公司持有之母公司庫藏股股數（單位：股）,現金及約當現金,存放央行及拆借銀行同業,透過損益按公允價值衡量之金融資產,透過其他綜合損益按公允價值衡量之金融資產,按攤銷後成本衡量之債務工具投資,避險之衍生金融資產淨額,附賣回票券及債券投資淨額,應收款項－淨額,當期所得稅資產,待出售資產－淨額,待分配予業主之資產－淨額,貼現及放款－淨額,採用權益法之投資－淨額,受限制資產－淨額,其他金融資產－淨額,不動產及設備－淨額,使用權資產－淨額,投資性不動產投資－淨額,無形資產－淨額,遞延所得稅資產,其他資產－淨額,資產總額,央行及銀行同業存款,央行及同業融資,透過損益按公允價值衡量之金融負債,避險之衍生金融負債－淨額,附買回票券及債券負債,應付款項,當期所得稅負債,與待出售資產直接相關之負債,存款及匯款,應付金融債券,應付公司債,特別股負債,其他金融負債,負債準備,租賃負債,遞延所得稅負債,其他負債,負債總額,權益總額,存放央行及拆借金融同業,避險之衍生金融資產,附賣回票券及債券投資,Unnamed: 15,再保險合約資產－淨額,投資性不動產－淨額,央行及金融同業存款,避險之衍生金融負債,應付商業本票－淨額,應付債券,其他借款,歸屬於母公司業主之權益,應收款項,本期所得稅資產,待出售資產,待分配予業主之資產（或處分群組）,投資,再保險合約資產,不動產及設備,使用權資產,無形資產,其他資產,分離帳戶保險商品資產,短期債務,本期所得稅負債,保險負債,具金融商品性質之保險契約準備,外匯價格變動準備,分離帳戶保險商品負債
114/10/28,111,2,2417,圓剛,4497062.00,2220175.00,6717237.00,2442846.00,91600.00,2534446.00,1584289.00,--,745938.00,1280795.00,-103627.00,-477543.00,3029852.00,--,--,1152939.00,4182791.00,0.00,0.00,17365600.00,21.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,111,2,2419,仲琦,10662214.00,2612750.00,13274964.00,7559453.00,118592.00,7678045.00,3213172.00,--,1105959.00,616984.00,9264.00,0.00,4945379.00,--,--,651540.00,5596919.00,--,0.00,0.00,15.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,111,2,2420,新巨,2325709.00,3478344.00,5804053.00,1282751.00,1190284.00,2473035.00,1526487.00,--,135564.00,1671652.00,-36605.00,--,3297098.00,--,--,33920.00,3331018.00,--,0.00,0.00,21.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,111,2,2421,建準,8426079.00,3077485.00,11503564.00,6046193.00,903247.00,6949440.00,2509297.00,--,366903.00,1938225.00,-260301.00,--,4554124.00,--,--,0.00,4554124.00,--,0.00,0.00,18.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,111,2,2423,固緯,2375002.00,1370436.00,3745438.00,1162097.00,194256.00,1356353.00,1450472.00,--,4047.00,1043355.00,-108789.00,--,2389085.00,--,--,--,2389085.00,0.00,0.00,0.00,16.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,111,2,2424,隴華,135600.00,334319.00,469919.00,189325.00,79651.00,268976.00,409570.00,--,172211.00,-380660.00,-552.00,--,200569.00,--,--,374.00,200943.00,0.00,4000000.00,0.00,5.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,111,2,2425,承啟,2581455.00,479667.00,3061122.00,873544.00,29737.00,903281.00,1014988.00,--,100.00,1087122.00,-52411.00,-151746.00,1898053.00,--,--,259788.00,2157841.00,0.00,0.00,5000000.00,19.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,111,2,2426,鼎元,3763560.00,2303481.00,6067041.00,1290803.00,651062.00,1941865.00,3006223.00,--,243728.00,876677.00,-40411.00,--,4086217.00,--,--,38959.00,4125176.00,--,0.00,0.00,13.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,111,2,2427,三商電,3463194.00,1582638.00,5045832.00,2252624.00,483343.00,2735967.00,1843145.00,--,98386.00,372845.00,-7203.00,--,2307173.00,--,--,2692.00,2309865.00,--,0.00,0.00,12.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,111,2,2428,興勤,9362576.00,4247428.00,13610004.00,2733903.00,2492421.00,5226324.00,1281127.00,--,352907.00,6744299.00,-118694.00,--,8259639.00,--,--,124041.00,8383680.00,--,0.00,0.00,64.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,111,2,2429,銘旺科,425296.00,473681.00,898977.00,349201.00,256178.00,605379.00,397482.00,--,72684.00,-218756.00,-4558.00,--,246852.00,--,--,46746.00,293598.00,0.00,0.00,0.00,6.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,111,2,2430,燦坤,5852204.00,10309007.00,16161211.00,6813526.00,4898571.00,11712097.00,1168000.00,--,1250840.00,2097282.00,-67008.00,--,4449114.00,--,--,--,4449114.00,--,0.00,0.00,38.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,111,2,2431,聯昌,1594020.00,389060.00,1983080.00,462232.00,95637.00,557869.00,1109270.00,--,159338.00,257194.00,-100591.00,--,1425211.00,--,--,--,1425211.00,0.00,0.00,0.00,12.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,111,2,2432,倚天酷��-創,955822.00,173833.00,1129655.00,431220.00,13412.00,444632.00,568498.00,--,173737.00,104889.00,-162101.00,--,685023.00,0.00,--,--,685023.00,0.00,268498.00,0.00,22.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,111,2,2433,互盛電,3947455.00,4036467.00,7983922.00,2490229.00,950683.00,3440912.00,1444960.00,--,42643.00,1133194.00,1240431.00,--,3861228.00,--,--,681782.00,4543010.00,--,0.00,0.00,26.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,111,2,2434,統懋,196934.00,474710.00,671644.00,106685.00,58790.00,165475.00,370000.00,--,193260.00,-49631.00,-7460.00,--,506169.00,--,--,--,506169.00,--,0.00,0.00,13.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,111,2,2436,偉詮電,4488946.00,454024.00,4942970.00,1684743.00,95977.00,1780720.00,1780100.00,--,69026.00,1658197.00,-239770.00,-110503.00,3157050.00,--,--,5200.00,3162250.00,0.00,0.00,1500000.00,17.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,111,2,2438,翔耀,384279.00,528220.00,912499.00,75546.00,29517.00,105063.00,601956.00,--,1611.00,-5527.00,-13285.00,--,584755.00,--,--,222681.00,807436.00,--,0.00,0.00,9.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,111,2,2439,美律,20519825.00,11811654.00,32331479.00,13962645.00,6337800.00,20300445.00,2163994.00,--,4638486.00,5408550.00,-900928.00,--,11310102.00,--,--,720932.00,12031034.00,0.00,0.00,0.00,52.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,111,2,2440,太空梭,2009566.00,417440.00,2427006.00,1003305.00,11201.00,1014506.00,1391173.00,--,5109.00,-2353.00,18571.00,--,1412500.00,--,--,--,1412500.00,--,0.00,0.00,10.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,111,2,2441,超豐,12203095.00,15551352.00,27754447.00,7166492.00,448084.00,7614576.00,5688459.00,--,2282.00,14510002.00,-60872.00,--,--,--,--,--,20139871.00,--,0.00,0.00,35.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,111,2,2442,新美齊,11726931.00,1543317.00,13270248.00,8072549.00,759958.00,8832507.00,2535794.00,--,-6227.00,1273569.00,11029.00,0.00,3814165.00,--,--,623576.00,4437741.00,0.00,0.00,0.00,15.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,111,2,2444,兆勁,1196140.00,663176.00,1859316.00,445379.00,510900.00,956279.00,1055576.00,--,124737.00,-141065.00,-23023.00,-113188.00,903037.00,0.00,--,0.00,903037.00,--,0.00,3988000.00,8.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,111,2,2449,京元電子,21068486.00,52688162.00,73756648.00,15640054.00,24145351.00,39785405.00,12227451.00,--,4901736.00,13969248.00,2080927.00,--,33179362.00,--,--,791881.00,33971243.00,--,0.00,0.00,27.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,111,2,2450,神腦,6776129.00,3166231.00,9942360.00,3532028.00,485983.00,4018011.00,2582527.00,--,717521.00,2626866.00,-14869.00,--,5912045.00,--,--,12304.00,5924349.00,--,0.00,0.00,22.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,111,2,2451,創見,18517543.00,5331620.00,23849163.00,4226705.00,545336.00,4772041.00,4290617.00,--,3387665.00,11695121.00,-296281.00,--,19077122.00,--,--,--,19077122.00,0.00,0.00,0.00,44.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,111,2,2453,凌群,3279064.00,670508.00,3949572.00,1939986.00,118603.00,2058589.00,1000000.00,--,1547.00,875268.00,5263.00,0.00,1882078.00,--,--,8905.00,1890983.00,0.00,0.00,0.00,18.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,111,2,2454,聯發科,424435706.00,306306323.00,730742029.00,320919311.00,17025993.00,337945304.00,15990852.00,--,46364977.00,282036365.00,45784358.00,-55970.00,390120582.00,--,--,2676143.00,392796725.00,--,0.00,7794085.00,245.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,111,2,2455,全新,2233401.00,2736142.00,4969543.00,2025916.00,3415.00,2029331.00,1849059.00,--,16736.00,1074417.00,--,--,--,--,--,--,2940212.00,0.00,0.00,0.00,15.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,111,2,2457,飛宏,8856625.00,4230907.00,13087532.00,5335454.00,1730119.00,7065573.00,3752084.00,--,2179372.00,516430.00,-416614.00,--,6031272.00,--,--,-9313.00,6021959.00,--,0.00,0.00,16.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,111,2,2458,義隆,14158030.00,4718103.00,18876133.00,9200415.00,1199574.00,10399989.00,3038804.00,--,631229.00,5464282.00,36403.00,-1106485.00,8064233.00,0.00,--,411911.00,8476144.00,--,0.00,19295199.00,28.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,111,2,2459,敦吉,6385737.00,3325245.00,9710982.00,3824050.00,771048.00,4595098.00,1055956.00,--,181790.00,3493832.00,-25909.00,--,4705669.00,--,--,410215.00,5115884.00,--,0.00,0.00,44.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,111,2,2460,建通,3600961.00,1781822.00,5382783.00,2319040.00,636637.00,2955677.00,1692000.00,--,271315.00,597101.00,-90251.00,-43059.00,2427106.00,--,--,--,2427106.00,--,0.00,3301000.00,14.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,111,2,2461,光群雷,5476476.00,3004793.00,8481269.00,2551901.00,1695159.00,4247060.00,1638061.00,--,688129.00,904943.00,-386492.00,-77812.00,2766829.00,--,--,1467380.00,4234209.00,--,0.00,6000000.00,17.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,111,2,2462,良得電,3527113.00,1722818.00,5249931.00,2488355.00,252994.00,2741349.00,1419346.00,--,271954.00,1028545.00,-211263.00,0.00,2508582.00,--,--,--,2508582.00,0.00,0.00,0.00,17.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,111,2,2464,盟立,8342528.00,3627667.00,11970195.00,6098667.00,1684115.00,7782782.00,1955312.00,--,270290.00,2077339.00,-132999.00,--,4169942.00,--,--,17471.00,4187413.00,0.00,0.00,0.00,21.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,111,2,2465,麗臺,1886945.00,323570.00,2210515.00,1443982.00,102471.00,1546453.00,589460.00,--,475.00,79022.00,-4012.00,--,664945.00,--,--,-883.00,664062.00,0.00,0.00,0.00,12.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,111,2,2466,冠西電,1880440.00,2564663.00,4445103.00,1208290.00,1437381.00,2645671.00,1680883.00,--,177242.00,121028.00,-179721.00,--,1799432.00,--,--,--,1799432.00,0.00,0.00,0.00,11.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,111,2,2467,志聖,5453666.00,2506537.00,7960203.00,3827712.00,1098743.00,4926455.00,1567554.00,--,251695.00,988644.00,-28966.00,0.00,2778927.00,--,--,254821.00,3033748.00,0.00,0.00,0.00,18.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,111,2,2468,華經,1435250.00,479962.00,1915212.00,742821.00,14984.00,757805.00,699612.00,--,62361.00,401248.00,-5814.00,--,1157407.00,--,--,--,1157407.00,--,0.00,0.00,16.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,111,2,2471,資通,1183127.00,170311.00,1353438.00,450735.00,132733.00,583468.00,472539.00,--,142731.00,156138.00,-5383.00,--,766025.00,--,--,3945.00,769970.00,0.00,0.00,0.00,16.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,111,2,2472,立隆電,8075679.00,6277091.00,14352770.00,4095633.00,840559.00,4936192.00,1634951.00,--,1977169.00,2819423.00,-204845.00,-343.00,6226355.00,--,--,3190223.00,9416578.00,0.00,0.00,10000.00,38.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,111,2,2474,可成,199991687.00,52770577.00,252762264.00,91007791.00,6597457.00,97605248.00,7297531.00,--,19173040.00,138541482.00,-7557987.00,-2307601.00,155146465.00,--,--,10551.00,155157016.00,--,0.00,15286000.00,217.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,111,2,2476,鉅祥,7643794.00,1872163.00,9515957.00,2935843.00,723997.00,3659840.00,1897683.00,--,463640.00,3055021.00,-165736.00,--,5250608.00,--,--,605509.00,5856117.00,0.00,0.00,0.00,27.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,111,2,2477,美隆電,6559286.00,2625823.00,9185109.00,2694212.00,1919295.00,4613507.00,1982165.00,--,4327.00,2329998.00,-65420.00,--,4251070.00,--,--,320532.00,4571602.00,--,0.00,0.00,21.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,111,2,2478,大毅,6162350.00,3749575.00,9911925.00,2876713.00,619979.00,3496692.00,1447313.00,--,1525472.00,3691317.00,-345657.00,0.00,6318445.00,--,--,96788.00,6415233.00,0.00,0.00,0.00,43.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,111,2,2480,敦陽科,5488293.00,776519.00,6264812.00,3423869.00,101838.00,3525707.00,1063603.00,--,166514.00,1507849.00,1139.00,0.00,2739105.00,--,--,0.00,2739105.00,0.00,0.00,0.00,25.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,111,2,2481,強茂,15626358.00,14626114.00,30252472.00,10382539.00,5597813.00,15980352.00,3828149.00,--,5985455.00,3322995.00,-88681.00,-16507.00,13031411.00,--,--,1240709.00,14272120.00,--,0.00,700000.00,34.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,111,2,2482,連宇,939650.00,348637.00,1288287.00,211661.00,96260.00,307921.00,751713.00,--,140434.00,138492.00,-50277.00,--,980362.00,--,--,4.00,980366.00,--,0.00,0.00,14.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,111,2,2483,百容,1833185.00,2612329.00,4445514.00,1320365.00,573562.00,1893927.00,1090938.00,--,270775.00,1071266.00,106599.00,0.00,2539578.00,--,--,12009.00,2551587.00,--,0.00,0.00,23.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,111,2,2484,希華,2948482.00,2872732.00,5821214.00,1018540.00,1030621.00,2049161.00,1594210.00,--,802473.00,1103601.00,265039.00,--,3765323.00,--,--,6730.00,3772053.00,--,0.00,0.00,23.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,111,2,2485,兆赫,4749666.00,3647017.00,8396683.00,1787815.00,151622.00,1939437.00,3176890.00,--,562860.00,2479876.00,-123749.00,--,6095877.00,--,--,361369.00,6457246.00,0.00,0.00,0.00,19.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,111,2,2486,一詮,5555065.00,3092124.00,8647189.00,2377207.00,2003648.00,4380855.00,2219586.00,--,1814424.00,222104.00,-174842.00,--,4081272.00,--,--,185062.00,4266334.00,0.00,0.00,0.00,18.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,111,2,2488,漢平,2843714.00,699813.00,3543527.00,1118378.00,307752.00,1426130.00,799994.00,--,33826.00,1349664.00,-66087.00,--,2117397.00,--,--,0.00,2117397.00,0.00,0.00,0.00,26.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,111,2,2489,瑞軒,15602429.00,4605708.00,20208137.00,6440851.00,722295.00,7163146.00,7980000.00,--,2293509.00,2826911.00,-244721.00,--,12855699.00,--,--,189292.00,13044991.00,0.00,0.00,0.00,16.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,111,2,2491,吉祥全,1502381.00,169968.00,1672349.00,159426.00,25142.00,184568.00,820080.00,--,61996.00,-3956.00,4021.00,--,882141.00,--,--,605640.00,1487781.00,0.00,0.00,0.00,10.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,111,2,2492,華新科,42703145.00,49630648.00,92333793.00,21323975.00,18622208.00,39946183.00,4858043.00,--,3111229.00,34173574.00,1448604.00,-236380.00,43355070.00,--,--,9032540.00,52387610.00,--,0.00,1000000.00,89.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,111,2,2493,揚博,3613578.00,655922.00,4269500.00,1726742.00,126363.00,1853105.00,1144373.00,--,322023.00,900625.00,49374.00,--,2416395.00,--,--,--,2416395.00,0.00,0.00,0.00,21.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,111,2,2495,普安,5265538.00,673635.00,5939173.00,1865699.00,92625.00,1958324.00,2735515.00,--,88804.00,1148312.00,8218.00,--,3980849.00,--,--,0.00,3980849.00,0.00,0.00,0.00,14.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,111,2,2496,卓越,325492.00,1002628.00,1328120.00,471669.00,97377.00,569046.00,191004.00,--,293962.00,286702.00,-2517.00,-12406.00,756745.00,--,--,2329.00,759074.00,--,0.00,178000.00,39.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,111,2,2497,怡利電,2292219.00,1378327.00,3670546.00,1737394.00,380306.00,2117700.00,1187985.00,--,216787.00,215628.00,-67554.00,--,1552846.00,--,--,--,1552846.00,--,0.00,0.00,13.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,111,2,2498,宏達電,28401575.00,18938577.00,47340152.00,14170104.00,6370131.00,20540235.00,8262550.00,--,16071309.00,6686994.00,-4220936.00,--,26799917.00,--,--,0.00,26799917.00,--,0.00,0.00,32.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,111,2,2501,國建,55381481.00,29340307.00,84721788.00,34585025.00,23351441.00,57936466.00,11595611.00,--,38622.00,11188835.00,798944.00,--,23622012.00,--,--,3163310.00,26785322.00,--,0.00,0.00,20.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,111,2,2504,國產,11462444.00,25286225.00,36748669.00,9272972.00,4312414.00,13585386.00,11800000.00,--,1189831.00,9036120.00,60234.00,-4789.00,22081396.00,--,--,1081887.00,23163283.00,--,0.00,3116108.00,18.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,111,2,2505,國揚,13681890.00,2150343.00,15832233.00,6219305.00,36297.00,6255602.00,3800000.00,--,627683.00,5261401.00,-206347.00,--,9482737.00,--,--,93894.00,9576631.00,0.00,0.00,0.00,24.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,111,2,2506,太設,8070604.00,5960912.00,14031516.00,3512387.00,1224887.00,4737274.00,3870000.00,--,381910.00,2569509.00,804521.00,-193207.00,7432733.00,--,--,1861509.00,9294242.00,--,0.00,25443994.00,20.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,111,2,2509,全坤建,5141660.00,2622806.00,7764466.00,2036368.00,1136736.00,3173104.00,2245505.00,--,536333.00,1590512.00,-111060.00,--,4261290.00,--,--,330072.00,4591362.00,0.00,0.00,0.00,18.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,111,2,2511,太子,23410769.00,25468505.00,48879274.00,8618233.00,14614883.00,23233116.00,16233261.00,--,2260513.00,5429885.00,1457615.00,-1003.00,25380271.00,--,--,265887.00,25646158.00,0.00,0.00,655424.00,15.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
