出表日期,年度,季別,公司代號,公司名稱,營業收入,營業成本,原始認列生物資產及農產品之利益（損失）,生物資產當期公允價值減出售成本之變動利益（損失）,營業毛利（毛損）,未實現銷貨（損）益,已實現銷貨（損）益,營業毛利（毛損）淨額,營業費用,其他收益及費損淨額,營業利益（損失）,營業外收入及支出,稅前淨利（淨損）,所得稅費用（利益）,繼續營業單位本期淨利（淨損）,停業單位損益,合併前非屬共同控制股權損益,本期淨利（淨損）,其他綜合損益（淨額）,合併前非屬共同控制股權綜合損益淨額,本期綜合損益總額,淨利（淨損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（淨損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）,收入,支出,繼續營業單位稅前淨利（淨損）,其他綜合損益,利息淨收益,利息以外淨收益,淨收益,呆帳費用、承諾及保證責任準備提存,保險負債準備淨變動,繼續營業單位稅前損益,所得稅（費用）利益,本期稅後淨利（淨損）,本期其他綜合損益（稅後淨額）,收益,支出及費用,營業利益,營業外損益,淨利（損）歸屬於母公司業主,淨利（損）歸屬於非控制權益,繼續營業單位稅前純益（純損）,繼續營業單位本期純益（純損）,其他綜合損益（稅後淨額）,利息以外淨損益,繼續營業單位本期稅後淨利（淨損）,其他綜合損益（稅後）,本期綜合損益總額（稅後）,淨利（損）歸屬於共同控制下前手權益
114/10/28,112,3,6806,森崴能源,5981846.00,5330285.00,--,--,651561.00,--,--,651561.00,270032.00,--,381529.00,-43499.00,338030.00,85554.00,252476.00,--,--,252476.00,50557.00,--,303033.00,251935.00,--,541.00,302492.00,--,541.00,1.17,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,3,6807,峰源-KY,2727931.00,2253229.00,--,--,474702.00,--,--,474702.00,328911.00,--,145791.00,67219.00,213010.00,43642.00,169368.00,--,--,169368.00,11962.00,--,181330.00,169368.00,--,--,181330.00,0.00,0.00,3.14,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,3,6830,汎銓,1411647.00,883877.00,--,--,527770.00,--,--,527770.00,256190.00,--,271580.00,-5014.00,266566.00,77322.00,189244.00,--,--,189244.00,1315.00,--,190559.00,189244.00,--,--,190559.00,--,--,4.05,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,3,6834,天二科技,720915.00,681223.00,--,--,39692.00,--,--,39692.00,138579.00,--,-98887.00,34266.00,-64621.00,-8194.00,-56427.00,--,--,-56427.00,-1595.00,--,-58022.00,-56427.00,--,--,-58022.00,--,--,-0.64,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,3,6835,圓裕,1624149.00,1193385.00,--,--,430764.00,--,--,430764.00,246060.00,--,184704.00,54250.00,238954.00,69540.00,169414.00,--,--,169414.00,1059.00,--,170473.00,169414.00,--,--,170473.00,--,--,2.56,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,3,6838,台新藥,31172.00,3825.00,--,--,27347.00,--,--,27347.00,249001.00,--,-221654.00,-35672.00,-257326.00,21985.00,-279311.00,--,--,-279311.00,-18465.00,--,-297776.00,-279386.00,--,75.00,-297791.00,--,15.00,-2.31,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,3,6854,錼創科技-KY創,698080.00,631862.00,--,--,66218.00,--,--,66218.00,501294.00,--,-435076.00,50683.00,-384393.00,0.00,-384393.00,--,--,-384393.00,34618.00,--,-349775.00,-384393.00,--,--,-349775.00,--,--,-3.59,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,3,6861,睿生光電,1332141.00,947452.00,--,--,384689.00,--,--,384689.00,351752.00,--,32937.00,84851.00,117788.00,7387.00,110401.00,--,--,110401.00,-3672.00,--,106729.00,110401.00,--,--,106729.00,--,--,2.87,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,3,6863,永道-KY,1815613.00,1291253.00,--,--,524360.00,--,--,524360.00,264304.00,--,260056.00,105916.00,365972.00,50811.00,315161.00,--,--,315161.00,100921.00,--,416082.00,315105.00,--,56.00,416006.00,--,76.00,4.38,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,3,6869,雲豹能源,5556269.00,4428544.00,--,--,1127725.00,53124.00,11047.00,1085648.00,339703.00,--,745945.00,314168.00,1060113.00,167995.00,892118.00,--,--,892118.00,--,--,892118.00,883910.00,--,8208.00,883910.00,--,8208.00,7.66,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,3,6873,泓德能源,3020702.00,2301165.00,--,--,719537.00,41951.00,--,677586.00,309216.00,--,368370.00,23375.00,391745.00,83951.00,307794.00,--,--,307794.00,-20589.00,--,287205.00,312766.00,--,-4972.00,292177.00,--,-4972.00,3.23,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,3,6901,鑽石投資,-2653927.00,--,--,--,-2653927.00,--,--,-2653927.00,123828.00,--,-2777755.00,2534.00,-2775221.00,-412.00,-2774809.00,--,--,-2774809.00,--,--,-2774809.00,--,--,--,--,--,--,-3.67,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,3,6902,GOGOLOOK,558543.00,50213.00,--,--,508330.00,--,--,508330.00,485693.00,--,22637.00,3925.00,26562.00,-70.00,26632.00,--,--,26632.00,-402.00,--,26230.00,26632.00,--,--,26230.00,--,--,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,3,6906,現觀科,234238.00,46704.00,--,--,187534.00,--,--,187534.00,129189.00,--,58345.00,11468.00,69813.00,14271.00,55542.00,--,--,55542.00,1278.00,--,56820.00,55542.00,--,--,56820.00,--,--,1.82,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,3,6914,阜爾運通,3125506.00,2375703.00,--,--,749803.00,--,--,749803.00,196564.00,--,553239.00,-37442.00,515797.00,105532.00,410265.00,--,--,410265.00,-226.00,--,410039.00,410265.00,--,--,410039.00,--,--,6.81,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,3,6916,華凌,1758322.00,1308669.00,--,--,449653.00,--,--,449653.00,328862.00,--,120791.00,27636.00,148427.00,62549.00,85878.00,--,--,85878.00,5156.00,--,91034.00,85447.00,--,431.00,90552.00,--,482.00,1.42,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,3,6928,攸泰科技,2839743.00,2246657.00,--,--,593086.00,--,--,593086.00,336059.00,--,257027.00,19602.00,276629.00,52439.00,224190.00,--,--,224190.00,996.00,--,225186.00,224190.00,--,--,225186.00,--,--,2.99,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,3,6933,AMAX-KY,4535262.00,3761931.00,--,--,773331.00,--,--,773331.00,506986.00,--,266345.00,-8303.00,258042.00,82461.00,175581.00,--,--,175581.00,44511.00,--,220092.00,175581.00,--,--,220092.00,--,--,4.85,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,3,6937,天虹,1337551.00,772323.00,--,--,565228.00,--,--,565228.00,402470.00,--,162758.00,34439.00,197197.00,38047.00,159150.00,--,--,159150.00,7596.00,--,166746.00,159150.00,--,--,166746.00,--,--,2.62,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,3,6951,青新-創,353299.00,177961.00,--,--,175338.00,--,--,175338.00,93216.00,--,82122.00,525.00,82647.00,17982.00,64665.00,--,--,64665.00,--,--,64665.00,65593.00,--,-928.00,65593.00,--,-928.00,1.64,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,3,6952,大武山,787199.00,659701.00,62881.00,--,190379.00,--,--,190379.00,112335.00,--,78044.00,-36838.00,41206.00,17011.00,24195.00,--,--,24195.00,--,--,24195.00,23578.00,--,617.00,23578.00,--,617.00,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,3,6958,日盛台駿,7766670.00,5133650.00,--,--,2633020.00,--,--,2633020.00,2070915.00,--,562105.00,251778.00,813883.00,316594.00,497289.00,--,--,497289.00,4055.00,--,501344.00,497289.00,--,--,501344.00,--,--,1.42,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,3,8011,台通,1351123.00,1090306.00,--,--,260817.00,--,--,260817.00,195451.00,--,65366.00,-39939.00,25427.00,-267.00,25694.00,--,--,25694.00,4071.00,--,29765.00,14515.00,--,11179.00,18565.00,--,11200.00,0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,3,8016,矽創,12211727.00,8026788.00,--,--,4184939.00,--,--,4184939.00,2363945.00,853.00,1821847.00,295288.00,2117135.00,309317.00,1807818.00,--,--,1807818.00,146396.00,--,1954214.00,1428168.00,--,379650.00,1569485.00,--,384729.00,11.92,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,3,8021,尖點,1966037.00,1539046.00,--,--,426991.00,--,--,426991.00,397099.00,5894.00,35786.00,43374.00,79160.00,157379.00,-78219.00,--,--,-78219.00,62368.00,--,-15851.00,-72564.00,--,-5655.00,-16849.00,--,998.00,-0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,3,8028,昇陽半導體,2573994.00,1963159.00,--,--,610835.00,--,--,610835.00,421081.00,--,189754.00,151739.00,341493.00,31260.00,310233.00,--,--,310233.00,--,--,310233.00,--,--,--,--,--,--,2.03,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,3,8033,雷虎,739519.00,455490.00,--,--,284029.00,--,--,284029.00,331017.00,--,-46988.00,25214.00,-21774.00,319.00,-22093.00,--,--,-22093.00,27348.00,--,5255.00,-22684.00,--,591.00,4658.00,--,597.00,-0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,3,8039,台虹,5969125.00,4650318.00,--,--,1318807.00,--,--,1318807.00,965277.00,--,353530.00,74794.00,428324.00,102577.00,325747.00,--,--,325747.00,193211.00,--,518958.00,369659.00,--,-43912.00,562874.00,--,-43916.00,1.77,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,3,8046,南電,32941684.00,25780429.00,--,--,7161255.00,--,--,7161255.00,1521306.00,--,5639949.00,924207.00,6564156.00,1590738.00,4973418.00,--,--,4973418.00,330741.00,--,5304159.00,4973418.00,--,--,5304159.00,--,--,7.70,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,3,8070,長華*,12319605.00,10038307.00,--,--,2281298.00,--,--,2281298.00,1025094.00,--,1256204.00,1120165.00,2376369.00,377162.00,1999207.00,--,--,1999207.00,2600937.00,--,4600144.00,1360383.00,--,638824.00,3773668.00,--,826476.00,2.02,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,3,8072,陞泰,864994.00,709195.00,--,--,155799.00,--,--,155799.00,149937.00,--,5862.00,84493.00,90355.00,18709.00,71646.00,--,--,71646.00,-248.00,--,71398.00,61954.00,--,9692.00,61871.00,--,9527.00,0.77,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,3,8081,致新,6102792.00,3667266.00,--,--,2435526.00,--,--,2435526.00,1230474.00,--,1205052.00,267555.00,1472607.00,277635.00,1194972.00,--,--,1194972.00,567600.00,--,1762572.00,1196447.00,--,-1475.00,1517421.00,--,245151.00,13.96,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,3,8101,華冠,121074.00,135965.00,--,--,-14891.00,--,--,-14891.00,143715.00,0.00,-158606.00,-18360.00,-176966.00,0.00,-176966.00,--,--,-176966.00,2555.00,--,-174411.00,-176912.00,0.00,-54.00,-174357.00,--,-54.00,-2.43,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,3,8103,瀚荃,2247793.00,1487972.00,--,--,759821.00,--,--,759821.00,536971.00,--,222850.00,92080.00,314930.00,112121.00,202809.00,--,--,202809.00,9601.00,--,212410.00,205361.00,--,-2552.00,214772.00,--,-2362.00,2.60,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,3,8104,錸寶,1973841.00,1740477.00,--,--,233364.00,--,--,233364.00,264114.00,--,-30750.00,53578.00,22828.00,191048.00,-168220.00,--,--,-168220.00,616.00,--,-167604.00,-189697.00,--,21477.00,-189069.00,--,21465.00,-2.58,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,3,8105,凌巨,6862016.00,6336849.00,--,--,525167.00,--,--,525167.00,466340.00,--,58827.00,225759.00,284586.00,37580.00,247006.00,--,--,247006.00,11311.00,--,258317.00,247006.00,--,--,258317.00,--,--,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,3,8110,華東,5292728.00,5321751.00,--,--,-29023.00,--,--,-29023.00,292475.00,--,-321498.00,215569.00,-105929.00,-26570.00,-79359.00,--,--,-79359.00,345144.00,--,265785.00,14236.00,--,-93595.00,359498.00,--,-93713.00,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,3,8112,至上,102971233.00,98788405.00,--,--,4182828.00,--,--,4182828.00,1413073.00,--,2769755.00,-744205.00,2025550.00,497688.00,1527862.00,--,--,1527862.00,489257.00,--,2017119.00,1378436.00,--,149426.00,1822088.00,--,195031.00,3.07,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,3,8114,振樺電,7466981.00,4585088.00,--,--,2881893.00,2.00,--,2881891.00,1923529.00,--,958362.00,-35324.00,923038.00,247762.00,675276.00,--,--,675276.00,185982.00,--,861258.00,392734.00,--,282542.00,528002.00,--,333256.00,5.20,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,3,8131,福懋科,5691742.00,5222999.00,--,--,468743.00,--,--,468743.00,194393.00,--,274350.00,319003.00,593353.00,87087.00,506266.00,--,--,506266.00,-67539.00,--,438727.00,--,--,--,--,--,--,1.14,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,3,8150,南茂,15630815.00,13231371.00,--,--,2399444.00,--,--,2399444.00,1281928.00,76446.00,1193962.00,496726.00,1690688.00,279245.00,1411443.00,--,--,1411443.00,-75835.00,--,1335608.00,1411443.00,--,--,1335608.00,--,--,1.94,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,3,8162,微矽電子-創,620556.00,577296.00,--,--,43260.00,--,--,43260.00,123360.00,--,-80100.00,13514.00,-66586.00,-11453.00,-55133.00,--,--,-55133.00,--,--,-55133.00,--,--,--,--,--,--,-0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,3,8163,達方,19732706.00,16256301.00,--,--,3476405.00,--,--,3476405.00,2610558.00,--,865847.00,1796869.00,2662716.00,969972.00,1692744.00,--,--,1692744.00,1234920.00,--,2927664.00,1445354.00,--,247390.00,2622633.00,--,305031.00,5.17,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,3,8201,無敵,423674.00,363391.00,--,--,60283.00,--,--,60283.00,124439.00,--,-64156.00,17201.00,-46955.00,0.00,-46955.00,--,--,-46955.00,-2386.00,--,-49341.00,-46955.00,--,--,-49341.00,--,--,-0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,3,8210,勤誠,6517847.00,5093538.00,--,--,1424309.00,--,--,1424309.00,756081.00,2184.00,670412.00,62813.00,733225.00,182950.00,550275.00,--,--,550275.00,115625.00,--,665900.00,527308.00,--,22967.00,642933.00,--,22967.00,4.39,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,3,8213,志超,14673131.00,12447152.00,--,--,2225979.00,--,--,2225979.00,1044650.00,--,1181329.00,6548.00,1187877.00,421472.00,766405.00,--,--,766405.00,44349.00,--,810754.00,744257.00,--,22148.00,787873.00,--,22881.00,2.74,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,3,8215,明基材,13304291.00,10856875.00,--,--,2447416.00,--,--,2447416.00,1921658.00,--,525758.00,44613.00,570371.00,125049.00,445322.00,--,--,445322.00,46591.00,--,491913.00,380465.00,--,64857.00,412367.00,--,79546.00,1.19,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,3,8222,寶一,511652.00,411326.00,--,--,100326.00,--,--,100326.00,75270.00,--,25056.00,36600.00,61656.00,0.00,61656.00,--,--,61656.00,--,--,61656.00,--,--,--,--,--,--,0.90,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,3,8249,菱光,2540018.00,2058975.00,--,--,481043.00,--,--,481043.00,261896.00,--,219147.00,107384.00,326531.00,80759.00,245772.00,--,--,245772.00,1557102.00,--,1802874.00,245772.00,--,--,1802874.00,--,--,2.17,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,3,8261,富鼎,2164031.00,1623990.00,--,--,540041.00,--,--,540041.00,335689.00,--,204352.00,133146.00,337498.00,76108.00,261390.00,--,--,261390.00,1748.00,--,263138.00,262218.00,--,-828.00,263972.00,--,-834.00,2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,3,8271,宇瞻,5483242.00,4187574.00,--,--,1295668.00,--,--,1295668.00,783768.00,--,511900.00,21910.00,533810.00,103808.00,430002.00,--,--,430002.00,17240.00,--,447242.00,386324.00,--,43678.00,403562.00,--,43680.00,3.15,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,3,8341,日友,2422685.00,1442956.00,--,--,979729.00,--,--,979729.00,536763.00,--,442966.00,-44548.00,398418.00,86342.00,312076.00,--,--,312076.00,3928.00,--,316004.00,303505.00,--,8571.00,307412.00,--,8592.00,2.60,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,3,8367,建新國際,1618247.00,1150230.00,--,--,468017.00,--,--,468017.00,220654.00,--,247363.00,9769.00,257132.00,45510.00,211622.00,--,--,211622.00,3918.00,--,215540.00,193129.00,--,18493.00,197276.00,--,18264.00,2.20,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,3,8374,羅昇,2375661.00,1908132.00,--,--,467529.00,--,--,467529.00,470720.00,--,-3191.00,7023.00,3832.00,14493.00,-10661.00,--,--,-10661.00,12817.00,--,2156.00,-14569.00,0.00,3908.00,-4263.00,0.00,6419.00,-0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,3,8404,百和興業-KY,3906081.00,2779120.00,--,--,1126961.00,--,--,1126961.00,1198367.00,--,-71406.00,-363095.00,-434501.00,2108.00,-436609.00,--,--,-436609.00,-31924.00,--,-468533.00,-436564.00,--,-45.00,-468483.00,--,-50.00,-1.32,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,3,8411,福貞-KY,6111847.00,5535633.00,--,--,576214.00,--,--,576214.00,469914.00,--,106300.00,-42972.00,63328.00,44156.00,19172.00,--,--,19172.00,-52875.00,--,-33703.00,17424.00,--,1748.00,-35451.00,--,1748.00,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,3,8422,可寧衛,3208575.00,1820013.00,--,--,1388562.00,--,--,1388562.00,404981.00,--,983581.00,3449.00,987030.00,236457.00,750573.00,--,--,750573.00,-839.00,--,749734.00,770461.00,--,-19888.00,769622.00,--,-19888.00,7.07,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,3,8429,金麗-KY,126656.00,116117.00,--,--,10539.00,--,--,10539.00,32627.00,--,-22088.00,6049.00,-16039.00,1175.00,-17214.00,--,--,-17214.00,-9043.00,--,-26257.00,-16700.00,--,-514.00,-25741.00,--,-516.00,-0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,3,8438,昶昕,2294776.00,2022311.00,--,--,272465.00,--,--,272465.00,202636.00,--,69829.00,16509.00,86338.00,25830.00,60508.00,--,--,60508.00,-620.00,--,59888.00,60508.00,--,--,59888.00,--,--,0.87,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,3,8442,威宏-KY,6023623.00,4813271.00,--,--,1210352.00,--,--,1210352.00,727197.00,--,483155.00,3645.00,486800.00,-3089.00,489889.00,--,--,489889.00,78932.00,--,568821.00,489889.00,--,--,568821.00,--,--,8.07,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,3,8443,阿瘦,887892.00,371499.00,--,--,516393.00,--,--,516393.00,511006.00,--,5387.00,8433.00,13820.00,381.00,13439.00,--,--,13439.00,1379.00,--,14818.00,13447.00,--,-8.00,14826.00,--,-8.00,0.20,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,3,8454,富邦媒,76407130.00,68921310.00,--,--,7485820.00,--,--,7485820.00,4598453.00,118431.00,3005798.00,81457.00,3087255.00,606190.00,2481065.00,--,--,2481065.00,-11815.00,--,2469250.00,2481304.00,--,-239.00,2469491.00,--,-241.00,10.32,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,3,8462,柏文,3150739.00,2426814.00,--,--,723925.00,--,--,723925.00,597511.00,--,126414.00,-50691.00,75723.00,17078.00,58645.00,--,--,58645.00,--,--,58645.00,57645.00,--,1000.00,57645.00,--,1000.00,0.77,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,3,8463,潤泰材,3879812.00,3441091.00,--,--,438721.00,--,--,438721.00,234154.00,--,204567.00,-23912.00,180655.00,28629.00,152026.00,--,--,152026.00,-57607.00,--,94419.00,81218.00,--,70808.00,32958.00,--,61461.00,0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,3,8464,億豐,19677965.00,8777291.00,--,--,10900674.00,--,--,10900674.00,5964057.00,--,4936617.00,684719.00,5621336.00,1454222.00,4167114.00,--,--,4167114.00,687085.00,--,4854199.00,4069198.00,--,97916.00,4748850.00,--,105349.00,13.88,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,3,8466,美吉吉-KY,2038741.00,1723667.00,--,--,315074.00,--,--,315074.00,328402.00,--,-13328.00,48795.00,35467.00,87778.00,-52311.00,--,--,-52311.00,69579.00,--,17268.00,-25740.00,--,-26571.00,43193.00,--,-25925.00,-0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,3,8467,波力-KY,1493082.00,923287.00,--,--,569795.00,--,--,569795.00,269006.00,--,300789.00,32047.00,332836.00,44793.00,288043.00,--,--,288043.00,-57367.00,--,230676.00,289161.00,--,-1118.00,231801.00,--,-1125.00,5.79,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,3,8473,山林水,2830429.00,2355390.00,--,--,475039.00,--,--,475039.00,155020.00,--,320019.00,-135525.00,184494.00,91101.00,93393.00,--,--,93393.00,47431.00,--,140824.00,3901.00,--,89492.00,52368.00,--,88456.00,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,3,8476,台境*,1269789.00,733333.00,--,--,536456.00,--,--,536456.00,100349.00,--,436107.00,-8585.00,427522.00,65944.00,361578.00,--,--,361578.00,917.00,--,362495.00,357220.00,--,4358.00,358137.00,--,4358.00,4.43,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,3,8478,東哥遊艇,4688046.00,2453116.00,--,--,2234930.00,--,--,2234930.00,588361.00,--,1646569.00,12019.00,1658588.00,117245.00,1541343.00,--,--,1541343.00,284113.00,--,1825456.00,1541343.00,--,--,1825456.00,--,--,17.52,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,3,8481,政伸,748847.00,418868.00,--,--,329979.00,--,--,329979.00,213225.00,--,116754.00,25234.00,141988.00,25860.00,116128.00,--,--,116128.00,23447.00,--,139575.00,116128.00,--,--,139575.00,--,--,1.74,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,3,8482,商億-KY,2747022.00,1685913.00,--,--,1061109.00,--,--,1061109.00,660571.00,--,400538.00,-4534.00,396004.00,75521.00,320483.00,--,--,320483.00,119513.00,--,439996.00,328936.00,--,-8453.00,445454.00,--,-5458.00,3.06,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,3,8487,愛爾達-創,707542.00,466690.00,--,--,240852.00,--,--,240852.00,123771.00,--,117081.00,2885.00,119966.00,25669.00,94297.00,--,--,94297.00,--,--,94297.00,--,--,--,--,--,--,4.28,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,3,8488,吉源-KY,2811988.00,2645224.00,--,--,166764.00,--,--,166764.00,166043.00,--,721.00,-54652.00,-53931.00,25306.00,-79237.00,--,--,-79237.00,46176.00,--,-33061.00,-79237.00,--,--,-33061.00,--,--,-1.17,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,3,8499,鼎炫-KY,1379727.00,815742.00,--,--,563985.00,--,--,563985.00,270186.00,--,293799.00,266396.00,560195.00,103757.00,456438.00,--,--,456438.00,186155.00,--,642593.00,341690.00,--,114748.00,476097.00,--,166496.00,6.93,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,3,8926,台汽電,3935248.00,3513037.00,--,--,422211.00,--,-29178.00,393033.00,425182.00,--,-32149.00,1143762.00,1111613.00,50694.00,1060919.00,--,--,1060919.00,14937.00,--,1075856.00,1061446.00,--,-527.00,1076383.00,--,-527.00,1.58,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,3,8940,新天地,1021319.00,498077.00,--,--,523242.00,--,--,523242.00,449806.00,409.00,73845.00,-5322.00,68523.00,20560.00,47963.00,--,--,47963.00,--,--,47963.00,47656.00,--,307.00,47656.00,--,307.00,0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,3,8996,高力,3426046.00,2409867.00,--,--,1016179.00,--,--,1016179.00,377981.00,--,638198.00,48783.00,686981.00,146582.00,540399.00,--,--,540399.00,-15458.00,--,524941.00,540399.00,--,--,524941.00,--,--,6.05,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,3,9802,鈺齊-KY,13212640.00,10671105.00,--,--,2541535.00,--,--,2541535.00,1050681.00,--,1490854.00,364243.00,1855097.00,421085.00,1434012.00,--,--,1434012.00,192836.00,--,1626848.00,1434012.00,--,0.00,1626848.00,--,0.00,7.54,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,112,3,9902,台火,103229.00,96415.00,--,--,6814.00,--,--,6814.00,19716.00,--,-12902.00,32993.00,20091.00,107.00,19984.00,--,--,19984.00,--,--,19984.00,19876.00,--,108.00,19876.00,--,108.00,0.20,,,,,,,,,,,,,,,,,,,,,,,,,,,
