出表日期,年度,季別,公司代號,公司名稱,流動資產,非流動資產,資產總計,流動負債,非流動負債,負債總計,股本,權益─具證券性質之虛擬通貨,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總計,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值,權益－具證券性質之虛擬通貨,保留盈餘（或累積虧損）,歸屬於母公司業主權益合計,母公司暨子公司持有之母公司庫藏股股數（單位：股）,現金及約當現金,應收款項,本期所得稅資產,待出售資產,待分配予業主之資產（或處分群組）,投資,再保險合約資產,不動產及設備,使用權資產,無形資產,遞延所得稅資產,其他資產,分離帳戶保險商品資產,短期債務,應付款項,本期所得稅負債,與待出售資產直接相關之負債,透過損益按公允價值衡量之金融負債,避險之衍生金融負債,應付債券,特別股負債,其他金融負債,租賃負債,保險負債,具金融商品性質之保險契約準備,外匯價格變動準備,負債準備,遞延所得稅負債,其他負債,分離帳戶保險商品負債,存放央行及拆借銀行同業,透過損益按公允價值衡量之金融資產,透過其他綜合損益按公允價值衡量之金融資產,按攤銷後成本衡量之債務工具投資,避險之衍生金融資產淨額,附賣回票券及債券投資淨額,應收款項－淨額,當期所得稅資產,待出售資產－淨額,待分配予業主之資產－淨額,貼現及放款－淨額,採用權益法之投資－淨額,受限制資產－淨額,其他金融資產－淨額,不動產及設備－淨額,使用權資產－淨額,投資性不動產投資－淨額,無形資產－淨額,其他資產－淨額,資產總額,央行及銀行同業存款,央行及同業融資,避險之衍生金融負債－淨額,附買回票券及債券負債,當期所得稅負債,存款及匯款,應付金融債券,應付公司債,負債總額,權益總額,存放央行及拆借金融同業,避險之衍生金融資產,附賣回票券及債券投資,Unnamed: 15,再保險合約資產－淨額,投資性不動產－淨額,央行及金融同業存款,應付商業本票－淨額,其他借款,歸屬於母公司業主之權益
114/10/28,114,2,2718,全心投控,5456710.00,2298819.00,7755529.00,1827857.00,207522.00,2035379.00,875760.00,--,726659.00,4150305.00,-12818.00,-19756.00,5720150.00,--,--,--,5720150.00,--,0.00,379000.00,65.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,2,2719,燦星旅,711060.00,403245.00,1114305.00,331460.00,88823.00,420283.00,689695.00,--,13178.00,-8851.00,--,--,694022.00,--,--,--,694022.00,0.00,0.00,0.00,10.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,2,2724,藝舍-KY,470707.00,54807.00,525514.00,41613.00,20413.00,62026.00,596564.00,--,--,-133377.00,-9472.00,--,453715.00,--,--,9773.00,463488.00,0.00,0.00,0.00,7.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,2,2726,雅茗-KY,248231.00,440367.00,688598.00,214245.00,172355.00,386600.00,279225.00,--,39083.00,55611.00,-73065.00,-15512.00,285342.00,--,--,16656.00,301998.00,--,0.00,233000.00,10.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,2,2729,瓦城,1286655.00,4412943.00,5699598.00,2179167.00,1188805.00,3367972.00,434138.00,--,1450565.00,629817.00,-38732.00,-169595.00,2306193.00,--,--,25433.00,2331626.00,0.00,0.00,780000.00,59.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,2,2732,六角,1940424.00,3397553.00,5337977.00,2124700.00,1109608.00,3234308.00,465186.00,--,1214967.00,265162.00,-53009.00,-177744.00,1714562.00,--,--,389107.00,2103669.00,--,0.00,1823000.00,38.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,2,2734,易飛網,604609.00,435976.00,1040585.00,282284.00,64901.00,347185.00,572598.00,--,274512.00,-151390.00,-4507.00,--,691213.00,--,--,2187.00,693400.00,--,0.00,0.00,12.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,2,2736,富野,508207.00,2060836.00,2569043.00,361568.00,673768.00,1035336.00,799721.00,--,663059.00,90107.00,-70992.00,--,1481895.00,--,--,51812.00,1533707.00,0.00,20000000.00,0.00,18.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,2,2740,天蔥,90891.00,42648.00,133539.00,29827.00,15829.00,45656.00,139520.00,--,272791.00,-324640.00,212.00,--,87883.00,--,--,--,87883.00,0.00,0.00,0.00,6.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,2,2743,山富,2036100.00,825897.00,2861997.00,1737422.00,33482.00,1770904.00,468152.00,--,192090.00,430851.00,--,0.00,1091093.00,--,--,--,1091093.00,--,0.00,0.00,30.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,2,2745,五福,2460053.00,200927.00,2660980.00,1803370.00,46859.00,1850229.00,338085.00,--,95943.00,376723.00,--,--,810751.00,--,--,--,810751.00,--,0.00,0.00,23.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,2,2751,王座,399646.00,750844.00,1150490.00,363163.00,344747.00,707910.00,196928.00,--,162466.00,49870.00,-308.00,--,408956.00,--,--,33624.00,442580.00,--,73500.00,0.00,20.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,2,2752,豆府,1026717.00,1098561.00,2125278.00,536605.00,403704.00,940309.00,266939.00,--,483986.00,421277.00,-4348.00,--,1167854.00,--,--,17115.00,1184969.00,--,0.00,0.00,43.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,2,2754,亞洲藏壽司,768339.00,4290159.00,5058498.00,1178545.00,2212214.00,3390759.00,468676.00,--,583079.00,617966.00,-1982.00,--,1667739.00,--,--,--,1667739.00,--,6000.00,0.00,35.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,2,2755,揚秦,838814.00,1143240.00,1982054.00,586393.00,524242.00,1110635.00,364293.00,--,192269.00,316229.00,-1372.00,--,871419.00,--,--,--,871419.00,--,261305.00,0.00,28.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,2,2756,聯發國際,640622.00,540280.00,1180902.00,226874.00,442136.00,669010.00,245976.00,--,178622.00,118581.00,-10559.00,-20728.00,511892.00,--,--,--,511892.00,--,0.00,252000.00,21.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,2,2916,滿心,1360941.00,655383.00,2016324.00,448555.00,64909.00,513464.00,646269.00,--,463666.00,412482.00,-19557.00,--,--,--,--,--,1502860.00,0.00,0.00,0.00,23.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,2,2924,宏太-KY,796933.00,42836.00,839769.00,329829.00,1049.00,330878.00,520359.00,--,207394.00,-216789.00,-2073.00,--,508891.00,--,--,--,508891.00,--,0.00,0.00,9.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,2,2926,誠品生活,4217238.00,11815141.00,16032379.00,4958437.00,10500006.00,15458443.00,473897.00,--,79121.00,12645.00,1439.00,--,567102.00,--,--,6834.00,573936.00,0.00,0.00,0.00,11.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,2,2937,集雅社,1980886.00,816916.00,2797802.00,1748196.00,37842.00,1786038.00,435420.00,--,136138.00,440206.00,--,--,1011764.00,--,--,--,1011764.00,0.00,0.00,0.00,25.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,2,2941,米斯特,471745.00,195347.00,667092.00,255514.00,66481.00,321995.00,153900.00,--,151372.00,40235.00,-410.00,--,--,--,--,--,345097.00,0.00,0.00,0.00,22.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,2,2947,振宇五金,827208.00,2118381.00,2945589.00,737919.00,1423095.00,2161014.00,211955.00,--,314443.00,258177.00,--,--,784575.00,--,--,--,784575.00,0.00,0.00,0.00,40.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,2,2948,寶陞,1654342.00,391839.00,2046181.00,848699.00,264746.00,1113445.00,310000.00,--,400597.00,259932.00,-37793.00,--,932736.00,--,--,--,932736.00,--,0.00,0.00,31.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,2,2949,欣新網,2210442.00,307508.00,2517950.00,1125361.00,223728.00,1349089.00,306411.00,--,452617.00,321111.00,-1968.00,-46618.00,1031553.00,--,--,137308.00,1168861.00,--,0.00,500000.00,41.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,2,3064,泰偉,77487.00,255511.00,332998.00,78313.00,170836.00,249149.00,130115.00,--,774.00,-57735.00,6504.00,--,79658.00,--,--,4191.00,83849.00,--,0.00,0.00,6.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,2,3066,李洲,614459.00,1059677.00,1674136.00,478766.00,97659.00,576425.00,830706.00,--,32689.00,-181565.00,372380.00,--,1054210.00,--,--,43501.00,1097711.00,--,0.00,0.00,12.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,2,3067,全域,89640.00,221923.00,311563.00,11294.00,53046.00,64340.00,200000.00,--,18210.00,29013.00,0.00,--,247223.00,--,--,--,247223.00,--,0.00,0.00,12.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,2,3071,協禧,2478773.00,1227813.00,3706586.00,1668567.00,314094.00,1982661.00,1100000.00,--,60579.00,385768.00,-209958.00,--,1336389.00,--,--,387536.00,1723925.00,0.00,0.00,0.00,12.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,2,3073,天方能源,232380.00,1638577.00,1870957.00,337124.00,816266.00,1153390.00,395111.00,--,301191.00,39442.00,-19167.00,--,716577.00,--,--,990.00,717567.00,--,0.00,0.00,19.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,2,3078,僑威,9400322.00,2083740.00,11484062.00,4508235.00,558214.00,5066449.00,2273911.00,--,214554.00,4312651.00,-383503.00,--,6417613.00,--,--,--,6417613.00,--,0.00,0.00,28.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,2,3081,聯亞,2408946.00,2121453.00,4530399.00,357939.00,290607.00,648546.00,925214.00,--,1799985.00,1198638.00,-41984.00,--,--,--,--,--,3881853.00,--,0.00,0.00,41.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,2,3083,網龍,702667.00,670737.00,1373404.00,98868.00,21686.00,120554.00,864869.00,--,359068.00,-6199.00,4687.00,--,1222425.00,--,--,30425.00,1252850.00,0.00,0.00,0.00,14.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,2,3085,新零售,366148.00,155735.00,521883.00,84881.00,14123.00,99004.00,690193.00,--,0.00,-267665.00,351.00,--,422879.00,--,--,0.00,422879.00,--,0.00,0.00,6.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,2,3086,華義,246285.00,115860.00,362145.00,32948.00,2821.00,35769.00,272710.00,--,29199.00,20496.00,-9.00,--,322396.00,--,--,3980.00,326376.00,--,0.00,0.00,12.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,2,3088,艾訊,4323300.00,2790022.00,7113322.00,1614661.00,817028.00,2431689.00,1118607.00,--,1084792.00,2465603.00,-35459.00,--,4633543.00,--,--,48090.00,4681633.00,0.00,490988.00,0.00,43.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,2,3093,港建*,1341941.00,388779.00,1730720.00,735794.00,7761.00,743555.00,362888.00,--,44670.00,633799.00,-54192.00,--,987165.00,--,--,0.00,987165.00,--,0.00,0.00,6.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,2,3095,及成,363942.00,574421.00,938363.00,228499.00,580983.00,809482.00,146800.00,--,77843.00,-93060.00,-2702.00,--,128881.00,--,--,--,128881.00,0.00,0.00,0.00,8.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,2,3105,穩懋,12226435.00,48905072.00,61131507.00,5385545.00,18414032.00,23799577.00,4239404.00,--,9971448.00,17174978.00,5146327.00,--,36532157.00,--,--,799773.00,37331930.00,--,0.00,0.00,86.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,2,3114,好德,1981438.00,424444.00,2405882.00,981992.00,14572.00,996564.00,651298.00,--,52062.00,596603.00,109355.00,--,1409318.00,--,--,--,1409318.00,--,0.00,0.00,21.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,2,3115,富榮綱,420020.00,6651.00,426671.00,28140.00,0.00,28140.00,571976.00,--,--,-166136.00,-7309.00,--,398531.00,--,--,--,398531.00,--,0.00,0.00,6.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,2,3118,進階,491853.00,357670.00,849523.00,301199.00,12344.00,313543.00,324529.00,0.00,56048.00,155403.00,0.00,--,--,0.00,0.00,--,535980.00,0.00,0.00,0.00,16.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,2,3122,笙泉,430477.00,212522.00,642999.00,251048.00,2251.00,253299.00,407648.00,--,26499.00,-42238.00,-2209.00,--,389700.00,--,--,--,389700.00,--,0.00,0.00,9.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,2,3128,昇銳,972045.00,1071263.00,2043308.00,959898.00,368197.00,1328095.00,462000.00,--,115510.00,119518.00,--,0.00,697028.00,--,--,18185.00,715213.00,--,0.00,0.00,16.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,2,3131,弘塑,8414849.00,3184477.00,11599326.00,5751304.00,1483391.00,7234695.00,292160.00,--,1625605.00,2272857.00,140960.00,0.00,4331582.00,--,--,33049.00,4364631.00,0.00,0.00,0.00,148.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,2,3141,晶宏,2151208.00,1749811.00,3901019.00,1165149.00,219796.00,1384945.00,752023.00,--,405673.00,1250088.00,62251.00,-66039.00,2403996.00,--,--,112078.00,2516074.00,--,3100.00,1198000.00,32.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,2,3147,大綜,3371925.00,570979.00,3942904.00,2432443.00,5892.00,2438335.00,436868.00,--,237150.00,844209.00,-13658.00,--,1504569.00,--,--,--,1504569.00,0.00,0.00,0.00,38.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,2,3152,璟德,2790224.00,2023725.00,4813949.00,930221.00,15318.00,945539.00,690162.00,--,573532.00,2604716.00,0.00,--,--,--,--,--,3868410.00,--,0.00,0.00,56.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,2,3162,精確,4833264.00,3862972.00,8696236.00,5500484.00,436618.00,5937102.00,1303793.00,--,1287451.00,215345.00,-48405.00,-4427.00,2753757.00,--,--,5377.00,2759134.00,0.00,0.00,95000.00,21.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,2,3163,波若威,3018785.00,549388.00,3568173.00,838086.00,161343.00,999429.00,805407.00,--,601382.00,1258584.00,-96629.00,--,2568744.00,--,--,--,2568744.00,0.00,0.00,0.00,31.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,2,3169,亞信,1927111.00,138997.00,2066108.00,359414.00,9981.00,369395.00,631070.00,--,476518.00,615122.00,-25997.00,--,1696713.00,--,--,--,1696713.00,--,0.00,0.00,26.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,2,3171,炎洲流通,854993.00,478675.00,1333668.00,650400.00,11870.00,662270.00,353726.00,--,174658.00,230401.00,-14531.00,-72856.00,671398.00,--,--,--,671398.00,--,0.00,2254500.00,20.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,2,3176,基亞,3614562.00,2892079.00,6506641.00,816080.00,715957.00,1532037.00,1393068.00,--,624564.00,-288233.00,-38285.00,--,1691114.00,--,--,3283490.00,4974604.00,--,0.00,0.00,12.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,2,3178,公準,1016089.00,1813776.00,2829865.00,669049.00,965583.00,1634632.00,450500.00,--,171083.00,569737.00,-1532.00,--,1189788.00,--,--,5445.00,1195233.00,0.00,0.00,0.00,26.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,2,3188,鑫龍騰,10483299.00,20293.00,10503592.00,6158930.00,1790383.00,7949313.00,1863099.00,--,194008.00,497172.00,--,--,2554279.00,--,--,--,2554279.00,--,0.00,0.00,13.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,2,3191,雲嘉南,231290.00,140168.00,371458.00,42078.00,127194.00,169272.00,435974.00,--,3385.00,-229653.00,-7520.00,--,202186.00,--,--,--,202186.00,--,0.00,0.00,4.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,2,3205,佰研,884230.00,260545.00,1144775.00,81166.00,5430.00,86596.00,675456.00,--,370412.00,-31426.00,40597.00,--,1055039.00,--,--,3140.00,1058179.00,--,0.00,0.00,15.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,2,3206,志豐,2599338.00,497998.00,3097336.00,1396359.00,148143.00,1544502.00,589167.00,--,198250.00,701668.00,-98618.00,0.00,1390467.00,--,--,162367.00,1552834.00,0.00,0.00,0.00,23.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,2,3207,耀勝,2872673.00,2436636.00,5309309.00,1933932.00,207127.00,2141059.00,664222.00,0.00,912961.00,78486.00,116571.00,-15310.00,1756930.00,0.00,--,1411320.00,3168250.00,--,0.00,208000.00,26.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,2,3211,順達,11410876.00,5284477.00,16695353.00,7000414.00,898324.00,7898738.00,1525860.00,--,2403041.00,5765682.00,-897968.00,--,8796615.00,--,--,0.00,8796615.00,--,0.00,0.00,57.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,2,3213,茂訊,4591961.00,601287.00,5193248.00,1021979.00,334385.00,1356364.00,586855.00,--,74381.00,2285256.00,867479.00,--,3813971.00,--,--,22913.00,3836884.00,0.00,0.00,0.00,64.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,2,3217,優群,3807268.00,2062025.00,5869293.00,1815663.00,83140.00,1898803.00,901042.00,--,848379.00,1589156.00,651419.00,-19506.00,3970490.00,--,--,--,3970490.00,0.00,0.00,133000.00,44.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,2,3218,大學光,2708952.00,2977355.00,5686307.00,1292162.00,901573.00,2193735.00,847249.00,--,381924.00,2158054.00,-29390.00,--,3357837.00,--,--,134735.00,3492572.00,--,0.00,0.00,39.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,2,3219,倚強科,1629460.00,797834.00,2427294.00,665791.00,201117.00,866908.00,711039.00,--,188453.00,414805.00,-25453.00,--,1288844.00,--,--,271542.00,1560386.00,--,0.00,0.00,18.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,2,3221,台嘉碩,1770808.00,1151951.00,2922759.00,682414.00,216646.00,899060.00,1038923.00,--,724111.00,575669.00,-349488.00,--,1989215.00,--,--,34484.00,2023699.00,0.00,0.00,0.00,19.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,2,3224,三顧,1755032.00,1294988.00,3050020.00,542924.00,82043.00,624967.00,681726.00,--,679402.00,-290410.00,-24761.00,-1864.00,1044093.00,--,--,1380960.00,2425053.00,0.00,0.00,40000.00,15.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,2,3226,龍鋒,1357874.00,1276032.00,2633906.00,784051.00,5192.00,789243.00,644306.00,--,14894.00,1189413.00,-3950.00,--,--,--,--,--,1844663.00,--,0.00,0.00,28.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,2,3227,原相,9263771.00,5531930.00,14795701.00,3595015.00,430458.00,4025473.00,1492319.00,--,3333499.00,5475158.00,419800.00,--,10720776.00,--,--,49452.00,10770228.00,--,0.00,0.00,71.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,2,3228,金麗科,281626.00,490241.00,771867.00,192652.00,4561.00,197213.00,703065.00,--,85309.00,-190776.00,-22944.00,--,--,--,--,--,574654.00,0.00,0.00,0.00,8.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,2,3230,錦明,815584.00,527598.00,1343182.00,244969.00,77964.00,322933.00,860109.00,0.00,337403.00,-50533.00,-113609.00,-13121.00,1020249.00,0.00,--,0.00,1020249.00,0.00,0.00,400000.00,11.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,2,3232,昱捷,807542.00,289801.00,1097343.00,303882.00,126495.00,430377.00,465679.00,--,173855.00,26199.00,1233.00,--,666966.00,--,--,--,666966.00,0.00,0.00,0.00,14.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
