出表日期,年度,季別,公司代號,公司名稱,流動資產,非流動資產,資產總計,流動負債,非流動負債,負債總計,股本,權益─具證券性質之虛擬通貨,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總計,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值,權益－具證券性質之虛擬通貨,保留盈餘（或累積虧損）,歸屬於母公司業主權益合計,母公司暨子公司持有之母公司庫藏股股數（單位：股）,現金及約當現金,應收款項,本期所得稅資產,待出售資產,待分配予業主之資產（或處分群組）,投資,再保險合約資產,不動產及設備,使用權資產,無形資產,遞延所得稅資產,其他資產,分離帳戶保險商品資產,短期債務,應付款項,本期所得稅負債,與待出售資產直接相關之負債,透過損益按公允價值衡量之金融負債,避險之衍生金融負債,應付債券,特別股負債,其他金融負債,租賃負債,保險負債,具金融商品性質之保險契約準備,外匯價格變動準備,負債準備,遞延所得稅負債,其他負債,分離帳戶保險商品負債,存放央行及拆借銀行同業,透過損益按公允價值衡量之金融資產,透過其他綜合損益按公允價值衡量之金融資產,按攤銷後成本衡量之債務工具投資,避險之衍生金融資產淨額,附賣回票券及債券投資淨額,應收款項－淨額,當期所得稅資產,待出售資產－淨額,待分配予業主之資產－淨額,貼現及放款－淨額,採用權益法之投資－淨額,受限制資產－淨額,其他金融資產－淨額,不動產及設備－淨額,使用權資產－淨額,投資性不動產投資－淨額,無形資產－淨額,其他資產－淨額,資產總額,央行及銀行同業存款,央行及同業融資,避險之衍生金融負債－淨額,附買回票券及債券負債,當期所得稅負債,存款及匯款,應付金融債券,應付公司債,負債總額,權益總額,存放央行及拆借金融同業,避險之衍生金融資產,附賣回票券及債券投資,Unnamed: 15,再保險合約資產－淨額,投資性不動產－淨額,央行及金融同業存款,應付商業本票－淨額,其他借款,歸屬於母公司業主之權益
114/10/28,114,2,1452,宏益,2027538.00,872576.00,2900114.00,157482.00,45937.00,203419.00,1326414.00,--,156172.00,951937.00,262172.00,--,2696695.00,--,--,--,2696695.00,--,0.00,0.00,20.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,2,1453,大將,2537946.00,188189.00,2726135.00,1129564.00,159085.00,1288649.00,1132431.00,--,2762.00,288920.00,--,--,1424113.00,--,--,13373.00,1437486.00,--,0.00,0.00,12.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,2,1454,台富,1037150.00,1014556.00,2051706.00,586913.00,12644.00,599557.00,1298338.00,--,68611.00,154591.00,7615.00,-77032.00,1452123.00,--,--,26.00,1452149.00,--,0.00,7714103.00,11.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,2,1455,集盛,3153494.00,6757422.00,9910916.00,1509609.00,2424983.00,3934592.00,5316884.00,--,346546.00,274490.00,38404.00,--,5976324.00,--,--,--,5976324.00,--,0.00,0.00,11.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,2,1456,怡華,10038803.00,2656300.00,12695103.00,8134702.00,2995453.00,11130155.00,937200.00,--,18377.00,609371.00,--,--,1564948.00,--,--,--,1564948.00,0.00,0.00,0.00,16.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,2,1457,宜進,2071654.00,15076345.00,17147999.00,1883526.00,6656364.00,8539890.00,3167300.00,--,523799.00,1871765.00,-45364.00,-349848.00,5167652.00,--,--,3440457.00,8608109.00,0.00,0.00,83211323.00,22.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,2,1459,聯發,1998950.00,2763052.00,4762002.00,1331655.00,278945.00,1610600.00,3586289.00,--,297733.00,126744.00,-334996.00,-528645.00,3147125.00,--,--,4277.00,3151402.00,--,0.00,41144531.00,9.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,2,1460,宏遠,5478322.00,5420310.00,10898632.00,4406215.00,1082530.00,5488745.00,6946434.00,--,115943.00,-1022165.00,-297494.00,-332836.00,5409882.00,--,--,5.00,5409887.00,--,0.00,20177533.00,8.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,2,1463,強盛新,2257301.00,1211170.00,3468471.00,649816.00,109999.00,759815.00,1732684.00,--,411010.00,464548.00,-1610.00,-22714.00,2583918.00,--,--,124738.00,2708656.00,0.00,0.00,1676795.00,15.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,2,1464,得力,8958748.00,8288171.00,17246919.00,8239642.00,3579945.00,11819587.00,4255757.00,--,637677.00,666936.00,-858440.00,-27348.00,4674582.00,--,--,752750.00,5427332.00,--,0.00,2441239.00,11.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,2,1465,偉全,864894.00,886265.00,1751159.00,174994.00,43479.00,218473.00,1036073.00,--,300311.00,210817.00,-14515.00,--,--,--,--,--,1532686.00,--,0.00,0.00,14.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,2,1466,聚隆,1456784.00,2034472.00,3491256.00,351638.00,1655378.00,2007016.00,1111573.00,--,466220.00,-114426.00,-12027.00,0.00,1451340.00,0.00,--,32900.00,1484240.00,--,0.00,0.00,13.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,2,1467,南緯,3584116.00,4581918.00,8166034.00,3381025.00,2167054.00,5548079.00,2336247.00,--,253184.00,18078.00,-41048.00,-26145.00,2540316.00,--,--,77639.00,2617955.00,0.00,0.00,2950000.00,11.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,2,1468,昶和,1687161.00,1207328.00,2894489.00,1130163.00,412553.00,1542716.00,1604053.00,--,26753.00,-397396.00,42252.00,--,1275662.00,--,--,76111.00,1351773.00,--,0.00,0.00,7.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,2,1470,大統新創,648891.00,549685.00,1198576.00,237015.00,7654.00,244669.00,857670.00,--,7317.00,87710.00,1210.00,--,953907.00,--,--,--,953907.00,--,0.00,0.00,11.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,2,1471,首利,1345493.00,306989.00,1652482.00,102459.00,37477.00,139936.00,1504145.00,--,0.00,-156094.00,84489.00,--,1432540.00,--,--,80006.00,1512546.00,0.00,0.00,0.00,9.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,2,1472,三洋實業,4697873.00,973073.00,5670946.00,2589899.00,931959.00,3521858.00,524881.00,--,837670.00,761949.00,24588.00,--,2149088.00,--,--,--,2149088.00,--,0.00,0.00,40.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,2,1473,台南,2969733.00,2144403.00,5114136.00,1237817.00,211782.00,1449599.00,1461535.00,--,824531.00,1559115.00,-180644.00,--,3664537.00,--,--,--,3664537.00,0.00,0.00,0.00,25.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,2,1474,弘裕,2094309.00,1580104.00,3674413.00,977116.00,656186.00,1633302.00,1298970.00,--,66368.00,816097.00,-172991.00,--,2008444.00,--,--,32667.00,2041111.00,0.00,0.00,0.00,15.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,2,1475,業旺,1888289.00,210958.00,2099247.00,591125.00,145867.00,736992.00,660168.00,--,194851.00,507236.00,--,--,1362255.00,--,--,--,1362255.00,0.00,0.00,0.00,20.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,2,1476,儒鴻,22739057.00,13547769.00,36286826.00,10298101.00,172348.00,10470449.00,2743671.00,--,3769803.00,19697250.00,-394347.00,--,25816377.00,--,--,--,25816377.00,--,0.00,0.00,94.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,2,1477,聚陽,14973272.00,6974718.00,21947990.00,7944304.00,474450.00,8418754.00,2466937.00,--,6166333.00,5101454.00,-309437.00,--,13425287.00,--,--,103949.00,13529236.00,0.00,0.00,0.00,54.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,2,1503,士電,26927224.00,32150285.00,59077509.00,19703559.00,2466664.00,22170223.00,5209722.00,--,2797585.00,21755567.00,6351146.00,--,36114020.00,--,--,793266.00,36907286.00,--,0.00,0.00,69.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,2,1504,東元,57357042.00,65439568.00,122796610.00,32461233.00,15319476.00,47780709.00,21387966.00,--,9672510.00,33345830.00,5243966.00,-760722.00,68889550.00,--,--,6126351.00,75015901.00,0.00,0.00,34513022.00,32.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,2,1506,正道,906042.00,2283040.00,3189082.00,303874.00,85708.00,389582.00,3003885.00,--,424736.00,-521705.00,-177861.00,--,2729055.00,--,--,70445.00,2799500.00,--,0.00,0.00,9.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,2,1512,瑞利,954810.00,1635731.00,2590541.00,340325.00,1651448.00,1991773.00,981835.00,--,--,-899207.00,516140.00,--,598768.00,--,--,--,598768.00,0.00,0.00,0.00,6.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,2,1513,中興電,22949886.00,25292360.00,48242246.00,18942742.00,10469011.00,29411753.00,5031125.00,--,3062788.00,7220016.00,3439754.00,-116880.00,18636803.00,--,--,193690.00,18830493.00,--,0.00,9038676.00,37.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,2,1514,亞力,10067333.00,2835157.00,12902490.00,5652269.00,1435518.00,7087787.00,2731085.00,--,1109889.00,1985524.00,-44756.00,-30866.00,5750876.00,--,--,63827.00,5814703.00,0.00,0.00,2194671.00,21.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,2,1515,力山,3245679.00,4090614.00,7336293.00,3440923.00,232172.00,3673095.00,1814735.00,--,586.00,2021936.00,-199879.00,--,3637378.00,--,--,25820.00,3663198.00,0.00,0.00,0.00,20.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,2,1516,川飛,145394.00,64943.00,210337.00,9236.00,--,9236.00,400082.00,--,20185.00,-213144.00,-6022.00,--,--,--,--,--,201101.00,--,0.00,0.00,5.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,2,1517,利奇,2884022.00,1404002.00,4288024.00,580807.00,177054.00,757861.00,2233000.00,--,70258.00,1210691.00,-111152.00,0.00,3402797.00,--,--,127366.00,3530163.00,--,0.00,0.00,15.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,2,1519,華城,20351890.00,4302980.00,24654870.00,14041682.00,2831215.00,16872897.00,3158808.00,--,87021.00,4669139.00,-240132.00,--,7674836.00,--,--,107137.00,7781973.00,--,0.00,0.00,26.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,2,1521,大億,1917824.00,980761.00,2898585.00,972490.00,117125.00,1089615.00,762300.00,--,61412.00,985258.00,0.00,--,1808970.00,--,--,--,1808970.00,0.00,0.00,0.00,23.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,2,1522,堤維西,11036848.00,16730296.00,27767144.00,9543607.00,9074023.00,18617630.00,3428979.00,--,2582680.00,3410626.00,-556741.00,-5996.00,8859548.00,--,--,289966.00,9149514.00,0.00,0.00,939707.00,25.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,2,1524,耿鼎,1621884.00,3477361.00,5099245.00,960101.00,1332566.00,2292667.00,1653104.00,--,1089.00,1142541.00,9844.00,0.00,--,0.00,0.00,--,2806578.00,0.00,0.00,0.00,16.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,2,1525,江申,2122012.00,3209545.00,5331557.00,560564.00,249265.00,809829.00,734001.00,--,1251.00,4431940.00,-645464.00,--,4521728.00,--,--,--,4521728.00,--,0.00,0.00,61.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,2,1526,日馳,1450743.00,855947.00,2306690.00,259645.00,718760.00,978405.00,600000.00,--,95120.00,643916.00,-10751.00,--,1328285.00,--,--,--,1328285.00,--,0.00,0.00,22.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,2,1527,鑽全,4250261.00,1299811.00,5550072.00,911069.00,12460.00,923529.00,1385706.00,--,26932.00,3223039.00,-9134.00,--,--,--,--,--,4626543.00,--,0.00,0.00,33.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,2,1528,恩德,3394758.00,1917285.00,5312043.00,2521032.00,662133.00,3183165.00,1913310.00,--,199461.00,68083.00,-98482.00,--,2082372.00,--,--,46506.00,2128878.00,--,0.00,0.00,10.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,2,1529,樂事綠能,868588.00,2616593.00,3485181.00,622455.00,996402.00,1618857.00,1550951.00,--,63962.00,187757.00,-2552.00,0.00,1800118.00,0.00,--,66206.00,1866324.00,--,0.00,0.00,11.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,2,1530,亞崴,3399816.00,2459573.00,5859389.00,2529102.00,283951.00,2813053.00,965942.00,--,95516.00,2040862.00,-73611.00,-63692.00,2965017.00,--,--,81319.00,3046336.00,2000000.00,0.00,2000000.00,32.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,2,1531,高林股,2911316.00,1245181.00,4156497.00,499690.00,236426.00,736116.00,1821081.00,--,199297.00,1635130.00,-235127.00,0.00,3420381.00,--,--,--,3420381.00,0.00,0.00,0.00,18.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,2,1532,勤美,34288276.00,18439932.00,52728208.00,25003077.00,9908862.00,34911939.00,4226043.00,--,2527961.00,7818854.00,-610326.00,-38169.00,13924363.00,--,--,3891906.00,17816269.00,0.00,0.00,1412000.00,33.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,2,1533,車王電,4571343.00,3488043.00,8059386.00,3017015.00,2544891.00,5561906.00,985475.00,--,363565.00,1045331.00,-322407.00,--,2071964.00,--,--,425516.00,2497480.00,0.00,0.00,0.00,21.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,2,1535,中宇,4601379.00,2681467.00,7282846.00,3561633.00,252532.00,3814165.00,1237426.00,--,628892.00,1816624.00,-214261.00,0.00,3468681.00,0.00,--,0.00,3468681.00,--,0.00,0.00,28.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,2,1536,和大,5896463.00,15739070.00,21635533.00,7830369.00,5705149.00,13535518.00,2795175.00,--,3922568.00,1368220.00,-100234.00,-32447.00,7953282.00,--,--,146733.00,8100015.00,--,0.00,558000.00,28.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,2,1537,廣隆,5002467.00,1052397.00,6054864.00,1750253.00,453634.00,2203887.00,820628.00,--,701478.00,2395801.00,-66930.00,--,3850977.00,--,--,--,3850977.00,0.00,0.00,0.00,46.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,2,1538,正峰,135453.00,126699.00,262152.00,64720.00,37832.00,102552.00,323000.00,--,66.00,-73815.00,-89651.00,--,159600.00,--,--,--,159600.00,0.00,0.00,0.00,4.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,2,1539,巨庭,1151096.00,1156782.00,2307878.00,553139.00,200884.00,754023.00,653700.00,--,0.00,897137.00,3018.00,--,1553855.00,--,--,0.00,1553855.00,0.00,0.00,0.00,23.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,2,1540,喬福,1372850.00,345507.00,1718357.00,317850.00,6039.00,323889.00,854736.00,--,154252.00,385480.00,--,--,--,--,--,--,1394468.00,0.00,0.00,0.00,16.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,2,1541,錩泰,2159647.00,1259801.00,3419448.00,1056517.00,441310.00,1497827.00,788000.00,--,1364.00,1154953.00,-22696.00,0.00,1921621.00,--,--,0.00,1921621.00,0.00,0.00,0.00,24.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,2,1558,伸興,6649603.00,6323034.00,12972637.00,3797971.00,1081368.00,4879339.00,665356.00,--,1890261.00,2921269.00,-503048.00,--,4973838.00,--,--,3119460.00,8093298.00,--,0.00,0.00,74.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,2,1560,中砂,5365634.00,6572513.00,11938147.00,2311962.00,2211222.00,4523184.00,1465336.00,--,1532331.00,4211123.00,-87515.00,--,7121275.00,--,--,293688.00,7414963.00,--,0.00,0.00,48.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,2,1563,巧新,10230498.00,7980800.00,18211298.00,5247834.00,4179033.00,9426867.00,2307821.00,--,2416881.00,4537160.00,-7258.00,-515173.00,8739431.00,--,--,45000.00,8784431.00,0.00,0.00,8520000.00,39.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,2,1568,倉佑,833315.00,1407292.00,2240607.00,303417.00,49265.00,352682.00,1030865.00,0.00,159517.00,618629.00,-11873.00,0.00,1797138.00,0.00,--,90787.00,1887925.00,0.00,0.00,0.00,17.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,2,1582,信錦,8984057.00,3151574.00,12135631.00,4877774.00,574389.00,5452163.00,1442686.00,--,3376992.00,2668658.00,-1129365.00,--,6358971.00,--,--,324497.00,6683468.00,--,0.00,0.00,44.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,2,1583,程泰,8867261.00,4949140.00,13816401.00,5549370.00,1712838.00,7262208.00,1104004.00,--,326299.00,3864793.00,-136662.00,-59978.00,5098456.00,--,--,1455737.00,6554193.00,1000000.00,0.00,1000000.00,47.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,2,1587,吉茂,2111988.00,1382581.00,3494569.00,1785214.00,297904.00,2083118.00,800556.00,--,546969.00,225229.00,-161303.00,0.00,1411451.00,--,--,--,1411451.00,0.00,0.00,0.00,17.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,2,1589,永冠-KY,9418613.00,16009625.00,25428238.00,10075232.00,7260580.00,17335812.00,1331359.00,--,6940472.00,1280382.00,-1806941.00,--,7745272.00,--,--,347154.00,8092426.00,--,0.00,0.00,58.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,2,1590,亞德客-KY,24831493.00,29981896.00,54813389.00,10403855.00,396063.00,10799918.00,2000000.00,--,14847244.00,30918789.00,-3758939.00,--,44007094.00,--,--,6377.00,44013471.00,--,0.00,0.00,220.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,2,1597,直得,1827903.00,2203304.00,4031207.00,770738.00,958993.00,1729731.00,892619.00,--,446121.00,1156791.00,-46485.00,-147570.00,2301476.00,--,--,--,2301476.00,0.00,0.00,2000000.00,26.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,2,1598,岱宇,3826245.00,6071652.00,9897897.00,2999655.00,2195384.00,5195039.00,1791420.00,--,2877116.00,273147.00,-232226.00,-348494.00,4360963.00,--,--,341895.00,4702858.00,0.00,0.00,8816000.00,25.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,2,1603,華電,7340844.00,4525206.00,11866050.00,3997902.00,754388.00,4752290.00,1916880.00,--,606844.00,6378476.00,367078.00,-2244172.00,7025106.00,--,--,88654.00,7113760.00,--,0.00,32841809.00,44.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,2,1604,聲寶,4426730.00,13720279.00,18147009.00,4458195.00,5312037.00,9770232.00,3842000.00,--,287570.00,5115353.00,-508426.00,-777873.00,7958624.00,--,--,418153.00,8376777.00,0.00,0.00,20431605.00,21.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,2,1605,華新,87236705.00,183287698.00,270524403.00,47066000.00,79742546.00,126808546.00,44313329.00,--,37314477.00,58053119.00,-5843555.00,--,133837370.00,--,--,9878487.00,143715857.00,--,0.00,0.00,30.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,2,1608,華榮,7986065.00,6498817.00,14484882.00,4793482.00,953429.00,5746911.00,6327735.00,--,353880.00,1899548.00,-8031.00,-968671.00,7604461.00,--,--,1133510.00,8737971.00,--,0.00,208563824.00,17.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,2,1609,大亞,25709562.00,34857432.00,60566994.00,20229830.00,21838872.00,42068702.00,7852619.00,0.00,2332952.00,5687147.00,215079.00,-12787.00,16075010.00,0.00,--,2423282.00,18498292.00,--,0.00,2283173.00,20.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114/10/28,114,2,1611,中電,1933536.00,3220285.00,5153821.00,814558.00,170170.00,984728.00,3227358.00,--,5687.00,808903.00,127145.00,--,4169093.00,--,--,--,4169093.00,--,0.00,0.00,12.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
