公司代號名稱,股東會日期,股利所屬年(季)度,股東配發-盈餘分配之現金股利(元/股),股東配發-股東配發之現金(股利)總金額(元),股東配發-盈餘轉增資配股(元/股)
1101 - 台泥,109/06/09,108年 年度,2.50000000,"     13,644,048,010",0.50000000
1101 - 台泥,109/06/09,108年 年度,2.50000000,"     13,644,048,010",0.50000000
1101B - 台泥乙特,109/06/09,108年 年度,1.75000000,"        350,000,000",0.0
1101B - 台泥乙特,109/06/09,108年 年度,1.75000000,"        350,000,000",0.0
1101 - 台泥,109/06/09,108年 年度,2.50000000,"     13,644,048,010",0.50000000
1101B - 台泥乙特,109/06/09,108年 年度,1.75000000,"        350,000,000",0.0
1101 - 台泥,109/06/09,108年 年度,2.50000000,"     13,644,048,010",0.50000000
1101B - 台泥乙特,109/06/09,108年 年度,1.75000000,"        350,000,000",0.0
1102 - 亞泥,109/06/23,108年 年度,3.00000000,"     10,084,341,594",0.0
1102 - 亞泥,109/06/23,108年 年度,3.00000000,"     10,084,341,594",0.0
1102 - 亞泥,109/06/23,108年 年度,3.00000000,"     10,084,341,594",0.0
1102 - 亞泥,109/06/23,108年 年度,3.00000000,"     10,084,341,594",0.0
1103 - 嘉泥,109/06/22,108年 年度,1.00000000,"        771,780,548",0.0
1103 - 嘉泥,109/06/22,108年 年度,1.00000000,"        771,780,548",0.0
1103 - 嘉泥,109/06/22,108年 年度,1.00000000,"        771,780,548",0.0
1103 - 嘉泥,109/06/22,108年 年度,1.00000000,"        771,780,548",0.0
1104 - 環泥,109/06/15,108年 年度,1.00000000,"        653,609,192",0.0
1104 - 環泥,109/06/15,108年 年度,1.00000000,"        653,609,192",0.0
1104 - 環泥,109/06/15,108年 年度,1.00000000,"        653,609,192",0.0
1104 - 環泥,109/06/15,108年 年度,1.00000000,"        653,609,192",0.0
1108 - 幸福,109/06/18,108年 下半年,0.15000000,"         60,710,707",0.0
1108 - 幸福,不適用,108年 上半年,0.0,                  0,0.0
1108 - 幸福,109/06/18,108年 下半年,0.15000000,"         60,710,707",0.0
1108 - 幸福,不適用,108年 上半年,0.0,                  0,0.0
1108 - 幸福,109/06/18,108年 下半年,0.15000000,"         60,710,707",0.0
1108 - 幸福,不適用,108年 上半年,0.0,                  0,0.0
1108 - 幸福,不適用,108年 上半年,0.0,                  0,0.0
1108 - 幸福,109/06/18,108年 下半年,0.15000000,"         60,710,707",0.0
1109 - 信大,109/06/23,108年 年度,1.10000000,"        376,153,655",0.0
1109 - 信大,109/06/23,108年 年度,1.10000000,"        376,153,655",0.0
1109 - 信大,109/06/23,108年 年度,1.10000000,"        376,153,655",0.0
1109 - 信大,109/06/23,108年 年度,1.10000000,"        376,153,655",0.0
1110 - 東泥,109/06/20,108年 年度,0.10000000,"         57,200,079",0.0
1110 - 東泥,109/06/20,108年 年度,0.10000000,"         57,200,079",0.0
1110 - 東泥,109/06/20,108年 年度,0.10000000,"         57,200,079",0.0
1110 - 東泥,109/06/20,108年 年度,0.10000000,"         57,200,079",0.0
1201 - 味全,不適用,108年 年度,1.33390000,"        675,037,321",0.0
1201 - 味全,不適用,108年 年度,1.33390000,"        675,037,321",0.0
1201 - 味全,不適用,108年 年度,1.33390000,"        675,037,321",0.0
1201 - 味全,不適用,108年 年度,1.33390000,"        675,037,321",0.0
1203 - 味王,109/06/23,108年 年度,1.00000000,"        240,000,000",0.0
1203 - 味王,109/06/23,108年 年度,1.00000000,"        240,000,000",0.0
1203 - 味王,109/06/23,108年 年度,1.00000000,"        240,000,000",0.0
1203 - 味王,109/06/23,108年 年度,1.00000000,"        240,000,000",0.0
1210 - 大成,不適用,108年 年度,2.20000000,"      1,820,145,990",0.0
1210 - 大成,不適用,108年 年度,2.20000000,"      1,820,145,990",0.0
1210 - 大成,不適用,108年 年度,2.20000000,"      1,820,145,990",0.0
1210 - 大成,不適用,108年 年度,2.20000000,"      1,820,145,990",0.0
1213 - 大飲,109/06/16,108年 年度,0.0,                  0,0.0
1213 - 大飲,109/06/16,108年 年度,0.0,                  0,0.0
1213 - 大飲,109/06/16,108年 年度,0.0,                  0,0.0
1213 - 大飲,109/06/16,108年 年度,0.0,                  0,0.0
1215 - 卜蜂,不適用,108年 年度,4.00000000,"      1,071,963,992",0.0
1215 - 卜蜂,不適用,108年 年度,4.00000000,"      1,071,963,992",0.0
1215 - 卜蜂,不適用,108年 年度,4.00000000,"      1,071,963,992",0.0
1215 - 卜蜂,不適用,108年 年度,4.00000000,"      1,071,963,992",0.0
1216 - 統一,109/06/24,108年 年度,2.50000000,"     14,205,038,553",0.0
1216 - 統一,109/06/24,108年 年度,2.50000000,"     14,205,038,553",0.0
1216 - 統一,109/06/24,108年 年度,2.50000000,"     14,205,038,553",0.0
1216 - 統一,109/06/24,108年 年度,2.50000000,"     14,205,038,553",0.0
1217 - 愛之味,109/06/23,108年 年度,0.0,                  0,0.0
1217 - 愛之味,109/06/23,108年 年度,0.0,                  0,0.0
1217 - 愛之味,109/06/23,108年 年度,0.0,                  0,0.0
1217 - 愛之味,109/06/23,108年 年度,0.0,                  0,0.0
1218 - 泰山,109/05/21,108年 年度,0.90000000,"        449,999,134",0.0
1218 - 泰山,109/05/21,108年 年度,0.90000000,"        449,999,134",0.0
1218 - 泰山,109/05/21,108年 年度,0.90000000,"        449,999,134",0.0
1218 - 泰山,109/05/21,108年 年度,0.90000000,"        449,999,134",0.0
1219 - 福壽,109/06/17,108年 年度,0.40000000,"        128,805,555",0.0
1219 - 福壽,109/06/17,108年 年度,0.40000000,"        128,805,555",0.0
1219 - 福壽,109/06/17,108年 年度,0.40000000,"        128,805,555",0.0
1219 - 福壽,109/06/17,108年 年度,0.40000000,"        128,805,555",0.0
1220 - 台榮,109/06/20,108年 年度,0.60000000,"        106,246,766",0.0
1220 - 台榮,109/06/20,108年 年度,0.60000000,"        106,246,766",0.0
1220 - 台榮,109/06/20,108年 年度,0.60000000,"        106,246,766",0.0
1220 - 台榮,109/06/20,108年 年度,0.60000000,"        106,246,766",0.0
1225 - 福懋油,109/06/24,108年 年度,1.30000000,"        284,313,967",0.0
1225 - 福懋油,109/06/24,108年 年度,1.30000000,"        284,313,967",0.0
1225 - 福懋油,109/06/24,108年 年度,1.30000000,"        284,313,967",0.0
1225 - 福懋油,109/06/24,108年 年度,1.30000000,"        284,313,967",0.0
1227 - 佳格,109/06/16,108年 年度,2.65000000,"      2,424,987,417",0.0
1227 - 佳格,109/06/16,108年 年度,2.65000000,"      2,424,987,417",0.0
1227 - 佳格,109/06/16,108年 年度,2.65000000,"      2,424,987,417",0.0
1227 - 佳格,109/06/16,108年 年度,2.65000000,"      2,424,987,417",0.0
1229 - 聯華,109/06/23,108年 年度,1.60000000,"      1,767,583,746",1.60000000
1229 - 聯華,109/06/23,108年 年度,1.60000000,"      1,767,583,746",1.60000000
1229 - 聯華,109/06/23,108年 年度,1.60000000,"      1,767,583,746",1.60000000
1229 - 聯華,109/06/23,108年 年度,1.60000000,"      1,767,583,746",1.60000000
1231 - 聯華食,109/06/18,108年 年度,1.60000000,"        279,352,630",0.50000000
1231 - 聯華食,109/06/18,108年 年度,1.60000000,"        279,352,630",0.50000000
1231 - 聯華食,109/06/18,108年 年度,1.60000000,"        279,352,630",0.50000000
1231 - 聯華食,109/06/18,108年 年度,1.60000000,"        279,352,630",0.50000000
1232 - 大統益,109/06/09,108年 年度,5.00000000,"        799,874,575",0.0
1232 - 大統益,109/06/09,108年 年度,5.00000000,"        799,874,575",0.0
1232 - 大統益,109/06/09,108年 年度,5.00000000,"        799,874,575",0.0
1232 - 大統益,109/06/09,108年 年度,5.00000000,"        799,874,575",0.0
1233 - 天仁,109/06/12,108年 年度,1.60000000,"        144,947,117",0.0
1233 - 天仁,109/06/12,108年 年度,1.60000000,"        144,947,117",0.0
1233 - 天仁,109/06/12,108年 年度,1.60000000,"        144,947,117",0.0
1233 - 天仁,109/06/12,108年 年度,1.60000000,"        144,947,117",0.0
1234 - 黑松,109/06/23,108年 年度,1.70000000,"        683,180,860",0.0
1234 - 黑松,109/06/23,108年 年度,1.70000000,"        683,180,860",0.0
1234 - 黑松,109/06/23,108年 年度,1.70000000,"        683,180,860",0.0
1234 - 黑松,109/06/23,108年 年度,1.70000000,"        683,180,860",0.0
1235 - 興泰,109/06/22,108年 年度,0.55000000,"         54,425,490",0.55000000
1235 - 興泰,109/06/22,108年 年度,0.55000000,"         54,425,490",0.55000000
1235 - 興泰,109/06/22,108年 年度,0.55000000,"         54,425,490",0.55000000
1235 - 興泰,109/06/22,108年 年度,0.55000000,"         54,425,490",0.55000000
1236 - 宏亞,不適用,108年 年度,0.30000000,"         32,502,753",0.0
1236 - 宏亞,不適用,108年 年度,0.30000000,"         32,502,753",0.0
1236 - 宏亞,不適用,108年 年度,0.30000000,"         32,502,753",0.0
1236 - 宏亞,不適用,108年 年度,0.30000000,"         32,502,753",0.0
1240 - 茂生農經,109/06/19,108年 年度,2.00000000,"         67,980,000",0.30000000
1240 - 茂生農經,109/06/19,108年 年度,2.00000000,"         67,980,000",0.30000000
1240 - 茂生農經,109/06/19,108年 年度,2.00000000,"         67,980,000",0.30000000
1240 - 茂生農經,109/06/19,108年 年度,2.00000000,"         67,980,000",0.30000000
1256 - 鮮活果汁-KY,109/05/28,108年 下半年,6.20000000,"        209,821,392",0.0
1256 - 鮮活果汁-KY,109/05/28,108年 下半年,6.20000000,"        209,821,392",0.0
1256 - 鮮活果汁-KY,不適用,108年 上半年,0.0,                  0,0.0
1256 - 鮮活果汁-KY,109/05/28,108年 下半年,6.20000000,"        209,821,392",0.0
1256 - 鮮活果汁-KY,不適用,108年 上半年,0.0,                  0,0.0
1256 - 鮮活果汁-KY,不適用,108年 上半年,0.0,                  0,0.0
1256 - 鮮活果汁-KY,109/05/28,108年 下半年,6.20000000,"        209,821,392",0.0
1256 - 鮮活果汁-KY,不適用,108年 上半年,0.0,                  0,0.0
1259 - 安心,109/06/03,108年 年度,3.20000000,"        103,272,000",0.0
1259 - 安心,109/06/03,108年 年度,3.20000000,"        103,272,000",0.0
1259 - 安心,109/06/03,108年 年度,3.20000000,"        103,272,000",0.0
1259 - 安心,109/06/03,108年 年度,3.20000000,"        103,272,000",0.0
1264 - 德麥,109/05/27,108年 年度,11.00000000,"        370,655,670",0.0
1264 - 德麥,109/05/27,108年 年度,11.00000000,"        370,655,670",0.0
1264 - 德麥,109/05/27,108年 年度,11.00000000,"        370,655,670",0.0
1264 - 德麥,109/05/27,108年 年度,11.00000000,"        370,655,670",0.0
1268 - 漢來美食,不適用,108年 年度,4.91800000,"        260,566,110",0.0
1268 - 漢來美食,不適用,108年 年度,4.91800000,"        260,566,110",0.0
1268 - 漢來美食,不適用,108年 年度,4.91800000,"        260,566,110",0.0
1268 - 漢來美食,不適用,108年 年度,4.91800000,"        260,566,110",0.0
1301 - 台塑,109/06/10,108年 年度,4.40000000,"     28,009,259,436",0.0
1301 - 台塑,109/06/10,108年 年度,4.40000000,"     28,009,259,436",0.0
1301 - 台塑,109/06/10,108年 年度,4.40000000,"     28,009,259,436",0.0
1301 - 台塑,109/06/10,108年 年度,4.40000000,"     28,009,259,436",0.0
1303 - 南亞,109/06/12,108年 年度,2.20000000,"     17,447,807,496",0.0
1303 - 南亞,109/06/12,108年 年度,2.20000000,"     17,447,807,496",0.0
1303 - 南亞,109/06/12,108年 年度,2.20000000,"     17,447,807,496",0.0
1303 - 南亞,109/06/12,108年 年度,2.20000000,"     17,447,807,496",0.0
1304 - 台聚,109/06/12,108年 年度,0.50000000,"        594,381,750",0.0
1304 - 台聚,109/06/12,108年 年度,0.50000000,"        594,381,750",0.0
1304 - 台聚,109/06/12,108年 年度,0.50000000,"        594,381,750",0.0
1304 - 台聚,109/06/12,108年 年度,0.50000000,"        594,381,750",0.0
1305 - 華夏,109/05/28,108年 年度,0.50000000,"        263,514,964",0.50000000
1305 - 華夏,109/05/28,108年 年度,0.50000000,"        263,514,964",0.50000000
1305 - 華夏,109/05/28,108年 年度,0.50000000,"        263,514,964",0.50000000
1305 - 華夏,109/05/28,108年 年度,0.50000000,"        263,514,964",0.50000000
1307 - 三芳,109/06/09,108年 年度,0.80000000,"        318,254,501",0.0
1307 - 三芳,109/06/09,108年 年度,0.80000000,"        318,254,501",0.0
1307 - 三芳,109/06/09,108年 年度,0.80000000,"        318,254,501",0.0
1307 - 三芳,109/06/09,108年 年度,0.80000000,"        318,254,501",0.0
1308 - 亞聚,109/06/12,108年 年度,0.60000000,"        332,629,647",0.50000000
1308 - 亞聚,109/06/12,108年 年度,0.60000000,"        332,629,647",0.50000000
1308 - 亞聚,109/06/12,108年 年度,0.60000000,"        332,629,647",0.50000000
1308 - 亞聚,109/06/12,108年 年度,0.60000000,"        332,629,647",0.50000000
1309 - 台達化,109/06/18,108年 年度,0.30000000,"        100,261,468",0.30000000
1309 - 台達化,109/06/18,108年 年度,0.30000000,"        100,261,468",0.30000000
1309 - 台達化,109/06/18,108年 年度,0.30000000,"        100,261,468",0.30000000
1309 - 台達化,109/06/18,108年 年度,0.30000000,"        100,261,468",0.30000000
1310 - 台苯,109/05/27,108年 年度,1.00000000,"        527,869,764",0.0
1310 - 台苯,109/05/27,108年 年度,1.00000000,"        527,869,764",0.0
1310 - 台苯,109/05/27,108年 年度,1.00000000,"        527,869,764",0.0
1310 - 台苯,109/05/27,108年 年度,1.00000000,"        527,869,764",0.0
1312 - 國喬,不適用,108年 年度,0.0,                  0,0.0
1312 - 國喬,不適用,108年 年度,0.0,                  0,0.0
1312A - 國喬特,109/06/12,108年 年度,0.60000000,"         12,000,000",0.0
1312 - 國喬,不適用,108年 年度,0.0,                  0,0.0
1312A - 國喬特,109/06/12,108年 年度,0.60000000,"         12,000,000",0.0
1312A - 國喬特,109/06/12,108年 年度,0.60000000,"         12,000,000",0.0
1312A - 國喬特,109/06/12,108年 年度,0.60000000,"         12,000,000",0.0
1312 - 國喬,不適用,108年 年度,0.0,                  0,0.0
1313 - 聯成,不適用,108年 年度,0.20000000,"        266,469,521",0.0
1313 - 聯成,不適用,108年 年度,0.20000000,"        266,469,521",0.0
1313 - 聯成,不適用,108年 年度,0.20000000,"        266,469,521",0.0
1313 - 聯成,不適用,108年 年度,0.20000000,"        266,469,521",0.0
1314 - 中石化,109/05/28,108年 年度,0.30000000,"        985,455,039",0.0
1314 - 中石化,109/05/28,108年 年度,0.30000000,"        985,455,039",0.0
1314 - 中石化,109/05/28,108年 年度,0.30000000,"        985,455,039",0.0
1314 - 中石化,109/05/28,108年 年度,0.30000000,"        985,455,039",0.0
1315 - 達新,不適用,108年 年度,3.65000000,"        722,700,000",0.0
1315 - 達新,不適用,108年 年度,3.65000000,"        722,700,000",0.0
1315 - 達新,不適用,108年 年度,3.65000000,"        722,700,000",0.0
1315 - 達新,不適用,108年 年度,3.65000000,"        722,700,000",0.0
1316 - 上曜,不適用,108年 下半年,0.0,                  0,0.0
1316 - 上曜,不適用,108年 下半年,0.0,                  0,0.0
1316 - 上曜,不適用,108年 上半年,0.0,                  0,0.0
1316 - 上曜,不適用,108年 下半年,0.0,                  0,0.0
1316 - 上曜,不適用,108年 上半年,0.0,                  0,0.0
1316 - 上曜,不適用,108年 上半年,0.0,                  0,0.0
1316 - 上曜,不適用,108年 下半年,0.0,                  0,0.0
1316 - 上曜,不適用,108年 上半年,0.0,                  0,0.0
1319 - 東陽,109/06/19,108年 年度,1.80000000,"      1,064,658,722",0.0
1319 - 東陽,109/06/19,108年 年度,1.80000000,"      1,064,658,722",0.0
1319 - 東陽,109/06/19,108年 年度,1.80000000,"      1,064,658,722",0.0
1319 - 東陽,109/06/19,108年 年度,1.80000000,"      1,064,658,722",0.0
1321 - 大洋,109/06/22,108年 年度,0.0,                  0,0.0
1321 - 大洋,109/06/22,108年 年度,0.0,                  0,0.0
1321 - 大洋,109/06/22,108年 年度,0.0,                  0,0.0
1321 - 大洋,109/06/22,108年 年度,0.0,                  0,0.0
1323 - 永裕,不適用,108年 年度,1.60000000,"        146,039,286",0.0
1323 - 永裕,不適用,108年 年度,1.60000000,"        146,039,286",0.0
1323 - 永裕,不適用,108年 年度,1.60000000,"        146,039,286",0.0
1323 - 永裕,不適用,108年 年度,1.60000000,"        146,039,286",0.0
1324 - 地球,109/06/11,108年 年度,0.30000000,"         22,536,565",0.0
1324 - 地球,109/06/11,108年 年度,0.30000000,"         22,536,565",0.0
1324 - 地球,109/06/11,108年 年度,0.30000000,"         22,536,565",0.0
1324 - 地球,109/06/11,108年 年度,0.30000000,"         22,536,565",0.0
1325 - 恆大,不適用,108年 年度,0.30000000,"         25,584,360",0.0
1325 - 恆大,不適用,108年 年度,0.30000000,"         25,584,360",0.0
1325 - 恆大,不適用,108年 年度,0.30000000,"         25,584,360",0.0
1325 - 恆大,不適用,108年 年度,0.30000000,"         25,584,360",0.0
1326 - 台化,109/06/05,108年 年度,3.80000000,"     22,272,507,906",0.0
1326 - 台化,109/06/05,108年 年度,3.80000000,"     22,272,507,906",0.0
1326 - 台化,109/06/05,108年 年度,3.80000000,"     22,272,507,906",0.0
1326 - 台化,109/06/05,108年 年度,3.80000000,"     22,272,507,906",0.0
1336 - 台翰,109/06/16,108年 年度,0.72000000,"         92,518,103",0.0
1336 - 台翰,109/06/16,108年 年度,0.72000000,"         92,518,103",0.0
1336 - 台翰,109/06/16,108年 年度,0.72000000,"         92,518,103",0.0
1336 - 台翰,109/06/16,108年 年度,0.72000000,"         92,518,103",0.0
1337 - 再生-KY,109/06/15,108年 年度,0.0,                  0,0.0
1337 - 再生-KY,109/06/15,108年 年度,0.0,                  0,0.0
1337 - 再生-KY,109/06/15,108年 年度,0.0,                  0,0.0
1337 - 再生-KY,109/06/15,108年 年度,0.0,                  0,0.0
1338 - 廣華-KY,109/05/29,108年 年度,3.50000000,"        293,440,000",0.0
1338 - 廣華-KY,109/05/29,108年 年度,3.50000000,"        293,440,000",0.0
1338 - 廣華-KY,109/05/29,108年 年度,3.50000000,"        293,440,000",0.0
1338 - 廣華-KY,109/05/29,108年 年度,3.50000000,"        293,440,000",0.0
1339 - 昭輝,109/05/29,108年 年度,2.00000000,"        148,247,750",0.0
1339 - 昭輝,109/05/29,108年 年度,2.00000000,"        148,247,750",0.0
1339 - 昭輝,109/05/29,108年 年度,2.00000000,"        148,247,750",0.0
1339 - 昭輝,109/05/29,108年 年度,2.00000000,"        148,247,750",0.0
1340 - 勝悅-KY,109/06/30,108年 年度,0.0,                  0,0.0
1340 - 勝悅-KY,109/06/30,108年 年度,0.0,                  0,0.0
1340 - 勝悅-KY,109/06/30,108年 年度,0.0,                  0,0.0
1340 - 勝悅-KY,109/06/30,108年 年度,0.0,                  0,0.0
1341 - 富林-KY,109/06/09,108年 年度,3.00000000,"        247,000,000",0.0
1341 - 富林-KY,109/06/09,108年 年度,3.00000000,"        247,000,000",0.0
1341 - 富林-KY,109/06/09,108年 年度,3.00000000,"        247,000,000",0.0
1341 - 富林-KY,109/06/09,108年 年度,3.00000000,"        247,000,000",0.0
1342 - 八貫,109/05/22,108年 年度,2.50000000,"        154,913,408",0.0
1342 - 八貫,109/05/22,108年 年度,2.50000000,"        154,913,408",0.0
1342 - 八貫,109/05/22,108年 年度,2.50000000,"        154,913,408",0.0
1342 - 八貫,109/05/22,108年 年度,2.50000000,"        154,913,408",0.0
1402 - 遠東新,109/06/30,108年 年度,1.50000000,"      8,029,312,841",0.0
1402 - 遠東新,109/06/30,108年 年度,1.50000000,"      8,029,312,841",0.0
1402 - 遠東新,109/06/30,108年 年度,1.50000000,"      8,029,312,841",0.0
1402 - 遠東新,109/06/30,108年 年度,1.50000000,"      8,029,312,841",0.0
1409 - 新纖,不適用,108年 年度,0.55000000,"        890,125,110",0.0
1409 - 新纖,不適用,108年 年度,0.55000000,"        890,125,110",0.0
1409 - 新纖,不適用,108年 年度,0.55000000,"        890,125,110",0.0
1409 - 新纖,不適用,108年 年度,0.55000000,"        890,125,110",0.0
1410 - 南染,109/06/18,108年 年度,1.00000000,"         63,000,000",0.0
1410 - 南染,109/06/18,108年 年度,1.00000000,"         63,000,000",0.0
1410 - 南染,109/06/18,108年 年度,1.00000000,"         63,000,000",0.0
1410 - 南染,109/06/18,108年 年度,1.00000000,"         63,000,000",0.0
1413 - 宏洲,不適用,108年 下半年,0.0,                  0,0.0
1413 - 宏洲,不適用,108年 上半年,0.0,                  0,0.0
1413 - 宏洲,不適用,108年 上半年,0.0,                  0,0.0
1413 - 宏洲,不適用,108年 下半年,0.0,                  0,0.0
1413 - 宏洲,不適用,108年 上半年,0.0,                  0,0.0
1413 - 宏洲,不適用,108年 下半年,0.0,                  0,0.0
1413 - 宏洲,不適用,108年 下半年,0.0,                  0,0.0
1413 - 宏洲,不適用,108年 上半年,0.0,                  0,0.0
1414 - 東和,109/06/12,108年 年度,0.20000000,"         44,000,000",0.0
1414 - 東和,109/06/12,108年 年度,0.20000000,"         44,000,000",0.0
1414 - 東和,109/06/12,108年 年度,0.20000000,"         44,000,000",0.0
1414 - 東和,109/06/12,108年 年度,0.20000000,"         44,000,000",0.0
1416 - 廣豐,109/05/27,108年 年度,0.0,                  0,0.0
1416 - 廣豐,109/05/27,108年 年度,0.0,                  0,0.0
1416 - 廣豐,109/05/27,108年 年度,0.0,                  0,0.0
1416 - 廣豐,109/05/27,108年 年度,0.0,                  0,0.0
1417 - 嘉裕,109/06/17,108年 年度,0.50000000,"         94,970,920",0.0
1417 - 嘉裕,109/06/17,108年 年度,0.50000000,"         94,970,920",0.0
1417 - 嘉裕,109/06/17,108年 年度,0.50000000,"         94,970,920",0.0
1417 - 嘉裕,109/06/17,108年 年度,0.50000000,"         94,970,920",0.0
1418 - 東華,109/06/17,108年 年度,0.0,                  0,0.0
1418 - 東華,109/06/17,108年 年度,0.0,                  0,0.0
1418 - 東華,109/06/17,108年 年度,0.0,                  0,0.0
1418 - 東華,109/06/17,108年 年度,0.0,                  0,0.0
1419 - 新紡,不適用,108年 年度,1.00000000,"        300,041,280",0.0
1419 - 新紡,不適用,108年 年度,1.00000000,"        300,041,280",0.0
1419 - 新紡,不適用,108年 年度,1.00000000,"        300,041,280",0.0
1419 - 新紡,不適用,108年 年度,1.00000000,"        300,041,280",0.0
1423 - 利華,109/06/17,108年 年度,0.0,"         16,608,000",0.0
1423 - 利華,109/06/17,108年 年度,0.0,"         16,608,000",0.0
1423 - 利華,109/06/17,108年 年度,0.0,"         16,608,000",0.0
1423 - 利華,109/06/17,108年 年度,0.0,"         16,608,000",0.0
1432 - 大魯閣,109/10/28,108年 年度,0.0,"        300,000,000",0.0
1432 - 大魯閣,109/10/28,108年 年度,0.0,"        300,000,000",0.0
1432 - 大魯閣,109/10/28,108年 年度,0.0,"        300,000,000",0.0
1432 - 大魯閣,109/10/28,108年 年度,0.0,"        300,000,000",0.0
1434 - 福懋,109/06/19,108年 年度,2.50000000,"      4,211,661,593",0.0
1434 - 福懋,109/06/19,108年 年度,2.50000000,"      4,211,661,593",0.0
1434 - 福懋,109/06/19,108年 年度,2.50000000,"      4,211,661,593",0.0
1434 - 福懋,109/06/19,108年 年度,2.50000000,"      4,211,661,593",0.0
1435 - 中福,109/06/22,108年 年度,0.0,                  0,0.0
1435 - 中福,109/06/22,108年 年度,0.0,                  0,0.0
1435 - 中福,109/06/22,108年 年度,0.0,                  0,0.0
1435 - 中福,109/06/22,108年 年度,0.0,                  0,0.0
1436 - 華友聯,109/06/18,108年 年度,2.50000000,"        239,085,000",0.0
1436 - 華友聯,109/06/18,108年 年度,2.50000000,"        239,085,000",0.0
1436 - 華友聯,109/06/18,108年 年度,2.50000000,"        239,085,000",0.0
1436 - 華友聯,109/06/18,108年 年度,2.50000000,"        239,085,000",0.0
1437 - 勤益控,109/06/12,108年 年度,1.10000000,"        223,708,413",0.0
1437 - 勤益控,109/06/12,108年 年度,1.10000000,"        223,708,413",0.0
1437 - 勤益控,109/06/12,108年 年度,1.10000000,"        223,708,413",0.0
1437 - 勤益控,109/06/12,108年 年度,1.10000000,"        223,708,413",0.0
1438 - 三地開發,109/06/11,108年 年度,0.0,                  0,0.0
1438 - 三地開發,109/06/11,108年 年度,0.0,                  0,0.0
1438 - 三地開發,109/06/11,108年 年度,0.0,                  0,0.0
1438 - 三地開發,109/06/11,108年 年度,0.0,                  0,0.0
1439 - 雋揚,109/06/24,108年 年度,5.00000000,"        460,000,000",0.0
1439 - 雋揚,109/06/24,108年 年度,5.00000000,"        460,000,000",0.0
1439 - 雋揚,109/06/24,108年 年度,5.00000000,"        460,000,000",0.0
1439 - 雋揚,109/06/24,108年 年度,5.00000000,"        460,000,000",0.0
1440 - 南紡,不適用,108年 年度,0.20000000,"        331,363,171",0.0
1440 - 南紡,不適用,108年 年度,0.20000000,"        331,363,171",0.0
1440 - 南紡,不適用,108年 年度,0.20000000,"        331,363,171",0.0
1440 - 南紡,不適用,108年 年度,0.20000000,"        331,363,171",0.0
1441 - 大東,109/06/15,108年 年度,0.0,                  0,0.0
1441 - 大東,109/06/15,108年 年度,0.0,                  0,0.0
1441 - 大東,109/06/15,108年 年度,0.0,                  0,0.0
1441 - 大東,109/06/15,108年 年度,0.0,                  0,0.0
1442 - 名軒,109/06/16,108年 年度,1.00000000,"        307,821,790",0.0
1442 - 名軒,109/06/16,108年 年度,1.00000000,"        307,821,790",0.0
1442 - 名軒,109/06/16,108年 年度,1.00000000,"        307,821,790",0.0
1442 - 名軒,109/06/16,108年 年度,1.00000000,"        307,821,790",0.0
1443 - 立益物流,109/06/09,108年 年度,0.0,                  0,0.0
1443 - 立益物流,109/06/09,108年 年度,0.0,                  0,0.0
1443 - 立益物流,109/06/09,108年 年度,0.0,                  0,0.0
1443 - 立益物流,109/06/09,108年 年度,0.0,                  0,0.0
1444 - 力麗,109/06/18,108年 年度,0.0,                  0,0.0
1444 - 力麗,109/06/18,108年 年度,0.0,                  0,0.0
1444 - 力麗,109/06/18,108年 年度,0.0,                  0,0.0
1444 - 力麗,109/06/18,108年 年度,0.0,                  0,0.0
1445 - 大宇,109/06/15,108年 年度,0.0,"         26,533,406",0.0
1445 - 大宇,109/06/15,108年 年度,0.0,"         26,533,406",0.0
1445 - 大宇,109/06/15,108年 年度,0.0,"         26,533,406",0.0
1445 - 大宇,109/06/15,108年 年度,0.0,"         26,533,406",0.0
1446 - 宏和,109/06/09,108年 年度,0.0,"         41,312,854",0.0
1446 - 宏和,109/06/09,108年 年度,0.0,"         41,312,854",0.0
1446 - 宏和,109/06/09,108年 年度,0.0,"         41,312,854",0.0
1446 - 宏和,109/06/09,108年 年度,0.0,"         41,312,854",0.0
1447 - 力鵬,109/06/18,108年 年度,0.0,                  0,0.0
1447 - 力鵬,109/06/18,108年 年度,0.0,                  0,0.0
1447 - 力鵬,109/06/18,108年 年度,0.0,                  0,0.0
1447 - 力鵬,109/06/18,108年 年度,0.0,                  0,0.0
1449 - 佳和,109/06/24,108年 年度,0.0,                  0,0.0
1449 - 佳和,109/06/24,108年 年度,0.0,                  0,0.0
1449 - 佳和,109/06/24,108年 年度,0.0,                  0,0.0
1449 - 佳和,109/06/24,108年 年度,0.0,                  0,0.0
1451 - 年興,109/06/16,108年 年度,0.0,                  0,0.0
1451 - 年興,109/06/16,108年 年度,0.0,                  0,0.0
1451 - 年興,109/06/16,108年 年度,0.0,                  0,0.0
1451 - 年興,109/06/16,108年 年度,0.0,                  0,0.0
1452 - 宏益,109/06/12,108年 年度,1.20000000,"        159,169,680",0.0
1452 - 宏益,109/06/12,108年 年度,1.20000000,"        159,169,680",0.0
1452 - 宏益,109/06/12,108年 年度,1.20000000,"        159,169,680",0.0
1452 - 宏益,109/06/12,108年 年度,1.20000000,"        159,169,680",0.0
1453 - 大將,109/06/12,108年 年度,0.0,                  0,0.20000000
