公司代號名稱,股東會日期,股利所屬年(季)度,決議（擬議）進度,股東配發-盈餘分配之現金股利(元/股),股東配發-法定盈餘公積發放之現金(元/股),股東配發-資本公積發放之現金(元/股),股東配發-股東配發之現金(股利)總金額(元),股東配發-盈餘轉增資配股(元/股),股東配發-法定盈餘公積轉增資配股(元/股),股東配發-資本公積轉增資配股(元/股),股東配發-股東配股總股數(股)
1216 - 統一,114/05/29,113年 年度,股東會確認,3.00000000,0.0,0.0,"     17,046,046,263",0.0,0.0,0.0,                  0
1216 - 統一,114/05/29,113年 年度,股東會確認,3.00000000,0.0,0.0,"     17,046,046,263",0.0,0.0,0.0,                  0
1216 - 統一,114/05/29,113年 年度,股東會確認,3.00000000,0.0,0.0,"     17,046,046,263",0.0,0.0,0.0,                  0
1216 - 統一,114/05/29,113年 年度,股東會確認,3.00000000,0.0,0.0,"     17,046,046,263",0.0,0.0,0.0,                  0
1217 - 愛之味,不適用,113年 年度,董事會決議,0.37000000,0.0,0.0,"        182,969,934",0.0,0.0,0.0,                  0
1217 - 愛之味,不適用,113年 年度,董事會決議,0.37000000,0.0,0.0,"        182,969,934",0.0,0.0,0.0,                  0
1217 - 愛之味,不適用,113年 年度,董事會決議,0.37000000,0.0,0.0,"        182,969,934",0.0,0.0,0.0,                  0
1217 - 愛之味,不適用,113年 年度,董事會決議,0.37000000,0.0,0.0,"        182,969,934",0.0,0.0,0.0,                  0
1218 - 泰山,不適用,113年 第1季,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
1218 - 泰山,不適用,113年 第4季,董事會決議,1.35000000,0.0,0.0,"        674,998,701",0.0,0.0,0.0,                  0
1218 - 泰山,不適用,113年 第1季,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
1218 - 泰山,不適用,113年 第2季,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
1218 - 泰山,不適用,113年 第3季,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
1218 - 泰山,不適用,113年 第4季,董事會決議,1.35000000,0.0,0.0,"        674,998,701",0.0,0.0,0.0,                  0
1218 - 泰山,不適用,113年 第3季,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
1218 - 泰山,不適用,113年 第2季,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
1218 - 泰山,不適用,113年 第1季,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
1218 - 泰山,不適用,113年 第2季,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
1218 - 泰山,不適用,113年 第3季,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
1218 - 泰山,不適用,113年 第4季,董事會決議,1.35000000,0.0,0.0,"        674,998,701",0.0,0.0,0.0,                  0
1218 - 泰山,不適用,113年 第2季,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
1218 - 泰山,不適用,113年 第3季,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
1218 - 泰山,不適用,113年 第4季,董事會決議,1.35000000,0.0,0.0,"        674,998,701",0.0,0.0,0.0,                  0
1218 - 泰山,不適用,113年 第1季,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
1219 - 福壽,不適用,113年 上半年,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
1219 - 福壽,不適用,113年 下半年,董事會決議,0.50000000,0.0,0.0,"        170,619,182",0.0,0.0,0.0,                  0
1219 - 福壽,不適用,113年 上半年,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
1219 - 福壽,不適用,113年 下半年,董事會決議,0.50000000,0.0,0.0,"        170,619,182",0.0,0.0,0.0,                  0
1219 - 福壽,不適用,113年 上半年,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
1219 - 福壽,不適用,113年 下半年,董事會決議,0.50000000,0.0,0.0,"        170,619,182",0.0,0.0,0.0,                  0
1219 - 福壽,不適用,113年 下半年,董事會決議,0.50000000,0.0,0.0,"        170,619,182",0.0,0.0,0.0,                  0
1219 - 福壽,不適用,113年 上半年,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
1220 - 台榮,114/06/25,113年 年度,股東會確認,0.70000000,0.0,0.0,"        123,954,561",0.0,0.0,0.0,                  0
1220 - 台榮,114/06/25,113年 年度,股東會確認,0.70000000,0.0,0.0,"        123,954,561",0.0,0.0,0.0,                  0
1220 - 台榮,114/06/25,113年 年度,股東會確認,0.70000000,0.0,0.0,"        123,954,561",0.0,0.0,0.0,                  0
1220 - 台榮,114/06/25,113年 年度,股東會確認,0.70000000,0.0,0.0,"        123,954,561",0.0,0.0,0.0,                  0
1225 - 福懋油,114/06/26,113年 年度,現金股利經董事會決議、增資配股經股東會確認,0.14000000,0.0,0.0,"         32,149,349",0.55000000,0.0,0.0,"         12,630,102"
1225 - 福懋油,114/06/26,113年 年度,現金股利經董事會決議、增資配股經股東會確認,0.14000000,0.0,0.0,"         32,149,349",0.55000000,0.0,0.0,"         12,630,102"
1225 - 福懋油,114/06/26,113年 年度,現金股利經董事會決議、增資配股經股東會確認,0.14000000,0.0,0.0,"         32,149,349",0.55000000,0.0,0.0,"         12,630,102"
1225 - 福懋油,114/06/26,113年 年度,現金股利經董事會決議、增資配股經股東會確認,0.14000000,0.0,0.0,"         32,149,349",0.55000000,0.0,0.0,"         12,630,102"
1227 - 佳格,114/06/19,113年 年度,股東會確認,1.40000000,0.0,0.0,"      1,281,125,427",0.0,0.0,0.0,                  0
1227 - 佳格,114/06/19,113年 年度,股東會確認,1.40000000,0.0,0.0,"      1,281,125,427",0.0,0.0,0.0,                  0
1227 - 佳格,114/06/19,113年 年度,股東會確認,1.40000000,0.0,0.0,"      1,281,125,427",0.0,0.0,0.0,                  0
1227 - 佳格,114/06/19,113年 年度,股東會確認,1.40000000,0.0,0.0,"      1,281,125,427",0.0,0.0,0.0,                  0
1229 - 聯華,不適用,113年 第2季,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
1229 - 聯華,不適用,113年 第1季,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
1229 - 聯華,114/05/26,113年 第4季,現金股利經董事會決議、增資配股經股東會確認,1.30000000,0.0,0.0,"      2,223,570,351",0.50000000,0.0,0.0,"         85,521,936"
1229 - 聯華,不適用,113年 第3季,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
1229 - 聯華,114/05/26,113年 第4季,現金股利經董事會決議、增資配股經股東會確認,1.30000000,0.0,0.0,"      2,223,570,351",0.50000000,0.0,0.0,"         85,521,936"
1229 - 聯華,不適用,113年 第1季,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
1229 - 聯華,不適用,113年 第1季,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
1229 - 聯華,不適用,113年 第2季,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
1229 - 聯華,不適用,113年 第3季,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
1229 - 聯華,114/05/26,113年 第4季,現金股利經董事會決議、增資配股經股東會確認,1.30000000,0.0,0.0,"      2,223,570,351",0.50000000,0.0,0.0,"         85,521,936"
1229 - 聯華,不適用,113年 第3季,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
1229 - 聯華,不適用,113年 第2季,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
1229 - 聯華,不適用,113年 第1季,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
1229 - 聯華,114/05/26,113年 第4季,現金股利經董事會決議、增資配股經股東會確認,1.30000000,0.0,0.0,"      2,223,570,351",0.50000000,0.0,0.0,"         85,521,936"
1229 - 聯華,不適用,113年 第3季,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
1229 - 聯華,不適用,113年 第2季,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
1231 - 聯華食,114/06/19,113年 年度,股東會確認,1.60000000,0.0,0.0,"        434,115,600",1.00000000,0.0,0.0,"         27,132,225"
1231 - 聯華食,114/06/19,113年 年度,股東會確認,1.60000000,0.0,0.0,"        434,115,600",1.00000000,0.0,0.0,"         27,132,225"
1231 - 聯華食,114/06/19,113年 年度,股東會確認,1.60000000,0.0,0.0,"        434,115,600",1.00000000,0.0,0.0,"         27,132,225"
1231 - 聯華食,114/06/19,113年 年度,股東會確認,1.60000000,0.0,0.0,"        434,115,600",1.00000000,0.0,0.0,"         27,132,225"
1232 - 大統益,114/05/20,113年 年度,股東會確認,7.00000000,0.0,0.0,"      1,119,824,405",0.0,0.0,0.0,                  0
1232 - 大統益,114/05/20,113年 年度,股東會確認,7.00000000,0.0,0.0,"      1,119,824,405",0.0,0.0,0.0,                  0
1232 - 大統益,114/05/20,113年 年度,股東會確認,7.00000000,0.0,0.0,"      1,119,824,405",0.0,0.0,0.0,                  0
1232 - 大統益,114/05/20,113年 年度,股東會確認,7.00000000,0.0,0.0,"      1,119,824,405",0.0,0.0,0.0,                  0
1233 - 天仁,不適用,113年 年度,董事會決議,0.95000000,0.0,0.0,"         86,062,350",0.0,0.0,0.0,                  0
1233 - 天仁,不適用,113年 年度,董事會決議,0.95000000,0.0,0.0,"         86,062,350",0.0,0.0,0.0,                  0
1233 - 天仁,不適用,113年 年度,董事會決議,0.95000000,0.0,0.0,"         86,062,350",0.0,0.0,0.0,                  0
1233 - 天仁,不適用,113年 年度,董事會決議,0.95000000,0.0,0.0,"         86,062,350",0.0,0.0,0.0,                  0
1234 - 黑松,不適用,113年 年度,董事會決議,1.90000000,0.0,0.0,"        763,555,079",0.0,0.0,0.0,                  0
1234 - 黑松,不適用,113年 年度,董事會決議,1.90000000,0.0,0.0,"        763,555,079",0.0,0.0,0.0,                  0
1234 - 黑松,不適用,113年 年度,董事會決議,1.90000000,0.0,0.0,"        763,555,079",0.0,0.0,0.0,                  0
1234 - 黑松,不適用,113年 年度,董事會決議,1.90000000,0.0,0.0,"        763,555,079",0.0,0.0,0.0,                  0
1235 - 興泰,114/06/19,113年 年度,股東會確認,0.50000000,0.0,0.0,"         78,574,098",2.00000000,0.0,0.0,"         31,429,639"
1235 - 興泰,114/06/19,113年 年度,股東會確認,0.50000000,0.0,0.0,"         78,574,098",2.00000000,0.0,0.0,"         31,429,639"
1235 - 興泰,114/06/19,113年 年度,股東會確認,0.50000000,0.0,0.0,"         78,574,098",2.00000000,0.0,0.0,"         31,429,639"
1235 - 興泰,114/06/19,113年 年度,股東會確認,0.50000000,0.0,0.0,"         78,574,098",2.00000000,0.0,0.0,"         31,429,639"
1236 - 宏亞,不適用,113年 年度,董事會決議,0.60000000,0.0,0.0,"         52,004,405",0.0,0.0,0.0,                  0
1236 - 宏亞,不適用,113年 年度,董事會決議,0.60000000,0.0,0.0,"         52,004,405",0.0,0.0,0.0,                  0
1236 - 宏亞,不適用,113年 年度,董事會決議,0.60000000,0.0,0.0,"         52,004,405",0.0,0.0,0.0,                  0
1236 - 宏亞,不適用,113年 年度,董事會決議,0.60000000,0.0,0.0,"         52,004,405",0.0,0.0,0.0,                  0
1240 - 茂生農經,114/06/23,113年 年度,股東會確認,2.70000000,0.0,0.0,"        111,614,399",0.70000000,0.0,0.0,"          2,893,707"
1240 - 茂生農經,114/06/23,113年 年度,股東會確認,2.70000000,0.0,0.0,"        111,614,399",0.70000000,0.0,0.0,"          2,893,707"
1240 - 茂生農經,114/06/23,113年 年度,股東會確認,2.70000000,0.0,0.0,"        111,614,399",0.70000000,0.0,0.0,"          2,893,707"
1240 - 茂生農經,114/06/23,113年 年度,股東會確認,2.70000000,0.0,0.0,"        111,614,399",0.70000000,0.0,0.0,"          2,893,707"
1256 - 鮮活果汁-KY,114/05/29,113年 年度,股東會確認,4.70000000,0.0,0.0,"        159,058,152",0.0,0.0,0.0,                  0
1256 - 鮮活果汁-KY,114/05/29,113年 年度,股東會確認,4.70000000,0.0,0.0,"        159,058,152",0.0,0.0,0.0,                  0
1256 - 鮮活果汁-KY,114/05/29,113年 年度,股東會確認,4.70000000,0.0,0.0,"        159,058,152",0.0,0.0,0.0,                  0
1256 - 鮮活果汁-KY,114/05/29,113年 年度,股東會確認,4.70000000,0.0,0.0,"        159,058,152",0.0,0.0,0.0,                  0
1259 - 安心,不適用,113年 年度,董事會決議,1.20000000,0.0,0.0,"         38,867,400",0.0,0.0,0.0,                  0
1259 - 安心,不適用,113年 年度,董事會決議,1.20000000,0.0,0.0,"         38,867,400",0.0,0.0,0.0,                  0
1259 - 安心,不適用,113年 年度,董事會決議,1.20000000,0.0,0.0,"         38,867,400",0.0,0.0,0.0,                  0
1259 - 安心,不適用,113年 年度,董事會決議,1.20000000,0.0,0.0,"         38,867,400",0.0,0.0,0.0,                  0
1264 - 德麥,不適用,113年 年度,董事會決議,14.50000000,0.0,0.0,"        537,259,321",0.0,0.0,0.0,                  0
1264 - 德麥,不適用,113年 年度,董事會決議,14.50000000,0.0,0.0,"        537,259,321",0.0,0.0,0.0,                  0
1264 - 德麥,不適用,113年 年度,董事會決議,14.50000000,0.0,0.0,"        537,259,321",0.0,0.0,0.0,                  0
1264 - 德麥,不適用,113年 年度,董事會決議,14.50000000,0.0,0.0,"        537,259,321",0.0,0.0,0.0,                  0
1268 - 漢來美食,不適用,113年 年度,董事會決議,7.50000000,0.0,0.0,"        316,677,975",0.0,0.0,0.0,                  0
1268 - 漢來美食,不適用,113年 年度,董事會決議,7.50000000,0.0,0.0,"        316,677,975",0.0,0.0,0.0,                  0
1268 - 漢來美食,不適用,113年 年度,董事會決議,7.50000000,0.0,0.0,"        316,677,975",0.0,0.0,0.0,                  0
1268 - 漢來美食,不適用,113年 年度,董事會決議,7.50000000,0.0,0.0,"        316,677,975",0.0,0.0,0.0,                  0
1294 - 漢田生技,114/05/29,113年 年度,現金股利經董事會決議、增資配股經股東會確認,3.20000000,0.0,0.0,"         87,434,444",1.03000000,0.0,0.0,"          2,814,300"
1294 - 漢田生技,114/05/29,113年 年度,現金股利經董事會決議、增資配股經股東會確認,3.20000000,0.0,0.0,"         87,434,444",1.03000000,0.0,0.0,"          2,814,300"
1294 - 漢田生技,114/05/29,113年 年度,現金股利經董事會決議、增資配股經股東會確認,3.20000000,0.0,0.0,"         87,434,444",1.03000000,0.0,0.0,"          2,814,300"
1294 - 漢田生技,114/05/29,113年 年度,現金股利經董事會決議、增資配股經股東會確認,3.20000000,0.0,0.0,"         87,434,444",1.03000000,0.0,0.0,"          2,814,300"
1295 - 生合,不適用,113年 年度,董事會決議,3.50000000,0.0,0.0,"        109,741,800",0.0,0.0,0.0,                  0
1295 - 生合,不適用,113年 年度,董事會決議,3.50000000,0.0,0.0,"        109,741,800",0.0,0.0,0.0,                  0
1295 - 生合,不適用,113年 年度,董事會決議,3.50000000,0.0,0.0,"        109,741,800",0.0,0.0,0.0,                  0
1295 - 生合,不適用,113年 年度,董事會決議,3.50000000,0.0,0.0,"        109,741,800",0.0,0.0,0.0,                  0
1301 - 台塑,不適用,113年 年度,董事會決議,0.50000000,0.0,0.0,"      3,182,870,391",0.0,0.0,0.0,                  0
1301 - 台塑,不適用,113年 年度,董事會決議,0.50000000,0.0,0.0,"      3,182,870,391",0.0,0.0,0.0,                  0
1301 - 台塑,不適用,113年 年度,董事會決議,0.50000000,0.0,0.0,"      3,182,870,391",0.0,0.0,0.0,                  0
1301 - 台塑,不適用,113年 年度,董事會決議,0.50000000,0.0,0.0,"      3,182,870,391",0.0,0.0,0.0,                  0
1303 - 南亞,不適用,113年 年度,董事會決議,0.70000000,0.0,0.0,"      5,551,575,112",0.0,0.0,0.0,                  0
1303 - 南亞,不適用,113年 年度,董事會決議,0.70000000,0.0,0.0,"      5,551,575,112",0.0,0.0,0.0,                  0
1303 - 南亞,不適用,113年 年度,董事會決議,0.70000000,0.0,0.0,"      5,551,575,112",0.0,0.0,0.0,                  0
1303 - 南亞,不適用,113年 年度,董事會決議,0.70000000,0.0,0.0,"      5,551,575,112",0.0,0.0,0.0,                  0
1304 - 台聚,114/05/29,113年 年度,股東會確認,0.20000000,0.0,0.0,"        237,752,700",0.0,0.0,0.0,                  0
1304 - 台聚,114/05/29,113年 年度,股東會確認,0.20000000,0.0,0.0,"        237,752,700",0.0,0.0,0.0,                  0
1304 - 台聚,114/05/29,113年 年度,股東會確認,0.20000000,0.0,0.0,"        237,752,700",0.0,0.0,0.0,                  0
1304 - 台聚,114/05/29,113年 年度,股東會確認,0.20000000,0.0,0.0,"        237,752,700",0.0,0.0,0.0,                  0
1305 - 華夏,114/05/27,113年 年度,股東會確認,0.15000000,0.0,0.0,"         87,157,574",0.0,0.0,0.0,                  0
1305 - 華夏,114/05/27,113年 年度,股東會確認,0.15000000,0.0,0.0,"         87,157,574",0.0,0.0,0.0,                  0
1305 - 華夏,114/05/27,113年 年度,股東會確認,0.15000000,0.0,0.0,"         87,157,574",0.0,0.0,0.0,                  0
1305 - 華夏,114/05/27,113年 年度,股東會確認,0.15000000,0.0,0.0,"         87,157,574",0.0,0.0,0.0,                  0
1307 - 三芳,不適用,113年 年度,董事會決議,2.70000000,0.0,0.0,"      1,074,108,941",0.0,0.0,0.0,                  0
1307 - 三芳,不適用,113年 年度,董事會決議,2.70000000,0.0,0.0,"      1,074,108,941",0.0,0.0,0.0,                  0
1307 - 三芳,不適用,113年 年度,董事會決議,2.70000000,0.0,0.0,"      1,074,108,941",0.0,0.0,0.0,                  0
1307 - 三芳,不適用,113年 年度,董事會決議,2.70000000,0.0,0.0,"      1,074,108,941",0.0,0.0,0.0,                  0
1308 - 亞聚,114/05/28,113年 年度,股東會確認,0.25000000,0.0,0.0,"        148,435,979",0.0,0.0,0.0,                  0
1308 - 亞聚,114/05/28,113年 年度,股東會確認,0.25000000,0.0,0.0,"        148,435,979",0.0,0.0,0.0,                  0
1308 - 亞聚,114/05/28,113年 年度,股東會確認,0.25000000,0.0,0.0,"        148,435,979",0.0,0.0,0.0,                  0
1308 - 亞聚,114/05/28,113年 年度,股東會確認,0.25000000,0.0,0.0,"        148,435,979",0.0,0.0,0.0,                  0
1309 - 台達化,114/05/28,113年 年度,股東會確認,0.20000000,0.0,0.0,"         79,517,370",0.0,0.0,0.0,                  0
1309 - 台達化,114/05/28,113年 年度,股東會確認,0.20000000,0.0,0.0,"         79,517,370",0.0,0.0,0.0,                  0
1309 - 台達化,114/05/28,113年 年度,股東會確認,0.20000000,0.0,0.0,"         79,517,370",0.0,0.0,0.0,                  0
