公司代號名稱,股東會日期,股利所屬年(季)度,決議（擬議）進度,股東配發-盈餘分配之現金股利(元/股),股東配發-法定盈餘公積發放之現金(元/股),股東配發-資本公積發放之現金(元/股),股東配發-股東配發之現金(股利)總金額(元),股東配發-盈餘轉增資配股(元/股),股東配發-法定盈餘公積轉增資配股(元/股),股東配發-資本公積轉增資配股(元/股),股東配發-股東配股總股數(股)
1229 - 聯華,不適用,114年 第2季,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
1229 - 聯華,不適用,114年 第1季,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
1229 - 聯華,不適用,114年 第2季,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
1229 - 聯華,不適用,114年 第1季,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
1229 - 聯華,不適用,114年 第2季,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
1229 - 聯華,不適用,114年 第1季,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
1315 - 達新,不適用,114年 上半年,董事會決議,2.00000000,0.0,0.0,"        198,198,000",0.0,0.0,0.0,                  0
1315 - 達新,不適用,114年 上半年,董事會決議,2.00000000,0.0,0.0,"        198,198,000",0.0,0.0,0.0,                  0
1315 - 達新,不適用,114年 上半年,董事會決議,2.00000000,0.0,0.0,"        198,198,000",0.0,0.0,0.0,                  0
1315 - 達新,不適用,114年 上半年,董事會決議,2.00000000,0.0,0.0,"        198,198,000",0.0,0.0,0.0,                  0
1316 - 上曜,不適用,114年 上半年,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
1316 - 上曜,不適用,114年 上半年,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
1316 - 上曜,不適用,114年 上半年,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
1316 - 上曜,不適用,114年 上半年,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
1341 - 富林-KY,不適用,114年 第2季,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
1341 - 富林-KY,不適用,114年 第1季,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
1341 - 富林-KY,不適用,114年 第1季,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
1341 - 富林-KY,不適用,114年 第2季,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
1341 - 富林-KY,不適用,114年 第2季,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
1341 - 富林-KY,不適用,114年 第1季,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
1341 - 富林-KY,不適用,114年 第1季,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
1341 - 富林-KY,不適用,114年 第2季,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
1437 - 勤益控,不適用,114年 第2季,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
1437 - 勤益控,不適用,114年 第2季,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
1437 - 勤益控,不適用,114年 第2季,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
1437 - 勤益控,不適用,114年 第2季,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
1470 - 大統新創,不適用,114年 上半年,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
1470 - 大統新創,不適用,114年 上半年,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
1470 - 大統新創,不適用,114年 上半年,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
1470 - 大統新創,不適用,114年 上半年,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
1477 - 聚陽,不適用,114年 上半年,董事會決議,6.00000000,0.0,0.0,"      1,480,162,278",0.0,0.0,0.0,                  0
1477 - 聚陽,不適用,114年 上半年,董事會決議,6.00000000,0.0,0.0,"      1,480,162,278",0.0,0.0,0.0,                  0
1477 - 聚陽,不適用,114年 上半年,董事會決議,6.00000000,0.0,0.0,"      1,480,162,278",0.0,0.0,0.0,                  0
1477 - 聚陽,不適用,114年 上半年,董事會決議,6.00000000,0.0,0.0,"      1,480,162,278",0.0,0.0,0.0,                  0
1536 - 和大,不適用,114年 上半年,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
1536 - 和大,不適用,114年 上半年,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
1536 - 和大,不適用,114年 上半年,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
1536 - 和大,不適用,114年 上半年,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
1587 - 吉茂,不適用,114年 上半年,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
1587 - 吉茂,不適用,114年 上半年,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
1587 - 吉茂,不適用,114年 上半年,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
1587 - 吉茂,不適用,114年 上半年,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
1591 - 駿吉-KY,不適用,114年 上半年,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
1591 - 駿吉-KY,不適用,114年 上半年,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
1591 - 駿吉-KY,不適用,114年 上半年,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
1591 - 駿吉-KY,不適用,114年 上半年,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
1593 - 祺驊,不適用,114年 第2季,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
1593 - 祺驊,不適用,114年 第2季,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
1593 - 祺驊,不適用,114年 第2季,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
1593 - 祺驊,不適用,114年 第1季,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
1593 - 祺驊,不適用,114年 第1季,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
1593 - 祺驊,不適用,114年 第1季,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
1593 - 祺驊,不適用,114年 第1季,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
1593 - 祺驊,不適用,114年 第2季,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
1709 - 和益,不適用,114年 上半年,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
1709 - 和益,不適用,114年 上半年,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
1709 - 和益,不適用,114年 上半年,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
1709 - 和益,不適用,114年 上半年,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
1730 - 花仙子,不適用,114年 上半年,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
1730 - 花仙子,不適用,114年 上半年,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
1730 - 花仙子,不適用,114年 上半年,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
1730 - 花仙子,不適用,114年 上半年,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
1784 - 訊聯,不適用,114年 上半年,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
1784 - 訊聯,不適用,114年 上半年,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
1784 - 訊聯,不適用,114年 上半年,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
1784 - 訊聯,不適用,114年 上半年,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
1806 - 冠軍,不適用,114年 上半年,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
1806 - 冠軍,不適用,114年 上半年,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
1806 - 冠軍,不適用,114年 上半年,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
1806 - 冠軍,不適用,114年 上半年,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
1906 - 寶隆,不適用,114年 上半年,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
1906 - 寶隆,不適用,114年 上半年,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
1906 - 寶隆,不適用,114年 上半年,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
1906 - 寶隆,不適用,114年 上半年,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
1909 - 榮成,不適用,114年 上半年,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
1909 - 榮成,不適用,114年 上半年,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
1909 - 榮成,不適用,114年 上半年,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
1909 - 榮成,不適用,114年 上半年,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
2028 - 威致,不適用,114年 第2季,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
2028 - 威致,不適用,114年 第1季,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
2028 - 威致,不適用,114年 第1季,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
2028 - 威致,不適用,114年 第2季,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
2028 - 威致,不適用,114年 第1季,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
2028 - 威致,不適用,114年 第2季,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
2028 - 威致,不適用,114年 第2季,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
2028 - 威致,不適用,114年 第1季,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
2061 - 風青,不適用,114年 第1季,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
2061 - 風青,不適用,114年 第1季,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
2061 - 風青,不適用,114年 第2季,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
2061 - 風青,不適用,114年 第2季,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
2061 - 風青,不適用,114年 第2季,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
2061 - 風青,不適用,114年 第1季,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
2061 - 風青,不適用,114年 第2季,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
2061 - 風青,不適用,114年 第1季,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
2063 - 世鎧,不適用,114年 第1季,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
2063 - 世鎧,不適用,114年 第1季,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
2063 - 世鎧,不適用,114年 第2季,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
2063 - 世鎧,不適用,114年 第2季,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
2063 - 世鎧,不適用,114年 第1季,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
2063 - 世鎧,不適用,114年 第2季,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
2063 - 世鎧,不適用,114年 第1季,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
2063 - 世鎧,不適用,114年 第2季,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
2065 - 世豐,不適用,114年 第1季,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
2065 - 世豐,不適用,114年 第2季,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
2065 - 世豐,不適用,114年 第2季,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
2065 - 世豐,不適用,114年 第2季,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
2065 - 世豐,不適用,114年 第2季,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
2065 - 世豐,不適用,114年 第1季,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
2065 - 世豐,不適用,114年 第1季,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
2065 - 世豐,不適用,114年 第1季,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
2066 - 世德,不適用,114年 上半年,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
2066 - 世德,不適用,114年 上半年,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
2066 - 世德,不適用,114年 上半年,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
2066 - 世德,不適用,114年 上半年,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
2070 - 精湛,不適用,114年 上半年,董事會決議,0.50000000,0.0,0.0,"         17,891,400",0.0,0.0,0.0,                  0
2070 - 精湛,不適用,114年 上半年,董事會決議,0.50000000,0.0,0.0,"         17,891,400",0.0,0.0,0.0,                  0
2070 - 精湛,不適用,114年 上半年,董事會決議,0.50000000,0.0,0.0,"         17,891,400",0.0,0.0,0.0,                  0
2070 - 精湛,不適用,114年 上半年,董事會決議,0.50000000,0.0,0.0,"         17,891,400",0.0,0.0,0.0,                  0
2101 - 南港,不適用,114年 上半年,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
2101 - 南港,不適用,114年 上半年,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
2101 - 南港,不適用,114年 上半年,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
2101 - 南港,不適用,114年 上半年,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
2102 - 泰豐,不適用,114年 上半年,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
2102 - 泰豐,不適用,114年 上半年,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
2102 - 泰豐,不適用,114年 上半年,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
2102 - 泰豐,不適用,114年 上半年,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
2109 - 華豐,不適用,114年 上半年,董事會決議,0.50000000,0.0,0.0,"        139,674,567",0.0,0.0,0.0,                  0
2109 - 華豐,不適用,114年 上半年,董事會決議,0.50000000,0.0,0.0,"        139,674,567",0.0,0.0,0.0,                  0
2109 - 華豐,不適用,114年 上半年,董事會決議,0.50000000,0.0,0.0,"        139,674,567",0.0,0.0,0.0,                  0
2109 - 華豐,不適用,114年 上半年,董事會決議,0.50000000,0.0,0.0,"        139,674,567",0.0,0.0,0.0,                  0
2254 - 巨鎧精密-創,不適用,114年 上半年,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
2254 - 巨鎧精密-創,不適用,114年 上半年,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
2254 - 巨鎧精密-創,不適用,114年 上半年,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
2254 - 巨鎧精密-創,不適用,114年 上半年,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
2301 - 光寶科,不適用,114年 第1季,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
2301 - 光寶科,不適用,114年 第2季,董事會決議,2.00000000,0.0,0.0,"      4,553,551,526",0.0,0.0,0.0,                  0
2301 - 光寶科,不適用,114年 第2季,董事會決議,2.00000000,0.0,0.0,"      4,553,551,526",0.0,0.0,0.0,                  0
2301 - 光寶科,不適用,114年 第2季,董事會決議,2.00000000,0.0,0.0,"      4,553,551,526",0.0,0.0,0.0,                  0
2301 - 光寶科,不適用,114年 第1季,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
2301 - 光寶科,不適用,114年 第1季,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
2301 - 光寶科,不適用,114年 第2季,董事會決議,2.00000000,0.0,0.0,"      4,553,551,526",0.0,0.0,0.0,                  0
2301 - 光寶科,不適用,114年 第1季,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
2330 - 台積電,不適用,114年 第2季,董事會決議,5.00000000,0.0,0.0,"    129,662,912,605",0.0,0.0,0.0,                  0
2330 - 台積電,不適用,114年 第1季,董事會決議,5.00001754,0.0,0.0,"    129,663,077,605",0.0,0.0,0.0,                  0
2330 - 台積電,不適用,114年 第1季,董事會決議,5.00001754,0.0,0.0,"    129,663,077,605",0.0,0.0,0.0,                  0
2330 - 台積電,不適用,114年 第2季,董事會決議,5.00000000,0.0,0.0,"    129,662,912,605",0.0,0.0,0.0,                  0
2330 - 台積電,不適用,114年 第2季,董事會決議,5.00000000,0.0,0.0,"    129,662,912,605",0.0,0.0,0.0,                  0
2330 - 台積電,不適用,114年 第1季,董事會決議,5.00001754,0.0,0.0,"    129,663,077,605",0.0,0.0,0.0,                  0
2330 - 台積電,不適用,114年 第2季,董事會決議,5.00000000,0.0,0.0,"    129,662,912,605",0.0,0.0,0.0,                  0
2330 - 台積電,不適用,114年 第1季,董事會決議,5.00001754,0.0,0.0,"    129,663,077,605",0.0,0.0,0.0,                  0
2342 - 茂矽,不適用,114年 上半年,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
2342 - 茂矽,不適用,114年 上半年,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
2342 - 茂矽,不適用,114年 上半年,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
2342 - 茂矽,不適用,114年 上半年,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
2344 - 華邦電,不適用,114年 上半年,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
2344 - 華邦電,不適用,114年 上半年,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
2344 - 華邦電,不適用,114年 上半年,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
2344 - 華邦電,不適用,114年 上半年,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
2359 - 所羅門,不適用,114年 上半年,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
2359 - 所羅門,不適用,114年 上半年,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
2359 - 所羅門,不適用,114年 上半年,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
2359 - 所羅門,不適用,114年 上半年,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
2365 - 昆盈,不適用,114年 第1季,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
2365 - 昆盈,不適用,114年 第1季,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
2365 - 昆盈,不適用,114年 第2季,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
2365 - 昆盈,不適用,114年 第1季,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
2365 - 昆盈,不適用,114年 第2季,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
2365 - 昆盈,不適用,114年 第2季,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
2365 - 昆盈,不適用,114年 第1季,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
2365 - 昆盈,不適用,114年 第2季,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
2371 - 大同,不適用,114年 上半年,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
2371 - 大同,不適用,114年 上半年,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
2371 - 大同,不適用,114年 上半年,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
2371 - 大同,不適用,114年 上半年,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
2380 - 虹光,不適用,114年 上半年,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
2380 - 虹光,不適用,114年 上半年,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
2380 - 虹光,不適用,114年 上半年,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
2380 - 虹光,不適用,114年 上半年,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
2382 - 廣達,不適用,114年 上半年,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
2382 - 廣達,不適用,114年 上半年,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
2382 - 廣達,不適用,114年 上半年,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
2382 - 廣達,不適用,114年 上半年,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
2405 - 輔信,不適用,114年 上半年,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
2405 - 輔信,不適用,114年 上半年,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
2405 - 輔信,不適用,114年 上半年,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
2405 - 輔信,不適用,114年 上半年,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
2458 - 義隆,不適用,114年 上半年,董事會決議,2.64454800,0.0,0.0,"        790,089,020",0.0,0.0,0.0,                  0
2458 - 義隆,不適用,114年 上半年,董事會決議,2.64454800,0.0,0.0,"        790,089,020",0.0,0.0,0.0,                  0
2458 - 義隆,不適用,114年 上半年,董事會決議,2.64454800,0.0,0.0,"        790,089,020",0.0,0.0,0.0,                  0
2458 - 義隆,不適用,114年 上半年,董事會決議,2.64454800,0.0,0.0,"        790,089,020",0.0,0.0,0.0,                  0
2461 - 光群雷,不適用,114年 第2季,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
2461 - 光群雷,不適用,114年 第2季,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
2461 - 光群雷,不適用,114年 第1季,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
2461 - 光群雷,不適用,114年 第1季,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
2461 - 光群雷,不適用,114年 第1季,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
2461 - 光群雷,不適用,114年 第2季,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
2461 - 光群雷,不適用,114年 第1季,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
2461 - 光群雷,不適用,114年 第2季,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
2489 - 瑞軒,不適用,114年 上半年,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
2489 - 瑞軒,不適用,114年 上半年,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
2489 - 瑞軒,不適用,114年 上半年,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
2489 - 瑞軒,不適用,114年 上半年,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
2496 - 卓越,不適用,114年 上半年,董事會決議,1.50000000,0.0,0.0,"         28,650,660",0.0,0.0,0.0,                  0
2496 - 卓越,不適用,114年 上半年,董事會決議,1.50000000,0.0,0.0,"         28,650,660",0.0,0.0,0.0,                  0
2496 - 卓越,不適用,114年 上半年,董事會決議,1.50000000,0.0,0.0,"         28,650,660",0.0,0.0,0.0,                  0
2496 - 卓越,不適用,114年 上半年,董事會決議,1.50000000,0.0,0.0,"         28,650,660",0.0,0.0,0.0,                  0
2506 - 太設,不適用,114年 上半年,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
2506 - 太設,不適用,114年 上半年,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
2506 - 太設,不適用,114年 上半年,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
2506 - 太設,不適用,114年 上半年,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
2528 - 皇普,不適用,114年 上半年,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
2528 - 皇普,不適用,114年 上半年,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
2528 - 皇普,不適用,114年 上半年,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
2528 - 皇普,不適用,114年 上半年,董事會決議,0.0,0.0,0.0,                  0,0.0,0.0,0.0,                  0
